selection_groups,parent_rank,parent_residue,parent_component_count,parent_residual_measure,parent_max_component_width,parent_mod210,reflection_orbit,capacity_pass,lift_remainder,child_residue,transition_label,component_delta,phase_margin,phase_rank,aperture_tension,aperture_tension_rank,gap_width,gap_center,slack,nearest_q_grid_distance,is_close
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,155,5374,1,4/77,4/77,124,3/16,True,11,2557924,trim,0,-5/133,2,5/133,2,4/77,95/154,1/2926,111/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,155,5374,1,4/77,4/77,124,3/16,True,12,2047414,trim,0,-3/209,1,3/209,1,4/77,95/154,1/2926,43/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,155,5374,1,4/77,4/77,124,3/16,True,13,1536904,miss,0,-14/209,3,14/209,3,4/77,95/154,1/2926,197/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,155,5374,1,4/77,4/77,124,3/16,True,14,1026394,miss,0,-25/209,5,25/209,5,4/77,95/154,1/2926,351/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,155,5374,1,4/77,4/77,124,3/16,True,15,515884,miss,0,-36/209,7,36/209,7,4/77,95/154,1/2926,505/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,155,5374,1,4/77,4/77,124,3/16,True,16,5374,miss,0,-47/209,9,47/209,9,4/77,95/154,1/2926,659/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,155,5374,1,4/77,4/77,124,3/16,True,17,9194554,miss,0,-58/209,11,58/209,11,4/77,95/154,1/2926,813/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,155,5374,1,4/77,4/77,124,3/16,True,18,8684044,miss,0,-69/209,13,69/209,13,4/77,95/154,1/2926,967/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,156,5714,1,4/77,4/77,44,5/14,True,0,7152854,miss,0,-80/209,15,80/209,15,4/77,59/154,1/2926,59/154,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,156,5714,1,4/77,4/77,44,5/14,True,1,6642344,miss,0,-69/209,13,69/209,13,4/77,59/154,1/2926,967/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,156,5714,1,4/77,4/77,44,5/14,True,2,6131834,miss,0,-58/209,11,58/209,11,4/77,59/154,1/2926,813/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,156,5714,1,4/77,4/77,44,5/14,True,3,5621324,miss,0,-47/209,9,47/209,9,4/77,59/154,1/2926,659/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,156,5714,1,4/77,4/77,44,5/14,True,4,5110814,miss,0,-36/209,7,36/209,7,4/77,59/154,1/2926,505/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,156,5714,1,4/77,4/77,44,5/14,True,5,4600304,miss,0,-25/209,5,25/209,5,4/77,59/154,1/2926,351/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,156,5714,1,4/77,4/77,44,5/14,True,6,4089794,miss,0,-14/209,3,14/209,3,4/77,59/154,1/2926,197/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,156,5714,1,4/77,4/77,44,5/14,True,7,3579284,trim,0,-3/209,1,3/209,1,4/77,59/154,1/2926,43/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,156,5714,1,4/77,4/77,44,5/14,True,8,3068774,trim,0,-5/133,2,5/133,2,4/77,59/154,1/2926,111/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,156,5714,1,4/77,4/77,44,5/14,True,9,2558264,miss,0,-12/133,4,12/133,4,4/77,59/154,1/2926,265/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,156,5714,1,4/77,4/77,44,5/14,True,10,2047754,miss,0,-1/7,6,1/7,6,4/77,59/154,1/2926,419/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,156,5714,1,4/77,4/77,44,5/14,True,11,1537244,miss,0,-26/133,8,26/133,8,4/77,59/154,1/2926,573/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,156,5714,1,4/77,4/77,44,5/14,True,12,1026734,miss,0,-33/133,10,33/133,10,4/77,59/154,1/2926,727/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,156,5714,1,4/77,4/77,44,5/14,True,13,516224,miss,0,-40/133,12,40/133,12,4/77,59/154,1/2926,881/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,156,5714,1,4/77,4/77,44,5/14,True,14,5714,miss,0,-47/133,14,47/133,14,4/77,59/154,1/2926,1035/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,156,5714,1,4/77,4/77,44,5/14,True,15,9194894,miss,0,-54/133,16,54/133,16,4/77,59/154,1/2926,1189/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,156,5714,1,4/77,4/77,44,5/14,True,16,8684384,miss,0,-61/133,18,61/133,18,4/77,59/154,1/2926,1343/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,156,5714,1,4/77,4/77,44,5/14,True,17,8173874,miss,0,-102/209,19,102/209,19,4/77,59/154,1/2926,1429/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,156,5714,1,4/77,4/77,44,5/14,True,18,7663364,miss,0,-91/209,17,91/209,17,4/77,59/154,1/2926,1275/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,157,5836,1,4/77,4/77,166,3/16,True,0,1537366,miss,0,-80/209,15,80/209,15,4/77,95/154,1/2926,59/154,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,157,5836,1,4/77,4/77,166,3/16,True,1,1026856,miss,0,-91/209,17,91/209,17,4/77,95/154,1/2926,1275/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,157,5836,1,4/77,4/77,166,3/16,True,2,516346,miss,0,-102/209,19,102/209,19,4/77,95/154,1/2926,1429/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,157,5836,1,4/77,4/77,166,3/16,True,3,5836,miss,0,-61/133,18,61/133,18,4/77,95/154,1/2926,1343/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,157,5836,1,4/77,4/77,166,3/16,True,4,9195016,miss,0,-54/133,16,54/133,16,4/77,95/154,1/2926,1189/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,157,5836,1,4/77,4/77,166,3/16,True,5,8684506,miss,0,-47/133,14,47/133,14,4/77,95/154,1/2926,1035/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,157,5836,1,4/77,4/77,166,3/16,True,6,8173996,miss,0,-40/133,12,40/133,12,4/77,95/154,1/2926,881/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,157,5836,1,4/77,4/77,166,3/16,True,7,7663486,miss,0,-33/133,10,33/133,10,4/77,95/154,1/2926,727/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,157,5836,1,4/77,4/77,166,3/16,True,8,7152976,miss,0,-26/133,8,26/133,8,4/77,95/154,1/2926,573/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,157,5836,1,4/77,4/77,166,3/16,True,9,6642466,miss,0,-1/7,6,1/7,6,4/77,95/154,1/2926,419/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,157,5836,1,4/77,4/77,166,3/16,True,10,6131956,miss,0,-12/133,4,12/133,4,4/77,95/154,1/2926,265/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,157,5836,1,4/77,4/77,166,3/16,True,11,5621446,trim,0,-5/133,2,5/133,2,4/77,95/154,1/2926,111/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,157,5836,1,4/77,4/77,166,3/16,True,12,5110936,trim,0,-3/209,1,3/209,1,4/77,95/154,1/2926,43/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,157,5836,1,4/77,4/77,166,3/16,True,13,4600426,miss,0,-14/209,3,14/209,3,4/77,95/154,1/2926,197/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,157,5836,1,4/77,4/77,166,3/16,True,14,4089916,miss,0,-25/209,5,25/209,5,4/77,95/154,1/2926,351/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,157,5836,1,4/77,4/77,166,3/16,True,15,3579406,miss,0,-36/209,7,36/209,7,4/77,95/154,1/2926,505/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,157,5836,1,4/77,4/77,166,3/16,True,16,3068896,miss,0,-47/209,9,47/209,9,4/77,95/154,1/2926,659/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,157,5836,1,4/77,4/77,166,3/16,True,17,2558386,miss,0,-58/209,11,58/209,11,4/77,95/154,1/2926,813/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,157,5836,1,4/77,4/77,166,3/16,True,18,2047876,miss,0,-69/209,13,69/209,13,4/77,95/154,1/2926,967/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,158,6176,1,4/77,4/77,86,1/18,True,0,516686,miss,0,-80/209,15,80/209,15,4/77,59/154,1/2926,59/154,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,158,6176,1,4/77,4/77,86,1/18,True,1,6176,miss,0,-69/209,13,69/209,13,4/77,59/154,1/2926,967/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,158,6176,1,4/77,4/77,86,1/18,True,2,9195356,miss,0,-58/209,11,58/209,11,4/77,59/154,1/2926,813/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,158,6176,1,4/77,4/77,86,1/18,True,3,8684846,miss,0,-47/209,9,47/209,9,4/77,59/154,1/2926,659/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,158,6176,1,4/77,4/77,86,1/18,True,4,8174336,miss,0,-36/209,7,36/209,7,4/77,59/154,1/2926,505/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,158,6176,1,4/77,4/77,86,1/18,True,5,7663826,miss,0,-25/209,5,25/209,5,4/77,59/154,1/2926,351/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,158,6176,1,4/77,4/77,86,1/18,True,6,7153316,miss,0,-14/209,3,14/209,3,4/77,59/154,1/2926,197/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,158,6176,1,4/77,4/77,86,1/18,True,7,6642806,trim,0,-3/209,1,3/209,1,4/77,59/154,1/2926,43/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,158,6176,1,4/77,4/77,86,1/18,True,8,6132296,trim,0,-5/133,2,5/133,2,4/77,59/154,1/2926,111/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,158,6176,1,4/77,4/77,86,1/18,True,9,5621786,miss,0,-12/133,4,12/133,4,4/77,59/154,1/2926,265/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,158,6176,1,4/77,4/77,86,1/18,True,10,5111276,miss,0,-1/7,6,1/7,6,4/77,59/154,1/2926,419/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,158,6176,1,4/77,4/77,86,1/18,True,11,4600766,miss,0,-26/133,8,26/133,8,4/77,59/154,1/2926,573/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,158,6176,1,4/77,4/77,86,1/18,True,12,4090256,miss,0,-33/133,10,33/133,10,4/77,59/154,1/2926,727/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,158,6176,1,4/77,4/77,86,1/18,True,13,3579746,miss,0,-40/133,12,40/133,12,4/77,59/154,1/2926,881/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,158,6176,1,4/77,4/77,86,1/18,True,14,3069236,miss,0,-47/133,14,47/133,14,4/77,59/154,1/2926,1035/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,158,6176,1,4/77,4/77,86,1/18,True,15,2558726,miss,0,-54/133,16,54/133,16,4/77,59/154,1/2926,1189/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,158,6176,1,4/77,4/77,86,1/18,True,16,2048216,miss,0,-61/133,18,61/133,18,4/77,59/154,1/2926,1343/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,158,6176,1,4/77,4/77,86,1/18,True,17,1537706,miss,0,-102/209,19,102/209,19,4/77,59/154,1/2926,1429/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,158,6176,1,4/77,4/77,86,1/18,True,18,1027196,miss,0,-91/209,17,91/209,17,4/77,59/154,1/2926,1275/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,159,6638,1,4/77,4/77,128,7/12,True,0,3580208,miss,0,-80/209,15,80/209,15,4/77,59/154,1/2926,59/154,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,159,6638,1,4/77,4/77,128,7/12,True,1,3069698,miss,0,-69/209,13,69/209,13,4/77,59/154,1/2926,967/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,159,6638,1,4/77,4/77,128,7/12,True,2,2559188,miss,0,-58/209,11,58/209,11,4/77,59/154,1/2926,813/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,159,6638,1,4/77,4/77,128,7/12,True,3,2048678,miss,0,-47/209,9,47/209,9,4/77,59/154,1/2926,659/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,159,6638,1,4/77,4/77,128,7/12,True,4,1538168,miss,0,-36/209,7,36/209,7,4/77,59/154,1/2926,505/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,159,6638,1,4/77,4/77,128,7/12,True,5,1027658,miss,0,-25/209,5,25/209,5,4/77,59/154,1/2926,351/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,159,6638,1,4/77,4/77,128,7/12,True,6,517148,miss,0,-14/209,3,14/209,3,4/77,59/154,1/2926,197/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,159,6638,1,4/77,4/77,128,7/12,True,7,6638,trim,0,-3/209,1,3/209,1,4/77,59/154,1/2926,43/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,159,6638,1,4/77,4/77,128,7/12,True,8,9195818,trim,0,-5/133,2,5/133,2,4/77,59/154,1/2926,111/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,159,6638,1,4/77,4/77,128,7/12,True,9,8685308,miss,0,-12/133,4,12/133,4,4/77,59/154,1/2926,265/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,159,6638,1,4/77,4/77,128,7/12,True,10,8174798,miss,0,-1/7,6,1/7,6,4/77,59/154,1/2926,419/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,159,6638,1,4/77,4/77,128,7/12,True,11,7664288,miss,0,-26/133,8,26/133,8,4/77,59/154,1/2926,573/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,159,6638,1,4/77,4/77,128,7/12,True,12,7153778,miss,0,-33/133,10,33/133,10,4/77,59/154,1/2926,727/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,159,6638,1,4/77,4/77,128,7/12,True,13,6643268,miss,0,-40/133,12,40/133,12,4/77,59/154,1/2926,881/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,159,6638,1,4/77,4/77,128,7/12,True,14,6132758,miss,0,-47/133,14,47/133,14,4/77,59/154,1/2926,1035/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,159,6638,1,4/77,4/77,128,7/12,True,15,5622248,miss,0,-54/133,16,54/133,16,4/77,59/154,1/2926,1189/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,159,6638,1,4/77,4/77,128,7/12,True,16,5111738,miss,0,-61/133,18,61/133,18,4/77,59/154,1/2926,1343/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,159,6638,1,4/77,4/77,128,7/12,True,17,4601228,miss,0,-102/209,19,102/209,19,4/77,59/154,1/2926,1429/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,159,6638,1,4/77,4/77,128,7/12,True,18,4090718,miss,0,-91/209,17,91/209,17,4/77,59/154,1/2926,1275/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,160,7100,1,4/77,4/77,170,6/13,True,0,6643730,miss,0,-80/209,15,80/209,15,4/77,59/154,1/2926,59/154,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,160,7100,1,4/77,4/77,170,6/13,True,1,6133220,miss,0,-69/209,13,69/209,13,4/77,59/154,1/2926,967/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,160,7100,1,4/77,4/77,170,6/13,True,2,5622710,miss,0,-58/209,11,58/209,11,4/77,59/154,1/2926,813/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,160,7100,1,4/77,4/77,170,6/13,True,3,5112200,miss,0,-47/209,9,47/209,9,4/77,59/154,1/2926,659/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,160,7100,1,4/77,4/77,170,6/13,True,4,4601690,miss,0,-36/209,7,36/209,7,4/77,59/154,1/2926,505/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,160,7100,1,4/77,4/77,170,6/13,True,5,4091180,miss,0,-25/209,5,25/209,5,4/77,59/154,1/2926,351/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,160,7100,1,4/77,4/77,170,6/13,True,6,3580670,miss,0,-14/209,3,14/209,3,4/77,59/154,1/2926,197/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,160,7100,1,4/77,4/77,170,6/13,True,7,3070160,trim,0,-3/209,1,3/209,1,4/77,59/154,1/2926,43/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,160,7100,1,4/77,4/77,170,6/13,True,8,2559650,trim,0,-5/133,2,5/133,2,4/77,59/154,1/2926,111/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,160,7100,1,4/77,4/77,170,6/13,True,9,2049140,miss,0,-12/133,4,12/133,4,4/77,59/154,1/2926,265/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,160,7100,1,4/77,4/77,170,6/13,True,10,1538630,miss,0,-1/7,6,1/7,6,4/77,59/154,1/2926,419/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,160,7100,1,4/77,4/77,170,6/13,True,11,1028120,miss,0,-26/133,8,26/133,8,4/77,59/154,1/2926,573/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,160,7100,1,4/77,4/77,170,6/13,True,12,517610,miss,0,-33/133,10,33/133,10,4/77,59/154,1/2926,727/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,160,7100,1,4/77,4/77,170,6/13,True,13,7100,miss,0,-40/133,12,40/133,12,4/77,59/154,1/2926,881/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,160,7100,1,4/77,4/77,170,6/13,True,14,9196280,miss,0,-47/133,14,47/133,14,4/77,59/154,1/2926,1035/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,160,7100,1,4/77,4/77,170,6/13,True,15,8685770,miss,0,-54/133,16,54/133,16,4/77,59/154,1/2926,1189/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,160,7100,1,4/77,4/77,170,6/13,True,16,8175260,miss,0,-61/133,18,61/133,18,4/77,59/154,1/2926,1343/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,160,7100,1,4/77,4/77,170,6/13,True,17,7664750,miss,0,-102/209,19,102/209,19,4/77,59/154,1/2926,1429/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,160,7100,1,4/77,4/77,170,6/13,True,18,7154240,miss,0,-91/209,17,91/209,17,4/77,59/154,1/2926,1275/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,161,7222,1,4/77,4/77,82,2/17,True,0,1028242,miss,0,-80/209,15,80/209,15,4/77,95/154,1/2926,59/154,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,161,7222,1,4/77,4/77,82,2/17,True,1,517732,miss,0,-91/209,17,91/209,17,4/77,95/154,1/2926,1275/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,161,7222,1,4/77,4/77,82,2/17,True,2,7222,miss,0,-102/209,19,102/209,19,4/77,95/154,1/2926,1429/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,161,7222,1,4/77,4/77,82,2/17,True,3,9196402,miss,0,-61/133,18,61/133,18,4/77,95/154,1/2926,1343/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,161,7222,1,4/77,4/77,82,2/17,True,4,8685892,miss,0,-54/133,16,54/133,16,4/77,95/154,1/2926,1189/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,161,7222,1,4/77,4/77,82,2/17,True,5,8175382,miss,0,-47/133,14,47/133,14,4/77,95/154,1/2926,1035/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,161,7222,1,4/77,4/77,82,2/17,True,6,7664872,miss,0,-40/133,12,40/133,12,4/77,95/154,1/2926,881/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,161,7222,1,4/77,4/77,82,2/17,True,7,7154362,miss,0,-33/133,10,33/133,10,4/77,95/154,1/2926,727/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,161,7222,1,4/77,4/77,82,2/17,True,8,6643852,miss,0,-26/133,8,26/133,8,4/77,95/154,1/2926,573/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,161,7222,1,4/77,4/77,82,2/17,True,9,6133342,miss,0,-1/7,6,1/7,6,4/77,95/154,1/2926,419/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,161,7222,1,4/77,4/77,82,2/17,True,10,5622832,miss,0,-12/133,4,12/133,4,4/77,95/154,1/2926,265/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,161,7222,1,4/77,4/77,82,2/17,True,11,5112322,trim,0,-5/133,2,5/133,2,4/77,95/154,1/2926,111/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,161,7222,1,4/77,4/77,82,2/17,True,12,4601812,trim,0,-3/209,1,3/209,1,4/77,95/154,1/2926,43/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,161,7222,1,4/77,4/77,82,2/17,True,13,4091302,miss,0,-14/209,3,14/209,3,4/77,95/154,1/2926,197/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,161,7222,1,4/77,4/77,82,2/17,True,14,3580792,miss,0,-25/209,5,25/209,5,4/77,95/154,1/2926,351/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,161,7222,1,4/77,4/77,82,2/17,True,15,3070282,miss,0,-36/209,7,36/209,7,4/77,95/154,1/2926,505/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,161,7222,1,4/77,4/77,82,2/17,True,16,2559772,miss,0,-47/209,9,47/209,9,4/77,95/154,1/2926,659/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,161,7222,1,4/77,4/77,82,2/17,True,17,2049262,miss,0,-58/209,11,58/209,11,4/77,95/154,1/2926,813/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,161,7222,1,4/77,4/77,82,2/17,True,18,1538752,miss,0,-69/209,13,69/209,13,4/77,95/154,1/2926,967/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,162,7684,1,4/77,4/77,124,8/11,True,0,4091764,miss,0,-80/209,15,80/209,15,4/77,95/154,1/2926,59/154,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,162,7684,1,4/77,4/77,124,8/11,True,1,3581254,miss,0,-91/209,17,91/209,17,4/77,95/154,1/2926,1275/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,162,7684,1,4/77,4/77,124,8/11,True,2,3070744,miss,0,-102/209,19,102/209,19,4/77,95/154,1/2926,1429/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,162,7684,1,4/77,4/77,124,8/11,True,3,2560234,miss,0,-61/133,18,61/133,18,4/77,95/154,1/2926,1343/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,162,7684,1,4/77,4/77,124,8/11,True,4,2049724,miss,0,-54/133,16,54/133,16,4/77,95/154,1/2926,1189/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,162,7684,1,4/77,4/77,124,8/11,True,5,1539214,miss,0,-47/133,14,47/133,14,4/77,95/154,1/2926,1035/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,162,7684,1,4/77,4/77,124,8/11,True,6,1028704,miss,0,-40/133,12,40/133,12,4/77,95/154,1/2926,881/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,162,7684,1,4/77,4/77,124,8/11,True,7,518194,miss,0,-33/133,10,33/133,10,4/77,95/154,1/2926,727/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,162,7684,1,4/77,4/77,124,8/11,True,8,7684,miss,0,-26/133,8,26/133,8,4/77,95/154,1/2926,573/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,162,7684,1,4/77,4/77,124,8/11,True,9,9196864,miss,0,-1/7,6,1/7,6,4/77,95/154,1/2926,419/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,162,7684,1,4/77,4/77,124,8/11,True,10,8686354,miss,0,-12/133,4,12/133,4,4/77,95/154,1/2926,265/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,162,7684,1,4/77,4/77,124,8/11,True,11,8175844,trim,0,-5/133,2,5/133,2,4/77,95/154,1/2926,111/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,162,7684,1,4/77,4/77,124,8/11,True,12,7665334,trim,0,-3/209,1,3/209,1,4/77,95/154,1/2926,43/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,162,7684,1,4/77,4/77,124,8/11,True,13,7154824,miss,0,-14/209,3,14/209,3,4/77,95/154,1/2926,197/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,162,7684,1,4/77,4/77,124,8/11,True,14,6644314,miss,0,-25/209,5,25/209,5,4/77,95/154,1/2926,351/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,162,7684,1,4/77,4/77,124,8/11,True,15,6133804,miss,0,-36/209,7,36/209,7,4/77,95/154,1/2926,505/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,162,7684,1,4/77,4/77,124,8/11,True,16,5623294,miss,0,-47/209,9,47/209,9,4/77,95/154,1/2926,659/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,162,7684,1,4/77,4/77,124,8/11,True,17,5112784,miss,0,-58/209,11,58/209,11,4/77,95/154,1/2926,813/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,162,7684,1,4/77,4/77,124,8/11,True,18,4602274,miss,0,-69/209,13,69/209,13,4/77,95/154,1/2926,967/2926,False
aperture_frontier_top_400;capacity_top_200;orbit_diversity_400,163,8024,1,4/77,4/77,44,6/13,True,0,3071084,miss,0,-80/209,15,80/209,15,4/77,59/154,1/2926,59/154,False
