scope,parent_residue,close_child_residue,near_miss_child_residue,close_remainder,near_miss_remainder,close_margin,near_miss_margin,margin_gap,close_rank,near_miss_rank,prefix_sequence_match,prefix_component_delta_match,close_prefinal_width,near_miss_prefinal_width,width_delta,reflection_pair_match
B5_birth_parent_siblings,9,849,1059,2,3,1/77,-2/33,17/231,1,2,True,True,1/21,1/21,0,False
B5_birth_parent_siblings,28,448,238,8,7,1/55,-3/44,19/220,1,2,True,True,1/20,1/20,0,False
B5_birth_parent_siblings,32,872,1082,3,4,1/55,-3/44,19/220,1,2,True,True,1/20,1/20,0,False
B5_birth_parent_siblings,58,1108,898,8,7,1/55,-3/44,19/220,1,2,True,True,1/20,1/20,0,False
B5_birth_parent_siblings,62,1532,1742,3,4,1/55,-3/44,19/220,1,2,True,True,1/20,1/20,0,False
B5_birth_parent_siblings,88,1768,1558,8,7,1/55,-3/44,19/220,1,2,True,True,1/20,1/20,0,False
B5_birth_parent_siblings,92,2192,92,3,4,1/55,-3/44,19/220,1,2,True,True,1/20,1/20,0,False
B5_birth_parent_siblings,118,118,2218,8,7,1/55,-3/44,19/220,1,2,True,True,1/20,1/20,0,False
B5_birth_parent_siblings,122,542,752,3,4,1/55,-3/44,19/220,1,2,True,True,1/20,1/20,0,False
B5_birth_parent_siblings,148,778,568,8,7,1/55,-3/44,19/220,1,2,True,True,1/20,1/20,0,False
B5_birth_parent_siblings,152,1202,1412,3,4,1/55,-3/44,19/220,1,2,True,True,1/20,1/20,0,False
B5_birth_parent_siblings,178,1438,1228,8,7,1/55,-3/44,19/220,1,2,True,True,1/20,1/20,0,False
B5_birth_parent_siblings,182,1862,2072,3,4,1/55,-3/44,19/220,1,2,True,True,1/20,1/20,0,False
B5_birth_parent_siblings,201,1461,1251,9,8,1/77,-2/33,17/231,1,2,True,True,1/21,1/21,0,False
B6_birth_parent_siblings,99,25509,2409,3,4,1/52,-5/91,27/364,1,2,True,True,1/28,1/28,0,False
B6_birth_parent_siblings,111,20901,13971,10,9,1/52,-5/91,27/364,1,2,True,True,1/28,1/28,0,False
B6_birth_parent_siblings,141,23241,16311,10,9,1/52,-6/143,35/572,1,2,True,True,1/44,1/44,0,False
B6_birth_parent_siblings,170,27890,20960,5,4,1/91,-9/143,74/1001,1,2,True,True,4/77,4/77,0,False
B6_birth_parent_siblings,189,2499,9429,3,4,1/52,-6/143,35/572,1,2,True,True,1/44,1/44,0,False
B6_birth_parent_siblings,292,14152,21082,8,9,1/91,-9/143,74/1001,1,2,True,True,4/77,4/77,0,False
B6_birth_parent_siblings,309,11859,18789,3,4,1/52,-5/91,27/364,1,2,True,True,1/28,1/28,0,False
B6_birth_parent_siblings,321,7251,321,10,9,1/52,-5/91,27/364,1,2,True,True,1/28,1/28,0,False
B6_birth_parent_siblings,471,18951,12021,10,9,1/52,-6/143,35/572,1,2,True,True,1/44,1/44,0,False
B6_birth_parent_siblings,519,28239,5139,3,4,1/52,-6/143,35/572,1,2,True,True,1/44,1/44,0,False
B6_birth_parent_siblings,531,23631,16701,10,9,1/52,-5/91,27/364,1,2,True,True,1/28,1/28,0,False
B6_birth_parent_siblings,634,23734,16804,9,8,4/143,-3/65,53/715,1,2,True,True,1/55,1/55,0,False
B6_birth_parent_siblings,729,14589,7659,3,2,2/91,-5/143,57/1001,1,2,True,True,1/77,1/77,0,False
B6_birth_parent_siblings,741,9981,3051,10,9,1/52,-5/91,27/364,1,2,True,True,1/28,1/28,0,False
B6_birth_parent_siblings,754,26164,3064,8,9,1/91,-9/143,74/1001,1,2,True,True,4/77,4/77,0,False
B6_birth_parent_siblings,801,14661,7731,10,9,1/52,-6/143,35/572,1,2,True,True,1/44,1/44,0,False
B6_birth_parent_siblings,939,939,7869,3,4,1/52,-5/91,27/364,1,2,True,True,1/28,1/28,0,False
B6_birth_parent_siblings,951,26361,19431,10,9,1/52,-5/91,27/364,1,2,True,True,1/28,1/28,0,False
B6_birth_parent_siblings,1094,21884,14954,5,4,1/91,-9/143,74/1001,1,2,True,True,4/77,4/77,0,False
B6_birth_parent_siblings,1131,10371,3441,10,9,1/52,-6/143,35/572,1,2,True,True,1/44,1/44,0,False
B6_birth_parent_siblings,1149,17319,24249,3,4,1/52,-5/91,27/364,1,2,True,True,1/28,1/28,0,False
B6_birth_parent_siblings,1161,12711,5781,10,9,1/52,-5/91,27/364,1,2,True,True,1/28,1/28,0,False
B6_birth_parent_siblings,1179,19659,26589,3,4,1/52,-6/143,35/572,1,2,True,True,1/44,1/44,0,False
B6_birth_parent_siblings,1216,8146,15076,8,9,1/91,-9/143,74/1001,1,2,True,True,4/77,4/77,0,False
B6_birth_parent_siblings,1359,3669,10599,3,4,1/52,-5/91,27/364,1,2,True,True,1/28,1/28,0,False
B6_birth_parent_siblings,1371,29091,22161,10,9,1/52,-5/91,27/364,1,2,True,True,1/28,1/28,0,False
B6_birth_parent_siblings,1509,15369,22299,3,4,1/52,-6/143,35/572,1,2,True,True,1/44,1/44,0,False
B6_birth_parent_siblings,1556,3866,26966,5,4,1/91,-9/143,74/1001,1,2,True,True,4/77,4/77,0,False
B6_birth_parent_siblings,1569,20049,26979,3,4,1/52,-5/91,27/364,1,2,True,True,1/28,1/28,0,False
B6_birth_parent_siblings,1581,15441,22371,10,11,2/91,-5/143,57/1001,1,2,True,True,1/77,1/77,0,False
B6_birth_parent_siblings,1676,6296,13226,4,5,4/143,-3/65,53/715,1,2,True,True,1/55,1/55,0,False
B6_birth_parent_siblings,1779,6399,13329,3,4,1/52,-5/91,27/364,1,2,True,True,1/28,1/28,0,False
B6_birth_parent_siblings,1791,1791,24891,10,9,1/52,-6/143,35/572,1,2,True,True,1/44,1/44,0,False
B6_birth_parent_siblings,1839,11079,18009,3,4,1/52,-6/143,35/572,1,2,True,True,1/44,1/44,0,False
B6_birth_parent_siblings,1989,22779,29709,3,4,1/52,-5/91,27/364,1,2,True,True,1/28,1/28,0,False
B6_birth_parent_siblings,2001,18171,11241,10,9,1/52,-5/91,27/364,1,2,True,True,1/28,1/28,0,False
B6_birth_parent_siblings,2018,15878,8948,5,4,1/91,-9/143,74/1001,1,2,True,True,4/77,4/77,0,False
B6_birth_parent_siblings,2121,27531,20601,10,9,1/52,-6/143,35/572,1,2,True,True,1/44,1/44,0,False
B6_birth_parent_siblings,2140,2140,9070,8,9,1/91,-9/143,74/1001,1,2,True,True,4/77,4/77,0,False
B6_birth_parent_siblings,2169,6789,13719,3,4,1/52,-6/143,35/572,1,2,True,True,1/44,1/44,0,False
B6_birth_parent_siblings,2199,9129,16059,3,4,1/52,-5/91,27/364,1,2,True,True,1/28,1/28,0,False
B6_birth_parent_siblings,2211,4521,27621,10,9,1/52,-5/91,27/364,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,88,480568,420508,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,99,90189,150249,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,111,270381,210321,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,141,30171,90231,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,159,180339,120279,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,189,390579,330519,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,231,270501,330561,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,302,480782,30332,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,309,450759,309,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,321,120441,60381,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,387,450837,387,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,471,450921,471,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,478,420898,360838,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,519,300819,240759,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,531,481011,420951,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,549,120669,60609,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,621,210831,270891,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,634,90724,150784,12,11,1/187,-2/85,27/935,1,2,True,True,1/55,1/55,0,False
B7_birth_parent_siblings,692,421112,481172,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,729,150879,210939,4,3,1/119,-4/187,39/1309,1,2,True,True,1/77,1/77,0,False
B7_birth_parent_siblings,741,331071,271011,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,783,301083,241023,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,801,361161,421221,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,836,331166,391226,6,5,5/221,-4/119,87/1547,1,2,True,True,1/91,1/91,0,False
B7_birth_parent_siblings,868,361228,301168,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,951,181131,121071,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,1011,151161,211221,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,1082,361442,421502,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,1131,271401,331461,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,1149,361509,421569,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,1161,31191,481641,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,1179,121299,61239,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,1245,1245,451695,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,1329,1329,451779,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,1359,211569,271629,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,1371,391761,331701,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,1401,91491,151551,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,1509,31539,481989,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,1569,61629,121689,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,1581,241821,181761,13,14,1/119,-4/187,39/1309,1,2,True,True,1/77,1/77,0,False
B7_birth_parent_siblings,1648,241888,181828,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,1676,301976,241916,5,6,1/187,-2/85,27/935,1,2,True,True,1/55,1/55,0,False
B7_birth_parent_siblings,1719,452169,392109,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,1779,422199,482259,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,1839,452289,392229,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,1894,272164,212104,11,12,5/221,-4/119,87/1547,1,2,True,True,1/91,1/91,0,False
B7_birth_parent_siblings,1928,61988,122048,6,5,5/221,-4/119,87/1547,1,2,True,True,1/91,1/91,0,False
B7_birth_parent_siblings,1989,272259,332319,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,2001,452451,392391,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,2038,182218,122158,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,2109,392499,332439,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,2121,2121,62181,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,2169,362529,302469,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,2181,482661,32211,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,2199,122319,182379,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,2211,302511,242451,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,2252,182432,242492,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,2409,482889,32439,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,2421,152571,92511,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,2451,422871,482931,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,2571,422991,483051,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,2619,332949,393009,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,2631,2631,453081,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,2642,122762,182822,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,2781,333111,393171,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,2818,62878,2818,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,2829,183009,122949,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,2841,363201,303141,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,2889,273159,213099,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,2944,483424,32974,12,11,1/187,-2/85,27/935,1,2,True,True,1/55,1/55,0,False
B7_birth_parent_siblings,2961,363321,423381,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,3032,63092,123152,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,3039,33069,93129,4,3,1/119,-4/187,39/1309,1,2,True,True,1/77,1/77,0,False
B7_birth_parent_siblings,3051,213261,153201,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,3111,243351,303411,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,3208,3208,453658,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,3249,393639,453699,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,3261,63321,3261,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,3279,213489,153429,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,3351,303651,363711,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,3422,3422,63482,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,3441,153591,213651,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,3459,243699,303759,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,3471,423891,363831,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,3489,3489,453939,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,3566,423986,484046,6,5,5/221,-4/119,87/1547,1,2,True,True,1/91,1/91,0,False
B7_birth_parent_siblings,3598,454048,393988,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,3681,273951,213891,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,3741,243981,304041,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,3812,454262,3812,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,3819,424239,364179,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,3879,454329,3879,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,3891,124011,63951,13,14,1/119,-4/187,39/1309,1,2,True,True,1/77,1/77,0,False
B7_birth_parent_siblings,3986,184166,124106,5,6,1/187,-2/85,27/935,1,2,True,True,1/55,1/55,0,False
B7_birth_parent_siblings,4059,94149,34089,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,4089,304389,364449,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,4101,484581,34131,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,4131,184311,244371,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,4149,334479,274419,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,4299,154449,214509,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,4311,334641,274581,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,4378,334708,274648,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,4431,394821,454881,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,4449,34479,484929,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,4479,244719,184659,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,4509,4509,64569,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,4592,334922,394982,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,4624,364984,304924,11,12,5/221,-4/119,87/1547,1,2,True,True,1/91,1/91,0,False
B7_birth_parent_siblings,4719,365079,425139,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,4731,34761,485211,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,4761,305061,365121,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,4768,275038,214978,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,4809,154959,94899,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,4839,485319,425259,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,4911,64971,125031,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,4929,215139,275199,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,4941,395331,335271,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,4982,275252,335312,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,5091,215301,275361,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,5139,65199,5139,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,5151,245391,185331,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,5158,215368,155308,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,5223,5223,65283,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,5229,425649,365589,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,5254,365614,425674,12,11,1/187,-2/85,27/935,1,2,True,True,1/55,1/55,0,False
B7_birth_parent_siblings,5301,5301,65361,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,5349,425769,485829,4,3,1/119,-4/187,39/1309,1,2,True,True,1/77,1/77,0,False
B7_birth_parent_siblings,5361,95451,35391,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,5372,215582,275642,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,5421,125541,185601,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,5548,155698,95638,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,5559,275829,335889,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,5571,456021,395961,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,5584,395974,456034,10,9,4/221,-6/187,122/2431,1,2,True,True,2/143,2/143,0,False
B7_birth_parent_siblings,5619,365979,305919,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,5691,456141,5691,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,5751,35781,95841,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,5762,155912,215972,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,5769,125889,185949,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,5781,306081,246021,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,5799,396189,336129,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,5938,96028,35968,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,5979,486459,36009,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,5991,156141,96081,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,6009,306309,246249,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,6129,306429,246369,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,6189,336519,396579,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,6201,6201,456651,13,14,1/119,-4/187,39/1309,1,2,True,True,1/77,1/77,0,False
B7_birth_parent_siblings,6328,36358,486808,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,6393,246633,306693,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,6411,366771,426831,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,6428,216638,156578,7,8,4/221,-6/187,122/2431,1,2,True,True,2/143,2/143,0,False
B7_birth_parent_siblings,6459,216669,156609,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,6471,336801,396861,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,6542,36572,96632,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,6609,36639,96699,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,6621,216831,156771,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,6640,397030,336970,12,13,1/221,-10/187,141/2431,1,2,True,True,7/143,7/143,0,False
B7_birth_parent_siblings,6741,277011,337071,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,6819,397209,457269,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,6831,66891,6831,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,6861,277131,337191,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,7029,247269,307329,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,7041,427461,367401,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,7071,187251,247311,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,7108,427528,367468,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,7119,37149,487599,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,7179,127299,67239,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,7225,127345,187405,15,14,2/187,-4/85,54/935,1,2,True,True,2/55,2/55,0,False
B7_birth_parent_siblings,7239,97329,157389,4,3,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,7322,427742,487802,5,4,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,7354,457804,397744,11,12,5/221,-4/119,87/1547,1,2,True,True,1/91,1/91,0,False
B7_birth_parent_siblings,7401,97491,157551,13,12,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,7449,457899,397839,4,5,1/68,-7/187,39/748,1,2,True,True,1/44,1/44,0,False
B7_birth_parent_siblings,7461,127581,67521,13,14,1/119,-3/68,25/476,1,2,True,True,1/28,1/28,0,False
B7_birth_parent_siblings,7498,367858,307798,12,13,1/221,-3/85,44/1105,1,2,True,True,2/65,2/65,0,False
B7_birth_parent_siblings,7564,247804,307864,12,11,1/187,-2/85,27/935,1,2,True,True,1/55,1/55,0,False
B7_birth_parent_siblings,7569,67629,7569,3,4,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
B7_birth_parent_siblings,7641,157791,217851,14,13,3/221,-2/51,35/663,1,2,True,True,1/39,1/39,0,False
