parent_residue,child_residue,lift_remainder,sibling_role,phase_margin,aperture_tension,phase_rank,transition_label,component_delta,parent_uncovered_exact,child_covered_exact,child_projects_to_parent,parent_gap_count_exact,child_gap_count_exact,exact_b8_birth
493532,5088122,17,sibling_nonbirth,-111/323,111/323,14,miss,0,True,False,True,1,1,False
493532,4577612,18,sibling_nonbirth,-94/323,94/323,12,miss,0,True,False,True,1,1,False
510148,9188818,0,sibling_nonbirth,-77/323,77/323,10,miss,0,True,False,True,1,1,False
510148,8678308,1,sibling_nonbirth,-94/323,94/323,12,miss,0,True,False,True,1,1,False
510148,8167798,2,sibling_nonbirth,-111/323,111/323,14,miss,0,True,False,True,1,1,False
510148,7657288,3,sibling_nonbirth,-128/323,128/323,16,miss,0,True,False,True,1,1,False
510148,7146778,4,sibling_nonbirth,-145/323,145/323,18,miss,0,True,False,True,1,1,False
510148,6636268,5,sibling_nonbirth,-35/76,35/76,19,miss,0,True,False,True,1,1,False
510148,6125758,6,sibling_nonbirth,-31/76,31/76,17,miss,0,True,False,True,1,1,False
510148,5615248,7,sibling_nonbirth,-27/76,27/76,15,miss,0,True,False,True,1,1,False
510148,5104738,8,sibling_nonbirth,-23/76,23/76,13,miss,0,True,False,True,1,1,False
510148,4594228,9,sibling_nonbirth,-1/4,1/4,11,miss,0,True,False,True,1,1,False
510148,4083718,10,sibling_nonbirth,-15/76,15/76,9,miss,0,True,False,True,1,1,False
510148,3573208,11,sibling_nonbirth,-11/76,11/76,7,miss,0,True,False,True,1,1,False
510148,3062698,12,sibling_nonbirth,-7/76,7/76,5,miss,0,True,False,True,1,1,False
510148,2552188,13,sibling_nonbirth,-3/76,3/76,3,miss,0,True,False,True,1,1,False
510148,2041678,14,birth_close,1/76,-1/76,1,close,-1,True,True,True,1,0,True
510148,1531168,15,sibling_nonbirth,-9/323,9/323,2,miss,0,True,False,True,1,1,False
510148,1020658,16,sibling_nonbirth,-26/323,26/323,4,miss,0,True,False,True,1,1,False
510148,510148,17,sibling_nonbirth,-43/323,43/323,6,miss,0,True,False,True,1,1,False
510148,9699328,18,sibling_nonbirth,-60/323,60/323,8,miss,0,True,False,True,1,1,False
