birth_k,birth_residue,parent_residue,new_prime,new_prime_remainder,prefinal_gap_count,prefinal_gap_endpoints,prefinal_gap_width,new_arc_width,aperture_margin,containment_margin
7,352491,22161,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,352719,22389,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,354369,24039,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,354598,24268,17,12,1,7/10-19/26,2/65,1/17,31/1105,1/221
7,354812,24482,17,5,1,7/26-3/10,2/65,1/17,31/1105,1/221
7,355551,25221,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,356061,25731,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,356919,26589,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,357939,27609,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,359349,29019,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,359631,29301,17,13,1,17/22-11/14,1/77,1/17,60/1309,1/119
7,361161,801,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,361228,868,17,12,1,7/10-19/26,2/65,1/17,31/1105,1/221
7,361442,1082,17,5,1,7/26-3/10,2/65,1/17,31/1105,1/221
7,361509,1149,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,362529,2169,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,363201,2841,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,363321,2961,17,14,1,21/26-5/6,1/39,1/17,22/663,3/221
7,364984,4624,17,11,1,9/14-17/26,1/91,1/17,74/1547,5/221
7,365079,4719,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,365614,5254,17,12,1,15/22-7/10,1/55,1/17,38/935,1/187
7,365979,5619,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,366771,6411,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,367858,7498,17,12,1,7/10-19/26,2/65,1/17,31/1105,1/221
7,368072,7712,17,5,1,7/26-3/10,2/65,1/17,31/1105,1/221
7,368294,7934,17,6,1,9/26-5/14,1/91,1/17,74/1547,5/221
7,368649,8289,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,369865,9505,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,369951,9591,17,14,1,21/26-5/6,1/39,1/17,22/663,3/221
7,372381,12021,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,372609,12249,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,373749,13389,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,373911,13551,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,374488,14128,17,12,1,7/10-19/26,2/65,1/17,31/1105,1/221
7,374702,14342,17,5,1,7/26-3/10,2/65,1/17,31/1105,1/221
7,375789,15429,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,376581,16221,17,14,1,21/26-5/6,1/39,1/17,22/663,3/221
7,377481,17121,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,377576,17216,17,6,1,9/26-5/14,1/91,1/17,74/1547,5/221
7,379239,18879,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,379359,18999,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,380516,20156,17,5,1,3/10-7/22,1/55,1/17,38/935,1/187
7,381051,20691,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,381118,20758,17,12,1,7/10-19/26,2/65,1/17,31/1105,1/221
7,381332,20972,17,5,1,7/26-3/10,2/65,1/17,31/1105,1/221
7,382929,22569,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,383165,22805,17,2,1,1/10-3/22,2/55,1/17,21/935,2/187
7,383211,22851,17,14,1,21/26-5/6,1/39,1/17,22/663,3/221
7,384621,24261,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,384969,24609,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,386499,26139,17,4,1,3/14-5/22,1/77,1/17,60/1309,1/119
7,387748,27388,17,12,1,7/10-19/26,2/65,1/17,31/1105,1/221
7,388191,27831,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,389211,28851,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,389841,29481,17,14,1,21/26-5/6,1/39,1/17,22/663,3/221
7,390069,29709,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,390579,189,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,391761,1371,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,392499,2109,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,393639,3249,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,394821,4431,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,395331,4941,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,395974,5584,17,10,1,15/26-13/22,2/143,1/17,109/2431,4/221
7,396189,5799,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,397030,6640,17,12,1,15/22-19/26,7/143,1/17,24/2431,1/221
7,397209,6819,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,398901,8511,17,13,1,17/22-11/14,1/77,1/17,60/1309,1/119
7,399129,8739,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,400431,10041,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,400779,10389,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,401008,10618,17,12,1,7/10-19/26,2/65,1/17,31/1105,1/221
7,401222,10832,17,5,1,7/26-3/10,2/65,1/17,31/1105,1/221
7,401799,11409,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,402471,12081,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,403185,12795,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,404349,13959,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,404884,14494,17,12,1,15/22-7/10,1/55,1/17,38/935,1/187
7,406041,15651,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,407163,16773,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,407638,17248,17,12,1,7/10-19/26,2/65,1/17,31/1105,1/221
7,407852,17462,17,5,1,7/26-3/10,2/65,1/17,31/1105,1/221
7,407919,17529,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,409611,19221,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,409653,19263,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,409731,19341,17,14,1,21/26-5/6,1/39,1/17,22/663,3/221
7,411394,21004,17,11,1,9/14-17/26,1/91,1/17,74/1547,5/221
7,411489,21099,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,411651,21261,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,412389,21999,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,413019,22629,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,413181,22791,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,414482,24092,17,5,1,7/26-3/10,2/65,1/17,31/1105,1/221
7,415059,24669,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,416361,25971,17,14,1,21/26-5/6,1/39,1/17,22/663,3/221
7,419019,28629,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,419786,29396,17,5,1,3/10-7/22,1/55,1/17,38/935,1/187
7,420321,29931,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,420898,478,17,12,1,7/10-19/26,2/65,1/17,31/1105,1/221
7,421112,692,17,5,1,7/26-3/10,2/65,1/17,31/1105,1/221
7,422199,1779,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,422871,2451,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,422991,2571,17,14,1,21/26-5/6,1/39,1/17,22/663,3/221
7,423891,3471,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,423986,3566,17,6,1,9/26-5/14,1/91,1/17,74/1547,5/221
7,424239,3819,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,425649,5229,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,425769,5349,17,4,1,3/14-5/22,1/77,1/17,60/1309,1/119
7,427461,7041,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,427528,7108,17,12,1,7/10-19/26,2/65,1/17,31/1105,1/221
7,427742,7322,17,5,1,7/26-3/10,2/65,1/17,31/1105,1/221
7,428481,8061,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,429339,8919,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,429621,9201,17,14,1,21/26-5/6,1/39,1/17,22/663,3/221
7,429849,9429,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,431031,10611,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,432909,12489,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,434091,13671,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,434158,13738,17,12,1,7/10-19/26,2/65,1/17,31/1105,1/221
7,434372,13952,17,5,1,7/26-3/10,2/65,1/17,31/1105,1/221
7,434601,14181,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,435459,15039,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,436251,15831,17,14,1,21/26-5/6,1/39,1/17,22/663,3/221
7,436479,16059,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,438171,17751,17,13,1,17/22-11/14,1/77,1/17,60/1309,1/119
7,438909,18489,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,439701,19281,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,440049,19629,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,441069,20649,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,441741,21321,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,442881,22461,17,14,1,21/26-5/6,1/39,1/17,22/663,3/221
7,443619,23199,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,445311,24891,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,445539,25119,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,447189,26769,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,447418,26998,17,12,1,7/10-19/26,2/65,1/17,31/1105,1/221
7,447632,27212,17,5,1,7/26-3/10,2/65,1/17,31/1105,1/221
7,448522,28102,17,11,1,9/14-17/26,1/91,1/17,74/1547,5/221
7,448881,28461,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,450759,309,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,450837,387,17,14,1,21/26-5/6,1/39,1/17,22/663,3/221
7,450921,471,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,452169,1719,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,452289,1839,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,452451,2001,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,454048,3598,17,12,1,7/10-19/26,2/65,1/17,31/1105,1/221
7,454262,3812,17,5,1,7/26-3/10,2/65,1/17,31/1105,1/221
7,454329,3879,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,456021,5571,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,456141,5691,17,14,1,21/26-5/6,1/39,1/17,22/663,3/221
7,457804,7354,17,11,1,9/14-17/26,1/91,1/17,74/1547,5/221
7,457899,7449,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,458799,8349,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,459056,8606,17,5,1,3/10-7/22,1/55,1/17,38/935,1/187
7,459591,9141,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,460678,10228,17,12,1,7/10-19/26,2/65,1/17,31/1105,1/221
7,461469,11019,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,462141,11691,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,462671,12221,17,16,1,13/14-21/22,2/77,1/17,43/1309,3/187
7,462771,12321,17,14,1,21/26-5/6,1/39,1/17,22/663,3/221
7,463509,13059,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,465429,14979,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,466731,16281,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,467308,16858,17,12,1,7/10-19/26,2/65,1/17,31/1105,1/221
7,467522,17072,17,5,1,7/26-3/10,2/65,1/17,31/1105,1/221
7,467751,17301,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,468609,18159,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,469119,18669,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,470301,19851,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,470396,19946,17,6,1,9/26-5/14,1/91,1/17,74/1547,5/221
7,472059,21609,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,472179,21729,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,473361,22911,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,473871,23421,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,473938,23488,17,12,1,7/10-19/26,2/65,1/17,31/1105,1/221
7,474152,23702,17,5,1,7/26-3/10,2/65,1/17,31/1105,1/221
7,474729,24279,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,475749,25299,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,476031,25581,17,14,1,21/26-5/6,1/39,1/17,22/663,3/221
7,477441,26991,17,13,1,17/22-11/14,1/77,1/17,60/1309,1/119
7,478971,28521,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,479319,28869,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,480339,29889,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,480568,88,17,12,1,7/10-19/26,2/65,1/17,31/1105,1/221
7,480782,302,17,5,1,7/26-3/10,2/65,1/17,31/1105,1/221
7,481011,531,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,482661,2181,17,14,1,21/26-5/6,1/39,1/17,22/663,3/221
7,482889,2409,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,483424,2944,17,12,1,15/22-7/10,1/55,1/17,38/935,1/187
7,484581,4101,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,485319,4839,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,486459,5979,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,488151,7671,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,489291,8811,17,14,1,21/26-5/6,1/39,1/17,22/663,3/221
7,490029,9549,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,490191,9711,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,491721,11241,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,491949,11469,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,493599,13119,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,493828,13348,17,12,1,7/10-19/26,2/65,1/17,31/1105,1/221
7,494042,13562,17,5,1,7/26-3/10,2/65,1/17,31/1105,1/221
7,495291,14811,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,497169,16689,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,498076,17596,17,10,1,15/26-13/22,2/143,1/17,109/2431,4/221
7,498326,17846,17,5,1,3/10-7/22,1/55,1/17,38/935,1/187
7,498579,18099,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,498861,18381,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,499132,18652,17,12,1,15/22-19/26,7/143,1/17,24/2431,1/221
7,500458,19978,17,12,1,7/10-19/26,2/65,1/17,31/1105,1/221
7,500672,20192,17,5,1,7/26-3/10,2/65,1/17,31/1105,1/221
7,500739,20259,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,501411,20931,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,502431,21951,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,502551,22071,17,14,1,21/26-5/6,1/39,1/17,22/663,3/221
7,502779,22299,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,504309,23829,17,4,1,3/14-5/22,1/77,1/17,60/1309,1/119
7,505209,24729,17,3,1,1/6-5/26,1/39,1/17,22/663,3/221
7,505287,24807,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,506001,25521,17,13,1,3/4-11/14,1/28,1/17,11/476,1/119
7,507021,26541,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
7,507088,26608,17,12,1,7/10-19/26,2/65,1/17,31/1105,1/221
7,507302,26822,17,5,1,7/26-3/10,2/65,1/17,31/1105,1/221
7,507879,27399,17,4,1,3/14-1/4,1/28,1/17,11/476,1/119
7,508389,27909,17,4,1,5/22-1/4,1/44,1/17,27/748,1/68
7,509181,28701,17,14,1,21/26-5/6,1/39,1/17,22/663,3/221
7,509265,28785,17,13,1,3/4-17/22,1/44,1/17,27/748,1/68
