birth_k,birth_residue,birth_parent_residue,birth_new_prime,birth_new_prime_remainder,layer_k,layer_prime,layer_modulus,layer_residue,residue_gcd_with_modulus,zero_center_available,origin_component_present,residual_component_count,uncovered_measure_fraction,residual_component_endpoints,transition_label,transition_component_delta,transition_touched_component_count,transition_closed_component_count,is_final_birth_layer,is_zero_residual_state
7,443619,23199,17,4,7,17,510510,443619,33,True,False,0,0,,close,-1,1,1,True,True
7,445311,24891,17,13,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,445311,24891,17,13,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,445311,24891,17,13,3,5,30,21,3,True,False,1,1/12,3/4-5/6,partial_close,-1,1,1,False,False
7,445311,24891,17,13,4,7,210,111,3,True,False,1,1/28,3/4-11/14,trim,0,1,0,False,False
7,445311,24891,17,13,5,11,2310,1791,3,True,False,1,1/44,3/4-17/22,trim,0,1,0,False,False
7,445311,24891,17,13,6,13,30030,24891,3,True,False,1,1/44,3/4-17/22,miss,0,0,0,False,False
7,445311,24891,17,13,7,17,510510,445311,3,True,False,0,0,,close,-1,1,1,True,True
7,445539,25119,17,3,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,445539,25119,17,3,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,445539,25119,17,3,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,445539,25119,17,3,4,7,210,129,3,True,False,1,1/12,1/6-1/4,miss,0,0,0,False,False
7,445539,25119,17,3,5,11,2310,2019,3,True,False,1,1/12,1/6-1/4,miss,0,0,0,False,False
7,445539,25119,17,3,6,13,30030,25119,3,True,False,1,1/39,1/6-5/26,trim,0,1,0,False,False
7,445539,25119,17,3,7,17,510510,445539,3,True,False,0,0,,close,-1,1,1,True,True
7,447189,26769,17,4,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,447189,26769,17,4,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,447189,26769,17,4,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,447189,26769,17,4,4,7,210,99,3,True,False,1,1/28,3/14-1/4,trim,0,1,0,False,False
7,447189,26769,17,4,5,11,2310,1359,3,True,False,1,1/28,3/14-1/4,miss,0,0,0,False,False
7,447189,26769,17,4,6,13,30030,26769,3,True,False,1,1/28,3/14-1/4,miss,0,0,0,False,False
7,447189,26769,17,4,7,17,510510,447189,3,True,False,0,0,,close,-1,1,1,True,True
7,447418,26998,17,12,1,2,2,0,2,True,False,1,1/2,1/4-3/4,start,0,0,0,False,False
7,447418,26998,17,12,2,3,6,4,2,True,False,1,1/4,1/2-3/4,trim,0,1,0,False,False
7,447418,26998,17,12,3,5,30,28,2,True,False,1,1/20,7/10-3/4,trim,0,1,0,False,False
7,447418,26998,17,12,4,7,210,118,2,True,False,1,1/20,7/10-3/4,miss,0,0,0,False,False
7,447418,26998,17,12,5,11,2310,1588,2,True,False,1,1/20,7/10-3/4,miss,0,0,0,False,False
7,447418,26998,17,12,6,13,30030,26998,2,True,False,1,2/65,7/10-19/26,trim,0,1,0,False,False
7,447418,26998,17,12,7,17,510510,447418,2,True,False,0,0,,close,-1,1,1,True,True
7,447632,27212,17,5,1,2,2,0,2,True,False,1,1/2,1/4-3/4,start,0,0,0,False,False
7,447632,27212,17,5,2,3,6,2,2,True,False,1,1/4,1/4-1/2,trim,0,1,0,False,False
7,447632,27212,17,5,3,5,30,2,2,True,False,1,1/20,1/4-3/10,trim,0,1,0,False,False
7,447632,27212,17,5,4,7,210,122,2,True,False,1,1/20,1/4-3/10,miss,0,0,0,False,False
7,447632,27212,17,5,5,11,2310,1802,2,True,False,1,1/20,1/4-3/10,miss,0,0,0,False,False
7,447632,27212,17,5,6,13,30030,27212,2,True,False,1,2/65,7/26-3/10,trim,0,1,0,False,False
7,447632,27212,17,5,7,17,510510,447632,2,True,False,0,0,,close,-1,1,1,True,True
7,448522,28102,17,11,1,2,2,0,2,True,False,1,1/2,1/4-3/4,start,0,0,0,False,False
7,448522,28102,17,11,2,3,6,4,2,True,False,1,1/4,1/2-3/4,trim,0,1,0,False,False
7,448522,28102,17,11,3,5,30,22,2,True,False,1,1/4,1/2-3/4,miss,0,0,0,False,False
7,448522,28102,17,11,4,7,210,172,2,True,False,1,3/28,9/14-3/4,trim,0,1,0,False,False
7,448522,28102,17,11,5,11,2310,382,2,True,False,1,3/77,9/14-15/22,trim,0,1,0,False,False
7,448522,28102,17,11,6,13,30030,28102,2,True,False,1,1/91,9/14-17/26,trim,0,1,0,False,False
7,448522,28102,17,11,7,17,510510,448522,2,True,False,0,0,,close,-1,1,1,True,True
7,448881,28461,17,13,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,448881,28461,17,13,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,448881,28461,17,13,3,5,30,21,3,True,False,1,1/12,3/4-5/6,partial_close,-1,1,1,False,False
7,448881,28461,17,13,4,7,210,111,3,True,False,1,1/28,3/4-11/14,trim,0,1,0,False,False
7,448881,28461,17,13,5,11,2310,741,3,True,False,1,1/28,3/4-11/14,miss,0,0,0,False,False
7,448881,28461,17,13,6,13,30030,28461,3,True,False,1,1/28,3/4-11/14,miss,0,0,0,False,False
7,448881,28461,17,13,7,17,510510,448881,3,True,False,0,0,,close,-1,1,1,True,True
7,450759,309,17,4,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,450759,309,17,4,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,450759,309,17,4,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,450759,309,17,4,4,7,210,99,3,True,False,1,1/28,3/14-1/4,trim,0,1,0,False,False
7,450759,309,17,4,5,11,2310,309,3,True,False,1,1/28,3/14-1/4,miss,0,0,0,False,False
7,450759,309,17,4,6,13,30030,309,3,True,False,1,1/28,3/14-1/4,miss,0,0,0,False,False
7,450759,309,17,4,7,17,510510,450759,3,True,False,0,0,,close,-1,1,1,True,True
7,450837,387,17,14,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,450837,387,17,14,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,450837,387,17,14,3,5,30,27,3,True,False,2,1/6,1/6-1/4;3/4-5/6,miss,0,0,0,False,False
7,450837,387,17,14,4,7,210,177,3,True,False,2,11/84,1/6-3/14;3/4-5/6,trim,0,1,0,False,False
7,450837,387,17,14,5,11,2310,387,3,True,False,1,1/12,3/4-5/6,partial_close,-1,1,1,False,False
7,450837,387,17,14,6,13,30030,387,3,True,False,1,1/39,21/26-5/6,trim,0,1,0,False,False
7,450837,387,17,14,7,17,510510,450837,3,True,False,0,0,,close,-1,1,1,True,True
7,450921,471,17,13,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,450921,471,17,13,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,450921,471,17,13,3,5,30,21,3,True,False,1,1/12,3/4-5/6,partial_close,-1,1,1,False,False
7,450921,471,17,13,4,7,210,51,3,True,False,1,1/12,3/4-5/6,miss,0,0,0,False,False
7,450921,471,17,13,5,11,2310,471,3,True,False,1,1/44,3/4-17/22,trim,0,1,0,False,False
7,450921,471,17,13,6,13,30030,471,3,True,False,1,1/44,3/4-17/22,miss,0,0,0,False,False
7,450921,471,17,13,7,17,510510,450921,3,True,False,0,0,,close,-1,1,1,True,True
7,452169,1719,17,3,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,452169,1719,17,3,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,452169,1719,17,3,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,452169,1719,17,3,4,7,210,39,3,True,False,1,1/12,1/6-1/4,miss,0,0,0,False,False
7,452169,1719,17,3,5,11,2310,1719,3,True,False,1,2/33,1/6-5/22,trim,0,1,0,False,False
7,452169,1719,17,3,6,13,30030,1719,3,True,False,1,1/39,1/6-5/26,trim,0,1,0,False,False
7,452169,1719,17,3,7,17,510510,452169,3,True,False,0,0,,close,-1,1,1,True,True
7,452289,1839,17,4,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,452289,1839,17,4,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,452289,1839,17,4,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,452289,1839,17,4,4,7,210,159,3,True,False,1,1/12,1/6-1/4,miss,0,0,0,False,False
7,452289,1839,17,4,5,11,2310,1839,3,True,False,1,1/44,5/22-1/4,trim,0,1,0,False,False
7,452289,1839,17,4,6,13,30030,1839,3,True,False,1,1/44,5/22-1/4,miss,0,0,0,False,False
7,452289,1839,17,4,7,17,510510,452289,3,True,False,0,0,,close,-1,1,1,True,True
7,452451,2001,17,13,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,452451,2001,17,13,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,452451,2001,17,13,3,5,30,21,3,True,False,1,1/12,3/4-5/6,partial_close,-1,1,1,False,False
7,452451,2001,17,13,4,7,210,111,3,True,False,1,1/28,3/4-11/14,trim,0,1,0,False,False
7,452451,2001,17,13,5,11,2310,2001,3,True,False,1,1/28,3/4-11/14,miss,0,0,0,False,False
7,452451,2001,17,13,6,13,30030,2001,3,True,False,1,1/28,3/4-11/14,miss,0,0,0,False,False
7,452451,2001,17,13,7,17,510510,452451,3,True,False,0,0,,close,-1,1,1,True,True
7,454048,3598,17,12,1,2,2,0,2,True,False,1,1/2,1/4-3/4,start,0,0,0,False,False
7,454048,3598,17,12,2,3,6,4,2,True,False,1,1/4,1/2-3/4,trim,0,1,0,False,False
7,454048,3598,17,12,3,5,30,28,2,True,False,1,1/20,7/10-3/4,trim,0,1,0,False,False
7,454048,3598,17,12,4,7,210,28,14,True,False,1,1/20,7/10-3/4,miss,0,0,0,False,False
7,454048,3598,17,12,5,11,2310,1288,14,True,False,1,1/20,7/10-3/4,miss,0,0,0,False,False
7,454048,3598,17,12,6,13,30030,3598,14,True,False,1,2/65,7/10-19/26,trim,0,1,0,False,False
7,454048,3598,17,12,7,17,510510,454048,14,True,False,0,0,,close,-1,1,1,True,True
7,454262,3812,17,5,1,2,2,0,2,True,False,1,1/2,1/4-3/4,start,0,0,0,False,False
7,454262,3812,17,5,2,3,6,2,2,True,False,1,1/4,1/4-1/2,trim,0,1,0,False,False
7,454262,3812,17,5,3,5,30,2,2,True,False,1,1/20,1/4-3/10,trim,0,1,0,False,False
7,454262,3812,17,5,4,7,210,32,2,True,False,1,1/20,1/4-3/10,miss,0,0,0,False,False
7,454262,3812,17,5,5,11,2310,1502,2,True,False,1,1/20,1/4-3/10,miss,0,0,0,False,False
7,454262,3812,17,5,6,13,30030,3812,2,True,False,1,2/65,7/26-3/10,trim,0,1,0,False,False
7,454262,3812,17,5,7,17,510510,454262,2,True,False,0,0,,close,-1,1,1,True,True
7,454329,3879,17,4,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,454329,3879,17,4,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,454329,3879,17,4,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,454329,3879,17,4,4,7,210,99,3,True,False,1,1/28,3/14-1/4,trim,0,1,0,False,False
7,454329,3879,17,4,5,11,2310,1569,3,True,False,1,1/28,3/14-1/4,miss,0,0,0,False,False
7,454329,3879,17,4,6,13,30030,3879,3,True,False,1,1/28,3/14-1/4,miss,0,0,0,False,False
7,454329,3879,17,4,7,17,510510,454329,3,True,False,0,0,,close,-1,1,1,True,True
7,456021,5571,17,13,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,456021,5571,17,13,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,456021,5571,17,13,3,5,30,21,3,True,False,1,1/12,3/4-5/6,partial_close,-1,1,1,False,False
7,456021,5571,17,13,4,7,210,111,3,True,False,1,1/28,3/4-11/14,trim,0,1,0,False,False
7,456021,5571,17,13,5,11,2310,951,3,True,False,1,1/28,3/4-11/14,miss,0,0,0,False,False
7,456021,5571,17,13,6,13,30030,5571,3,True,False,1,1/28,3/4-11/14,miss,0,0,0,False,False
7,456021,5571,17,13,7,17,510510,456021,3,True,False,0,0,,close,-1,1,1,True,True
7,456141,5691,17,14,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,456141,5691,17,14,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,456141,5691,17,14,3,5,30,21,3,True,False,1,1/12,3/4-5/6,partial_close,-1,1,1,False,False
7,456141,5691,17,14,4,7,210,21,21,True,False,1,1/12,3/4-5/6,miss,0,0,0,False,False
7,456141,5691,17,14,5,11,2310,1071,21,True,False,1,1/12,3/4-5/6,miss,0,0,0,False,False
7,456141,5691,17,14,6,13,30030,5691,21,True,False,1,1/39,21/26-5/6,trim,0,1,0,False,False
7,456141,5691,17,14,7,17,510510,456141,21,True,False,0,0,,close,-1,1,1,True,True
7,457804,7354,17,11,1,2,2,0,2,True,False,1,1/2,1/4-3/4,start,0,0,0,False,False
7,457804,7354,17,11,2,3,6,4,2,True,False,1,1/4,1/2-3/4,trim,0,1,0,False,False
7,457804,7354,17,11,3,5,30,4,2,True,False,1,1/5,1/2-7/10,trim,0,1,0,False,False
7,457804,7354,17,11,4,7,210,4,2,True,False,1,2/35,9/14-7/10,trim,0,1,0,False,False
7,457804,7354,17,11,5,11,2310,424,2,True,False,1,2/35,9/14-7/10,miss,0,0,0,False,False
7,457804,7354,17,11,6,13,30030,7354,2,True,False,1,1/91,9/14-17/26,trim,0,1,0,False,False
7,457804,7354,17,11,7,17,510510,457804,2,True,False,0,0,,close,-1,1,1,True,True
7,457899,7449,17,4,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,457899,7449,17,4,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,457899,7449,17,4,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,457899,7449,17,4,4,7,210,99,3,True,False,1,1/28,3/14-1/4,trim,0,1,0,False,False
7,457899,7449,17,4,5,11,2310,519,3,True,False,1,1/44,5/22-1/4,trim,0,1,0,False,False
7,457899,7449,17,4,6,13,30030,7449,39,True,False,1,1/44,5/22-1/4,miss,0,0,0,False,False
7,457899,7449,17,4,7,17,510510,457899,39,True,False,0,0,,close,-1,1,1,True,True
7,458799,8349,17,3,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,458799,8349,17,3,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,458799,8349,17,3,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,458799,8349,17,3,4,7,210,159,3,True,False,1,1/12,1/6-1/4,miss,0,0,0,False,False
7,458799,8349,17,3,5,11,2310,1419,33,True,False,1,1/12,1/6-1/4,miss,0,0,0,False,False
7,458799,8349,17,3,6,13,30030,8349,33,True,False,1,1/39,1/6-5/26,trim,0,1,0,False,False
7,458799,8349,17,3,7,17,510510,458799,33,True,False,0,0,,close,-1,1,1,True,True
7,459056,8606,17,5,1,2,2,0,2,True,False,1,1/2,1/4-3/4,start,0,0,0,False,False
7,459056,8606,17,5,2,3,6,2,2,True,False,1,1/4,1/4-1/2,trim,0,1,0,False,False
7,459056,8606,17,5,3,5,30,26,2,True,False,1,1/5,3/10-1/2,trim,0,1,0,False,False
7,459056,8606,17,5,4,7,210,206,2,True,False,1,2/35,3/10-5/14,trim,0,1,0,False,False
7,459056,8606,17,5,5,11,2310,1676,2,True,False,1,1/55,3/10-7/22,trim,0,1,0,False,False
7,459056,8606,17,5,6,13,30030,8606,26,True,False,1,1/55,3/10-7/22,miss,0,0,0,False,False
7,459056,8606,17,5,7,17,510510,459056,26,True,False,0,0,,close,-1,1,1,True,True
7,459591,9141,17,13,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,459591,9141,17,13,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,459591,9141,17,13,3,5,30,21,3,True,False,1,1/12,3/4-5/6,partial_close,-1,1,1,False,False
7,459591,9141,17,13,4,7,210,111,3,True,False,1,1/28,3/4-11/14,trim,0,1,0,False,False
7,459591,9141,17,13,5,11,2310,2211,33,True,False,1,1/28,3/4-11/14,miss,0,0,0,False,False
7,459591,9141,17,13,6,13,30030,9141,33,True,False,1,1/28,3/4-11/14,miss,0,0,0,False,False
7,459591,9141,17,13,7,17,510510,459591,33,True,False,0,0,,close,-1,1,1,True,True
7,460678,10228,17,12,1,2,2,0,2,True,False,1,1/2,1/4-3/4,start,0,0,0,False,False
7,460678,10228,17,12,2,3,6,4,2,True,False,1,1/4,1/2-3/4,trim,0,1,0,False,False
7,460678,10228,17,12,3,5,30,28,2,True,False,1,1/20,7/10-3/4,trim,0,1,0,False,False
7,460678,10228,17,12,4,7,210,148,2,True,False,1,1/20,7/10-3/4,miss,0,0,0,False,False
7,460678,10228,17,12,5,11,2310,988,2,True,False,1,1/20,7/10-3/4,miss,0,0,0,False,False
7,460678,10228,17,12,6,13,30030,10228,2,True,False,1,2/65,7/10-19/26,trim,0,1,0,False,False
7,460678,10228,17,12,7,17,510510,460678,2,True,False,0,0,,close,-1,1,1,True,True
7,461469,11019,17,4,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,461469,11019,17,4,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,461469,11019,17,4,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,461469,11019,17,4,4,7,210,99,3,True,False,1,1/28,3/14-1/4,trim,0,1,0,False,False
7,461469,11019,17,4,5,11,2310,1779,3,True,False,1,1/28,3/14-1/4,miss,0,0,0,False,False
7,461469,11019,17,4,6,13,30030,11019,3,True,False,1,1/28,3/14-1/4,miss,0,0,0,False,False
7,461469,11019,17,4,7,17,510510,461469,3,True,False,0,0,,close,-1,1,1,True,True
7,462141,11691,17,13,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,462141,11691,17,13,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,462141,11691,17,13,3,5,30,21,3,True,False,1,1/12,3/4-5/6,partial_close,-1,1,1,False,False
7,462141,11691,17,13,4,7,210,141,3,True,False,1,1/12,3/4-5/6,miss,0,0,0,False,False
7,462141,11691,17,13,5,11,2310,141,3,True,False,1,1/44,3/4-17/22,trim,0,1,0,False,False
7,462141,11691,17,13,6,13,30030,11691,3,True,False,1,1/44,3/4-17/22,miss,0,0,0,False,False
7,462141,11691,17,13,7,17,510510,462141,3,True,False,0,0,,close,-1,1,1,True,True
7,462671,12221,17,16,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,462671,12221,17,16,2,3,6,5,1,False,True,1,5/12,5/6-1/4,trim,0,1,0,False,False
7,462671,12221,17,16,3,5,30,11,1,False,True,1,4/15,5/6-1/10,trim,0,1,0,False,False
7,462671,12221,17,16,4,7,210,41,1,False,True,1,6/35,13/14-1/10,trim,0,1,0,False,False
7,462671,12221,17,16,5,11,2310,671,11,True,False,2,31/385,1/22-1/10;13/14-21/22,split,1,1,0,False,False
7,462671,12221,17,16,6,13,30030,12221,11,True,False,1,2/77,13/14-21/22,partial_close,-1,1,1,False,False
7,462671,12221,17,16,7,17,510510,462671,11,True,False,0,0,,close,-1,1,1,True,True
7,462771,12321,17,14,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,462771,12321,17,14,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,462771,12321,17,14,3,5,30,21,3,True,False,1,1/12,3/4-5/6,partial_close,-1,1,1,False,False
7,462771,12321,17,14,4,7,210,141,3,True,False,1,1/12,3/4-5/6,miss,0,0,0,False,False
7,462771,12321,17,14,5,11,2310,771,3,True,False,1,1/12,3/4-5/6,miss,0,0,0,False,False
7,462771,12321,17,14,6,13,30030,12321,3,True,False,1,1/39,21/26-5/6,trim,0,1,0,False,False
7,462771,12321,17,14,7,17,510510,462771,3,True,False,0,0,,close,-1,1,1,True,True
7,463509,13059,17,4,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,463509,13059,17,4,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,463509,13059,17,4,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,463509,13059,17,4,4,7,210,39,3,True,False,1,1/12,1/6-1/4,miss,0,0,0,False,False
7,463509,13059,17,4,5,11,2310,1509,3,True,False,1,1/44,5/22-1/4,trim,0,1,0,False,False
7,463509,13059,17,4,6,13,30030,13059,3,True,False,1,1/44,5/22-1/4,miss,0,0,0,False,False
7,463509,13059,17,4,7,17,510510,463509,3,True,False,0,0,,close,-1,1,1,True,True
7,465429,14979,17,3,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,465429,14979,17,3,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,465429,14979,17,3,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,465429,14979,17,3,4,7,210,69,3,True,False,1,1/12,1/6-1/4,miss,0,0,0,False,False
7,465429,14979,17,3,5,11,2310,1119,3,True,False,1,1/12,1/6-1/4,miss,0,0,0,False,False
7,465429,14979,17,3,6,13,30030,14979,3,True,False,1,1/39,1/6-5/26,trim,0,1,0,False,False
7,465429,14979,17,3,7,17,510510,465429,3,True,False,0,0,,close,-1,1,1,True,True
7,466731,16281,17,13,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,466731,16281,17,13,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,466731,16281,17,13,3,5,30,21,3,True,False,1,1/12,3/4-5/6,partial_close,-1,1,1,False,False
7,466731,16281,17,13,4,7,210,111,3,True,False,1,1/28,3/4-11/14,trim,0,1,0,False,False
7,466731,16281,17,13,5,11,2310,111,3,True,False,1,1/28,3/4-11/14,miss,0,0,0,False,False
7,466731,16281,17,13,6,13,30030,16281,3,True,False,1,1/28,3/4-11/14,miss,0,0,0,False,False
7,466731,16281,17,13,7,17,510510,466731,3,True,False,0,0,,close,-1,1,1,True,True
7,467308,16858,17,12,1,2,2,0,2,True,False,1,1/2,1/4-3/4,start,0,0,0,False,False
7,467308,16858,17,12,2,3,6,4,2,True,False,1,1/4,1/2-3/4,trim,0,1,0,False,False
7,467308,16858,17,12,3,5,30,28,2,True,False,1,1/20,7/10-3/4,trim,0,1,0,False,False
7,467308,16858,17,12,4,7,210,58,2,True,False,1,1/20,7/10-3/4,miss,0,0,0,False,False
7,467308,16858,17,12,5,11,2310,688,2,True,False,1,1/20,7/10-3/4,miss,0,0,0,False,False
7,467308,16858,17,12,6,13,30030,16858,2,True,False,1,2/65,7/10-19/26,trim,0,1,0,False,False
7,467308,16858,17,12,7,17,510510,467308,2,True,False,0,0,,close,-1,1,1,True,True
7,467522,17072,17,5,1,2,2,0,2,True,False,1,1/2,1/4-3/4,start,0,0,0,False,False
7,467522,17072,17,5,2,3,6,2,2,True,False,1,1/4,1/4-1/2,trim,0,1,0,False,False
7,467522,17072,17,5,3,5,30,2,2,True,False,1,1/20,1/4-3/10,trim,0,1,0,False,False
7,467522,17072,17,5,4,7,210,62,2,True,False,1,1/20,1/4-3/10,miss,0,0,0,False,False
7,467522,17072,17,5,5,11,2310,902,22,True,False,1,1/20,1/4-3/10,miss,0,0,0,False,False
7,467522,17072,17,5,6,13,30030,17072,22,True,False,1,2/65,7/26-3/10,trim,0,1,0,False,False
7,467522,17072,17,5,7,17,510510,467522,22,True,False,0,0,,close,-1,1,1,True,True
7,467751,17301,17,13,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,467751,17301,17,13,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,467751,17301,17,13,3,5,30,21,3,True,False,1,1/12,3/4-5/6,partial_close,-1,1,1,False,False
7,467751,17301,17,13,4,7,210,81,3,True,False,1,1/12,3/4-5/6,miss,0,0,0,False,False
7,467751,17301,17,13,5,11,2310,1131,3,True,False,1,1/44,3/4-17/22,trim,0,1,0,False,False
7,467751,17301,17,13,6,13,30030,17301,3,True,False,1,1/44,3/4-17/22,miss,0,0,0,False,False
7,467751,17301,17,13,7,17,510510,467751,3,True,False,0,0,,close,-1,1,1,True,True
7,468609,18159,17,4,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,468609,18159,17,4,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,468609,18159,17,4,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,468609,18159,17,4,4,7,210,99,3,True,False,1,1/28,3/14-1/4,trim,0,1,0,False,False
7,468609,18159,17,4,5,11,2310,1989,3,True,False,1,1/28,3/14-1/4,miss,0,0,0,False,False
7,468609,18159,17,4,6,13,30030,18159,3,True,False,1,1/28,3/14-1/4,miss,0,0,0,False,False
7,468609,18159,17,4,7,17,510510,468609,3,True,False,0,0,,close,-1,1,1,True,True
7,469119,18669,17,4,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,469119,18669,17,4,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,469119,18669,17,4,3,5,30,9,3,True,False,1,1/12,1/6-1/4,partial_close,-1,1,1,False,False
7,469119,18669,17,4,4,7,210,189,21,True,False,1,1/12,1/6-1/4,miss,0,0,0,False,False
7,469119,18669,17,4,5,11,2310,189,21,True,False,1,1/44,5/22-1/4,trim,0,1,0,False,False
7,469119,18669,17,4,6,13,30030,18669,21,True,False,1,1/44,5/22-1/4,miss,0,0,0,False,False
7,469119,18669,17,4,7,17,510510,469119,21,True,False,0,0,,close,-1,1,1,True,True
7,470301,19851,17,13,1,2,2,1,1,False,True,1,1/2,3/4-1/4,start,0,0,0,False,False
7,470301,19851,17,13,2,3,6,3,3,True,False,2,1/6,1/6-1/4;3/4-5/6,split,1,1,0,False,False
7,470301,19851,17,13,3,5,30,21,3,True,False,1,1/12,3/4-5/6,partial_close,-1,1,1,False,False
7,470301,19851,17,13,4,7,210,111,3,True,False,1,1/28,3/4-11/14,trim,0,1,0,False,False
7,470301,19851,17,13,5,11,2310,1371,3,True,False,1,1/28,3/4-11/14,miss,0,0,0,False,False
7,470301,19851,17,13,6,13,30030,19851,39,True,False,1,1/28,3/4-11/14,miss,0,0,0,False,False
