k,new_prime,primorial,residue,parent_residue_mod_previous,parent_lambda_fraction,parent_lambda_decimal,current_lambda_fraction,current_lambda_decimal,parent_status,current_status,birth_type
7,17,510510,127345,7225,5/8,0.625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,127581,7461,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,129178,9058,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,129392,9272,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,129459,9339,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,129994,9874,9/16,0.5625,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,131151,11031,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,131271,11151,9/16,0.5625,9/20,0.45,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,132934,12814,11/20,0.55,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,133029,12909,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,133929,13809,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,134721,14601,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,135808,15688,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,136022,15902,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,136599,16479,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,136761,16641,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,137901,17781,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,138129,18009,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,140559,20439,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,140645,20525,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,141861,21741,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,142216,22096,11/20,0.55,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,142438,22318,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,142652,22532,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,143739,23619,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,144531,24411,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,144896,24776,9/16,0.5625,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,145431,25311,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,145526,25406,11/20,0.55,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,147189,27069,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,147309,27189,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,147981,27861,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,149001,28881,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,149068,28948,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,149282,29162,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,149349,29229,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,150879,729,5/9,0.5555555555555556,11/24,0.4583333333333333,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,151161,1011,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,152571,2421,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,153591,3441,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,154449,4299,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,154959,4809,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,155698,5548,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,155912,5762,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,156141,5991,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,157791,7641,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,158019,7869,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,159201,9051,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,159711,9561,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,160449,10299,9/16,0.5625,9/20,0.45,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,160569,10419,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,161589,11439,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,161775,11625,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,163281,13131,5/9,0.5555555555555556,11/24,0.4583333333333333,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,164090,13940,11/20,0.55,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,164421,14271,9/16,0.5625,9/20,0.45,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,165159,15009,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,166179,16029,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,166851,16701,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,167079,16929,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,168729,18579,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,168958,18808,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,169264,19114,9/16,0.5625,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,170421,20271,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,172299,22149,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,173709,23559,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,173991,23841,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,175588,25438,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,175802,25652,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,175869,25719,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,176031,25881,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,177399,27249,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,177561,27411,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,179344,29194,11/20,0.55,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,179439,29289,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,180339,159,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,181131,951,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,182218,2038,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,182432,2252,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,183009,2829,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,184166,3986,9/16,0.5625,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,184311,4131,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,187251,7071,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,188271,8091,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,188619,8439,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,188848,8668,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,189062,8882,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,190149,9969,5/9,0.5555555555555556,11/24,0.4583333333333333,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,190941,10761,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,191770,11590,7/12,0.5833333333333334,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,191841,11661,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,191936,11756,11/20,0.55,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,192826,12646,8/13,0.6153846153846154,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,192861,12681,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,193599,13419,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,193719,13539,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,194229,14049,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,195411,15231,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,195692,15512,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,197289,17109,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,197571,17391,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,198471,18291,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,198981,18801,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,200859,20679,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,202108,21928,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,202322,22142,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,202551,22371,5/9,0.5555555555555556,11/24,0.4583333333333333,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,204081,23901,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,204201,24021,9/16,0.5625,9/20,0.45,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,204429,24249,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,205449,25269,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,206121,25941,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,206859,26679,9/16,0.5625,9/20,0.45,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,207999,27819,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,208534,28354,9/16,0.5625,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,209427,29247,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,209691,29511,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,210831,621,9/16,0.5625,9/20,0.45,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,211569,1359,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,213261,3051,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,213489,3279,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,215139,4929,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,215301,5091,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,215368,5158,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,215582,5372,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,216638,6428,7/12,0.5833333333333334,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,216669,6459,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,216831,6621,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,218709,8499,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,218975,8765,5/8,0.625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,220119,9909,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,220401,10191,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,221998,11788,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,222212,12002,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,222279,12069,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,223436,13226,9/16,0.5625,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,223971,13761,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,224091,13881,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,225754,15544,11/20,0.55,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,225849,15639,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,226521,16311,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,226749,16539,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,227541,17331,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,227889,17679,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,228628,18418,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,228842,18632,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,229419,19209,5/9,0.5555555555555556,11/24,0.4583333333333333,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,230721,20511,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,232131,21921,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,233379,23169,9/16,0.5625,9/20,0.45,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,233499,23289,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,234681,24471,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,235258,25048,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,235472,25262,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,236559,26349,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,237351,27141,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,238251,28041,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,238346,28136,11/20,0.55,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,239109,28899,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,240009,29799,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,240129,29919,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,241821,1581,5/9,0.5555555555555556,11/24,0.4583333333333333,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,241888,1648,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,243351,3111,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,243699,3459,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,243981,3741,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,244719,4479,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,245391,5151,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,246633,6393,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,247269,7029,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,247804,7564,9/16,0.5625,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,248518,8278,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,248732,8492,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,248961,8721,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,250839,10599,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,252531,12291,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,253269,13029,9/16,0.5625,9/20,0.45,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,254409,14169,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,254571,14331,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,255939,15699,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,256101,15861,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,257241,17001,9/16,0.5625,9/20,0.45,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,257979,17739,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,259671,19431,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,261549,21309,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,261778,21538,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,261992,21752,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,262706,22466,9/16,0.5625,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,263241,23001,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,263877,23637,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,265119,24879,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,265791,25551,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,266529,26289,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,266811,26571,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,267159,26919,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,268622,28382,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,268689,28449,5/9,0.5555555555555556,11/24,0.4583333333333333,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,270381,111,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,270501,231,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,271401,1131,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,272164,1894,11/20,0.55,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,272259,1989,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,273159,2889,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,273951,3681,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,275038,4768,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,275252,4982,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,275829,5559,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,277011,6741,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,277131,6861,9/16,0.5625,9/20,0.45,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,278379,8109,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,279789,9519,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,281091,10821,5/9,0.5555555555555556,11/24,0.4583333333333333,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,281668,11398,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,281882,11612,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,282621,12351,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,282969,12699,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,283761,13491,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,283989,13719,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,284661,14391,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,284756,14486,11/20,0.55,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,286419,16149,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,286539,16269,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,287074,16804,9/16,0.5625,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,288231,17961,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,288298,18028,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,288512,18242,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,290109,19839,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,290391,20121,9/16,0.5625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,291535,21265,5/8,0.625,7/15,0.4666666666666667,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,291801,21531,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,293679,23409,5/9,0.5555555555555556,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,293841,23571,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
7,17,510510,293872,23602,7/12,0.5833333333333334,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,294928,24658,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,295142,24872,4/7,0.5714285714285714,1/2,0.5,uncovered,endpoint_covered,strict_single_gap_birth
7,17,510510,295209,24939,7/13,0.5384615384615384,9/19,0.47368421052631576,uncovered,robust_covered,strict_single_gap_birth
