selection_group,parent_residue,lift_remainder,child_residue,transition_label,phase_margin,phase_rank,aperture_tension,obstruction_bucket
capacity_top_200,36790,0,3099850,miss,-80/209,15,80/209,pure_miss
capacity_top_200,36790,1,2589340,miss,-91/209,17,91/209,pure_miss
capacity_top_200,36790,2,2078830,miss,-102/209,19,102/209,pure_miss
capacity_top_200,36790,3,1568320,miss,-61/133,18,61/133,pure_miss
capacity_top_200,36790,4,1057810,miss,-54/133,16,54/133,pure_miss
capacity_top_200,36790,5,547300,miss,-47/133,14,47/133,pure_miss
capacity_top_200,36790,6,36790,miss,-40/133,12,40/133,pure_miss
capacity_top_200,36790,7,9225970,miss,-33/133,10,33/133,pure_miss
capacity_top_200,36790,8,8715460,miss,-26/133,8,26/133,pure_miss
capacity_top_200,36790,9,8204950,miss,-1/7,6,1/7,pure_miss
capacity_top_200,36790,10,7694440,miss,-12/133,4,12/133,pure_miss
capacity_top_200,36790,11,7183930,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,36790,12,6673420,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,36790,13,6162910,miss,-14/209,3,14/209,pure_miss
capacity_top_200,36790,14,5652400,miss,-25/209,5,25/209,pure_miss
capacity_top_200,36790,15,5141890,miss,-36/209,7,36/209,pure_miss
capacity_top_200,36790,16,4631380,miss,-47/209,9,47/209,pure_miss
capacity_top_200,36790,17,4120870,miss,-58/209,11,58/209,pure_miss
capacity_top_200,36790,18,3610360,miss,-69/209,13,69/209,pure_miss
capacity_top_200,37130,0,2079170,miss,-80/209,15,80/209,pure_miss
capacity_top_200,37130,1,1568660,miss,-69/209,13,69/209,pure_miss
capacity_top_200,37130,2,1058150,miss,-58/209,11,58/209,pure_miss
capacity_top_200,37130,3,547640,miss,-47/209,9,47/209,pure_miss
capacity_top_200,37130,4,37130,miss,-36/209,7,36/209,pure_miss
capacity_top_200,37130,5,9226310,miss,-25/209,5,25/209,pure_miss
capacity_top_200,37130,6,8715800,miss,-14/209,3,14/209,pure_miss
capacity_top_200,37130,7,8205290,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,37130,8,7694780,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,37130,9,7184270,miss,-12/133,4,12/133,pure_miss
capacity_top_200,37130,10,6673760,miss,-1/7,6,1/7,pure_miss
capacity_top_200,37130,11,6163250,miss,-26/133,8,26/133,pure_miss
capacity_top_200,37130,12,5652740,miss,-33/133,10,33/133,pure_miss
capacity_top_200,37130,13,5142230,miss,-40/133,12,40/133,pure_miss
capacity_top_200,37130,14,4631720,miss,-47/133,14,47/133,pure_miss
capacity_top_200,37130,15,4121210,miss,-54/133,16,54/133,pure_miss
capacity_top_200,37130,16,3610700,miss,-61/133,18,61/133,pure_miss
capacity_top_200,37130,17,3100190,miss,-102/209,19,102/209,pure_miss
capacity_top_200,37130,18,2589680,miss,-91/209,17,91/209,pure_miss
capacity_top_200,37252,0,6163372,miss,-80/209,15,80/209,pure_miss
capacity_top_200,37252,1,5652862,miss,-91/209,17,91/209,pure_miss
capacity_top_200,37252,2,5142352,miss,-102/209,19,102/209,pure_miss
capacity_top_200,37252,3,4631842,miss,-61/133,18,61/133,pure_miss
capacity_top_200,37252,4,4121332,miss,-54/133,16,54/133,pure_miss
capacity_top_200,37252,5,3610822,miss,-47/133,14,47/133,pure_miss
capacity_top_200,37252,6,3100312,miss,-40/133,12,40/133,pure_miss
capacity_top_200,37252,7,2589802,miss,-33/133,10,33/133,pure_miss
capacity_top_200,37252,8,2079292,miss,-26/133,8,26/133,pure_miss
capacity_top_200,37252,9,1568782,miss,-1/7,6,1/7,pure_miss
capacity_top_200,37252,10,1058272,miss,-12/133,4,12/133,pure_miss
capacity_top_200,37252,11,547762,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,37252,12,37252,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,37252,13,9226432,miss,-14/209,3,14/209,pure_miss
capacity_top_200,37252,14,8715922,miss,-25/209,5,25/209,pure_miss
capacity_top_200,37252,15,8205412,miss,-36/209,7,36/209,pure_miss
capacity_top_200,37252,16,7694902,miss,-47/209,9,47/209,pure_miss
capacity_top_200,37252,17,7184392,miss,-58/209,11,58/209,pure_miss
capacity_top_200,37252,18,6673882,miss,-69/209,13,69/209,pure_miss
capacity_top_200,37714,0,9226894,miss,-80/209,15,80/209,pure_miss
capacity_top_200,37714,1,8716384,miss,-91/209,17,91/209,pure_miss
capacity_top_200,37714,2,8205874,miss,-102/209,19,102/209,pure_miss
capacity_top_200,37714,3,7695364,miss,-61/133,18,61/133,pure_miss
capacity_top_200,37714,4,7184854,miss,-54/133,16,54/133,pure_miss
capacity_top_200,37714,5,6674344,miss,-47/133,14,47/133,pure_miss
capacity_top_200,37714,6,6163834,miss,-40/133,12,40/133,pure_miss
capacity_top_200,37714,7,5653324,miss,-33/133,10,33/133,pure_miss
capacity_top_200,37714,8,5142814,miss,-26/133,8,26/133,pure_miss
capacity_top_200,37714,9,4632304,miss,-1/7,6,1/7,pure_miss
capacity_top_200,37714,10,4121794,miss,-12/133,4,12/133,pure_miss
capacity_top_200,37714,11,3611284,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,37714,12,3100774,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,37714,13,2590264,miss,-14/209,3,14/209,pure_miss
capacity_top_200,37714,14,2079754,miss,-25/209,5,25/209,pure_miss
capacity_top_200,37714,15,1569244,miss,-36/209,7,36/209,pure_miss
capacity_top_200,37714,16,1058734,miss,-47/209,9,47/209,pure_miss
capacity_top_200,37714,17,548224,miss,-58/209,11,58/209,pure_miss
capacity_top_200,37714,18,37714,miss,-69/209,13,69/209,pure_miss
capacity_top_200,38054,0,8206214,miss,-80/209,15,80/209,pure_miss
capacity_top_200,38054,1,7695704,miss,-69/209,13,69/209,pure_miss
capacity_top_200,38054,2,7185194,miss,-58/209,11,58/209,pure_miss
capacity_top_200,38054,3,6674684,miss,-47/209,9,47/209,pure_miss
capacity_top_200,38054,4,6164174,miss,-36/209,7,36/209,pure_miss
capacity_top_200,38054,5,5653664,miss,-25/209,5,25/209,pure_miss
capacity_top_200,38054,6,5143154,miss,-14/209,3,14/209,pure_miss
capacity_top_200,38054,7,4632644,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,38054,8,4122134,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,38054,9,3611624,miss,-12/133,4,12/133,pure_miss
capacity_top_200,38054,10,3101114,miss,-1/7,6,1/7,pure_miss
capacity_top_200,38054,11,2590604,miss,-26/133,8,26/133,pure_miss
capacity_top_200,38054,12,2080094,miss,-33/133,10,33/133,pure_miss
capacity_top_200,38054,13,1569584,miss,-40/133,12,40/133,pure_miss
capacity_top_200,38054,14,1059074,miss,-47/133,14,47/133,pure_miss
capacity_top_200,38054,15,548564,miss,-54/133,16,54/133,pure_miss
capacity_top_200,38054,16,38054,miss,-61/133,18,61/133,pure_miss
capacity_top_200,38054,17,9227234,miss,-102/209,19,102/209,pure_miss
capacity_top_200,38054,18,8716724,miss,-91/209,17,91/209,pure_miss
capacity_top_200,38516,0,1570046,miss,-80/209,15,80/209,pure_miss
capacity_top_200,38516,1,1059536,miss,-69/209,13,69/209,pure_miss
capacity_top_200,38516,2,549026,miss,-58/209,11,58/209,pure_miss
capacity_top_200,38516,3,38516,miss,-47/209,9,47/209,pure_miss
capacity_top_200,38516,4,9227696,miss,-36/209,7,36/209,pure_miss
capacity_top_200,38516,5,8717186,miss,-25/209,5,25/209,pure_miss
capacity_top_200,38516,6,8206676,miss,-14/209,3,14/209,pure_miss
capacity_top_200,38516,7,7696166,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,38516,8,7185656,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,38516,9,6675146,miss,-12/133,4,12/133,pure_miss
capacity_top_200,38516,10,6164636,miss,-1/7,6,1/7,pure_miss
capacity_top_200,38516,11,5654126,miss,-26/133,8,26/133,pure_miss
capacity_top_200,38516,12,5143616,miss,-33/133,10,33/133,pure_miss
capacity_top_200,38516,13,4633106,miss,-40/133,12,40/133,pure_miss
capacity_top_200,38516,14,4122596,miss,-47/133,14,47/133,pure_miss
capacity_top_200,38516,15,3612086,miss,-54/133,16,54/133,pure_miss
capacity_top_200,38516,16,3101576,miss,-61/133,18,61/133,pure_miss
capacity_top_200,38516,17,2591066,miss,-102/209,19,102/209,pure_miss
capacity_top_200,38516,18,2080556,miss,-91/209,17,91/209,pure_miss
capacity_top_200,38978,0,4633568,miss,-80/209,15,80/209,pure_miss
capacity_top_200,38978,1,4123058,miss,-69/209,13,69/209,pure_miss
capacity_top_200,38978,2,3612548,miss,-58/209,11,58/209,pure_miss
capacity_top_200,38978,3,3102038,miss,-47/209,9,47/209,pure_miss
capacity_top_200,38978,4,2591528,miss,-36/209,7,36/209,pure_miss
capacity_top_200,38978,5,2081018,miss,-25/209,5,25/209,pure_miss
capacity_top_200,38978,6,1570508,miss,-14/209,3,14/209,pure_miss
capacity_top_200,38978,7,1059998,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,38978,8,549488,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,38978,9,38978,miss,-12/133,4,12/133,pure_miss
capacity_top_200,38978,10,9228158,miss,-1/7,6,1/7,pure_miss
capacity_top_200,38978,11,8717648,miss,-26/133,8,26/133,pure_miss
capacity_top_200,38978,12,8207138,miss,-33/133,10,33/133,pure_miss
capacity_top_200,38978,13,7696628,miss,-40/133,12,40/133,pure_miss
capacity_top_200,38978,14,7186118,miss,-47/133,14,47/133,pure_miss
capacity_top_200,38978,15,6675608,miss,-54/133,16,54/133,pure_miss
capacity_top_200,38978,16,6165098,miss,-61/133,18,61/133,pure_miss
capacity_top_200,38978,17,5654588,miss,-102/209,19,102/209,pure_miss
capacity_top_200,38978,18,5144078,miss,-91/209,17,91/209,pure_miss
capacity_top_200,39100,0,8717770,miss,-80/209,15,80/209,pure_miss
capacity_top_200,39100,1,8207260,miss,-91/209,17,91/209,pure_miss
capacity_top_200,39100,2,7696750,miss,-102/209,19,102/209,pure_miss
capacity_top_200,39100,3,7186240,miss,-61/133,18,61/133,pure_miss
capacity_top_200,39100,4,6675730,miss,-54/133,16,54/133,pure_miss
capacity_top_200,39100,5,6165220,miss,-47/133,14,47/133,pure_miss
capacity_top_200,39100,6,5654710,miss,-40/133,12,40/133,pure_miss
capacity_top_200,39100,7,5144200,miss,-33/133,10,33/133,pure_miss
capacity_top_200,39100,8,4633690,miss,-26/133,8,26/133,pure_miss
capacity_top_200,39100,9,4123180,miss,-1/7,6,1/7,pure_miss
capacity_top_200,39100,10,3612670,miss,-12/133,4,12/133,pure_miss
capacity_top_200,39100,11,3102160,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,39100,12,2591650,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,39100,13,2081140,miss,-14/209,3,14/209,pure_miss
capacity_top_200,39100,14,1570630,miss,-25/209,5,25/209,pure_miss
capacity_top_200,39100,15,1060120,miss,-36/209,7,36/209,pure_miss
capacity_top_200,39100,16,549610,miss,-47/209,9,47/209,pure_miss
capacity_top_200,39100,17,39100,miss,-58/209,11,58/209,pure_miss
capacity_top_200,39100,18,9228280,miss,-69/209,13,69/209,pure_miss
capacity_top_200,39440,0,7697090,miss,-80/209,15,80/209,pure_miss
capacity_top_200,39440,1,7186580,miss,-69/209,13,69/209,pure_miss
capacity_top_200,39440,2,6676070,miss,-58/209,11,58/209,pure_miss
capacity_top_200,39440,3,6165560,miss,-47/209,9,47/209,pure_miss
capacity_top_200,39440,4,5655050,miss,-36/209,7,36/209,pure_miss
capacity_top_200,39440,5,5144540,miss,-25/209,5,25/209,pure_miss
capacity_top_200,39440,6,4634030,miss,-14/209,3,14/209,pure_miss
capacity_top_200,39440,7,4123520,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,39440,8,3613010,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,39440,9,3102500,miss,-12/133,4,12/133,pure_miss
capacity_top_200,39440,10,2591990,miss,-1/7,6,1/7,pure_miss
capacity_top_200,39440,11,2081480,miss,-26/133,8,26/133,pure_miss
capacity_top_200,39440,12,1570970,miss,-33/133,10,33/133,pure_miss
capacity_top_200,39440,13,1060460,miss,-40/133,12,40/133,pure_miss
capacity_top_200,39440,14,549950,miss,-47/133,14,47/133,pure_miss
capacity_top_200,39440,15,39440,miss,-54/133,16,54/133,pure_miss
capacity_top_200,39440,16,9228620,miss,-61/133,18,61/133,pure_miss
capacity_top_200,39440,17,8718110,miss,-102/209,19,102/209,pure_miss
capacity_top_200,39440,18,8207600,miss,-91/209,17,91/209,pure_miss
capacity_top_200,39562,0,2081602,miss,-80/209,15,80/209,pure_miss
capacity_top_200,39562,1,1571092,miss,-91/209,17,91/209,pure_miss
capacity_top_200,39562,2,1060582,miss,-102/209,19,102/209,pure_miss
capacity_top_200,39562,3,550072,miss,-61/133,18,61/133,pure_miss
capacity_top_200,39562,4,39562,miss,-54/133,16,54/133,pure_miss
capacity_top_200,39562,5,9228742,miss,-47/133,14,47/133,pure_miss
capacity_top_200,39562,6,8718232,miss,-40/133,12,40/133,pure_miss
capacity_top_200,39562,7,8207722,miss,-33/133,10,33/133,pure_miss
capacity_top_200,39562,8,7697212,miss,-26/133,8,26/133,pure_miss
capacity_top_200,39562,9,7186702,miss,-1/7,6,1/7,pure_miss
capacity_top_200,39562,10,6676192,miss,-12/133,4,12/133,pure_miss
capacity_top_200,39562,11,6165682,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,39562,12,5655172,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,39562,13,5144662,miss,-14/209,3,14/209,pure_miss
capacity_top_200,39562,14,4634152,miss,-25/209,5,25/209,pure_miss
capacity_top_200,39562,15,4123642,miss,-36/209,7,36/209,pure_miss
capacity_top_200,39562,16,3613132,miss,-47/209,9,47/209,pure_miss
capacity_top_200,39562,17,3102622,miss,-58/209,11,58/209,pure_miss
capacity_top_200,39562,18,2592112,miss,-69/209,13,69/209,pure_miss
capacity_top_200,40024,0,5145124,miss,-80/209,15,80/209,pure_miss
capacity_top_200,40024,1,4634614,miss,-91/209,17,91/209,pure_miss
capacity_top_200,40024,2,4124104,miss,-102/209,19,102/209,pure_miss
capacity_top_200,40024,3,3613594,miss,-61/133,18,61/133,pure_miss
capacity_top_200,40024,4,3103084,miss,-54/133,16,54/133,pure_miss
capacity_top_200,40024,5,2592574,miss,-47/133,14,47/133,pure_miss
capacity_top_200,40024,6,2082064,miss,-40/133,12,40/133,pure_miss
capacity_top_200,40024,7,1571554,miss,-33/133,10,33/133,pure_miss
capacity_top_200,40024,8,1061044,miss,-26/133,8,26/133,pure_miss
capacity_top_200,40024,9,550534,miss,-1/7,6,1/7,pure_miss
capacity_top_200,40024,10,40024,miss,-12/133,4,12/133,pure_miss
capacity_top_200,40024,11,9229204,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,40024,12,8718694,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,40024,13,8208184,miss,-14/209,3,14/209,pure_miss
capacity_top_200,40024,14,7697674,miss,-25/209,5,25/209,pure_miss
capacity_top_200,40024,15,7187164,miss,-36/209,7,36/209,pure_miss
capacity_top_200,40024,16,6676654,miss,-47/209,9,47/209,pure_miss
capacity_top_200,40024,17,6166144,miss,-58/209,11,58/209,pure_miss
capacity_top_200,40024,18,5655634,miss,-69/209,13,69/209,pure_miss
capacity_top_200,40486,0,8208646,miss,-80/209,15,80/209,pure_miss
capacity_top_200,40486,1,7698136,miss,-91/209,17,91/209,pure_miss
capacity_top_200,40486,2,7187626,miss,-102/209,19,102/209,pure_miss
capacity_top_200,40486,3,6677116,miss,-61/133,18,61/133,pure_miss
capacity_top_200,40486,4,6166606,miss,-54/133,16,54/133,pure_miss
capacity_top_200,40486,5,5656096,miss,-47/133,14,47/133,pure_miss
capacity_top_200,40486,6,5145586,miss,-40/133,12,40/133,pure_miss
capacity_top_200,40486,7,4635076,miss,-33/133,10,33/133,pure_miss
capacity_top_200,40486,8,4124566,miss,-26/133,8,26/133,pure_miss
capacity_top_200,40486,9,3614056,miss,-1/7,6,1/7,pure_miss
capacity_top_200,40486,10,3103546,miss,-12/133,4,12/133,pure_miss
capacity_top_200,40486,11,2593036,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,40486,12,2082526,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,40486,13,1572016,miss,-14/209,3,14/209,pure_miss
capacity_top_200,40486,14,1061506,miss,-25/209,5,25/209,pure_miss
capacity_top_200,40486,15,550996,miss,-36/209,7,36/209,pure_miss
capacity_top_200,40486,16,40486,miss,-47/209,9,47/209,pure_miss
capacity_top_200,40486,17,9229666,miss,-58/209,11,58/209,pure_miss
capacity_top_200,40486,18,8719156,miss,-69/209,13,69/209,pure_miss
capacity_top_200,40826,0,7187966,miss,-80/209,15,80/209,pure_miss
capacity_top_200,40826,1,6677456,miss,-69/209,13,69/209,pure_miss
capacity_top_200,40826,2,6166946,miss,-58/209,11,58/209,pure_miss
capacity_top_200,40826,3,5656436,miss,-47/209,9,47/209,pure_miss
capacity_top_200,40826,4,5145926,miss,-36/209,7,36/209,pure_miss
capacity_top_200,40826,5,4635416,miss,-25/209,5,25/209,pure_miss
capacity_top_200,40826,6,4124906,miss,-14/209,3,14/209,pure_miss
capacity_top_200,40826,7,3614396,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,40826,8,3103886,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,40826,9,2593376,miss,-12/133,4,12/133,pure_miss
capacity_top_200,40826,10,2082866,miss,-1/7,6,1/7,pure_miss
capacity_top_200,40826,11,1572356,miss,-26/133,8,26/133,pure_miss
capacity_top_200,40826,12,1061846,miss,-33/133,10,33/133,pure_miss
capacity_top_200,40826,13,551336,miss,-40/133,12,40/133,pure_miss
capacity_top_200,40826,14,40826,miss,-47/133,14,47/133,pure_miss
capacity_top_200,40826,15,9230006,miss,-54/133,16,54/133,pure_miss
capacity_top_200,40826,16,8719496,miss,-61/133,18,61/133,pure_miss
capacity_top_200,40826,17,8208986,miss,-102/209,19,102/209,pure_miss
capacity_top_200,40826,18,7698476,miss,-91/209,17,91/209,pure_miss
capacity_top_200,41288,0,551798,miss,-80/209,15,80/209,pure_miss
capacity_top_200,41288,1,41288,miss,-69/209,13,69/209,pure_miss
capacity_top_200,41288,2,9230468,miss,-58/209,11,58/209,pure_miss
capacity_top_200,41288,3,8719958,miss,-47/209,9,47/209,pure_miss
capacity_top_200,41288,4,8209448,miss,-36/209,7,36/209,pure_miss
capacity_top_200,41288,5,7698938,miss,-25/209,5,25/209,pure_miss
capacity_top_200,41288,6,7188428,miss,-14/209,3,14/209,pure_miss
capacity_top_200,41288,7,6677918,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,41288,8,6167408,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,41288,9,5656898,miss,-12/133,4,12/133,pure_miss
capacity_top_200,41288,10,5146388,miss,-1/7,6,1/7,pure_miss
capacity_top_200,41288,11,4635878,miss,-26/133,8,26/133,pure_miss
capacity_top_200,41288,12,4125368,miss,-33/133,10,33/133,pure_miss
capacity_top_200,41288,13,3614858,miss,-40/133,12,40/133,pure_miss
capacity_top_200,41288,14,3104348,miss,-47/133,14,47/133,pure_miss
capacity_top_200,41288,15,2593838,miss,-54/133,16,54/133,pure_miss
capacity_top_200,41288,16,2083328,miss,-61/133,18,61/133,pure_miss
capacity_top_200,41288,17,1572818,miss,-102/209,19,102/209,pure_miss
capacity_top_200,41288,18,1062308,miss,-91/209,17,91/209,pure_miss
capacity_top_200,41410,0,4636000,miss,-80/209,15,80/209,pure_miss
capacity_top_200,41410,1,4125490,miss,-91/209,17,91/209,pure_miss
capacity_top_200,41410,2,3614980,miss,-102/209,19,102/209,pure_miss
capacity_top_200,41410,3,3104470,miss,-61/133,18,61/133,pure_miss
capacity_top_200,41410,4,2593960,miss,-54/133,16,54/133,pure_miss
capacity_top_200,41410,5,2083450,miss,-47/133,14,47/133,pure_miss
capacity_top_200,41410,6,1572940,miss,-40/133,12,40/133,pure_miss
capacity_top_200,41410,7,1062430,miss,-33/133,10,33/133,pure_miss
capacity_top_200,41410,8,551920,miss,-26/133,8,26/133,pure_miss
capacity_top_200,41410,9,41410,miss,-1/7,6,1/7,pure_miss
capacity_top_200,41410,10,9230590,miss,-12/133,4,12/133,pure_miss
capacity_top_200,41410,11,8720080,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,41410,12,8209570,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,41410,13,7699060,miss,-14/209,3,14/209,pure_miss
capacity_top_200,41410,14,7188550,miss,-25/209,5,25/209,pure_miss
capacity_top_200,41410,15,6678040,miss,-36/209,7,36/209,pure_miss
capacity_top_200,41410,16,6167530,miss,-47/209,9,47/209,pure_miss
capacity_top_200,41410,17,5657020,miss,-58/209,11,58/209,pure_miss
capacity_top_200,41410,18,5146510,miss,-69/209,13,69/209,pure_miss
capacity_top_200,41750,0,3615320,miss,-80/209,15,80/209,pure_miss
capacity_top_200,41750,1,3104810,miss,-69/209,13,69/209,pure_miss
capacity_top_200,41750,2,2594300,miss,-58/209,11,58/209,pure_miss
capacity_top_200,41750,3,2083790,miss,-47/209,9,47/209,pure_miss
capacity_top_200,41750,4,1573280,miss,-36/209,7,36/209,pure_miss
capacity_top_200,41750,5,1062770,miss,-25/209,5,25/209,pure_miss
capacity_top_200,41750,6,552260,miss,-14/209,3,14/209,pure_miss
capacity_top_200,41750,7,41750,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,41750,8,9230930,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,41750,9,8720420,miss,-12/133,4,12/133,pure_miss
capacity_top_200,41750,10,8209910,miss,-1/7,6,1/7,pure_miss
capacity_top_200,41750,11,7699400,miss,-26/133,8,26/133,pure_miss
capacity_top_200,41750,12,7188890,miss,-33/133,10,33/133,pure_miss
capacity_top_200,41750,13,6678380,miss,-40/133,12,40/133,pure_miss
capacity_top_200,41750,14,6167870,miss,-47/133,14,47/133,pure_miss
capacity_top_200,41750,15,5657360,miss,-54/133,16,54/133,pure_miss
capacity_top_200,41750,16,5146850,miss,-61/133,18,61/133,pure_miss
capacity_top_200,41750,17,4636340,miss,-102/209,19,102/209,pure_miss
capacity_top_200,41750,18,4125830,miss,-91/209,17,91/209,pure_miss
capacity_top_200,41872,0,7699522,miss,-80/209,15,80/209,pure_miss
capacity_top_200,41872,1,7189012,miss,-91/209,17,91/209,pure_miss
capacity_top_200,41872,2,6678502,miss,-102/209,19,102/209,pure_miss
capacity_top_200,41872,3,6167992,miss,-61/133,18,61/133,pure_miss
capacity_top_200,41872,4,5657482,miss,-54/133,16,54/133,pure_miss
capacity_top_200,41872,5,5146972,miss,-47/133,14,47/133,pure_miss
capacity_top_200,41872,6,4636462,miss,-40/133,12,40/133,pure_miss
capacity_top_200,41872,7,4125952,miss,-33/133,10,33/133,pure_miss
capacity_top_200,41872,8,3615442,miss,-26/133,8,26/133,pure_miss
capacity_top_200,41872,9,3104932,miss,-1/7,6,1/7,pure_miss
capacity_top_200,41872,10,2594422,miss,-12/133,4,12/133,pure_miss
capacity_top_200,41872,11,2083912,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,41872,12,1573402,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,41872,13,1062892,miss,-14/209,3,14/209,pure_miss
capacity_top_200,41872,14,552382,miss,-25/209,5,25/209,pure_miss
capacity_top_200,41872,15,41872,miss,-36/209,7,36/209,pure_miss
capacity_top_200,41872,16,9231052,miss,-47/209,9,47/209,pure_miss
capacity_top_200,41872,17,8720542,miss,-58/209,11,58/209,pure_miss
capacity_top_200,41872,18,8210032,miss,-69/209,13,69/209,pure_miss
capacity_top_200,42334,0,1063354,miss,-80/209,15,80/209,pure_miss
capacity_top_200,42334,1,552844,miss,-91/209,17,91/209,pure_miss
capacity_top_200,42334,2,42334,miss,-102/209,19,102/209,pure_miss
capacity_top_200,42334,3,9231514,miss,-61/133,18,61/133,pure_miss
capacity_top_200,42334,4,8721004,miss,-54/133,16,54/133,pure_miss
capacity_top_200,42334,5,8210494,miss,-47/133,14,47/133,pure_miss
capacity_top_200,42334,6,7699984,miss,-40/133,12,40/133,pure_miss
capacity_top_200,42334,7,7189474,miss,-33/133,10,33/133,pure_miss
capacity_top_200,42334,8,6678964,miss,-26/133,8,26/133,pure_miss
capacity_top_200,42334,9,6168454,miss,-1/7,6,1/7,pure_miss
capacity_top_200,42334,10,5657944,miss,-12/133,4,12/133,pure_miss
capacity_top_200,42334,11,5147434,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,42334,12,4636924,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,42334,13,4126414,miss,-14/209,3,14/209,pure_miss
capacity_top_200,42334,14,3615904,miss,-25/209,5,25/209,pure_miss
capacity_top_200,42334,15,3105394,miss,-36/209,7,36/209,pure_miss
capacity_top_200,42334,16,2594884,miss,-47/209,9,47/209,pure_miss
capacity_top_200,42334,17,2084374,miss,-58/209,11,58/209,pure_miss
capacity_top_200,42334,18,1573864,miss,-69/209,13,69/209,pure_miss
capacity_top_200,42674,0,42674,miss,-80/209,15,80/209,pure_miss
capacity_top_200,42674,1,9231854,miss,-69/209,13,69/209,pure_miss
capacity_top_200,42674,2,8721344,miss,-58/209,11,58/209,pure_miss
capacity_top_200,42674,3,8210834,miss,-47/209,9,47/209,pure_miss
capacity_top_200,42674,4,7700324,miss,-36/209,7,36/209,pure_miss
capacity_top_200,42674,5,7189814,miss,-25/209,5,25/209,pure_miss
capacity_top_200,42674,6,6679304,miss,-14/209,3,14/209,pure_miss
capacity_top_200,42674,7,6168794,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,42674,8,5658284,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,42674,9,5147774,miss,-12/133,4,12/133,pure_miss
capacity_top_200,42674,10,4637264,miss,-1/7,6,1/7,pure_miss
capacity_top_200,42674,11,4126754,miss,-26/133,8,26/133,pure_miss
capacity_top_200,42674,12,3616244,miss,-33/133,10,33/133,pure_miss
capacity_top_200,42674,13,3105734,miss,-40/133,12,40/133,pure_miss
capacity_top_200,42674,14,2595224,miss,-47/133,14,47/133,pure_miss
capacity_top_200,42674,15,2084714,miss,-54/133,16,54/133,pure_miss
capacity_top_200,42674,16,1574204,miss,-61/133,18,61/133,pure_miss
capacity_top_200,42674,17,1063694,miss,-102/209,19,102/209,pure_miss
capacity_top_200,42674,18,553184,miss,-91/209,17,91/209,pure_miss
capacity_top_200,42796,0,4126876,miss,-80/209,15,80/209,pure_miss
capacity_top_200,42796,1,3616366,miss,-91/209,17,91/209,pure_miss
capacity_top_200,42796,2,3105856,miss,-102/209,19,102/209,pure_miss
capacity_top_200,42796,3,2595346,miss,-61/133,18,61/133,pure_miss
capacity_top_200,42796,4,2084836,miss,-54/133,16,54/133,pure_miss
capacity_top_200,42796,5,1574326,miss,-47/133,14,47/133,pure_miss
capacity_top_200,42796,6,1063816,miss,-40/133,12,40/133,pure_miss
capacity_top_200,42796,7,553306,miss,-33/133,10,33/133,pure_miss
capacity_top_200,42796,8,42796,miss,-26/133,8,26/133,pure_miss
capacity_top_200,42796,9,9231976,miss,-1/7,6,1/7,pure_miss
capacity_top_200,42796,10,8721466,miss,-12/133,4,12/133,pure_miss
capacity_top_200,42796,11,8210956,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,42796,12,7700446,trim,-3/209,1,3/209,wrong_side_trim
