selection_group,parent_residue,lift_remainder,child_residue,transition_label,phase_margin,phase_rank,aperture_tension,obstruction_bucket
capacity_top_200,42796,13,7189936,miss,-14/209,3,14/209,pure_miss
capacity_top_200,42796,14,6679426,miss,-25/209,5,25/209,pure_miss
capacity_top_200,42796,15,6168916,miss,-36/209,7,36/209,pure_miss
capacity_top_200,42796,16,5658406,miss,-47/209,9,47/209,pure_miss
capacity_top_200,42796,17,5147896,miss,-58/209,11,58/209,pure_miss
capacity_top_200,42796,18,4637386,miss,-69/209,13,69/209,pure_miss
capacity_top_200,43598,0,6169718,miss,-80/209,15,80/209,pure_miss
capacity_top_200,43598,1,5659208,miss,-69/209,13,69/209,pure_miss
capacity_top_200,43598,2,5148698,miss,-58/209,11,58/209,pure_miss
capacity_top_200,43598,3,4638188,miss,-47/209,9,47/209,pure_miss
capacity_top_200,43598,4,4127678,miss,-36/209,7,36/209,pure_miss
capacity_top_200,43598,5,3617168,miss,-25/209,5,25/209,pure_miss
capacity_top_200,43598,6,3106658,miss,-14/209,3,14/209,pure_miss
capacity_top_200,43598,7,2596148,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,43598,8,2085638,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,43598,9,1575128,miss,-12/133,4,12/133,pure_miss
capacity_top_200,43598,10,1064618,miss,-1/7,6,1/7,pure_miss
capacity_top_200,43598,11,554108,miss,-26/133,8,26/133,pure_miss
capacity_top_200,43598,12,43598,miss,-33/133,10,33/133,pure_miss
capacity_top_200,43598,13,9232778,miss,-40/133,12,40/133,pure_miss
capacity_top_200,43598,14,8722268,miss,-47/133,14,47/133,pure_miss
capacity_top_200,43598,15,8211758,miss,-54/133,16,54/133,pure_miss
capacity_top_200,43598,16,7701248,miss,-61/133,18,61/133,pure_miss
capacity_top_200,43598,17,7190738,miss,-102/209,19,102/209,pure_miss
capacity_top_200,43598,18,6680228,miss,-91/209,17,91/209,pure_miss
capacity_top_200,43720,0,554230,miss,-80/209,15,80/209,pure_miss
capacity_top_200,43720,1,43720,miss,-91/209,17,91/209,pure_miss
capacity_top_200,43720,2,9232900,miss,-102/209,19,102/209,pure_miss
capacity_top_200,43720,3,8722390,miss,-61/133,18,61/133,pure_miss
capacity_top_200,43720,4,8211880,miss,-54/133,16,54/133,pure_miss
capacity_top_200,43720,5,7701370,miss,-47/133,14,47/133,pure_miss
capacity_top_200,43720,6,7190860,miss,-40/133,12,40/133,pure_miss
capacity_top_200,43720,7,6680350,miss,-33/133,10,33/133,pure_miss
capacity_top_200,43720,8,6169840,miss,-26/133,8,26/133,pure_miss
capacity_top_200,43720,9,5659330,miss,-1/7,6,1/7,pure_miss
capacity_top_200,43720,10,5148820,miss,-12/133,4,12/133,pure_miss
capacity_top_200,43720,11,4638310,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,43720,12,4127800,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,43720,13,3617290,miss,-14/209,3,14/209,pure_miss
capacity_top_200,43720,14,3106780,miss,-25/209,5,25/209,pure_miss
capacity_top_200,43720,15,2596270,miss,-36/209,7,36/209,pure_miss
capacity_top_200,43720,16,2085760,miss,-47/209,9,47/209,pure_miss
capacity_top_200,43720,17,1575250,miss,-58/209,11,58/209,pure_miss
capacity_top_200,43720,18,1064740,miss,-69/209,13,69/209,pure_miss
capacity_top_200,44060,0,9233240,miss,-80/209,15,80/209,pure_miss
capacity_top_200,44060,1,8722730,miss,-69/209,13,69/209,pure_miss
capacity_top_200,44060,2,8212220,miss,-58/209,11,58/209,pure_miss
capacity_top_200,44060,3,7701710,miss,-47/209,9,47/209,pure_miss
capacity_top_200,44060,4,7191200,miss,-36/209,7,36/209,pure_miss
capacity_top_200,44060,5,6680690,miss,-25/209,5,25/209,pure_miss
capacity_top_200,44060,6,6170180,miss,-14/209,3,14/209,pure_miss
capacity_top_200,44060,7,5659670,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,44060,8,5149160,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,44060,9,4638650,miss,-12/133,4,12/133,pure_miss
capacity_top_200,44060,10,4128140,miss,-1/7,6,1/7,pure_miss
capacity_top_200,44060,11,3617630,miss,-26/133,8,26/133,pure_miss
capacity_top_200,44060,12,3107120,miss,-33/133,10,33/133,pure_miss
capacity_top_200,44060,13,2596610,miss,-40/133,12,40/133,pure_miss
capacity_top_200,44060,14,2086100,miss,-47/133,14,47/133,pure_miss
capacity_top_200,44060,15,1575590,miss,-54/133,16,54/133,pure_miss
capacity_top_200,44060,16,1065080,miss,-61/133,18,61/133,pure_miss
capacity_top_200,44060,17,554570,miss,-102/209,19,102/209,pure_miss
capacity_top_200,44060,18,44060,miss,-91/209,17,91/209,pure_miss
capacity_top_200,44644,0,6681274,miss,-80/209,15,80/209,pure_miss
capacity_top_200,44644,1,6170764,miss,-91/209,17,91/209,pure_miss
capacity_top_200,44644,2,5660254,miss,-102/209,19,102/209,pure_miss
capacity_top_200,44644,3,5149744,miss,-61/133,18,61/133,pure_miss
capacity_top_200,44644,4,4639234,miss,-54/133,16,54/133,pure_miss
capacity_top_200,44644,5,4128724,miss,-47/133,14,47/133,pure_miss
capacity_top_200,44644,6,3618214,miss,-40/133,12,40/133,pure_miss
capacity_top_200,44644,7,3107704,miss,-33/133,10,33/133,pure_miss
capacity_top_200,44644,8,2597194,miss,-26/133,8,26/133,pure_miss
capacity_top_200,44644,9,2086684,miss,-1/7,6,1/7,pure_miss
capacity_top_200,44644,10,1576174,miss,-12/133,4,12/133,pure_miss
capacity_top_200,44644,11,1065664,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,44644,12,555154,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,44644,13,44644,miss,-14/209,3,14/209,pure_miss
capacity_top_200,44644,14,9233824,miss,-25/209,5,25/209,pure_miss
capacity_top_200,44644,15,8723314,miss,-36/209,7,36/209,pure_miss
capacity_top_200,44644,16,8212804,miss,-47/209,9,47/209,pure_miss
capacity_top_200,44644,17,7702294,miss,-58/209,11,58/209,pure_miss
capacity_top_200,44644,18,7191784,miss,-69/209,13,69/209,pure_miss
capacity_top_200,44984,0,5660594,miss,-80/209,15,80/209,pure_miss
capacity_top_200,44984,1,5150084,miss,-69/209,13,69/209,pure_miss
capacity_top_200,44984,2,4639574,miss,-58/209,11,58/209,pure_miss
capacity_top_200,44984,3,4129064,miss,-47/209,9,47/209,pure_miss
capacity_top_200,44984,4,3618554,miss,-36/209,7,36/209,pure_miss
capacity_top_200,44984,5,3108044,miss,-25/209,5,25/209,pure_miss
capacity_top_200,44984,6,2597534,miss,-14/209,3,14/209,pure_miss
capacity_top_200,44984,7,2087024,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,44984,8,1576514,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,44984,9,1066004,miss,-12/133,4,12/133,pure_miss
capacity_top_200,44984,10,555494,miss,-1/7,6,1/7,pure_miss
capacity_top_200,44984,11,44984,miss,-26/133,8,26/133,pure_miss
capacity_top_200,44984,12,9234164,miss,-33/133,10,33/133,pure_miss
capacity_top_200,44984,13,8723654,miss,-40/133,12,40/133,pure_miss
capacity_top_200,44984,14,8213144,miss,-47/133,14,47/133,pure_miss
capacity_top_200,44984,15,7702634,miss,-54/133,16,54/133,pure_miss
capacity_top_200,44984,16,7192124,miss,-61/133,18,61/133,pure_miss
capacity_top_200,44984,17,6681614,miss,-102/209,19,102/209,pure_miss
capacity_top_200,44984,18,6171104,miss,-91/209,17,91/209,pure_miss
capacity_top_200,45106,0,45106,miss,-80/209,15,80/209,pure_miss
capacity_top_200,45106,1,9234286,miss,-91/209,17,91/209,pure_miss
capacity_top_200,45106,2,8723776,miss,-102/209,19,102/209,pure_miss
capacity_top_200,45106,3,8213266,miss,-61/133,18,61/133,pure_miss
capacity_top_200,45106,4,7702756,miss,-54/133,16,54/133,pure_miss
capacity_top_200,45106,5,7192246,miss,-47/133,14,47/133,pure_miss
capacity_top_200,45106,6,6681736,miss,-40/133,12,40/133,pure_miss
capacity_top_200,45106,7,6171226,miss,-33/133,10,33/133,pure_miss
capacity_top_200,45106,8,5660716,miss,-26/133,8,26/133,pure_miss
capacity_top_200,45106,9,5150206,miss,-1/7,6,1/7,pure_miss
capacity_top_200,45106,10,4639696,miss,-12/133,4,12/133,pure_miss
capacity_top_200,45106,11,4129186,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,45106,12,3618676,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,45106,13,3108166,miss,-14/209,3,14/209,pure_miss
capacity_top_200,45106,14,2597656,miss,-25/209,5,25/209,pure_miss
capacity_top_200,45106,15,2087146,miss,-36/209,7,36/209,pure_miss
capacity_top_200,45106,16,1576636,miss,-47/209,9,47/209,pure_miss
capacity_top_200,45106,17,1066126,miss,-58/209,11,58/209,pure_miss
capacity_top_200,45106,18,555616,miss,-69/209,13,69/209,pure_miss
capacity_top_200,45446,0,8724116,miss,-80/209,15,80/209,pure_miss
capacity_top_200,45446,1,8213606,miss,-69/209,13,69/209,pure_miss
capacity_top_200,45446,2,7703096,miss,-58/209,11,58/209,pure_miss
capacity_top_200,45446,3,7192586,miss,-47/209,9,47/209,pure_miss
capacity_top_200,45446,4,6682076,miss,-36/209,7,36/209,pure_miss
capacity_top_200,45446,5,6171566,miss,-25/209,5,25/209,pure_miss
capacity_top_200,45446,6,5661056,miss,-14/209,3,14/209,pure_miss
capacity_top_200,45446,7,5150546,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,45446,8,4640036,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,45446,9,4129526,miss,-12/133,4,12/133,pure_miss
capacity_top_200,45446,10,3619016,miss,-1/7,6,1/7,pure_miss
capacity_top_200,45446,11,3108506,miss,-26/133,8,26/133,pure_miss
capacity_top_200,45446,12,2597996,miss,-33/133,10,33/133,pure_miss
capacity_top_200,45446,13,2087486,miss,-40/133,12,40/133,pure_miss
capacity_top_200,45446,14,1576976,miss,-47/133,14,47/133,pure_miss
capacity_top_200,45446,15,1066466,miss,-54/133,16,54/133,pure_miss
capacity_top_200,45446,16,555956,miss,-61/133,18,61/133,pure_miss
capacity_top_200,45446,17,45446,miss,-102/209,19,102/209,pure_miss
capacity_top_200,45446,18,9234626,miss,-91/209,17,91/209,pure_miss
capacity_top_200,46370,0,5151470,miss,-80/209,15,80/209,pure_miss
capacity_top_200,46370,1,4640960,miss,-69/209,13,69/209,pure_miss
capacity_top_200,46370,2,4130450,miss,-58/209,11,58/209,pure_miss
capacity_top_200,46370,3,3619940,miss,-47/209,9,47/209,pure_miss
capacity_top_200,46370,4,3109430,miss,-36/209,7,36/209,pure_miss
capacity_top_200,46370,5,2598920,miss,-25/209,5,25/209,pure_miss
capacity_top_200,46370,6,2088410,miss,-14/209,3,14/209,pure_miss
capacity_top_200,46370,7,1577900,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,46370,8,1067390,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,46370,9,556880,miss,-12/133,4,12/133,pure_miss
capacity_top_200,46370,10,46370,miss,-1/7,6,1/7,pure_miss
capacity_top_200,46370,11,9235550,miss,-26/133,8,26/133,pure_miss
capacity_top_200,46370,12,8725040,miss,-33/133,10,33/133,pure_miss
capacity_top_200,46370,13,8214530,miss,-40/133,12,40/133,pure_miss
capacity_top_200,46370,14,7704020,miss,-47/133,14,47/133,pure_miss
capacity_top_200,46370,15,7193510,miss,-54/133,16,54/133,pure_miss
capacity_top_200,46370,16,6683000,miss,-61/133,18,61/133,pure_miss
capacity_top_200,46370,17,6172490,miss,-102/209,19,102/209,pure_miss
capacity_top_200,46370,18,5661980,miss,-91/209,17,91/209,pure_miss
capacity_top_200,46492,0,9235672,miss,-80/209,15,80/209,pure_miss
capacity_top_200,46492,1,8725162,miss,-91/209,17,91/209,pure_miss
capacity_top_200,46492,2,8214652,miss,-102/209,19,102/209,pure_miss
capacity_top_200,46492,3,7704142,miss,-61/133,18,61/133,pure_miss
capacity_top_200,46492,4,7193632,miss,-54/133,16,54/133,pure_miss
capacity_top_200,46492,5,6683122,miss,-47/133,14,47/133,pure_miss
capacity_top_200,46492,6,6172612,miss,-40/133,12,40/133,pure_miss
capacity_top_200,46492,7,5662102,miss,-33/133,10,33/133,pure_miss
capacity_top_200,46492,8,5151592,miss,-26/133,8,26/133,pure_miss
capacity_top_200,46492,9,4641082,miss,-1/7,6,1/7,pure_miss
capacity_top_200,46492,10,4130572,miss,-12/133,4,12/133,pure_miss
capacity_top_200,46492,11,3620062,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,46492,12,3109552,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,46492,13,2599042,miss,-14/209,3,14/209,pure_miss
capacity_top_200,46492,14,2088532,miss,-25/209,5,25/209,pure_miss
capacity_top_200,46492,15,1578022,miss,-36/209,7,36/209,pure_miss
capacity_top_200,46492,16,1067512,miss,-47/209,9,47/209,pure_miss
capacity_top_200,46492,17,557002,miss,-58/209,11,58/209,pure_miss
capacity_top_200,46492,18,46492,miss,-69/209,13,69/209,pure_miss
capacity_top_200,46954,0,2599504,miss,-80/209,15,80/209,pure_miss
capacity_top_200,46954,1,2088994,miss,-91/209,17,91/209,pure_miss
capacity_top_200,46954,2,1578484,miss,-102/209,19,102/209,pure_miss
capacity_top_200,46954,3,1067974,miss,-61/133,18,61/133,pure_miss
capacity_top_200,46954,4,557464,miss,-54/133,16,54/133,pure_miss
capacity_top_200,46954,5,46954,miss,-47/133,14,47/133,pure_miss
capacity_top_200,46954,6,9236134,miss,-40/133,12,40/133,pure_miss
capacity_top_200,46954,7,8725624,miss,-33/133,10,33/133,pure_miss
capacity_top_200,46954,8,8215114,miss,-26/133,8,26/133,pure_miss
capacity_top_200,46954,9,7704604,miss,-1/7,6,1/7,pure_miss
capacity_top_200,46954,10,7194094,miss,-12/133,4,12/133,pure_miss
capacity_top_200,46954,11,6683584,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,46954,12,6173074,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,46954,13,5662564,miss,-14/209,3,14/209,pure_miss
capacity_top_200,46954,14,5152054,miss,-25/209,5,25/209,pure_miss
capacity_top_200,46954,15,4641544,miss,-36/209,7,36/209,pure_miss
capacity_top_200,46954,16,4131034,miss,-47/209,9,47/209,pure_miss
capacity_top_200,46954,17,3620524,miss,-58/209,11,58/209,pure_miss
capacity_top_200,46954,18,3110014,miss,-69/209,13,69/209,pure_miss
capacity_top_200,47294,0,1578824,miss,-80/209,15,80/209,pure_miss
capacity_top_200,47294,1,1068314,miss,-69/209,13,69/209,pure_miss
capacity_top_200,47294,2,557804,miss,-58/209,11,58/209,pure_miss
capacity_top_200,47294,3,47294,miss,-47/209,9,47/209,pure_miss
capacity_top_200,47294,4,9236474,miss,-36/209,7,36/209,pure_miss
capacity_top_200,47294,5,8725964,miss,-25/209,5,25/209,pure_miss
capacity_top_200,47294,6,8215454,miss,-14/209,3,14/209,pure_miss
capacity_top_200,47294,7,7704944,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,47294,8,7194434,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,47294,9,6683924,miss,-12/133,4,12/133,pure_miss
capacity_top_200,47294,10,6173414,miss,-1/7,6,1/7,pure_miss
capacity_top_200,47294,11,5662904,miss,-26/133,8,26/133,pure_miss
capacity_top_200,47294,12,5152394,miss,-33/133,10,33/133,pure_miss
capacity_top_200,47294,13,4641884,miss,-40/133,12,40/133,pure_miss
capacity_top_200,47294,14,4131374,miss,-47/133,14,47/133,pure_miss
capacity_top_200,47294,15,3620864,miss,-54/133,16,54/133,pure_miss
capacity_top_200,47294,16,3110354,miss,-61/133,18,61/133,pure_miss
capacity_top_200,47294,17,2599844,miss,-102/209,19,102/209,pure_miss
capacity_top_200,47294,18,2089334,miss,-91/209,17,91/209,pure_miss
capacity_top_200,47416,0,5663026,miss,-80/209,15,80/209,pure_miss
capacity_top_200,47416,1,5152516,miss,-91/209,17,91/209,pure_miss
capacity_top_200,47416,2,4642006,miss,-102/209,19,102/209,pure_miss
capacity_top_200,47416,3,4131496,miss,-61/133,18,61/133,pure_miss
capacity_top_200,47416,4,3620986,miss,-54/133,16,54/133,pure_miss
capacity_top_200,47416,5,3110476,miss,-47/133,14,47/133,pure_miss
capacity_top_200,47416,6,2599966,miss,-40/133,12,40/133,pure_miss
capacity_top_200,47416,7,2089456,miss,-33/133,10,33/133,pure_miss
capacity_top_200,47416,8,1578946,miss,-26/133,8,26/133,pure_miss
capacity_top_200,47416,9,1068436,miss,-1/7,6,1/7,pure_miss
capacity_top_200,47416,10,557926,miss,-12/133,4,12/133,pure_miss
capacity_top_200,47416,11,47416,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,47416,12,9236596,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,47416,13,8726086,miss,-14/209,3,14/209,pure_miss
capacity_top_200,47416,14,8215576,miss,-25/209,5,25/209,pure_miss
capacity_top_200,47416,15,7705066,miss,-36/209,7,36/209,pure_miss
capacity_top_200,47416,16,7194556,miss,-47/209,9,47/209,pure_miss
capacity_top_200,47416,17,6684046,miss,-58/209,11,58/209,pure_miss
capacity_top_200,47416,18,6173536,miss,-69/209,13,69/209,pure_miss
capacity_top_200,47756,0,4642346,miss,-80/209,15,80/209,pure_miss
capacity_top_200,47756,1,4131836,miss,-69/209,13,69/209,pure_miss
capacity_top_200,47756,2,3621326,miss,-58/209,11,58/209,pure_miss
capacity_top_200,47756,3,3110816,miss,-47/209,9,47/209,pure_miss
capacity_top_200,47756,4,2600306,miss,-36/209,7,36/209,pure_miss
capacity_top_200,47756,5,2089796,miss,-25/209,5,25/209,pure_miss
capacity_top_200,47756,6,1579286,miss,-14/209,3,14/209,pure_miss
capacity_top_200,47756,7,1068776,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,47756,8,558266,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,47756,9,47756,miss,-12/133,4,12/133,pure_miss
capacity_top_200,47756,10,9236936,miss,-1/7,6,1/7,pure_miss
capacity_top_200,47756,11,8726426,miss,-26/133,8,26/133,pure_miss
capacity_top_200,47756,12,8215916,miss,-33/133,10,33/133,pure_miss
capacity_top_200,47756,13,7705406,miss,-40/133,12,40/133,pure_miss
capacity_top_200,47756,14,7194896,miss,-47/133,14,47/133,pure_miss
capacity_top_200,47756,15,6684386,miss,-54/133,16,54/133,pure_miss
capacity_top_200,47756,16,6173876,miss,-61/133,18,61/133,pure_miss
capacity_top_200,47756,17,5663366,miss,-102/209,19,102/209,pure_miss
capacity_top_200,47756,18,5152856,miss,-91/209,17,91/209,pure_miss
capacity_top_200,48340,0,2090380,miss,-80/209,15,80/209,pure_miss
capacity_top_200,48340,1,1579870,miss,-91/209,17,91/209,pure_miss
capacity_top_200,48340,2,1069360,miss,-102/209,19,102/209,pure_miss
capacity_top_200,48340,3,558850,miss,-61/133,18,61/133,pure_miss
capacity_top_200,48340,4,48340,miss,-54/133,16,54/133,pure_miss
capacity_top_200,48340,5,9237520,miss,-47/133,14,47/133,pure_miss
capacity_top_200,48340,6,8727010,miss,-40/133,12,40/133,pure_miss
capacity_top_200,48340,7,8216500,miss,-33/133,10,33/133,pure_miss
capacity_top_200,48340,8,7705990,miss,-26/133,8,26/133,pure_miss
capacity_top_200,48340,9,7195480,miss,-1/7,6,1/7,pure_miss
capacity_top_200,48340,10,6684970,miss,-12/133,4,12/133,pure_miss
capacity_top_200,48340,11,6174460,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,48340,12,5663950,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,48340,13,5153440,miss,-14/209,3,14/209,pure_miss
capacity_top_200,48340,14,4642930,miss,-25/209,5,25/209,pure_miss
capacity_top_200,48340,15,4132420,miss,-36/209,7,36/209,pure_miss
capacity_top_200,48340,16,3621910,miss,-47/209,9,47/209,pure_miss
capacity_top_200,48340,17,3111400,miss,-58/209,11,58/209,pure_miss
capacity_top_200,48340,18,2600890,miss,-69/209,13,69/209,pure_miss
capacity_top_200,48680,0,1069700,miss,-80/209,15,80/209,pure_miss
capacity_top_200,48680,1,559190,miss,-69/209,13,69/209,pure_miss
capacity_top_200,48680,2,48680,miss,-58/209,11,58/209,pure_miss
capacity_top_200,48680,3,9237860,miss,-47/209,9,47/209,pure_miss
capacity_top_200,48680,4,8727350,miss,-36/209,7,36/209,pure_miss
capacity_top_200,48680,5,8216840,miss,-25/209,5,25/209,pure_miss
capacity_top_200,48680,6,7706330,miss,-14/209,3,14/209,pure_miss
capacity_top_200,48680,7,7195820,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,48680,8,6685310,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,48680,9,6174800,miss,-12/133,4,12/133,pure_miss
capacity_top_200,48680,10,5664290,miss,-1/7,6,1/7,pure_miss
capacity_top_200,48680,11,5153780,miss,-26/133,8,26/133,pure_miss
capacity_top_200,48680,12,4643270,miss,-33/133,10,33/133,pure_miss
capacity_top_200,48680,13,4132760,miss,-40/133,12,40/133,pure_miss
capacity_top_200,48680,14,3622250,miss,-47/133,14,47/133,pure_miss
capacity_top_200,48680,15,3111740,miss,-54/133,16,54/133,pure_miss
capacity_top_200,48680,16,2601230,miss,-61/133,18,61/133,pure_miss
capacity_top_200,48680,17,2090720,miss,-102/209,19,102/209,pure_miss
capacity_top_200,48680,18,1580210,miss,-91/209,17,91/209,pure_miss
capacity_top_200,48802,0,5153902,miss,-80/209,15,80/209,pure_miss
capacity_top_200,48802,1,4643392,miss,-91/209,17,91/209,pure_miss
capacity_top_200,48802,2,4132882,miss,-102/209,19,102/209,pure_miss
capacity_top_200,48802,3,3622372,miss,-61/133,18,61/133,pure_miss
capacity_top_200,48802,4,3111862,miss,-54/133,16,54/133,pure_miss
capacity_top_200,48802,5,2601352,miss,-47/133,14,47/133,pure_miss
capacity_top_200,48802,6,2090842,miss,-40/133,12,40/133,pure_miss
capacity_top_200,48802,7,1580332,miss,-33/133,10,33/133,pure_miss
capacity_top_200,48802,8,1069822,miss,-26/133,8,26/133,pure_miss
capacity_top_200,48802,9,559312,miss,-1/7,6,1/7,pure_miss
capacity_top_200,48802,10,48802,miss,-12/133,4,12/133,pure_miss
capacity_top_200,48802,11,9237982,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,48802,12,8727472,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,48802,13,8216962,miss,-14/209,3,14/209,pure_miss
capacity_top_200,48802,14,7706452,miss,-25/209,5,25/209,pure_miss
capacity_top_200,48802,15,7195942,miss,-36/209,7,36/209,pure_miss
capacity_top_200,48802,16,6685432,miss,-47/209,9,47/209,pure_miss
