diagnostic,scope,population,stratum_kind,stratum,family_count,lift_count,close_count,birth_count,close_rate,birth_rate,observed_share,note
close_child_gcd_by_scope,B4_to_B5_full,close,child_gcd,gcd=2,10,10,10,10,1,1,5/7,final child gcd among close/birth lifts
close_child_gcd_by_scope,B4_to_B5_full,close,child_gcd,gcd=3,2,2,2,2,1,1,1/7,final child gcd among close/birth lifts
close_child_gcd_by_scope,B4_to_B5_full,close,child_gcd,gcd=14,2,2,2,2,1,1,1/7,final child gcd among close/birth lifts
close_child_gcd_by_scope,B5_to_B6_full,close,child_gcd,gcd=2,8,8,8,8,1,1,4/21,final child gcd among close/birth lifts
close_child_gcd_by_scope,B5_to_B6_full,close,child_gcd,gcd=3,28,28,28,28,1,1,2/3,final child gcd among close/birth lifts
close_child_gcd_by_scope,B5_to_B6_full,close,child_gcd,gcd=10,2,2,2,2,1,1,1/21,final child gcd among close/birth lifts
close_child_gcd_by_scope,B5_to_B6_full,close,child_gcd,gcd=21,2,2,2,2,1,1,1/21,final child gcd among close/birth lifts
close_child_gcd_by_scope,B5_to_B6_full,close,child_gcd,gcd=33,2,2,2,2,1,1,1/21,final child gcd among close/birth lifts
close_child_gcd_by_scope,B6_to_B7_full,close,child_gcd,gcd=2,144,144,144,144,1,1,24/119,final child gcd among close/birth lifts
close_child_gcd_by_scope,B6_to_B7_full,close,child_gcd,gcd=3,410,410,410,410,1,1,205/357,final child gcd among close/birth lifts
close_child_gcd_by_scope,B6_to_B7_full,close,child_gcd,gcd=5,6,6,6,6,1,1,1/119,final child gcd among close/birth lifts
close_child_gcd_by_scope,B6_to_B7_full,close,child_gcd,gcd=10,6,6,6,6,1,1,1/119,final child gcd among close/birth lifts
close_child_gcd_by_scope,B6_to_B7_full,close,child_gcd,gcd=11,2,2,2,2,1,1,1/357,final child gcd among close/birth lifts
close_child_gcd_by_scope,B6_to_B7_full,close,child_gcd,gcd=14,18,18,18,18,1,1,3/119,final child gcd among close/birth lifts
close_child_gcd_by_scope,B6_to_B7_full,close,child_gcd,gcd=15,6,6,6,6,1,1,1/119,final child gcd among close/birth lifts
close_child_gcd_by_scope,B6_to_B7_full,close,child_gcd,gcd=21,40,40,40,40,1,1,20/357,final child gcd among close/birth lifts
close_child_gcd_by_scope,B6_to_B7_full,close,child_gcd,gcd=22,12,12,12,12,1,1,2/119,final child gcd among close/birth lifts
close_child_gcd_by_scope,B6_to_B7_full,close,child_gcd,gcd=26,2,2,2,2,1,1,1/357,final child gcd among close/birth lifts
close_child_gcd_by_scope,B6_to_B7_full,close,child_gcd,gcd=33,32,32,32,32,1,1,16/357,final child gcd among close/birth lifts
close_child_gcd_by_scope,B6_to_B7_full,close,child_gcd,gcd=39,28,28,28,28,1,1,2/51,final child gcd among close/birth lifts
close_child_gcd_by_scope,B6_to_B7_full,close,child_gcd,gcd=154,2,2,2,2,1,1,1/357,final child gcd among close/birth lifts
close_child_gcd_by_scope,B6_to_B7_full,close,child_gcd,gcd=231,2,2,2,2,1,1,1/357,final child gcd among close/birth lifts
close_child_gcd_by_scope,B6_to_B7_full,close,child_gcd,gcd=273,2,2,2,2,1,1,1/357,final child gcd among close/birth lifts
close_child_gcd_by_scope,B6_to_B7_full,close,child_gcd,gcd=429,2,2,2,2,1,1,1/357,final child gcd among close/birth lifts
close_child_gcd_reflection_pair_crosstab,B4_to_B5_full,close,child_gcd_reflection_pair,gcd=2;pair=3/8,10,10,10,10,1,1,5/7,close/birth arithmetic stratum and final remainder pair
close_child_gcd_reflection_pair_crosstab,B4_to_B5_full,close,child_gcd_reflection_pair,gcd=3;pair=2/9,2,2,2,2,1,1,1/7,close/birth arithmetic stratum and final remainder pair
close_child_gcd_reflection_pair_crosstab,B4_to_B5_full,close,child_gcd_reflection_pair,gcd=14;pair=3/8,2,2,2,2,1,1,1/7,close/birth arithmetic stratum and final remainder pair
close_child_gcd_reflection_pair_crosstab,B5_to_B6_full,close,child_gcd_reflection_pair,gcd=2;pair=4/9,2,2,2,2,1,1,1/21,close/birth arithmetic stratum and final remainder pair
close_child_gcd_reflection_pair_crosstab,B5_to_B6_full,close,child_gcd_reflection_pair,gcd=2;pair=5/8,6,6,6,6,1,1,1/7,close/birth arithmetic stratum and final remainder pair
close_child_gcd_reflection_pair_crosstab,B5_to_B6_full,close,child_gcd_reflection_pair,gcd=3;pair=3/10,28,28,28,28,1,1,2/3,close/birth arithmetic stratum and final remainder pair
close_child_gcd_reflection_pair_crosstab,B5_to_B6_full,close,child_gcd_reflection_pair,gcd=10;pair=5/8,2,2,2,2,1,1,1/21,close/birth arithmetic stratum and final remainder pair
close_child_gcd_reflection_pair_crosstab,B5_to_B6_full,close,child_gcd_reflection_pair,gcd=21;pair=3/10,2,2,2,2,1,1,1/21,close/birth arithmetic stratum and final remainder pair
close_child_gcd_reflection_pair_crosstab,B5_to_B6_full,close,child_gcd_reflection_pair,gcd=33;pair=3/10,2,2,2,2,1,1,1/21,close/birth arithmetic stratum and final remainder pair
close_child_gcd_reflection_pair_crosstab,B6_to_B7_full,close,child_gcd_reflection_pair,gcd=2;pair=5/12,116,116,116,116,1,1,58/357,close/birth arithmetic stratum and final remainder pair
close_child_gcd_reflection_pair_crosstab,B6_to_B7_full,close,child_gcd_reflection_pair,gcd=2;pair=6/11,22,22,22,22,1,1,11/357,close/birth arithmetic stratum and final remainder pair
close_child_gcd_reflection_pair_crosstab,B6_to_B7_full,close,child_gcd_reflection_pair,gcd=2;pair=7/10,6,6,6,6,1,1,1/119,close/birth arithmetic stratum and final remainder pair
close_child_gcd_reflection_pair_crosstab,B6_to_B7_full,close,child_gcd_reflection_pair,gcd=3;pair=3/14,94,94,94,94,1,1,47/357,close/birth arithmetic stratum and final remainder pair
close_child_gcd_reflection_pair_crosstab,B6_to_B7_full,close,child_gcd_reflection_pair,gcd=3;pair=4/13,316,316,316,316,1,1,158/357,close/birth arithmetic stratum and final remainder pair
close_child_gcd_reflection_pair_crosstab,B6_to_B7_full,close,child_gcd_reflection_pair,gcd=5;pair=2/15,4,4,4,4,1,1,2/357,close/birth arithmetic stratum and final remainder pair
close_child_gcd_reflection_pair_crosstab,B6_to_B7_full,close,child_gcd_reflection_pair,gcd=5;pair=4/13,2,2,2,2,1,1,1/357,close/birth arithmetic stratum and final remainder pair
close_child_gcd_reflection_pair_crosstab,B6_to_B7_full,close,child_gcd_reflection_pair,gcd=10;pair=5/12,2,2,2,2,1,1,1/357,close/birth arithmetic stratum and final remainder pair
close_child_gcd_reflection_pair_crosstab,B6_to_B7_full,close,child_gcd_reflection_pair,gcd=10;pair=6/11,2,2,2,2,1,1,1/357,close/birth arithmetic stratum and final remainder pair
close_child_gcd_reflection_pair_crosstab,B6_to_B7_full,close,child_gcd_reflection_pair,gcd=10;pair=7/10,2,2,2,2,1,1,1/357,close/birth arithmetic stratum and final remainder pair
close_child_gcd_reflection_pair_crosstab,B6_to_B7_full,close,child_gcd_reflection_pair,gcd=11;pair=1/16,2,2,2,2,1,1,1/357,close/birth arithmetic stratum and final remainder pair
close_child_gcd_reflection_pair_crosstab,B6_to_B7_full,close,child_gcd_reflection_pair,gcd=14;pair=5/12,18,18,18,18,1,1,3/119,close/birth arithmetic stratum and final remainder pair
close_child_gcd_reflection_pair_crosstab,B6_to_B7_full,close,child_gcd_reflection_pair,gcd=15;pair=3/14,2,2,2,2,1,1,1/357,close/birth arithmetic stratum and final remainder pair
close_child_gcd_reflection_pair_crosstab,B6_to_B7_full,close,child_gcd_reflection_pair,gcd=15;pair=4/13,4,4,4,4,1,1,2/357,close/birth arithmetic stratum and final remainder pair
close_child_gcd_reflection_pair_crosstab,B6_to_B7_full,close,child_gcd_reflection_pair,gcd=21;pair=3/14,18,18,18,18,1,1,3/119,close/birth arithmetic stratum and final remainder pair
close_child_gcd_reflection_pair_crosstab,B6_to_B7_full,close,child_gcd_reflection_pair,gcd=21;pair=4/13,22,22,22,22,1,1,11/357,close/birth arithmetic stratum and final remainder pair
close_child_gcd_reflection_pair_crosstab,B6_to_B7_full,close,child_gcd_reflection_pair,gcd=22;pair=5/12,10,10,10,10,1,1,5/357,close/birth arithmetic stratum and final remainder pair
close_child_gcd_reflection_pair_crosstab,B6_to_B7_full,close,child_gcd_reflection_pair,gcd=22;pair=6/11,2,2,2,2,1,1,1/357,close/birth arithmetic stratum and final remainder pair
close_child_gcd_reflection_pair_crosstab,B6_to_B7_full,close,child_gcd_reflection_pair,gcd=26;pair=5/12,2,2,2,2,1,1,1/357,close/birth arithmetic stratum and final remainder pair
close_child_gcd_reflection_pair_crosstab,B6_to_B7_full,close,child_gcd_reflection_pair,gcd=33;pair=3/14,10,10,10,10,1,1,5/357,close/birth arithmetic stratum and final remainder pair
close_child_gcd_reflection_pair_crosstab,B6_to_B7_full,close,child_gcd_reflection_pair,gcd=33;pair=4/13,22,22,22,22,1,1,11/357,close/birth arithmetic stratum and final remainder pair
close_child_gcd_reflection_pair_crosstab,B6_to_B7_full,close,child_gcd_reflection_pair,gcd=39;pair=4/13,28,28,28,28,1,1,2/51,close/birth arithmetic stratum and final remainder pair
close_child_gcd_reflection_pair_crosstab,B6_to_B7_full,close,child_gcd_reflection_pair,gcd=154;pair=5/12,2,2,2,2,1,1,1/357,close/birth arithmetic stratum and final remainder pair
close_child_gcd_reflection_pair_crosstab,B6_to_B7_full,close,child_gcd_reflection_pair,gcd=231;pair=3/14,2,2,2,2,1,1,1/357,close/birth arithmetic stratum and final remainder pair
close_child_gcd_reflection_pair_crosstab,B6_to_B7_full,close,child_gcd_reflection_pair,gcd=273;pair=4/13,2,2,2,2,1,1,1/357,close/birth arithmetic stratum and final remainder pair
close_child_gcd_reflection_pair_crosstab,B6_to_B7_full,close,child_gcd_reflection_pair,gcd=429;pair=4/13,2,2,2,2,1,1,1/357,close/birth arithmetic stratum and final remainder pair
close_reflection_pair_by_scope,B4_to_B5_full,close,reflection_pair,2/9,2,2,2,2,1,1,1/7,pair_imbalance=0
close_reflection_pair_by_scope,B4_to_B5_full,close,reflection_pair,3/8,12,12,12,12,1,1,6/7,pair_imbalance=0
