parent_rank,source_lineage_id,source_lineage_role,parent_residue,parent_component_count,parent_residual_measure,parent_max_component_width,lift_remainder,child_residue,transition_label,component_delta,phase_margin,phase_rank,is_close
141,B7_birth_parent_siblings:capacity_nonclose_control:19574:49604,capacity_nonclose,49604,1,4/77,4/77,3,5665214,miss,0,-47/209,9,False
141,B7_birth_parent_siblings:capacity_nonclose_control:19574:49604,capacity_nonclose,49604,1,4/77,4/77,4,5154704,miss,0,-36/209,7,False
141,B7_birth_parent_siblings:capacity_nonclose_control:19574:49604,capacity_nonclose,49604,1,4/77,4/77,5,4644194,miss,0,-25/209,5,False
141,B7_birth_parent_siblings:capacity_nonclose_control:19574:49604,capacity_nonclose,49604,1,4/77,4/77,6,4133684,miss,0,-14/209,3,False
141,B7_birth_parent_siblings:capacity_nonclose_control:19574:49604,capacity_nonclose,49604,1,4/77,4/77,7,3623174,trim,0,-3/209,1,False
141,B7_birth_parent_siblings:capacity_nonclose_control:19574:49604,capacity_nonclose,49604,1,4/77,4/77,8,3112664,trim,0,-5/133,2,False
141,B7_birth_parent_siblings:capacity_nonclose_control:19574:49604,capacity_nonclose,49604,1,4/77,4/77,9,2602154,miss,0,-12/133,4,False
141,B7_birth_parent_siblings:capacity_nonclose_control:19574:49604,capacity_nonclose,49604,1,4/77,4/77,10,2091644,miss,0,-1/7,6,False
141,B7_birth_parent_siblings:capacity_nonclose_control:19574:49604,capacity_nonclose,49604,1,4/77,4/77,11,1581134,miss,0,-26/133,8,False
141,B7_birth_parent_siblings:capacity_nonclose_control:19574:49604,capacity_nonclose,49604,1,4/77,4/77,12,1070624,miss,0,-33/133,10,False
141,B7_birth_parent_siblings:capacity_nonclose_control:19574:49604,capacity_nonclose,49604,1,4/77,4/77,13,560114,miss,0,-40/133,12,False
141,B7_birth_parent_siblings:capacity_nonclose_control:19574:49604,capacity_nonclose,49604,1,4/77,4/77,14,49604,miss,0,-47/133,14,False
141,B7_birth_parent_siblings:capacity_nonclose_control:19574:49604,capacity_nonclose,49604,1,4/77,4/77,15,9238784,miss,0,-54/133,16,False
141,B7_birth_parent_siblings:capacity_nonclose_control:19574:49604,capacity_nonclose,49604,1,4/77,4/77,16,8728274,miss,0,-61/133,18,False
141,B7_birth_parent_siblings:capacity_nonclose_control:19574:49604,capacity_nonclose,49604,1,4/77,4/77,17,8217764,miss,0,-102/209,19,False
141,B7_birth_parent_siblings:capacity_nonclose_control:19574:49604,capacity_nonclose,49604,1,4/77,4/77,18,7707254,miss,0,-91/209,17,False
142,B7_birth_parent_siblings:capacity_nonclose_control:19696:49726,capacity_nonclose,49726,1,4/77,4/77,0,1581256,miss,0,-80/209,15,False
142,B7_birth_parent_siblings:capacity_nonclose_control:19696:49726,capacity_nonclose,49726,1,4/77,4/77,1,1070746,miss,0,-91/209,17,False
142,B7_birth_parent_siblings:capacity_nonclose_control:19696:49726,capacity_nonclose,49726,1,4/77,4/77,2,560236,miss,0,-102/209,19,False
142,B7_birth_parent_siblings:capacity_nonclose_control:19696:49726,capacity_nonclose,49726,1,4/77,4/77,3,49726,miss,0,-61/133,18,False
142,B7_birth_parent_siblings:capacity_nonclose_control:19696:49726,capacity_nonclose,49726,1,4/77,4/77,4,9238906,miss,0,-54/133,16,False
142,B7_birth_parent_siblings:capacity_nonclose_control:19696:49726,capacity_nonclose,49726,1,4/77,4/77,5,8728396,miss,0,-47/133,14,False
142,B7_birth_parent_siblings:capacity_nonclose_control:19696:49726,capacity_nonclose,49726,1,4/77,4/77,6,8217886,miss,0,-40/133,12,False
142,B7_birth_parent_siblings:capacity_nonclose_control:19696:49726,capacity_nonclose,49726,1,4/77,4/77,7,7707376,miss,0,-33/133,10,False
142,B7_birth_parent_siblings:capacity_nonclose_control:19696:49726,capacity_nonclose,49726,1,4/77,4/77,8,7196866,miss,0,-26/133,8,False
142,B7_birth_parent_siblings:capacity_nonclose_control:19696:49726,capacity_nonclose,49726,1,4/77,4/77,9,6686356,miss,0,-1/7,6,False
142,B7_birth_parent_siblings:capacity_nonclose_control:19696:49726,capacity_nonclose,49726,1,4/77,4/77,10,6175846,miss,0,-12/133,4,False
142,B7_birth_parent_siblings:capacity_nonclose_control:19696:49726,capacity_nonclose,49726,1,4/77,4/77,11,5665336,trim,0,-5/133,2,False
142,B7_birth_parent_siblings:capacity_nonclose_control:19696:49726,capacity_nonclose,49726,1,4/77,4/77,12,5154826,trim,0,-3/209,1,False
142,B7_birth_parent_siblings:capacity_nonclose_control:19696:49726,capacity_nonclose,49726,1,4/77,4/77,13,4644316,miss,0,-14/209,3,False
142,B7_birth_parent_siblings:capacity_nonclose_control:19696:49726,capacity_nonclose,49726,1,4/77,4/77,14,4133806,miss,0,-25/209,5,False
142,B7_birth_parent_siblings:capacity_nonclose_control:19696:49726,capacity_nonclose,49726,1,4/77,4/77,15,3623296,miss,0,-36/209,7,False
142,B7_birth_parent_siblings:capacity_nonclose_control:19696:49726,capacity_nonclose,49726,1,4/77,4/77,16,3112786,miss,0,-47/209,9,False
142,B7_birth_parent_siblings:capacity_nonclose_control:19696:49726,capacity_nonclose,49726,1,4/77,4/77,17,2602276,miss,0,-58/209,11,False
142,B7_birth_parent_siblings:capacity_nonclose_control:19696:49726,capacity_nonclose,49726,1,4/77,4/77,18,2091766,miss,0,-69/209,13,False
143,B7_birth_parent_siblings:capacity_nonclose_control:20036:50066,capacity_nonclose,50066,1,4/77,4/77,0,560576,miss,0,-80/209,15,False
143,B7_birth_parent_siblings:capacity_nonclose_control:20036:50066,capacity_nonclose,50066,1,4/77,4/77,1,50066,miss,0,-69/209,13,False
143,B7_birth_parent_siblings:capacity_nonclose_control:20036:50066,capacity_nonclose,50066,1,4/77,4/77,2,9239246,miss,0,-58/209,11,False
143,B7_birth_parent_siblings:capacity_nonclose_control:20036:50066,capacity_nonclose,50066,1,4/77,4/77,3,8728736,miss,0,-47/209,9,False
143,B7_birth_parent_siblings:capacity_nonclose_control:20036:50066,capacity_nonclose,50066,1,4/77,4/77,4,8218226,miss,0,-36/209,7,False
143,B7_birth_parent_siblings:capacity_nonclose_control:20036:50066,capacity_nonclose,50066,1,4/77,4/77,5,7707716,miss,0,-25/209,5,False
143,B7_birth_parent_siblings:capacity_nonclose_control:20036:50066,capacity_nonclose,50066,1,4/77,4/77,6,7197206,miss,0,-14/209,3,False
143,B7_birth_parent_siblings:capacity_nonclose_control:20036:50066,capacity_nonclose,50066,1,4/77,4/77,7,6686696,trim,0,-3/209,1,False
143,B7_birth_parent_siblings:capacity_nonclose_control:20036:50066,capacity_nonclose,50066,1,4/77,4/77,8,6176186,trim,0,-5/133,2,False
143,B7_birth_parent_siblings:capacity_nonclose_control:20036:50066,capacity_nonclose,50066,1,4/77,4/77,9,5665676,miss,0,-12/133,4,False
143,B7_birth_parent_siblings:capacity_nonclose_control:20036:50066,capacity_nonclose,50066,1,4/77,4/77,10,5155166,miss,0,-1/7,6,False
143,B7_birth_parent_siblings:capacity_nonclose_control:20036:50066,capacity_nonclose,50066,1,4/77,4/77,11,4644656,miss,0,-26/133,8,False
143,B7_birth_parent_siblings:capacity_nonclose_control:20036:50066,capacity_nonclose,50066,1,4/77,4/77,12,4134146,miss,0,-33/133,10,False
143,B7_birth_parent_siblings:capacity_nonclose_control:20036:50066,capacity_nonclose,50066,1,4/77,4/77,13,3623636,miss,0,-40/133,12,False
143,B7_birth_parent_siblings:capacity_nonclose_control:20036:50066,capacity_nonclose,50066,1,4/77,4/77,14,3113126,miss,0,-47/133,14,False
143,B7_birth_parent_siblings:capacity_nonclose_control:20036:50066,capacity_nonclose,50066,1,4/77,4/77,15,2602616,miss,0,-54/133,16,False
143,B7_birth_parent_siblings:capacity_nonclose_control:20036:50066,capacity_nonclose,50066,1,4/77,4/77,16,2092106,miss,0,-61/133,18,False
143,B7_birth_parent_siblings:capacity_nonclose_control:20036:50066,capacity_nonclose,50066,1,4/77,4/77,17,1581596,miss,0,-102/209,19,False
143,B7_birth_parent_siblings:capacity_nonclose_control:20036:50066,capacity_nonclose,50066,1,4/77,4/77,18,1071086,miss,0,-91/209,17,False
144,B7_birth_parent_siblings:capacity_nonclose_control:20498:50528,capacity_nonclose,50528,1,4/77,4/77,0,3624098,miss,0,-80/209,15,False
144,B7_birth_parent_siblings:capacity_nonclose_control:20498:50528,capacity_nonclose,50528,1,4/77,4/77,1,3113588,miss,0,-69/209,13,False
144,B7_birth_parent_siblings:capacity_nonclose_control:20498:50528,capacity_nonclose,50528,1,4/77,4/77,2,2603078,miss,0,-58/209,11,False
144,B7_birth_parent_siblings:capacity_nonclose_control:20498:50528,capacity_nonclose,50528,1,4/77,4/77,3,2092568,miss,0,-47/209,9,False
144,B7_birth_parent_siblings:capacity_nonclose_control:20498:50528,capacity_nonclose,50528,1,4/77,4/77,4,1582058,miss,0,-36/209,7,False
144,B7_birth_parent_siblings:capacity_nonclose_control:20498:50528,capacity_nonclose,50528,1,4/77,4/77,5,1071548,miss,0,-25/209,5,False
144,B7_birth_parent_siblings:capacity_nonclose_control:20498:50528,capacity_nonclose,50528,1,4/77,4/77,6,561038,miss,0,-14/209,3,False
144,B7_birth_parent_siblings:capacity_nonclose_control:20498:50528,capacity_nonclose,50528,1,4/77,4/77,7,50528,trim,0,-3/209,1,False
144,B7_birth_parent_siblings:capacity_nonclose_control:20498:50528,capacity_nonclose,50528,1,4/77,4/77,8,9239708,trim,0,-5/133,2,False
144,B7_birth_parent_siblings:capacity_nonclose_control:20498:50528,capacity_nonclose,50528,1,4/77,4/77,9,8729198,miss,0,-12/133,4,False
144,B7_birth_parent_siblings:capacity_nonclose_control:20498:50528,capacity_nonclose,50528,1,4/77,4/77,10,8218688,miss,0,-1/7,6,False
144,B7_birth_parent_siblings:capacity_nonclose_control:20498:50528,capacity_nonclose,50528,1,4/77,4/77,11,7708178,miss,0,-26/133,8,False
144,B7_birth_parent_siblings:capacity_nonclose_control:20498:50528,capacity_nonclose,50528,1,4/77,4/77,12,7197668,miss,0,-33/133,10,False
144,B7_birth_parent_siblings:capacity_nonclose_control:20498:50528,capacity_nonclose,50528,1,4/77,4/77,13,6687158,miss,0,-40/133,12,False
144,B7_birth_parent_siblings:capacity_nonclose_control:20498:50528,capacity_nonclose,50528,1,4/77,4/77,14,6176648,miss,0,-47/133,14,False
144,B7_birth_parent_siblings:capacity_nonclose_control:20498:50528,capacity_nonclose,50528,1,4/77,4/77,15,5666138,miss,0,-54/133,16,False
144,B7_birth_parent_siblings:capacity_nonclose_control:20498:50528,capacity_nonclose,50528,1,4/77,4/77,16,5155628,miss,0,-61/133,18,False
144,B7_birth_parent_siblings:capacity_nonclose_control:20498:50528,capacity_nonclose,50528,1,4/77,4/77,17,4645118,miss,0,-102/209,19,False
144,B7_birth_parent_siblings:capacity_nonclose_control:20498:50528,capacity_nonclose,50528,1,4/77,4/77,18,4134608,miss,0,-91/209,17,False
145,B7_birth_parent_siblings:capacity_nonclose_control:20620:50650,capacity_nonclose,50650,1,4/77,4/77,0,7708300,miss,0,-80/209,15,False
145,B7_birth_parent_siblings:capacity_nonclose_control:20620:50650,capacity_nonclose,50650,1,4/77,4/77,1,7197790,miss,0,-91/209,17,False
145,B7_birth_parent_siblings:capacity_nonclose_control:20620:50650,capacity_nonclose,50650,1,4/77,4/77,2,6687280,miss,0,-102/209,19,False
145,B7_birth_parent_siblings:capacity_nonclose_control:20620:50650,capacity_nonclose,50650,1,4/77,4/77,3,6176770,miss,0,-61/133,18,False
145,B7_birth_parent_siblings:capacity_nonclose_control:20620:50650,capacity_nonclose,50650,1,4/77,4/77,4,5666260,miss,0,-54/133,16,False
145,B7_birth_parent_siblings:capacity_nonclose_control:20620:50650,capacity_nonclose,50650,1,4/77,4/77,5,5155750,miss,0,-47/133,14,False
145,B7_birth_parent_siblings:capacity_nonclose_control:20620:50650,capacity_nonclose,50650,1,4/77,4/77,6,4645240,miss,0,-40/133,12,False
145,B7_birth_parent_siblings:capacity_nonclose_control:20620:50650,capacity_nonclose,50650,1,4/77,4/77,7,4134730,miss,0,-33/133,10,False
145,B7_birth_parent_siblings:capacity_nonclose_control:20620:50650,capacity_nonclose,50650,1,4/77,4/77,8,3624220,miss,0,-26/133,8,False
145,B7_birth_parent_siblings:capacity_nonclose_control:20620:50650,capacity_nonclose,50650,1,4/77,4/77,9,3113710,miss,0,-1/7,6,False
145,B7_birth_parent_siblings:capacity_nonclose_control:20620:50650,capacity_nonclose,50650,1,4/77,4/77,10,2603200,miss,0,-12/133,4,False
145,B7_birth_parent_siblings:capacity_nonclose_control:20620:50650,capacity_nonclose,50650,1,4/77,4/77,11,2092690,trim,0,-5/133,2,False
145,B7_birth_parent_siblings:capacity_nonclose_control:20620:50650,capacity_nonclose,50650,1,4/77,4/77,12,1582180,trim,0,-3/209,1,False
145,B7_birth_parent_siblings:capacity_nonclose_control:20620:50650,capacity_nonclose,50650,1,4/77,4/77,13,1071670,miss,0,-14/209,3,False
145,B7_birth_parent_siblings:capacity_nonclose_control:20620:50650,capacity_nonclose,50650,1,4/77,4/77,14,561160,miss,0,-25/209,5,False
145,B7_birth_parent_siblings:capacity_nonclose_control:20620:50650,capacity_nonclose,50650,1,4/77,4/77,15,50650,miss,0,-36/209,7,False
145,B7_birth_parent_siblings:capacity_nonclose_control:20620:50650,capacity_nonclose,50650,1,4/77,4/77,16,9239830,miss,0,-47/209,9,False
145,B7_birth_parent_siblings:capacity_nonclose_control:20620:50650,capacity_nonclose,50650,1,4/77,4/77,17,8729320,miss,0,-58/209,11,False
145,B7_birth_parent_siblings:capacity_nonclose_control:20620:50650,capacity_nonclose,50650,1,4/77,4/77,18,8218810,miss,0,-69/209,13,False
146,B7_birth_parent_siblings:capacity_nonclose_control:21544:51574,capacity_nonclose,51574,1,4/77,4/77,0,4135654,miss,0,-80/209,15,False
146,B7_birth_parent_siblings:capacity_nonclose_control:21544:51574,capacity_nonclose,51574,1,4/77,4/77,1,3625144,miss,0,-91/209,17,False
146,B7_birth_parent_siblings:capacity_nonclose_control:21544:51574,capacity_nonclose,51574,1,4/77,4/77,2,3114634,miss,0,-102/209,19,False
146,B7_birth_parent_siblings:capacity_nonclose_control:21544:51574,capacity_nonclose,51574,1,4/77,4/77,3,2604124,miss,0,-61/133,18,False
146,B7_birth_parent_siblings:capacity_nonclose_control:21544:51574,capacity_nonclose,51574,1,4/77,4/77,4,2093614,miss,0,-54/133,16,False
146,B7_birth_parent_siblings:capacity_nonclose_control:21544:51574,capacity_nonclose,51574,1,4/77,4/77,5,1583104,miss,0,-47/133,14,False
146,B7_birth_parent_siblings:capacity_nonclose_control:21544:51574,capacity_nonclose,51574,1,4/77,4/77,6,1072594,miss,0,-40/133,12,False
146,B7_birth_parent_siblings:capacity_nonclose_control:21544:51574,capacity_nonclose,51574,1,4/77,4/77,7,562084,miss,0,-33/133,10,False
146,B7_birth_parent_siblings:capacity_nonclose_control:21544:51574,capacity_nonclose,51574,1,4/77,4/77,8,51574,miss,0,-26/133,8,False
146,B7_birth_parent_siblings:capacity_nonclose_control:21544:51574,capacity_nonclose,51574,1,4/77,4/77,9,9240754,miss,0,-1/7,6,False
146,B7_birth_parent_siblings:capacity_nonclose_control:21544:51574,capacity_nonclose,51574,1,4/77,4/77,10,8730244,miss,0,-12/133,4,False
146,B7_birth_parent_siblings:capacity_nonclose_control:21544:51574,capacity_nonclose,51574,1,4/77,4/77,11,8219734,trim,0,-5/133,2,False
146,B7_birth_parent_siblings:capacity_nonclose_control:21544:51574,capacity_nonclose,51574,1,4/77,4/77,12,7709224,trim,0,-3/209,1,False
146,B7_birth_parent_siblings:capacity_nonclose_control:21544:51574,capacity_nonclose,51574,1,4/77,4/77,13,7198714,miss,0,-14/209,3,False
146,B7_birth_parent_siblings:capacity_nonclose_control:21544:51574,capacity_nonclose,51574,1,4/77,4/77,14,6688204,miss,0,-25/209,5,False
146,B7_birth_parent_siblings:capacity_nonclose_control:21544:51574,capacity_nonclose,51574,1,4/77,4/77,15,6177694,miss,0,-36/209,7,False
146,B7_birth_parent_siblings:capacity_nonclose_control:21544:51574,capacity_nonclose,51574,1,4/77,4/77,16,5667184,miss,0,-47/209,9,False
146,B7_birth_parent_siblings:capacity_nonclose_control:21544:51574,capacity_nonclose,51574,1,4/77,4/77,17,5156674,miss,0,-58/209,11,False
146,B7_birth_parent_siblings:capacity_nonclose_control:21544:51574,capacity_nonclose,51574,1,4/77,4/77,18,4646164,miss,0,-69/209,13,False
147,B7_birth_parent_siblings:capacity_nonclose_control:22006:52036,capacity_nonclose,52036,1,4/77,4/77,0,7199176,miss,0,-80/209,15,False
147,B7_birth_parent_siblings:capacity_nonclose_control:22006:52036,capacity_nonclose,52036,1,4/77,4/77,1,6688666,miss,0,-91/209,17,False
147,B7_birth_parent_siblings:capacity_nonclose_control:22006:52036,capacity_nonclose,52036,1,4/77,4/77,2,6178156,miss,0,-102/209,19,False
147,B7_birth_parent_siblings:capacity_nonclose_control:22006:52036,capacity_nonclose,52036,1,4/77,4/77,3,5667646,miss,0,-61/133,18,False
147,B7_birth_parent_siblings:capacity_nonclose_control:22006:52036,capacity_nonclose,52036,1,4/77,4/77,4,5157136,miss,0,-54/133,16,False
147,B7_birth_parent_siblings:capacity_nonclose_control:22006:52036,capacity_nonclose,52036,1,4/77,4/77,5,4646626,miss,0,-47/133,14,False
147,B7_birth_parent_siblings:capacity_nonclose_control:22006:52036,capacity_nonclose,52036,1,4/77,4/77,6,4136116,miss,0,-40/133,12,False
147,B7_birth_parent_siblings:capacity_nonclose_control:22006:52036,capacity_nonclose,52036,1,4/77,4/77,7,3625606,miss,0,-33/133,10,False
147,B7_birth_parent_siblings:capacity_nonclose_control:22006:52036,capacity_nonclose,52036,1,4/77,4/77,8,3115096,miss,0,-26/133,8,False
147,B7_birth_parent_siblings:capacity_nonclose_control:22006:52036,capacity_nonclose,52036,1,4/77,4/77,9,2604586,miss,0,-1/7,6,False
147,B7_birth_parent_siblings:capacity_nonclose_control:22006:52036,capacity_nonclose,52036,1,4/77,4/77,10,2094076,miss,0,-12/133,4,False
147,B7_birth_parent_siblings:capacity_nonclose_control:22006:52036,capacity_nonclose,52036,1,4/77,4/77,11,1583566,trim,0,-5/133,2,False
147,B7_birth_parent_siblings:capacity_nonclose_control:22006:52036,capacity_nonclose,52036,1,4/77,4/77,12,1073056,trim,0,-3/209,1,False
147,B7_birth_parent_siblings:capacity_nonclose_control:22006:52036,capacity_nonclose,52036,1,4/77,4/77,13,562546,miss,0,-14/209,3,False
147,B7_birth_parent_siblings:capacity_nonclose_control:22006:52036,capacity_nonclose,52036,1,4/77,4/77,14,52036,miss,0,-25/209,5,False
147,B7_birth_parent_siblings:capacity_nonclose_control:22006:52036,capacity_nonclose,52036,1,4/77,4/77,15,9241216,miss,0,-36/209,7,False
147,B7_birth_parent_siblings:capacity_nonclose_control:22006:52036,capacity_nonclose,52036,1,4/77,4/77,16,8730706,miss,0,-47/209,9,False
147,B7_birth_parent_siblings:capacity_nonclose_control:22006:52036,capacity_nonclose,52036,1,4/77,4/77,17,8220196,miss,0,-58/209,11,False
147,B7_birth_parent_siblings:capacity_nonclose_control:22006:52036,capacity_nonclose,52036,1,4/77,4/77,18,7709686,miss,0,-69/209,13,False
148,B7_birth_parent_siblings:capacity_nonclose_control:22346:52376,capacity_nonclose,52376,1,4/77,4/77,0,6178496,miss,0,-80/209,15,False
148,B7_birth_parent_siblings:capacity_nonclose_control:22346:52376,capacity_nonclose,52376,1,4/77,4/77,1,5667986,miss,0,-69/209,13,False
148,B7_birth_parent_siblings:capacity_nonclose_control:22346:52376,capacity_nonclose,52376,1,4/77,4/77,2,5157476,miss,0,-58/209,11,False
148,B7_birth_parent_siblings:capacity_nonclose_control:22346:52376,capacity_nonclose,52376,1,4/77,4/77,3,4646966,miss,0,-47/209,9,False
148,B7_birth_parent_siblings:capacity_nonclose_control:22346:52376,capacity_nonclose,52376,1,4/77,4/77,4,4136456,miss,0,-36/209,7,False
148,B7_birth_parent_siblings:capacity_nonclose_control:22346:52376,capacity_nonclose,52376,1,4/77,4/77,5,3625946,miss,0,-25/209,5,False
148,B7_birth_parent_siblings:capacity_nonclose_control:22346:52376,capacity_nonclose,52376,1,4/77,4/77,6,3115436,miss,0,-14/209,3,False
148,B7_birth_parent_siblings:capacity_nonclose_control:22346:52376,capacity_nonclose,52376,1,4/77,4/77,7,2604926,trim,0,-3/209,1,False
148,B7_birth_parent_siblings:capacity_nonclose_control:22346:52376,capacity_nonclose,52376,1,4/77,4/77,8,2094416,trim,0,-5/133,2,False
148,B7_birth_parent_siblings:capacity_nonclose_control:22346:52376,capacity_nonclose,52376,1,4/77,4/77,9,1583906,miss,0,-12/133,4,False
148,B7_birth_parent_siblings:capacity_nonclose_control:22346:52376,capacity_nonclose,52376,1,4/77,4/77,10,1073396,miss,0,-1/7,6,False
148,B7_birth_parent_siblings:capacity_nonclose_control:22346:52376,capacity_nonclose,52376,1,4/77,4/77,11,562886,miss,0,-26/133,8,False
148,B7_birth_parent_siblings:capacity_nonclose_control:22346:52376,capacity_nonclose,52376,1,4/77,4/77,12,52376,miss,0,-33/133,10,False
148,B7_birth_parent_siblings:capacity_nonclose_control:22346:52376,capacity_nonclose,52376,1,4/77,4/77,13,9241556,miss,0,-40/133,12,False
148,B7_birth_parent_siblings:capacity_nonclose_control:22346:52376,capacity_nonclose,52376,1,4/77,4/77,14,8731046,miss,0,-47/133,14,False
148,B7_birth_parent_siblings:capacity_nonclose_control:22346:52376,capacity_nonclose,52376,1,4/77,4/77,15,8220536,miss,0,-54/133,16,False
148,B7_birth_parent_siblings:capacity_nonclose_control:22346:52376,capacity_nonclose,52376,1,4/77,4/77,16,7710026,miss,0,-61/133,18,False
148,B7_birth_parent_siblings:capacity_nonclose_control:22346:52376,capacity_nonclose,52376,1,4/77,4/77,17,7199516,miss,0,-102/209,19,False
148,B7_birth_parent_siblings:capacity_nonclose_control:22346:52376,capacity_nonclose,52376,1,4/77,4/77,18,6689006,miss,0,-91/209,17,False
149,B7_birth_parent_siblings:capacity_nonclose_control:22808:52838,capacity_nonclose,52838,1,4/77,4/77,0,9242018,miss,0,-80/209,15,False
149,B7_birth_parent_siblings:capacity_nonclose_control:22808:52838,capacity_nonclose,52838,1,4/77,4/77,1,8731508,miss,0,-69/209,13,False
149,B7_birth_parent_siblings:capacity_nonclose_control:22808:52838,capacity_nonclose,52838,1,4/77,4/77,2,8220998,miss,0,-58/209,11,False
149,B7_birth_parent_siblings:capacity_nonclose_control:22808:52838,capacity_nonclose,52838,1,4/77,4/77,3,7710488,miss,0,-47/209,9,False
149,B7_birth_parent_siblings:capacity_nonclose_control:22808:52838,capacity_nonclose,52838,1,4/77,4/77,4,7199978,miss,0,-36/209,7,False
149,B7_birth_parent_siblings:capacity_nonclose_control:22808:52838,capacity_nonclose,52838,1,4/77,4/77,5,6689468,miss,0,-25/209,5,False
149,B7_birth_parent_siblings:capacity_nonclose_control:22808:52838,capacity_nonclose,52838,1,4/77,4/77,6,6178958,miss,0,-14/209,3,False
149,B7_birth_parent_siblings:capacity_nonclose_control:22808:52838,capacity_nonclose,52838,1,4/77,4/77,7,5668448,trim,0,-3/209,1,False
149,B7_birth_parent_siblings:capacity_nonclose_control:22808:52838,capacity_nonclose,52838,1,4/77,4/77,8,5157938,trim,0,-5/133,2,False
149,B7_birth_parent_siblings:capacity_nonclose_control:22808:52838,capacity_nonclose,52838,1,4/77,4/77,9,4647428,miss,0,-12/133,4,False
149,B7_birth_parent_siblings:capacity_nonclose_control:22808:52838,capacity_nonclose,52838,1,4/77,4/77,10,4136918,miss,0,-1/7,6,False
149,B7_birth_parent_siblings:capacity_nonclose_control:22808:52838,capacity_nonclose,52838,1,4/77,4/77,11,3626408,miss,0,-26/133,8,False
149,B7_birth_parent_siblings:capacity_nonclose_control:22808:52838,capacity_nonclose,52838,1,4/77,4/77,12,3115898,miss,0,-33/133,10,False
149,B7_birth_parent_siblings:capacity_nonclose_control:22808:52838,capacity_nonclose,52838,1,4/77,4/77,13,2605388,miss,0,-40/133,12,False
149,B7_birth_parent_siblings:capacity_nonclose_control:22808:52838,capacity_nonclose,52838,1,4/77,4/77,14,2094878,miss,0,-47/133,14,False
149,B7_birth_parent_siblings:capacity_nonclose_control:22808:52838,capacity_nonclose,52838,1,4/77,4/77,15,1584368,miss,0,-54/133,16,False
149,B7_birth_parent_siblings:capacity_nonclose_control:22808:52838,capacity_nonclose,52838,1,4/77,4/77,16,1073858,miss,0,-61/133,18,False
149,B7_birth_parent_siblings:capacity_nonclose_control:22808:52838,capacity_nonclose,52838,1,4/77,4/77,17,563348,miss,0,-102/209,19,False
149,B7_birth_parent_siblings:capacity_nonclose_control:22808:52838,capacity_nonclose,52838,1,4/77,4/77,18,52838,miss,0,-91/209,17,False
150,B7_birth_parent_siblings:capacity_nonclose_control:22930:52960,capacity_nonclose,52960,1,4/77,4/77,0,3626530,miss,0,-80/209,15,False
150,B7_birth_parent_siblings:capacity_nonclose_control:22930:52960,capacity_nonclose,52960,1,4/77,4/77,1,3116020,miss,0,-91/209,17,False
150,B7_birth_parent_siblings:capacity_nonclose_control:22930:52960,capacity_nonclose,52960,1,4/77,4/77,2,2605510,miss,0,-102/209,19,False
150,B7_birth_parent_siblings:capacity_nonclose_control:22930:52960,capacity_nonclose,52960,1,4/77,4/77,3,2095000,miss,0,-61/133,18,False
150,B7_birth_parent_siblings:capacity_nonclose_control:22930:52960,capacity_nonclose,52960,1,4/77,4/77,4,1584490,miss,0,-54/133,16,False
150,B7_birth_parent_siblings:capacity_nonclose_control:22930:52960,capacity_nonclose,52960,1,4/77,4/77,5,1073980,miss,0,-47/133,14,False
150,B7_birth_parent_siblings:capacity_nonclose_control:22930:52960,capacity_nonclose,52960,1,4/77,4/77,6,563470,miss,0,-40/133,12,False
150,B7_birth_parent_siblings:capacity_nonclose_control:22930:52960,capacity_nonclose,52960,1,4/77,4/77,7,52960,miss,0,-33/133,10,False
150,B7_birth_parent_siblings:capacity_nonclose_control:22930:52960,capacity_nonclose,52960,1,4/77,4/77,8,9242140,miss,0,-26/133,8,False
150,B7_birth_parent_siblings:capacity_nonclose_control:22930:52960,capacity_nonclose,52960,1,4/77,4/77,9,8731630,miss,0,-1/7,6,False
150,B7_birth_parent_siblings:capacity_nonclose_control:22930:52960,capacity_nonclose,52960,1,4/77,4/77,10,8221120,miss,0,-12/133,4,False
150,B7_birth_parent_siblings:capacity_nonclose_control:22930:52960,capacity_nonclose,52960,1,4/77,4/77,11,7710610,trim,0,-5/133,2,False
150,B7_birth_parent_siblings:capacity_nonclose_control:22930:52960,capacity_nonclose,52960,1,4/77,4/77,12,7200100,trim,0,-3/209,1,False
150,B7_birth_parent_siblings:capacity_nonclose_control:22930:52960,capacity_nonclose,52960,1,4/77,4/77,13,6689590,miss,0,-14/209,3,False
150,B7_birth_parent_siblings:capacity_nonclose_control:22930:52960,capacity_nonclose,52960,1,4/77,4/77,14,6179080,miss,0,-25/209,5,False
150,B7_birth_parent_siblings:capacity_nonclose_control:22930:52960,capacity_nonclose,52960,1,4/77,4/77,15,5668570,miss,0,-36/209,7,False
150,B7_birth_parent_siblings:capacity_nonclose_control:22930:52960,capacity_nonclose,52960,1,4/77,4/77,16,5158060,miss,0,-47/209,9,False
150,B7_birth_parent_siblings:capacity_nonclose_control:22930:52960,capacity_nonclose,52960,1,4/77,4/77,17,4647550,miss,0,-58/209,11,False
150,B7_birth_parent_siblings:capacity_nonclose_control:22930:52960,capacity_nonclose,52960,1,4/77,4/77,18,4137040,miss,0,-69/209,13,False
151,B7_birth_parent_siblings:capacity_nonclose_control:23270:53300,capacity_nonclose,53300,1,4/77,4/77,0,2605850,miss,0,-80/209,15,False
