selection_groups,parent_rank,parent_residue,parent_component_count,parent_residual_measure,parent_max_component_width,best_lift_remainder,best_phase_margin,best_aperture_tension,best_transition_label,trim_lift_count,miss_lift_count,close_lift_count,positive_margin_lift_count,selection_failure_reason
aperture_frontier_top_400;capacity_top_200,365,39440,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,366,40024,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,367,40486,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,368,40826,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,369,41410,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,370,41750,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,371,41872,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,372,42334,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,373,42796,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,374,43598,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,375,43720,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,376,44060,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,377,44644,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,378,45106,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,379,45446,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,380,46370,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,381,46492,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,382,46954,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,383,47294,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,384,47416,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,385,47756,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,386,48340,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,387,48680,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,388,48802,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,389,49264,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,390,49604,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,391,49726,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,392,50066,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,393,50528,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,394,50650,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,395,51574,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,396,52376,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,397,52838,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,398,52960,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,399,53300,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
aperture_frontier_top_400;capacity_top_200,400,53422,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200;orbit_diversity_400,401,63464,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200;orbit_diversity_400,402,68546,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
hash_control_200;orbit_diversity_400,403,298994,1,3/77,3/77,6,-2/133,2/133,trim,2,17,0,0,trim_but_margin_negative
hash_control_200;orbit_diversity_400,404,377794,1,2/35,2/35,13,-2/133,2/133,trim,2,17,0,0,trim_but_margin_negative
hash_control_200;orbit_diversity_400,405,6219,1,1/12,1/12,4,-1/57,1/57,split,2,16,0,0,best_lift_miss
hash_control_200;orbit_diversity_400,406,193029,1,1/12,1/12,4,-1/57,1/57,split,2,16,0,0,best_lift_miss
hash_control_200;orbit_diversity_400,407,196281,1,2/33,2/33,15,-1/57,1/57,trim,2,17,0,0,trim_but_margin_negative
hash_control_200;orbit_diversity_400,408,286497,1,2/51,2/51,15,-1/57,1/57,trim,2,17,0,0,trim_but_margin_negative
hash_control_200;orbit_diversity_400,409,312561,1,1/12,1/12,15,-1/57,1/57,split,2,16,0,0,best_lift_miss
hash_control_200;orbit_diversity_400,410,501651,1,1/12,1/12,15,-1/57,1/57,split,2,16,0,0,best_lift_miss
hash_control_200;orbit_diversity_400,411,19154,1,1/13,1/13,9,-6/247,6/247,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,412,54224,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,413,54346,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,414,54686,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,415,55148,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,416,55270,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,417,55610,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,418,55732,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,419,56534,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,420,56656,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,421,56996,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,422,57458,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,423,57580,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,424,58042,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,425,58504,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,426,59306,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,427,59768,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,428,59890,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,429,60230,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,430,60352,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,431,60814,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,432,61154,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,433,61276,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,434,61616,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,435,62078,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,436,62540,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,437,62662,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,438,63124,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,439,63586,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,440,64388,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,441,64510,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,442,64850,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,443,64972,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,444,65434,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,445,65774,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,446,65896,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,447,66236,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,448,67160,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,449,67282,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,450,67744,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,451,68084,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,452,69008,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,453,69130,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,454,69470,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,455,70054,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,456,70394,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
capacity_top_200,457,70516,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,458,71440,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,459,77786,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,460,250728,1,4/77,4/77,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,461,259782,1,4/77,4/77,12,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,462,438806,1,9/143,9/143,7,-3/209,3/209,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,463,48926,1,2/35,2/35,6,-2/133,2/133,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,464,86474,1,3/77,3/77,6,-2/133,2/133,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,465,95756,1,2/35,2/35,6,-2/133,2/133,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,466,98326,1,3/77,3/77,13,-2/133,2/133,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,467,125786,1,2/35,2/35,6,-2/133,2/133,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,468,152876,1,2/35,2/35,6,-2/133,2/133,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,469,176824,1,2/35,2/35,13,-2/133,2/133,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,470,193658,1,3/77,3/77,6,-2/133,2/133,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,471,207980,1,3/77,3/77,6,-2/133,2/133,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,472,258724,1,2/35,2/35,13,-2/133,2/133,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,473,307310,1,3/77,3/77,6,-2/133,2/133,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,474,387034,1,4/119,4/119,13,-2/133,2/133,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,475,433436,1,3/77,3/77,6,-2/133,2/133,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,476,461164,1,2/35,2/35,13,-2/133,2/133,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,477,477166,1,3/77,3/77,13,-2/133,2/133,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,478,497704,1,4/119,4/119,13,-2/133,2/133,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,479,10451,1,2/39,2/39,16,-4/247,4/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,480,19265,1,2/39,2/39,16,-4/247,4/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,481,19579,1,2/39,2/39,3,-4/247,4/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,482,27145,1,2/39,2/39,3,-4/247,4/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,483,40481,1,2/39,2/39,16,-4/247,4/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,484,65675,1,2/39,2/39,16,-4/247,4/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,485,70511,1,2/39,2/39,16,-4/247,4/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,486,100541,1,2/39,2/39,16,-4/247,4/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,487,112085,1,2/39,2/39,16,-4/247,4/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,488,119965,1,2/39,2/39,3,-4/247,4/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,489,130571,1,2/39,2/39,16,-4/247,4/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,490,139699,1,2/39,2/39,3,-4/247,4/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,491,158495,1,2/39,2/39,16,-4/247,4/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,492,160601,1,2/39,2/39,16,-4/247,4/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,493,166375,1,2/39,2/39,3,-4/247,4/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,494,169729,1,2/39,2/39,3,-4/247,4/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,495,190399,1,2/39,2/39,3,-4/247,4/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,496,190631,1,2/39,2/39,16,-4/247,4/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,497,192425,1,2/39,2/39,16,-4/247,4/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,498,199759,1,2/39,2/39,3,-4/247,4/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,499,204905,1,2/39,2/39,16,-4/247,4/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,500,220661,1,2/39,2/39,16,-4/247,4/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,501,229789,1,2/39,2/39,3,-4/247,4/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,502,259819,1,2/39,2/39,3,-4/247,4/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,503,289849,1,2/39,2/39,3,-4/247,4/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,504,305605,1,2/39,2/39,3,-4/247,4/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,505,318085,1,2/39,2/39,3,-4/247,4/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,506,319879,1,2/39,2/39,3,-4/247,4/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,507,320111,1,2/39,2/39,16,-4/247,4/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,508,344135,1,2/39,2/39,16,-4/247,4/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,509,352015,1,2/39,2/39,3,-4/247,4/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,510,390545,1,2/39,2/39,16,-4/247,4/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,511,398425,1,2/39,2/39,3,-4/247,4/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,512,444835,1,2/39,2/39,3,-4/247,4/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,513,483365,1,2/39,2/39,16,-4/247,4/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,514,490931,1,2/39,2/39,16,-4/247,4/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,515,491245,1,2/39,2/39,3,-4/247,4/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,516,3501,1,1/12,1/12,15,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,517,14619,1,1/12,1/12,4,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,518,15261,1,1/12,1/12,15,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,519,15999,1,1/12,1/12,4,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,520,19029,1,1/12,1/12,4,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,521,22821,1,1/12,1/12,15,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,522,27453,1,1/12,1/12,4,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,523,28059,1,1/12,1/12,4,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,524,30963,1,1/21,1/21,4,-1/57,1/57,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,525,32181,1,1/12,1/12,15,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,526,39039,1,1/12,1/12,4,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,527,39195,1,1/12,1/12,15,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,528,56511,1,1/12,1/12,15,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,529,65961,1,1/12,1/12,15,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,530,67821,1,1/21,1/21,15,-1/57,1/57,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,531,74409,1,1/12,1/12,4,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,532,78969,1,2/51,2/51,4,-1/57,1/57,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,533,100989,1,1/12,1/12,4,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,534,102501,1,1/12,1/12,15,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,535,106881,1,1/21,1/21,15,-1/57,1/57,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,536,117273,1,1/12,1/12,15,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,537,123639,1,1/12,1/12,4,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,538,129759,1,2/33,2/33,4,-1/57,1/57,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,539,143493,1,1/12,1/12,4,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,540,160209,1,1/12,1/12,4,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,541,162909,1,1/12,1/12,4,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,542,166521,1,1/21,1/21,15,-1/57,1/57,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,543,188421,1,1/12,1/12,15,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,544,195969,1,1/12,1/12,4,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,545,196245,1,1/12,1/12,4,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,546,199491,1,2/51,2/51,15,-1/57,1/57,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,547,202521,1,1/12,1/12,15,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,548,205959,1,2/51,2/51,4,-1/57,1/57,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,549,241839,1,1/12,1/12,4,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,550,249711,1,1/12,1/12,15,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,551,252549,1,1/12,1/12,4,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,552,253119,1,1/12,1/12,4,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,553,262263,1,1/12,1/12,15,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,554,264321,1,1/12,1/12,15,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,555,265203,1,1/12,1/12,15,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,556,269271,1,1/12,1/12,15,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,557,276849,1,2/51,2/51,4,-1/57,1/57,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,558,301569,1,1/21,1/21,4,-1/57,1/57,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,559,304509,1,1/21,1/21,4,-1/57,1/57,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,560,305367,1,1/12,1/12,4,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,561,313899,1,2/33,2/33,4,-1/57,1/57,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,562,323991,1,2/33,2/33,15,-1/57,1/57,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,563,331785,1,2/33,2/33,4,-1/57,1/57,trim,2,17,0,0,trim_but_margin_negative
hash_control_200,564,334611,1,1/12,1/12,15,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,565,349851,1,1/21,1/21,15,-1/57,1/57,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,566,350049,1,1/12,1/12,4,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,567,358671,1,1/21,1/21,15,-1/57,1/57,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,568,360309,1,1/12,1/12,4,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,569,401703,1,1/12,1/12,15,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,570,422109,1,1/21,1/21,4,-1/57,1/57,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,571,422301,1,1/21,1/21,15,-1/57,1/57,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,572,444171,1,1/12,1/12,15,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,573,451341,1,1/12,1/12,15,-1/57,1/57,split,2,16,0,0,best_lift_miss
hash_control_200,574,454359,1,1/12,1/12,4,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,575,461523,1,1/12,1/12,4,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,576,462069,1,2/33,2/33,4,-1/57,1/57,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,577,466437,1,1/12,1/12,4,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,578,477597,1,1/12,1/12,15,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,579,483891,1,1/12,1/12,15,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,580,486093,1,2/33,2/33,4,-1/57,1/57,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,581,498801,1,1/12,1/12,15,-1/57,1/57,split,2,16,0,0,best_lift_miss
orbit_diversity_400,582,38704,1,16/187,16/187,12,-6/323,6/323,split,2,16,0,0,best_lift_miss
orbit_diversity_400,583,291164,1,16/187,16/187,7,-6/323,6/323,split,2,16,0,0,best_lift_miss
orbit_diversity_400,584,244399,1,12/143,12/143,0,-4/209,4/209,split,2,16,0,0,best_lift_miss
orbit_diversity_400,585,228140,1,8/91,8/91,6,-5/247,5/247,split,2,16,0,0,best_lift_miss
orbit_diversity_400,586,273458,1,8/91,8/91,6,-5/247,5/247,split,2,16,0,0,best_lift_miss
orbit_diversity_400,587,284378,1,8/91,8/91,6,-5/247,5/247,split,2,16,0,0,best_lift_miss
orbit_diversity_400,588,364816,1,8/91,8/91,13,-5/247,5/247,split,2,16,0,0,best_lift_miss
orbit_diversity_400,589,492404,1,8/91,8/91,6,-5/247,5/247,split,2,16,0,0,best_lift_miss
orbit_diversity_400,590,7688,1,1/13,1/13,9,-6/247,6/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,591,68752,1,1/13,1/13,10,-6/247,6/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,592,81856,1,1/13,1/13,10,-6/247,6/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,593,105880,1,1/13,1/13,10,-6/247,6/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,594,230914,1,1/13,1/13,10,-6/247,6/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,595,264220,1,1/13,1/13,10,-6/247,6/247,trim,2,17,0,0,trim_but_margin_negative
orbit_diversity_400,596,407272,1,1/13,1/13,10,-6/247,6/247,trim,2,17,0,0,trim_but_margin_negative
hash_control_200,597,72790,1,11/119,11/119,13,-8/323,8/323,split,2,16,0,0,best_lift_miss
hash_control_200,598,292274,1,3/44,3/44,5,-6/209,6/209,trim,2,17,0,0,trim_but_margin_negative
hash_control_200,599,105550,1,3/28,3/28,13,-3/76,3/76,split,2,16,0,0,best_lift_miss
hash_control_200,600,121754,1,3/28,3/28,6,-3/76,3/76,split,2,16,0,0,best_lift_miss
hash_control_200,601,163762,1,3/28,3/28,13,-3/76,3/76,split,2,16,0,0,best_lift_miss
hash_control_200,602,186526,1,3/28,3/28,13,-3/76,3/76,split,2,16,0,0,best_lift_miss
