start,stop,length
772168,772168,1
772172,772172,1
772174,772174,1
772288,772288,1
772318,772318,1
772378,772378,1
772382,772382,1
772389,772389,1
772412,772412,1
772502,772502,1
772588,772588,1
772592,772592,1
772622,772622,1
772634,772634,1
772648,772648,1
772731,772731,1
772742,772742,1
772798,772798,1
772802,772802,1
772978,772978,1
773001,773001,1
773008,773008,1
773012,773012,1
773072,773072,1
773165,773165,1
773216,773216,1
773218,773218,1
773222,773222,1
773308,773308,1
773379,773379,1
773392,773392,1
773402,773402,1
773428,773428,1
773432,773432,1
773529,773529,1
773552,773552,1
773582,773582,1
773601,773601,1
773638,773638,1
773642,773642,1
773661,773661,1
773709,773709,1
773732,773732,1
773751,773751,1
773848,773848,1
773852,773852,1
773938,773938,1
773968,773968,1
773991,773991,1
774058,774058,1
774062,774062,1
