seed_n,cohort_role,n,bin_index,max_branch,branch,cumulative_uncovered_measure,full_uncovered_measure,fill_fraction,residual_fraction,cumulative_max_gap,cumulative_component_count,exact_complete
1258,local_mod6_control,1252,0,1000,9,0.6814779355149005,0.09162142651600447,0.2702557726465197,0.7297442273534803,0.02200961615958763,127,False
1258,local_mod6_control,1252,0,1000,10,0.6814779355149005,0.09162142651600447,0.2702557726465197,0.7297442273534803,0.02200961615958763,127,False
1258,local_mod6_control,1252,0,1000,11,0.6672439335912466,0.09162142651600447,0.28786544648660994,0.7121345535133901,0.02200961615958763,126,False
1258,local_mod6_control,1252,0,1000,12,0.6466572536202218,0.09162142651600447,0.3133343709454176,0.6866656290545824,0.02200961615958763,124,False
1258,local_mod6_control,1252,0,1000,13,0.6466572536202218,0.09162142651600447,0.3133343709454176,0.6866656290545824,0.02200961615958763,124,False
1258,local_mod6_control,1252,0,1000,14,0.6379042053526598,0.09162142651600447,0.32416325279643005,0.6758367472035699,0.02200961615958763,123,False
1258,local_mod6_control,1252,0,1000,15,0.6255920407954646,0.09162142651600447,0.33939531495861286,0.6606046850413871,0.02200961615958763,118,False
1258,local_mod6_control,1252,0,1000,16,0.6255920407954646,0.09162142651600447,0.33939531495861286,0.6606046850413871,0.02200961615958763,118,False
1258,local_mod6_control,1252,0,1000,17,0.6079896067827987,0.09162142651600447,0.36117226310133066,0.6388277368986693,0.02200961615958763,116,False
1258,local_mod6_control,1252,0,1000,18,0.5998798454276829,0.09162142651600447,0.3712052990072227,0.6287947009927773,0.02200961615958763,114,False
1258,local_mod6_control,1252,0,1000,19,0.5998798454276829,0.09162142651600447,0.3712052990072227,0.6287947009927773,0.02200961615958763,114,False
1258,local_mod6_control,1252,0,1000,20,0.5897527937527351,0.09162142651600447,0.38373403673777023,0.6162659632622297,0.02200961615958763,112,False
1258,local_mod6_control,1252,0,1000,30,0.5384740902217241,0.09162142651600447,0.4471737671078489,0.552826232892151,0.02200961615958763,99,False
1258,local_mod6_control,1252,0,1000,50,0.485111541317046,0.09162142651600447,0.5131915382538303,0.4868084617461697,0.02200961615958763,91,False
1258,local_mod6_control,1252,0,1000,100,0.3460531312111031,0.09162142651600447,0.6852284158530815,0.3147715841469185,0.021610976635649592,71,False
