n,prime_count,uncovered_measure,uncovered_measure_times_log_n,random_arc_baseline,max_uncovered_gap,complete_scale_1_over_n,complete_scale_1_over_pi_n,complete_numeric_1e_9,branch1_uncovered_measure,branch1_max_uncovered_gap,branch1_exposed_gap_estimate,gap_fill_ratio,gap_fill_drop,uncovered_component_count,gap_p50,gap_p90,gap_p99
38587,4064,0.08408978855787928,0.8880445671310422,0.07287904802977511,0.0018604308402956349,False,False,False,0.9321622488115714,0.005153621931931807,0.00515362193193189,0.36099482361490626,0.0032931910916361717,377,0.00015312264169585477,0.0004577520453138336,0.001180967486726461
38588,4064,0.06736590661526864,0.7114309027188647,0.07287904802977511,0.0010906168718775588,False,False,False,0.9321622488115714,0.005153756810297283,0.005153756810297255,0.2116158973000996,0.004063139938419724,289,0.000188127894524881,0.0004962644443086917,0.0008649234025314345
38589,4064,0.029728850738087426,0.3139581441002178,0.07287904802977511,0.000830925267853444,False,False,False,0.9321622488115714,0.0051538916886626485,0.005153891688662399,0.16122288128042825,0.0043229664208092045,164,0.00015207436577967248,0.00038280556809516553,0.0006825964090201877
38590,4064,0.05036066300376507,0.531846293986202,0.07287904802977511,0.0012445762689879958,False,False,False,0.9321622488115713,0.005154026567028014,0.005154026567027986,0.2414764946983307,0.003909450298040018,192,0.00019619560157269067,0.0005877034254628711,0.0009501735998022488
38591,4064,0.02060878990177517,0.2176447801428483,0.07287904802977511,0.0016364619334803265,False,False,False,0.9321622488115713,0.005154161445393268,0.0051541614453933515,0.31750304114803735,0.0035176995119129417,62,0.00021632840742563664,0.0008341814184989248,0.001399051319607865
38592,4064,0.056854654347196054,0.6004306495541095,0.07287904802977511,0.0014699981419795671,False,False,False,0.9321622488115713,0.005154296323758634,0.005154296323758717,0.2851986090135404,0.0036842981817790665,207,0.0001871995193629683,0.0006416158265483585,0.001178896609772052
38593,4065,0.09368227622440509,0.9893622364635059,0.0728771596535453,0.0013452055438515353,False,False,False,0.9321363373768553,0.00515443120212411,0.005154431202124082,0.26098040522825955,0.0038092256582725748,404,0.00015462552413555986,0.0005336025420214386,0.0010944738444854747
38594,4065,0.016721379705959105,0.17659201803200905,0.0728771596535453,0.0011364170705316368,False,False,False,0.9321363373768552,0.0051545660804893645,0.005154566080489448,0.2204680380048106,0.004018149009957728,70,0.00016586204320070963,0.000534339004457618,0.0010371490051816537
38595,4065,0.04562102618073177,0.4817980923401039,0.0728771596535453,0.0010085533078608988,False,False,False,0.9321363373768551,0.00515470095885473,0.005154700958854813,0.19565699657676727,0.004146147650993831,199,0.00017223426842127854,0.000509229549462259,0.0008663355557610788
38596,4065,0.04055322140905615,0.42827867507487727,0.0728771596535453,0.0010520603561494646,False,False,False,0.9321363373768553,0.005154835837220095,0.0051548358372199565,0.20409192249210806,0.004102775481070631,162,0.0002061038326170439,0.000558626806847784,0.0009264230667935189
38597,4065,0.02317289847031575,0.24472735475428553,0.0728771596535453,0.0011296031333710155,False,False,False,0.9321363373768552,0.00515497071558535,0.005154970715585322,0.21912891376003646,0.004025367582214334,130,9.453421206988277e-05,0.0004295094942633027,0.0008230525101321199
38598,4065,0.08316153113862501,0.8782652496787954,0.0728771596535453,0.001305613765174407,False,False,False,0.9321363373768552,0.005155105593950826,0.005155105593950687,0.2532661535985719,0.003849491828776419,361,0.0001736628326303169,0.0004967704738370049,0.0010796167088677024
38599,4065,0.03638962995778341,0.38431021417554734,0.0728771596535453,0.0017777762318946788,False,False,False,0.9321363373768552,0.0051552404723161915,0.005155240472316053,0.3448483618642806,0.0033774642404215127,118,0.00022826507613874641,0.0007270883736462784,0.0010668533723318227
38600,4065,0.05713304980378431,0.6033825706438342,0.0728771596535453,0.0015491086674925825,False,False,False,0.9321363373768552,0.005155375350681557,0.005155375350681418,0.3004841669361253,0.0036062666831889745,236,0.00018002175940345921,0.0005110800125094073,0.0010764072869850236
38601,4065,0.014438437439113438,0.1524848209313496,0.0728771596535453,0.001093880850115747,False,False,False,0.9321363373768551,0.005155510229046811,0.005155510229047006,0.21217703030685128,0.004061629378931064,52,0.0002769287541440346,0.00046390910372139387,0.0010463370375803395
38602,4065,0.008348825652435887,0.08817244336496821,0.0728771596535453,0.0012021740535259617,False,False,False,0.9321881481638609,0.005155645107412177,0.005155645107412149,0.23317626184114537,0.003953471053886215,24,0.00026756912869346783,0.000711970655655214,0.001102683813578218
38603,4066,0.14474774650123395,1.528693293822027,0.07287527181540501,0.0017606649556666243,False,False,False,0.9321622434414301,0.005155779985777653,0.005155779985777514,0.3414934230171695,0.003395115030111029,666,0.00014413468613632893,0.0005122069006379751,0.0010221429879564315
38604,4066,0.08049691105369067,0.8501368270452829,0.07287527181540501,0.0012580331184685045,False,False,False,0.9321622434414298,0.0051559148641429076,0.00515591486414288,0.24399803945902304,0.003897881745674403,327,0.00019987677489308187,0.0005068373982328623,0.0008929502960138259
38605,4066,0.03190925177836959,0.33699798217530097,0.07287527181540501,0.0011565841441424363,False,False,False,0.9321622434414298,0.005156049742508273,0.005156049742508245,0.2243159398962258,0.003999465598365837,166,0.0001258937721761444,0.0004001202206393578,0.0009349149677077505
38606,4066,0.06536826680415053,0.6903649196863608,0.07287527181540501,0.0013572807503213213,False,False,False,0.9321622434414298,0.005156184620873638,0.005156184620873611,0.2632335438158439,0.003798903870552317,314,0.00016100276356145748,0.0004107099433548866,0.0008007021301506923
38607,4066,0.01927276188822305,0.2035432786595435,0.07287527181540501,0.0007460070736116098,False,False,False,0.93216224344143,0.005156319499239004,0.005156319499238976,0.14467820966519032,0.004410312425627394,97,0.00014790149104076944,0.0004951433506014847,0.0007054421886655412
38608,4066,0.015918650688435454,0.1681202890535589,0.07287527181540501,0.0013174773331460221,False,False,False,0.93216224344143,0.005156454377604369,0.0051564543776043414,0.25550062827436615,0.003838977044458347,49,0.00022007424872483305,0.000705589729874912,0.0012240629157713682
38609,4067,0.05574080998368885,0.5886921104318091,0.07287338431953452,0.0020630392740615955,False,False,False,0.9321363427447013,0.005156589255969735,0.005156589255969485,0.4000782632964676,0.003093549981908139,272,0.00015030025910099665,0.00042783456758847257,0.0008676372253476556
38610,4067,0.13256573545191408,1.4000620727087525,0.07287338431953452,0.0011272448863186013,False,False,False,0.9321363427447013,0.0051567241343351,0.00515672413433485,0.21859708934457991,0.004029479248016499,571,0.0001737453425789126,0.0005043399668565041,0.0009642377352914388
38611,4068,0.041475342951666716,0.4380332279920125,0.07287149697031693,0.001148000388351278,False,False,False,0.9321104433895951,0.005156859012700354,0.005156859012700438,0.22261620601299614,0.0040088586243490765,187,0.00013909436195047586,0.0005371873916079962,0.0010674242498003308
