seed_mod210,selected_rank,priority_label,direction_label,cohort_role,nearest_covered_source_k,nearest_covered_source_prime,nearest_covered_mod210,row_count,share_within_class_role,mod210_signed_delta_median,mod210_signed_delta_min,mod210_signed_delta_max,circular_residue_distance_median,circular_residue_distance_p90,circular_residue_distance_max,distance_minus_complete_median
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,complete_uncertified,8,19,92,1,0.006622516556291391,-30,-30,-30,30,30,30,0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,complete_uncertified,8,19,99,1,0.006622516556291391,-37,-37,-37,37,37,37,0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_mod210_control,4,7,2,33,0.22,60,60,60,60,60,60,30
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_mod210_control,5,11,28,12,0.08,34.0,34,34,34.0,34,34,-26.0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_mod210_control,5,11,32,12,0.08,30.0,30,30,30.0,30,30,26.0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_mod210_control,5,11,58,15,0.1,4,4,4,4,4,4,-56
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_mod210_control,5,11,88,15,0.1,-26,-26,-26,26,26,26,-34
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_mod210_control,5,11,92,16,0.10666666666666667,-30.0,-30,-30,30.0,30,30,-26.0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_mod210_control,5,11,118,10,0.06666666666666667,-56.0,-56,-56,56.0,56,56,7.0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_mod210_control,6,13,4,1,0.006666666666666667,58,58,58,58,58,58,28
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_mod210_control,6,13,99,4,0.02666666666666667,-37.0,-37,-37,37.0,37,37,7.0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_mod210_control,6,13,111,8,0.05333333333333334,-49.0,-49,-49,49.0,49,49,19.0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_mod210_control,7,17,4,1,0.006666666666666667,58,58,58,58,58,58,28
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_mod210_control,7,17,9,1,0.006666666666666667,53,53,53,53,53,53,-7
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_mod210_control,7,17,33,1,0.006666666666666667,29,29,29,29,29,29,-1
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_mod210_control,7,17,38,1,0.006666666666666667,24,24,24,24,24,24,2
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_mod210_control,7,17,41,1,0.006666666666666667,21,21,21,21,21,21,-9
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_mod210_control,7,17,51,2,0.013333333333333334,11.0,11,11,11.0,11,11,-43.5
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_mod210_control,7,17,69,1,0.006666666666666667,-7,-7,-7,7,7,7,-49
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_mod210_control,7,17,75,1,0.006666666666666667,-13,-13,-13,13,13,13,-24
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_mod210_control,7,17,88,1,0.006666666666666667,-26,-26,-26,26,26,26,-4
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_mod210_control,7,17,99,3,0.02,-37,-37,-37,37,37,37,7
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_mod210_control,7,17,111,6,0.04,-49.0,-49,-49,49.0,49,49,17.0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_mod210_control,8,19,38,1,0.006666666666666667,24,24,24,24,24,24,2
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_mod210_control,8,19,58,2,0.013333333333333334,4.0,4,4,4.0,4,4,-39.5
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_mod210_control,8,19,88,1,0.006666666666666667,-26,-26,-26,26,26,26,4
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_mod210_control,8,19,99,1,0.006666666666666667,-37,-37,-37,37,37,37,7
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_any_control,4,7,2,37,0.24503311258278146,59,59,59,59,59,59,-1
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_any_control,5,11,28,15,0.09933774834437085,33,33,33,33,33,33,-1
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_any_control,5,11,32,12,0.07947019867549669,29.0,29,29,29.0,29,29,-1.0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_any_control,5,11,58,13,0.08609271523178808,3,3,3,3,3,3,-1
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_any_control,5,11,88,14,0.09271523178807947,-27.0,-27,-27,27.0,27,27,1.0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_any_control,5,11,92,9,0.059602649006622516,-31,-31,-31,31,31,31,1
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_any_control,5,11,118,12,0.07947019867549669,-57.0,-57,-57,57.0,57,57,1.0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_any_control,6,13,40,5,0.033112582781456956,21,21,21,21,21,21,-1
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_any_control,6,13,51,1,0.006622516556291391,10,10,10,10,10,10,-1
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_any_control,6,13,69,1,0.006622516556291391,-8,-8,-8,8,8,8,1
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_any_control,6,13,99,7,0.046357615894039736,-38,-38,-38,38,38,38,1
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_any_control,6,13,111,5,0.033112582781456956,-50,-50,-50,50,50,50,1
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_any_control,7,17,9,1,0.006622516556291391,52,52,52,52,52,52,-1
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_any_control,7,17,40,2,0.013245033112582781,21.0,21,21,21.0,21,21,-1.0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_any_control,7,17,51,1,0.006622516556291391,10,10,10,10,10,10,-1
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_any_control,7,17,69,1,0.006622516556291391,-8,-8,-8,8,8,8,1
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_any_control,7,17,81,2,0.013245033112582781,-20.0,-20,-20,20.0,20,20,1.0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_any_control,7,17,92,1,0.006622516556291391,-31,-31,-31,31,31,31,1
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_any_control,7,17,99,4,0.026490066225165563,-38.0,-38,-38,38.0,38,38,1.0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_any_control,7,17,111,2,0.013245033112582781,-50.0,-50,-50,50.0,50,50,1.0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_any_control,8,19,9,2,0.013245033112582781,52.0,52,52,52.0,52,52,-1.0
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_any_control,8,19,28,1,0.006622516556291391,33,33,33,33,33,33,-1
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_any_control,8,19,58,1,0.006622516556291391,3,3,3,3,3,3,-1
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_any_control,8,19,92,1,0.006622516556291391,-31,-31,-31,31,31,31,1
62,8,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,local_any_control,8,19,99,1,0.006622516556291391,-38,-38,-38,38,38,38,1
