seed_n,cohort_role,n,control_delta,checked_max_k,checked_max_prime,residue_modulus,residue,mod210,mod2310,nearest_covered_residue,nearest_covered_source_k,nearest_covered_source_prime,circular_residue_distance,normalized_residue_distance
611314,complete_uncertified,611314,0,8,19,9699690,611314,4,1474,611312,4,7,2,2.0619215665655295e-07
611314,local_mod210_control,611104,-210,8,19,9699690,611104,4,1264,611102,4,7,2,2.0619215665655295e-07
611314,local_any_control,611313,-1,8,19,9699690,611313,3,1473,611312,4,7,1,1.0309607832827648e-07
611342,complete_uncertified,611342,0,8,19,9699690,611342,32,1502,611367,7,17,25,2.5774019582069117e-06
611342,local_mod210_control,611132,-210,8,19,9699690,611132,32,1292,611102,4,7,30,3.092882349848294e-06
611342,local_any_control,611341,-1,8,19,9699690,611341,31,1501,611367,7,17,26,2.680498036535188e-06
611516,complete_uncertified,611516,0,8,19,9699690,611516,206,1676,611518,4,7,2,2.0619215665655295e-07
611516,local_mod210_control,611306,-210,8,19,9699690,611306,206,1466,611308,4,7,2,2.0619215665655295e-07
611516,local_any_control,611515,-1,8,19,9699690,611515,205,1675,611518,4,7,3,3.092882349848294e-07
611672,complete_uncertified,611672,0,8,19,9699690,611672,152,1832,611679,6,13,7,7.216725482979353e-07
611672,local_mod210_control,611462,-210,8,19,9699690,611462,152,1622,611409,7,17,53,5.464092151398653e-06
611672,local_any_control,611671,-1,8,19,9699690,611671,151,1831,611679,6,13,8,8.247686266262118e-07
611852,complete_uncertified,611852,0,8,19,9699690,611852,122,2012,611768,8,19,84,8.660070579575223e-06
611852,local_mod210_control,611642,-210,8,19,9699690,611642,122,1802,611608,5,11,34,3.5052666631614e-06
611852,local_any_control,611851,-1,8,19,9699690,611851,121,2011,611768,8,19,83,8.556974501246948e-06
612118,complete_uncertified,612118,0,8,19,9699690,612118,178,2278,612148,4,7,30,3.092882349848294e-06
612118,local_mod210_control,611908,-210,8,19,9699690,611908,178,2068,611938,4,7,30,3.092882349848294e-06
612118,local_any_control,612117,-1,8,19,9699690,612117,177,2277,612148,4,7,31,3.1959784281765704e-06
612141,complete_uncertified,612141,0,8,19,9699690,612141,201,2301,612148,4,7,7,7.216725482979353e-07
612141,local_mod210_control,611931,-210,8,19,9699690,611931,201,2091,611938,4,7,7,7.216725482979353e-07
612141,local_any_control,612140,-1,8,19,9699690,612140,200,2300,612148,4,7,8,8.247686266262118e-07
612868,complete_uncertified,612868,0,8,19,9699690,612868,88,718,612928,5,11,60,6.185764699696588e-06
612868,local_mod210_control,612658,-210,8,19,9699690,612658,88,508,612692,5,11,34,3.5052666631614e-06
612868,local_any_control,612867,-1,8,19,9699690,612867,87,717,612928,5,11,61,6.2888607780248645e-06
613731,complete_uncertified,613731,0,8,19,9699690,613731,111,1581,613682,5,11,49,5.051707838085547e-06
613731,local_mod210_control,613521,-210,8,19,9699690,613521,111,1371,613588,5,11,67,6.907437247994524e-06
613731,local_any_control,613730,-1,8,19,9699690,613730,110,1580,613682,5,11,48,4.948611759757271e-06
613952,complete_uncertified,613952,0,8,19,9699690,613952,122,1802,613918,5,11,34,3.5052666631614e-06
613952,local_mod210_control,613742,-210,8,19,9699690,613742,122,1592,613682,5,11,60,6.185764699696588e-06
613952,local_any_control,613951,-1,8,19,9699690,613951,121,1801,613918,5,11,33,3.4021705848331236e-06
614072,complete_uncertified,614072,0,8,19,9699690,614072,32,1922,614042,4,7,30,3.092882349848294e-06
614072,local_mod210_control,613862,-210,8,19,9699690,613862,32,1712,613857,7,17,5,5.154803916413823e-07
614072,local_any_control,614071,-1,8,19,9699690,614071,31,1921,614042,4,7,29,2.9897862715200177e-06
614271,complete_uncertified,614271,0,8,19,9699690,614271,21,2121,614252,4,7,19,1.958825488237253e-06
614271,local_mod210_control,614061,-210,8,19,9699690,614061,21,1911,614042,4,7,19,1.958825488237253e-06
614271,local_any_control,614270,-1,8,19,9699690,614270,20,2120,614252,4,7,18,1.8557294099089764e-06
614522,complete_uncertified,614522,0,8,19,9699690,614522,62,62,614578,5,11,56,5.773380386383483e-06
614522,local_mod210_control,614312,-210,8,19,9699690,614312,62,2162,614342,5,11,30,3.092882349848294e-06
614522,local_any_control,614521,-1,8,19,9699690,614521,61,61,614578,5,11,57,5.876476464711759e-06
614559,complete_uncertified,614559,0,8,19,9699690,614559,99,99,614578,5,11,19,1.958825488237253e-06
614559,local_mod210_control,614349,-210,8,19,9699690,614349,99,2199,614342,5,11,7,7.216725482979353e-07
614559,local_any_control,614558,-1,8,19,9699690,614558,98,98,614578,5,11,20,2.0619215665655294e-06
614931,complete_uncertified,614931,0,8,19,9699690,614931,51,471,614908,5,11,23,2.371209801550359e-06
614931,local_mod210_control,614721,-210,8,19,9699690,614721,51,261,614752,6,13,31,3.1959784281765704e-06
614931,local_any_control,614930,-1,8,19,9699690,614930,50,470,614908,5,11,22,2.2681137232220826e-06
615506,complete_uncertified,615506,0,8,19,9699690,615506,206,1046,615508,4,7,2,2.0619215665655295e-07
615506,local_mod210_control,615296,-210,8,19,9699690,615296,206,836,615298,4,7,2,2.0619215665655295e-07
615506,local_any_control,615505,-1,8,19,9699690,615505,205,1045,615508,4,7,3,3.092882349848294e-07
615591,complete_uncertified,615591,0,8,19,9699690,615591,81,1131,615568,5,11,23,2.371209801550359e-06
615591,local_mod210_control,615381,-210,8,19,9699690,615381,81,921,615332,5,11,49,5.051707838085547e-06
615591,local_any_control,615590,-1,8,19,9699690,615590,80,1130,615568,5,11,22,2.2681137232220826e-06
616412,complete_uncertified,616412,0,8,19,9699690,616412,62,1952,616352,4,7,60,6.185764699696588e-06
616412,local_mod210_control,616202,-210,8,19,9699690,616202,62,1742,616228,5,11,26,2.680498036535188e-06
616412,local_any_control,616411,-1,8,19,9699690,616411,61,1951,616352,4,7,59,6.082668621368312e-06
616659,complete_uncertified,616659,0,8,19,9699690,616659,99,2199,616652,5,11,7,7.216725482979353e-07
616659,local_mod210_control,616449,-210,8,19,9699690,616449,99,1989,616478,6,13,29,2.9897862715200177e-06
616659,local_any_control,616658,-1,8,19,9699690,616658,98,2198,616652,5,11,6,6.185764699696588e-07
616738,complete_uncertified,616738,0,8,19,9699690,616738,178,2278,616768,4,7,30,3.092882349848294e-06
616738,local_mod210_control,616528,-210,8,19,9699690,616528,178,2068,616558,4,7,30,3.092882349848294e-06
616738,local_any_control,616737,-1,8,19,9699690,616737,177,2277,616768,4,7,31,3.1959784281765704e-06
616749,complete_uncertified,616749,0,8,19,9699690,616749,189,2289,616768,4,7,19,1.958825488237253e-06
616749,local_mod210_control,616539,-210,8,19,9699690,616539,189,2079,616558,4,7,19,1.958825488237253e-06
616749,local_any_control,616748,-1,8,19,9699690,616748,188,2288,616768,4,7,20,2.0619215665655294e-06
617038,complete_uncertified,617038,0,8,19,9699690,617038,58,268,616982,4,7,56,5.773380386383483e-06
617038,local_mod210_control,616828,-210,8,19,9699690,616828,58,58,616839,8,19,11,1.1340568616110413e-06
617038,local_any_control,617037,-1,8,19,9699690,617037,57,267,616982,4,7,55,5.670284308055206e-06
617373,complete_uncertified,617373,0,8,19,9699690,617373,183,603,617398,4,7,25,2.5774019582069117e-06
617373,local_mod210_control,617163,-210,8,19,9699690,617163,183,393,617188,4,7,25,2.5774019582069117e-06
617373,local_any_control,617372,-1,8,19,9699690,617372,182,602,617398,4,7,26,2.680498036535188e-06
617571,complete_uncertified,617571,0,8,19,9699690,617571,171,801,617548,5,11,23,2.371209801550359e-06
617571,local_mod210_control,617361,-210,8,19,9699690,617361,171,591,617398,4,7,37,3.8145548981462296e-06
617571,local_any_control,617570,-1,8,19,9699690,617570,170,800,617548,5,11,22,2.2681137232220826e-06
617728,complete_uncertified,617728,0,8,19,9699690,617728,118,958,617642,5,11,86,8.866262736231776e-06
617728,local_mod210_control,617518,-210,8,19,9699690,617518,118,748,617548,5,11,30,3.092882349848294e-06
617728,local_any_control,617727,-1,8,19,9699690,617727,117,957,617642,5,11,85,8.7631666579035e-06
617906,complete_uncertified,617906,0,8,19,9699690,617906,86,1136,617919,6,13,13,1.340249018267594e-06
617906,local_mod210_control,617696,-210,8,19,9699690,617696,86,926,617642,5,11,54,5.56718822972693e-06
617906,local_any_control,617905,-1,8,19,9699690,617905,85,1135,617919,6,13,14,1.4433450965958706e-06
618184,complete_uncertified,618184,0,8,19,9699690,618184,154,1414,618208,5,11,24,2.4743058798786353e-06
618184,local_mod210_control,617974,-210,8,19,9699690,617974,154,1204,617972,5,11,2,2.0619215665655295e-07
618184,local_any_control,618183,-1,8,19,9699690,618183,153,1413,618208,5,11,25,2.5774019582069117e-06
618388,complete_uncertified,618388,0,8,19,9699690,618388,148,1618,618351,8,19,37,3.8145548981462296e-06
618388,local_mod210_control,618178,-210,8,19,9699690,618178,148,1408,618208,5,11,30,3.092882349848294e-06
618388,local_any_control,618387,-1,8,19,9699690,618387,147,1617,618351,8,19,36,3.711458819817953e-06
618752,complete_uncertified,618752,0,8,19,9699690,618752,92,1982,618771,6,13,19,1.958825488237253e-06
618752,local_mod210_control,618542,-210,8,19,9699690,618542,92,1772,618538,5,11,4,4.123843133131059e-07
618752,local_any_control,618751,-1,8,19,9699690,618751,91,1981,618771,6,13,20,2.0619215665655294e-06
619108,complete_uncertified,619108,0,8,19,9699690,619108,28,28,619082,4,7,26,2.680498036535188e-06
619108,local_mod210_control,618898,-210,8,19,9699690,618898,28,2128,618872,4,7,26,2.680498036535188e-06
619108,local_any_control,619107,-1,8,19,9699690,619107,27,27,619082,4,7,25,2.5774019582069117e-06
619479,complete_uncertified,619479,0,8,19,9699690,619479,189,399,619498,4,7,19,1.958825488237253e-06
619479,local_mod210_control,619269,-210,8,19,9699690,619269,189,189,619288,4,7,19,1.958825488237253e-06
619479,local_any_control,619478,-1,8,19,9699690,619478,188,398,619498,4,7,20,2.0619215665655294e-06
619532,complete_uncertified,619532,0,8,19,9699690,619532,32,452,619528,5,11,4,4.123843133131059e-07
619532,local_mod210_control,619322,-210,8,19,9699690,619322,32,242,619292,4,7,30,3.092882349848294e-06
619532,local_any_control,619531,-1,8,19,9699690,619531,31,451,619528,5,11,3,3.092882349848294e-07
619809,complete_uncertified,619809,0,8,19,9699690,619809,99,729,619798,7,17,11,1.1340568616110413e-06
619809,local_mod210_control,619599,-210,8,19,9699690,619599,99,519,619622,5,11,23,2.371209801550359e-06
619809,local_any_control,619808,-1,8,19,9699690,619808,98,728,619798,7,17,10,1.0309607832827647e-06
620098,complete_uncertified,620098,0,8,19,9699690,620098,178,1018,620128,4,7,30,3.092882349848294e-06
620098,local_mod210_control,619888,-210,8,19,9699690,619888,178,808,619858,5,11,30,3.092882349848294e-06
620098,local_any_control,620097,-1,8,19,9699690,620097,177,1017,620128,4,7,31,3.1959784281765704e-06
620979,complete_uncertified,620979,0,8,19,9699690,620979,9,1899,620972,4,7,7,7.216725482979353e-07
620979,local_mod210_control,620769,-210,8,19,9699690,620769,9,1689,620762,4,7,7,7.216725482979353e-07
620979,local_any_control,620978,-1,8,19,9699690,620978,8,1898,620972,4,7,6,6.185764699696588e-07
621008,complete_uncertified,621008,0,8,19,9699690,621008,38,1928,620972,4,7,36,3.711458819817953e-06
621008,local_mod210_control,620798,-210,8,19,9699690,620798,38,1718,620762,4,7,36,3.711458819817953e-06
621008,local_any_control,621007,-1,8,19,9699690,621007,37,1927,620972,4,7,35,3.6083627414896764e-06
621111,complete_uncertified,621111,0,8,19,9699690,621111,141,2031,621178,4,7,67,6.907437247994524e-06
621111,local_mod210_control,620901,-210,8,19,9699690,620901,141,1821,620942,5,11,41,4.226939211459335e-06
621111,local_any_control,621110,-1,8,19,9699690,621110,140,2030,621178,4,7,68,7.0105333263228e-06
621310,complete_uncertified,621310,0,8,19,9699690,621310,130,2230,621272,5,11,38,3.917650976474506e-06
621310,local_mod210_control,621100,-210,8,19,9699690,621100,130,2020,621178,4,7,78,8.041494109605565e-06
621310,local_any_control,621309,-1,8,19,9699690,621309,129,2229,621272,5,11,37,3.8145548981462296e-06
621328,complete_uncertified,621328,0,8,19,9699690,621328,148,2248,621272,5,11,56,5.773380386383483e-06
621328,local_mod210_control,621118,-210,8,19,9699690,621118,148,2038,621178,4,7,60,6.185764699696588e-06
621328,local_any_control,621327,-1,8,19,9699690,621327,147,2247,621272,5,11,55,5.670284308055206e-06
621868,complete_uncertified,621868,0,8,19,9699690,621868,58,478,621891,7,17,23,2.371209801550359e-06
621868,local_mod210_control,621658,-210,8,19,9699690,621658,58,268,621602,4,7,56,5.773380386383483e-06
621868,local_any_control,621867,-1,8,19,9699690,621867,57,477,621891,7,17,24,2.4743058798786353e-06
622052,complete_uncertified,622052,0,8,19,9699690,622052,32,662,622022,4,7,30,3.092882349848294e-06
622052,local_mod210_control,621842,-210,8,19,9699690,621842,32,452,621838,5,11,4,4.123843133131059e-07
622052,local_any_control,622051,-1,8,19,9699690,622051,31,661,622022,4,7,29,2.9897862715200177e-06
622348,complete_uncertified,622348,0,8,19,9699690,622348,118,958,622262,5,11,86,8.866262736231776e-06
622348,local_mod210_control,622138,-210,8,19,9699690,622138,118,748,622119,7,17,19,1.958825488237253e-06
622348,local_any_control,622347,-1,8,19,9699690,622347,117,957,622262,5,11,85,8.7631666579035e-06
622378,complete_uncertified,622378,0,8,19,9699690,622378,148,988,622438,4,7,60,6.185764699696588e-06
622378,local_mod210_control,622588,210,8,19,9699690,622588,148,1198,622592,5,11,4,4.123843133131059e-07
622378,local_any_control,622377,-1,8,19,9699690,622377,147,987,622438,4,7,61,6.2888607780248645e-06
622502,complete_uncertified,622502,0,8,19,9699690,622502,62,1112,622498,5,11,4,4.123843133131059e-07
622502,local_mod210_control,622292,-210,8,19,9699690,622292,62,902,622262,5,11,30,3.092882349848294e-06
622502,local_any_control,622501,-1,8,19,9699690,622501,61,1111,622498,5,11,3,3.092882349848294e-07
622738,complete_uncertified,622738,0,8,19,9699690,622738,88,1348,622652,4,7,86,8.866262736231776e-06
622738,local_mod210_control,622528,-210,8,19,9699690,622528,88,1138,622498,5,11,30,3.092882349848294e-06
622738,local_any_control,622737,-1,8,19,9699690,622737,87,1347,622652,4,7,85,8.7631666579035e-06
622892,complete_uncertified,622892,0,8,19,9699690,622892,32,1502,622862,4,7,30,3.092882349848294e-06
622892,local_mod210_control,622682,-210,8,19,9699690,622682,32,1292,622652,4,7,30,3.092882349848294e-06
622892,local_any_control,622891,-1,8,19,9699690,622891,31,1501,622862,4,7,29,2.9897862715200177e-06
622948,complete_uncertified,622948,0,8,19,9699690,622948,88,1558,622922,5,11,26,2.680498036535188e-06
622948,local_any_control,622947,-1,8,19,9699690,622947,87,1557,622922,5,11,25,2.5774019582069117e-06
623109,complete_uncertified,623109,0,8,19,9699690,623109,39,1719,623072,4,7,37,3.8145548981462296e-06
623109,local_mod210_control,622899,-210,8,19,9699690,622899,39,1509,622922,5,11,23,2.371209801550359e-06
623109,local_any_control,623108,-1,8,19,9699690,623108,38,1718,623072,4,7,36,3.711458819817953e-06
623169,complete_uncertified,623169,0,8,19,9699690,623169,99,1779,623158,5,11,11,1.1340568616110413e-06
623169,local_mod210_control,622959,-210,8,19,9699690,622959,99,1569,622922,5,11,37,3.8145548981462296e-06
623169,local_any_control,623168,-1,8,19,9699690,623168,98,1778,623158,5,11,10,1.0309607832827647e-06
623481,complete_uncertified,623481,0,8,19,9699690,623481,201,2091,623488,4,7,7,7.216725482979353e-07
623481,local_mod210_control,623271,-210,8,19,9699690,623271,201,1881,623278,4,7,7,7.216725482979353e-07
623481,local_any_control,623480,-1,8,19,9699690,623480,200,2090,623488,4,7,8,8.247686266262118e-07
623889,complete_uncertified,623889,0,8,19,9699690,623889,189,189,623908,4,7,19,1.958825488237253e-06
623889,local_mod210_control,623679,-210,8,19,9699690,623679,189,2289,623698,4,7,19,1.958825488237253e-06
623889,local_any_control,623888,-1,8,19,9699690,623888,188,188,623908,4,7,20,2.0619215665655294e-06
624249,complete_uncertified,624249,0,8,19,9699690,624249,129,549,624242,5,11,7,7.216725482979353e-07
624249,local_mod210_control,624039,-210,8,19,9699690,624039,129,339,623990,7,17,49,5.051707838085547e-06
624249,local_any_control,624248,-1,8,19,9699690,624248,128,548,624242,5,11,6,6.185764699696588e-07
624536,complete_uncertified,624536,0,8,19,9699690,624536,206,836,624538,4,7,2,2.0619215665655295e-07
624536,local_mod210_control,624326,-210,8,19,9699690,624326,206,626,624328,4,7,2,2.0619215665655295e-07
624536,local_any_control,624535,-1,8,19,9699690,624535,205,835,624538,4,7,3,3.092882349848294e-07
624951,complete_uncertified,624951,0,8,19,9699690,624951,201,1251,624958,4,7,7,7.216725482979353e-07
624951,local_mod210_control,624741,-210,8,19,9699690,624741,201,1041,624748,4,7,7,7.216725482979353e-07
624951,local_any_control,624950,-1,8,19,9699690,624950,200,1250,624958,4,7,8,8.247686266262118e-07
625112,complete_uncertified,625112,0,8,19,9699690,625112,152,1412,625138,5,11,26,2.680498036535188e-06
625112,local_mod210_control,625322,210,8,19,9699690,625322,152,1622,625378,4,7,56,5.773380386383483e-06
625112,local_any_control,625111,-1,8,19,9699690,625111,151,1411,625138,5,11,27,2.783594114863465e-06
625719,complete_uncertified,625719,0,8,19,9699690,625719,129,2019,625689,7,17,30,3.092882349848294e-06
625719,local_mod210_control,625509,-210,8,19,9699690,625509,129,1809,625468,5,11,41,4.226939211459335e-06
625719,local_any_control,625718,-1,8,19,9699690,625718,128,2018,625689,7,17,29,2.9897862715200177e-06
626079,complete_uncertified,626079,0,8,19,9699690,626079,69,69,626109,6,13,30,3.092882349848294e-06
626079,local_mod210_control,625869,-210,8,19,9699690,625869,69,2169,625892,5,11,23,2.371209801550359e-06
626079,local_any_control,626078,-1,8,19,9699690,626078,68,68,626109,6,13,31,3.1959784281765704e-06
626331,complete_uncertified,626331,0,8,19,9699690,626331,111,321,626428,4,7,97,1.0000319597842817e-05
626331,local_mod210_control,626121,-210,8,19,9699690,626121,111,111,626128,5,11,7,7.216725482979353e-07
626331,local_any_control,626330,-1,8,19,9699690,626330,110,320,626428,4,7,98,1.0103415676171094e-05
626368,complete_uncertified,626368,0,8,19,9699690,626368,148,358,626428,4,7,60,6.185764699696588e-06
626368,local_mod210_control,626158,-210,8,19,9699690,626158,148,148,626128,5,11,30,3.092882349848294e-06
626368,local_any_control,626367,-1,8,19,9699690,626367,147,357,626428,4,7,61,6.2888607780248645e-06
626492,complete_uncertified,626492,0,8,19,9699690,626492,62,482,626458,5,11,34,3.5052666631614e-06
626492,local_mod210_control,626282,-210,8,19,9699690,626282,62,272,626222,4,7,60,6.185764699696588e-06
626492,local_any_control,626491,-1,8,19,9699690,626491,61,481,626458,5,11,33,3.4021705848331236e-06
626631,complete_uncertified,626631,0,8,19,9699690,626631,201,621,626638,4,7,7,7.216725482979353e-07
626631,local_mod210_control,626421,-210,8,19,9699690,626421,201,411,626428,4,7,7,7.216725482979353e-07
626631,local_any_control,626630,-1,8,19,9699690,626630,200,620,626638,4,7,8,8.247686266262118e-07
626667,complete_uncertified,626667,0,8,19,9699690,626667,27,657,626642,4,7,25,2.5774019582069117e-06
626667,local_mod210_control,626457,-210,8,19,9699690,626457,27,447,626458,5,11,1,1.0309607832827648e-07
626667,local_any_control,626666,-1,8,19,9699690,626666,26,656,626642,4,7,24,2.4743058798786353e-06
626930,complete_uncertified,626930,0,8,19,9699690,626930,80,920,626938,8,19,8,8.247686266262118e-07
626930,local_mod210_control,626720,-210,8,19,9699690,626720,80,710,626764,6,13,44,4.536227446444165e-06
626930,local_any_control,626929,-1,8,19,9699690,626929,79,919,626938,8,19,9,9.278647049544882e-07
627064,complete_uncertified,627064,0,8,19,9699690,627064,4,1054,627062,4,7,2,2.0619215665655295e-07
627064,local_mod210_control,626854,-210,8,19,9699690,626854,4,844,626852,4,7,2,2.0619215665655295e-07
627064,local_any_control,627063,-1,8,19,9699690,627063,3,1053,627062,4,7,1,1.0309607832827648e-07
627159,complete_uncertified,627159,0,8,19,9699690,627159,99,1149,627118,5,11,41,4.226939211459335e-06
627159,local_mod210_control,626949,-210,8,19,9699690,626949,99,939,626938,8,19,11,1.1340568616110413e-06
627159,local_any_control,627158,-1,8,19,9699690,627158,98,1148,627118,5,11,40,4.123843133131059e-06
627722,complete_uncertified,627722,0,8,19,9699690,627722,32,1712,627692,4,7,30,3.092882349848294e-06
627722,local_mod210_control,627512,-210,8,19,9699690,627512,32,1502,627482,4,7,30,3.092882349848294e-06
627722,local_any_control,627721,-1,8,19,9699690,627721,31,1711,627692,4,7,29,2.9897862715200177e-06
627818,complete_uncertified,627818,0,8,19,9699690,627818,128,1808,627778,5,11,40,4.123843133131059e-06
627818,local_mod210_control,627608,-210,8,19,9699690,627608,128,1598,627542,5,11,66,6.804341169666247e-06
627818,local_any_control,627817,-1,8,19,9699690,627817,127,1807,627778,5,11,39,4.020747054802782e-06
628041,complete_uncertified,628041,0,8,19,9699690,628041,141,2031,628078,8,19,37,3.8145548981462296e-06
628041,local_mod210_control,627831,-210,8,19,9699690,627831,141,1821,627872,5,11,41,4.226939211459335e-06
628041,local_any_control,628040,-1,8,19,9699690,628040,140,2030,628078,8,19,38,3.917650976474506e-06
628324,complete_uncertified,628324,0,8,19,9699690,628324,4,4,628322,4,7,2,2.0619215665655295e-07
628324,local_mod210_control,628114,-210,8,19,9699690,628114,4,2104,628112,4,7,2,2.0619215665655295e-07
628324,local_any_control,628323,-1,8,19,9699690,628323,3,3,628322,4,7,1,1.0309607832827648e-07
628412,complete_uncertified,628412,0,8,19,9699690,628412,92,92,628438,5,11,26,2.680498036535188e-06
628412,local_mod210_control,628622,210,8,19,9699690,628622,92,302,628532,4,7,90,9.278647049544883e-06
628412,local_any_control,628411,-1,8,19,9699690,628411,91,91,628438,5,11,27,2.783594114863465e-06
628502,complete_uncertified,628502,0,8,19,9699690,628502,182,182,628490,6,13,12,1.2371529399393177e-06
628502,local_mod210_control,628292,-210,8,19,9699690,628292,182,2282,628318,4,7,26,2.680498036535188e-06
628502,local_any_control,628501,-1,8,19,9699690,628501,181,181,628490,6,13,11,1.1340568616110413e-06
628539,complete_uncertified,628539,0,8,19,9699690,628539,9,219,628532,4,7,7,7.216725482979353e-07
628539,local_mod210_control,628329,-210,8,19,9699690,628329,9,9,628322,4,7,7,7.216725482979353e-07
628539,local_any_control,628538,-1,8,19,9699690,628538,8,218,628532,4,7,6,6.185764699696588e-07
628648,complete_uncertified,628648,0,8,19,9699690,628648,118,328,628736,8,19,88,9.07245489288833e-06
628648,local_any_control,628647,-1,8,19,9699690,628647,117,327,628736,8,19,89,9.175550971216606e-06
628682,complete_uncertified,628682,0,8,19,9699690,628682,152,362,628736,8,19,54,5.56718822972693e-06
628682,local_mod210_control,628472,-210,8,19,9699690,628472,152,152,628490,6,13,18,1.8557294099089764e-06
628682,local_any_control,628681,-1,8,19,9699690,628681,151,361,628736,8,19,55,5.670284308055206e-06
628822,complete_uncertified,628822,0,8,19,9699690,628822,82,502,628839,6,13,17,1.7526333315807e-06
628822,local_mod210_control,628612,-210,8,19,9699690,628612,82,292,628532,4,7,80,8.247686266262118e-06
628822,local_any_control,628821,-1,8,19,9699690,628821,81,501,628839,6,13,18,1.8557294099089764e-06
628858,complete_uncertified,628858,0,8,19,9699690,628858,118,538,628862,5,11,4,4.123843133131059e-07
628858,local_mod210_control,629068,210,8,19,9699690,629068,118,748,629098,5,11,30,3.092882349848294e-06
628858,local_any_control,628857,-1,8,19,9699690,628857,117,537,628862,5,11,5,5.154803916413823e-07
629402,complete_uncertified,629402,0,8,19,9699690,629402,32,1082,629428,5,11,26,2.680498036535188e-06
629402,local_mod210_control,629612,210,8,19,9699690,629612,32,1292,629582,4,7,30,3.092882349848294e-06
629402,local_any_control,629401,-1,8,19,9699690,629401,31,1081,629428,5,11,27,2.783594114863465e-06
629829,complete_uncertified,629829,0,8,19,9699690,629829,39,1509,629852,5,11,23,2.371209801550359e-06
629829,local_mod210_control,629619,-210,8,19,9699690,629619,39,1299,629582,4,7,37,3.8145548981462296e-06
629829,local_any_control,629828,-1,8,19,9699690,629828,38,1508,629852,5,11,24,2.4743058798786353e-06
630081,complete_uncertified,630081,0,8,19,9699690,630081,81,1761,630088,5,11,7,7.216725482979353e-07
630081,local_mod210_control,629871,-210,8,19,9699690,629871,81,1551,629852,5,11,19,1.958825488237253e-06
630081,local_any_control,630080,-1,8,19,9699690,630080,80,1760,630088,5,11,8,8.247686266262118e-07
630159,complete_uncertified,630159,0,8,19,9699690,630159,159,1839,630182,5,11,23,2.371209801550359e-06
630159,local_mod210_control,629949,-210,8,19,9699690,629949,159,1629,629998,4,7,49,5.051707838085547e-06
630159,local_any_control,630158,-1,8,19,9699690,630158,158,1838,630182,5,11,24,2.4743058798786353e-06
630358,complete_uncertified,630358,0,8,19,9699690,630358,148,2038,630418,4,7,60,6.185764699696588e-06
630358,local_mod210_control,630148,-210,8,19,9699690,630148,148,1828,630182,5,11,34,3.5052666631614e-06
630358,local_any_control,630357,-1,8,19,9699690,630357,147,2037,630418,4,7,61,6.2888607780248645e-06
630519,complete_uncertified,630519,0,8,19,9699690,630519,99,2199,630512,5,11,7,7.216725482979353e-07
630519,local_mod210_control,630309,-210,8,19,9699690,630309,99,1989,630212,4,7,97,1.0000319597842817e-05
630519,local_any_control,630518,-1,8,19,9699690,630518,98,2198,630512,5,11,6,6.185764699696588e-07
630920,complete_uncertified,630920,0,8,19,9699690,630920,80,290,630951,7,17,31,3.1959784281765704e-06
630920,local_mod210_control,630710,-210,8,19,9699690,630710,80,80,630748,5,11,38,3.917650976474506e-06
630920,local_any_control,630919,-1,8,19,9699690,630919,79,289,630951,7,17,32,3.2990745065048473e-06
631046,complete_uncertified,631046,0,8,19,9699690,631046,206,416,631048,4,7,2,2.0619215665655295e-07
631046,local_mod210_control,630836,-210,8,19,9699690,630836,206,206,630838,4,7,2,2.0619215665655295e-07
631046,local_any_control,631045,-1,8,19,9699690,631045,205,415,631048,4,7,3,3.092882349848294e-07
631421,complete_uncertified,631421,0,8,19,9699690,631421,161,791,631408,5,11,13,1.340249018267594e-06
631421,local_mod210_control,631211,-210,8,19,9699690,631211,161,581,631179,7,17,32,3.2990745065048473e-06
631421,local_any_control,631420,-1,8,19,9699690,631420,160,790,631408,5,11,12,1.2371529399393177e-06
631461,complete_uncertified,631461,0,8,19,9699690,631461,201,831,631468,4,7,7,7.216725482979353e-07
631461,local_mod210_control,631251,-210,8,19,9699690,631251,201,621,631258,4,7,7,7.216725482979353e-07
631461,local_any_control,631460,-1,8,19,9699690,631460,200,830,631468,4,7,8,8.247686266262118e-07
631528,complete_uncertified,631528,0,8,19,9699690,631528,58,898,631502,5,11,26,2.680498036535188e-06
631528,local_mod210_control,631318,-210,8,19,9699690,631318,58,688,631262,4,7,56,5.773380386383483e-06
631528,local_any_control,631527,-1,8,19,9699690,631527,57,897,631502,5,11,25,2.5774019582069117e-06
632192,complete_uncertified,632192,0,8,19,9699690,632192,92,1562,632162,5,11,30,3.092882349848294e-06
632192,local_mod210_control,631982,-210,8,19,9699690,631982,92,1352,632068,5,11,86,8.866262736231776e-06
632192,local_any_control,632191,-1,8,19,9699690,632191,91,1561,632162,5,11,29,2.9897862715200177e-06
632211,complete_uncertified,632211,0,8,19,9699690,632211,111,1581,632162,5,11,49,5.051707838085547e-06
632211,local_mod210_control,632001,-210,8,19,9699690,632001,111,1371,632068,5,11,67,6.907437247994524e-06
632211,local_any_control,632210,-1,8,19,9699690,632210,110,1580,632162,5,11,48,4.948611759757271e-06
632306,complete_uncertified,632306,0,8,19,9699690,632306,206,1676,632308,4,7,2,2.0619215665655295e-07
632306,local_mod210_control,632096,-210,8,19,9699690,632096,206,1466,632098,4,7,2,2.0619215665655295e-07
