selected_rank,seed_mod210,priority_label,direction_label,seed_n,cohort_role,n,control_delta,row_mod210,residue,nearest_covered_residue,nearest_covered_source_k,nearest_covered_source_prime,circular_residue_distance,complete_circular_residue_distance,distance_minus_complete,normalized_residue_distance
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,622948,local_any_control,622947,-1,87,622947,622922,5,11,25,26,-1,2.5774019582069117e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,634078,complete_uncertified,634078,0,88,634078,634048,5,11,30,30,0,3.092882349848294e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,634078,local_mod210_control,633868,-210,88,633868,633812,5,11,56,30,26,5.773380386383483e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,634078,local_any_control,634077,-1,87,634077,634048,5,11,29,30,-1,2.9897862715200177e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,638908,complete_uncertified,638908,0,88,638908,638822,4,7,86,86,0,8.866262736231776e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,638908,local_mod210_control,638698,-210,88,638698,638668,5,11,30,86,-56,3.092882349848294e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,638908,local_any_control,638907,-1,87,638907,638822,4,7,85,86,-1,8.7631666579035e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,639118,complete_uncertified,639118,0,88,639118,639092,5,11,26,26,0,2.680498036535188e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,639118,local_any_control,639117,-1,87,639117,639092,5,11,25,26,-1,2.5774019582069117e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,647098,complete_uncertified,647098,0,88,647098,647109,7,17,11,11,0,1.1340568616110413e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,647098,local_mod210_control,646888,-210,88,646888,646918,5,11,30,11,19,3.092882349848294e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,647098,local_any_control,647097,-1,87,647097,647109,7,17,12,11,1,1.2371529399393177e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,648778,complete_uncertified,648778,0,88,648778,648801,6,13,23,23,0,2.371209801550359e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,648778,local_mod210_control,648988,210,88,648988,648992,5,11,4,23,-19,4.123843133131059e-07
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,648778,local_any_control,648777,-1,87,648777,648801,6,13,24,23,1,2.4743058798786353e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,658858,complete_uncertified,658858,0,88,658858,658869,6,13,11,11,0,1.1340568616110413e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,658858,local_mod210_control,658648,-210,88,658648,658562,4,7,86,11,75,8.866262736231776e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,658858,local_any_control,658857,-1,87,658857,658869,6,13,12,11,1,1.2371529399393177e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,668098,complete_uncertified,668098,0,88,668098,668132,5,11,34,34,0,3.5052666631614e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,668098,local_mod210_control,667888,-210,88,667888,667911,6,13,23,34,-11,2.371209801550359e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,668098,local_any_control,668097,-1,87,668097,668132,5,11,35,34,1,3.6083627414896764e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,669778,complete_uncertified,669778,0,88,669778,669782,5,11,4,4,0,4.123843133131059e-07
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,669778,local_mod210_control,669568,-210,88,669568,669482,4,7,86,4,82,8.866262736231776e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,669778,local_any_control,669777,-1,87,669777,669782,5,11,5,4,1,5.154803916413823e-07
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,672928,complete_uncertified,672928,0,88,672928,672988,5,11,60,60,0,6.185764699696588e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,672928,local_mod210_control,672718,-210,88,672718,672752,5,11,34,60,-26,3.5052666631614e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,672928,local_any_control,672927,-1,87,672927,672988,5,11,61,60,1,6.2888607780248645e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,689308,complete_uncertified,689308,0,88,689308,689252,5,11,56,56,0,5.773380386383483e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,689308,local_mod210_control,689098,-210,88,689098,689158,5,11,60,56,4,6.185764699696588e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,689308,local_any_control,689307,-1,87,689307,689252,5,11,55,56,-1,5.670284308055206e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,701908,complete_uncertified,701908,0,88,701908,701822,4,7,86,86,0,8.866262736231776e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,701908,local_mod210_control,702118,210,88,702118,702122,5,11,4,86,-82,4.123843133131059e-07
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,701908,local_any_control,701907,-1,87,701907,701822,4,7,85,86,-1,8.7631666579035e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,709048,complete_uncertified,709048,0,88,709048,709052,5,11,4,4,0,4.123843133131059e-07
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,709048,local_mod210_control,708838,-210,88,708838,708861,6,13,23,4,19,2.371209801550359e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,709048,local_any_control,709047,-1,87,709047,709052,5,11,5,4,1,5.154803916413823e-07
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,710728,complete_uncertified,710728,0,88,710728,710739,6,13,11,11,0,1.1340568616110413e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,710728,local_mod210_control,710518,-210,88,710518,710432,4,7,86,11,75,8.866262736231776e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,710728,local_any_control,710727,-1,87,710727,710739,6,13,12,11,1,1.2371529399393177e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,714718,complete_uncertified,714718,0,88,714718,714711,7,17,7,7,0,7.216725482979353e-07
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,714718,local_mod210_control,714508,-210,88,714508,714568,5,11,60,7,53,6.185764699696588e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,714718,local_any_control,714717,-1,87,714717,714711,7,17,6,7,-1,6.185764699696588e-07
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,735718,complete_uncertified,735718,0,88,735718,735688,5,11,30,30,0,3.092882349848294e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,735718,local_mod210_control,735508,-210,88,735508,735452,5,11,56,30,26,5.773380386383483e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,735718,local_any_control,735717,-1,87,735717,735688,5,11,29,30,-1,2.9897862715200177e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,741178,complete_uncertified,741178,0,88,741178,741231,7,17,53,53,0,5.464092151398653e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,741178,local_mod210_control,741388,210,88,741388,741392,5,11,4,53,-49,4.123843133131059e-07
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,741178,local_any_control,741177,-1,87,741177,741231,7,17,54,53,1,5.56718822972693e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,748318,complete_uncertified,748318,0,88,748318,748322,5,11,4,4,0,4.123843133131059e-07
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,748318,local_mod210_control,748108,-210,88,748108,748022,4,7,86,4,82,8.866262736231776e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,748318,local_any_control,748317,-1,87,748317,748322,5,11,5,4,1,5.154803916413823e-07
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,754618,complete_uncertified,754618,0,88,754618,754616,6,13,2,2,0,2.0619215665655295e-07
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,754618,local_mod210_control,754408,-210,88,754408,754419,6,13,11,2,9,1.1340568616110413e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,754618,local_any_control,754617,-1,87,754617,754616,6,13,1,2,-1,1.0309607832827648e-07
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,756298,complete_uncertified,756298,0,88,756298,756242,5,11,56,56,0,5.773380386383483e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,756298,local_mod210_control,756088,-210,88,756088,756148,5,11,60,56,4,6.185764699696588e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,756298,local_any_control,756297,-1,87,756297,756242,5,11,55,56,-1,5.670284308055206e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,758608,complete_uncertified,758608,0,88,758608,758552,5,11,56,56,0,5.773380386383483e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,758608,local_mod210_control,758398,-210,88,758398,758458,5,11,60,56,4,6.185764699696588e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,758608,local_any_control,758607,-1,87,758607,758552,5,11,55,56,-1,5.670284308055206e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,773938,complete_uncertified,773938,0,88,773938,773968,5,11,30,30,0,3.092882349848294e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,773938,local_mod210_control,773728,-210,88,773728,773732,5,11,4,30,-26,4.123843133131059e-07
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,773938,local_any_control,773937,-1,87,773937,773968,5,11,31,30,1,3.1959784281765704e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,774358,complete_uncertified,774358,0,88,774358,774381,6,13,23,23,0,2.371209801550359e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,774358,local_mod210_control,774148,-210,88,774148,774062,4,7,86,23,63,8.866262736231776e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,774358,local_any_control,774357,-1,87,774357,774381,6,13,24,23,1,2.4743058798786353e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,777508,complete_uncertified,777508,0,88,777508,777422,4,7,86,86,0,8.866262736231776e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,777508,local_mod210_control,777298,-210,88,777298,777321,7,17,23,86,-63,2.371209801550359e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,777508,local_any_control,777507,-1,87,777507,777422,4,7,85,86,-1,8.7631666579035e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,780448,complete_uncertified,780448,0,88,780448,780362,4,7,86,86,0,8.866262736231776e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,780448,local_mod210_control,780658,210,88,780658,780662,5,11,4,86,-82,4.123843133131059e-07
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,780448,local_any_control,780447,-1,87,780447,780362,4,7,85,86,-1,8.7631666579035e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,784018,complete_uncertified,784018,0,88,784018,783962,5,11,56,56,0,5.773380386383483e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,784018,local_mod210_control,783808,-210,88,783808,783868,5,11,60,56,4,6.185764699696588e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,784018,local_any_control,784017,-1,87,784017,783962,5,11,55,56,-1,5.670284308055206e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,788848,complete_uncertified,788848,0,88,788848,788818,5,11,30,30,0,3.092882349848294e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,788848,local_mod210_control,788638,-210,88,788638,788582,5,11,56,30,26,5.773380386383483e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,788848,local_any_control,788847,-1,87,788847,788818,5,11,29,30,-1,2.9897862715200177e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,802498,complete_uncertified,802498,0,88,802498,802442,5,11,56,56,0,5.773380386383483e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,802498,local_mod210_control,802288,-210,88,802288,802311,7,17,23,56,-33,2.371209801550359e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,802498,local_any_control,802497,-1,87,802497,802442,5,11,55,56,-1,5.670284308055206e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,806488,complete_uncertified,806488,0,88,806488,806402,4,7,86,86,0,8.866262736231776e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,806488,local_mod210_control,806278,-210,88,806278,806289,6,13,11,86,-75,1.1340568616110413e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,806488,local_any_control,806487,-1,87,806487,806402,4,7,85,86,-1,8.7631666579035e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,811528,complete_uncertified,811528,0,88,811528,811588,5,11,60,60,0,6.185764699696588e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,811528,local_mod210_control,811318,-210,88,811318,811329,7,17,11,60,-49,1.1340568616110413e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,811528,local_any_control,811527,-1,87,811527,811588,5,11,61,60,1,6.2888607780248645e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,817618,complete_uncertified,817618,0,88,817618,817622,5,11,4,4,0,4.123843133131059e-07
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,817618,local_mod210_control,817408,-210,88,817408,817322,4,7,86,4,82,8.866262736231776e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,817618,local_any_control,817617,-1,87,817617,817622,5,11,5,4,1,5.154803916413823e-07
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,817828,complete_uncertified,817828,0,88,817828,817858,5,11,30,30,0,3.092882349848294e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,817828,local_mod210_control,818038,210,88,818038,818061,6,13,23,30,-7,2.371209801550359e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,817828,local_any_control,817827,-1,87,817827,817858,5,11,31,30,1,3.1959784281765704e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,818458,complete_uncertified,818458,0,88,818458,818469,7,17,11,11,0,1.1340568616110413e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,818458,local_mod210_control,818248,-210,88,818248,818282,5,11,34,11,23,3.5052666631614e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,818458,local_any_control,818457,-1,87,818457,818469,7,17,12,11,1,1.2371529399393177e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,822448,complete_uncertified,822448,0,88,822448,822478,5,11,30,30,0,3.092882349848294e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,822448,local_mod210_control,822238,-210,88,822238,822242,5,11,4,30,-26,4.123843133131059e-07
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,822448,local_any_control,822447,-1,87,822447,822478,5,11,31,30,1,3.1959784281765704e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,834418,complete_uncertified,834418,0,88,834418,834441,6,13,23,23,0,2.371209801550359e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,834418,local_mod210_control,834208,-210,88,834208,834122,4,7,86,23,63,8.866262736231776e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,834418,local_any_control,834417,-1,87,834417,834441,6,13,24,23,1,2.4743058798786353e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,839038,complete_uncertified,839038,0,88,839038,839049,6,13,11,11,0,1.1340568616110413e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,839038,local_mod210_control,838828,-210,88,838828,838802,7,17,26,11,15,2.680498036535188e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,839038,local_any_control,839037,-1,87,839037,839049,6,13,12,11,1,1.2371529399393177e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,847438,complete_uncertified,847438,0,88,847438,847352,4,7,86,86,0,8.866262736231776e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,847438,local_mod210_control,847648,210,88,847648,847652,5,11,4,86,-82,4.123843133131059e-07
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,847438,local_any_control,847437,-1,87,847437,847352,4,7,85,86,-1,8.7631666579035e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,858568,complete_uncertified,858568,0,88,858568,858542,5,11,26,26,0,2.680498036535188e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,858568,local_mod210_control,858358,-210,88,858358,858272,4,7,86,26,60,8.866262736231776e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,858568,local_any_control,858567,-1,87,858567,858542,5,11,25,26,-1,2.5774019582069117e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,861298,complete_uncertified,861298,0,88,861298,861309,7,17,11,11,0,1.1340568616110413e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,861298,local_mod210_control,861508,210,88,861508,861512,5,11,4,11,-7,4.123843133131059e-07
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,861298,local_any_control,861297,-1,87,861297,861309,7,17,12,11,1,1.2371529399393177e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,862348,complete_uncertified,862348,0,88,862348,862408,5,11,60,60,0,6.185764699696588e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,862348,local_mod210_control,862138,-210,88,862138,862172,5,11,34,60,-26,3.5052666631614e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,862348,local_any_control,862347,-1,87,862347,862408,5,11,61,60,1,6.2888607780248645e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,866128,complete_uncertified,866128,0,88,866128,866132,5,11,4,4,0,4.123843133131059e-07
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,866128,local_mod210_control,865918,-210,88,865918,865832,4,7,86,4,82,8.866262736231776e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,866128,local_any_control,866127,-1,87,866127,866132,5,11,5,4,1,5.154803916413823e-07
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,896788,complete_uncertified,896788,0,88,896788,896822,5,11,34,34,0,3.5052666631614e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,896788,local_mod210_control,896578,-210,88,896578,896492,4,7,86,34,52,8.866262736231776e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,896788,local_any_control,896787,-1,87,896787,896822,5,11,35,34,1,3.6083627414896764e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,899938,complete_uncertified,899938,0,88,899938,899961,6,13,23,23,0,2.371209801550359e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,899938,local_mod210_control,899728,-210,88,899728,899721,7,17,7,23,-16,7.216725482979353e-07
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,899938,local_any_control,899937,-1,87,899937,899961,6,13,24,23,1,2.4743058798786353e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,901828,complete_uncertified,901828,0,88,901828,901839,6,13,11,11,0,1.1340568616110413e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,901828,local_mod210_control,901618,-210,88,901618,901678,5,11,60,11,49,6.185764699696588e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,901828,local_any_control,901827,-1,87,901827,901839,6,13,12,11,1,1.2371529399393177e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,908968,complete_uncertified,908968,0,88,908968,908938,5,11,30,30,0,3.092882349848294e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,908968,local_mod210_control,908758,-210,88,908758,908702,5,11,56,30,26,5.773380386383483e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,908968,local_any_control,908967,-1,87,908967,908938,5,11,29,30,-1,2.9897862715200177e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,922198,complete_uncertified,922198,0,88,922198,922232,5,11,34,34,0,3.5052666631614e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,922198,local_mod210_control,921988,-210,88,921988,921999,7,17,11,34,-23,1.1340568616110413e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,922198,local_any_control,922197,-1,87,922197,922232,5,11,35,34,1,3.6083627414896764e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,924088,complete_uncertified,924088,0,88,924088,924118,5,11,30,30,0,3.092882349848294e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,924088,local_mod210_control,923878,-210,88,923878,923882,5,11,4,30,-26,4.123843133131059e-07
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,924088,local_any_control,924087,-1,87,924087,924118,5,11,31,30,1,3.1959784281765704e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,925558,complete_uncertified,925558,0,88,925558,925569,7,17,11,11,0,1.1340568616110413e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,925558,local_mod210_control,925348,-210,88,925348,925346,8,19,2,11,-9,2.0619215665655295e-07
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,925558,local_any_control,925557,-1,87,925557,925569,7,17,12,11,1,1.2371529399393177e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,938578,complete_uncertified,938578,0,88,938578,938638,5,11,60,60,0,6.185764699696588e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,938578,local_mod210_control,938368,-210,88,938368,938402,5,11,34,60,-26,3.5052666631614e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,938578,local_any_control,938577,-1,87,938577,938638,5,11,61,60,1,6.2888607780248645e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,942148,complete_uncertified,942148,0,88,942148,942062,4,7,86,86,0,8.866262736231776e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,942148,local_mod210_control,942358,210,88,942358,942362,5,11,4,86,-82,4.123843133131059e-07
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,942148,local_any_control,942147,-1,87,942147,942062,4,7,85,86,-1,8.7631666579035e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,943198,complete_uncertified,943198,0,88,943198,943258,5,11,60,60,0,6.185764699696588e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,943198,local_mod210_control,942988,-210,88,942988,943022,5,11,34,60,-26,3.5052666631614e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,943198,local_any_control,943197,-1,87,943197,943258,5,11,61,60,1,6.2888607780248645e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,943408,complete_uncertified,943408,0,88,943408,943419,7,17,11,11,0,1.1340568616110413e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,943408,local_mod210_control,943618,210,88,943618,943641,6,13,23,11,12,2.371209801550359e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,943408,local_any_control,943407,-1,87,943407,943419,7,17,12,11,1,1.2371529399393177e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,948238,complete_uncertified,948238,0,88,948238,948249,6,13,11,11,0,1.1340568616110413e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,948238,local_mod210_control,948028,-210,88,948028,947972,5,11,56,11,45,5.773380386383483e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,948238,local_any_control,948237,-1,87,948237,948249,6,13,12,11,1,1.2371529399393177e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,956218,complete_uncertified,956218,0,88,956218,956222,5,11,4,4,0,4.123843133131059e-07
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,956218,local_mod210_control,956008,-210,88,956008,956049,7,17,41,4,37,4.226939211459335e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,956218,local_any_control,956217,-1,87,956217,956222,5,11,5,4,1,5.154803916413823e-07
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,956848,complete_uncertified,956848,0,88,956848,956882,5,11,34,34,0,3.5052666631614e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,956848,local_mod210_control,956638,-210,88,956638,956559,8,19,79,34,45,8.144590187933842e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,956848,local_any_control,956847,-1,87,956847,956882,5,11,35,34,1,3.6083627414896764e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,959578,complete_uncertified,959578,0,88,959578,959522,5,11,56,56,0,5.773380386383483e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,959578,local_mod210_control,959368,-210,88,959368,959391,7,17,23,56,-33,2.371209801550359e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,959578,local_any_control,959577,-1,87,959577,959522,5,11,55,56,-1,5.670284308055206e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,986038,complete_uncertified,986038,0,88,986038,985952,4,7,86,86,0,8.866262736231776e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,986038,local_mod210_control,986248,210,88,986248,986252,5,11,4,86,-82,4.123843133131059e-07
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,986038,local_any_control,986037,-1,87,986037,985952,4,7,85,86,-1,8.7631666579035e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,986878,complete_uncertified,986878,0,88,986878,986912,5,11,34,34,0,3.5052666631614e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,986878,local_mod210_control,986668,-210,88,986668,986582,4,7,86,34,52,8.866262736231776e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,986878,local_any_control,986877,-1,87,986877,986912,5,11,35,34,1,3.6083627414896764e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,990028,complete_uncertified,990028,0,88,990028,990051,6,13,23,23,0,2.371209801550359e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,990028,local_mod210_control,989818,-210,88,989818,989829,7,17,11,23,-12,1.1340568616110413e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,990028,local_any_control,990027,-1,87,990027,990051,6,13,24,23,1,2.4743058798786353e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,996538,complete_uncertified,996538,0,88,996538,996482,5,11,56,56,0,5.773380386383483e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,996538,local_mod210_control,996328,-210,88,996328,996388,5,11,60,56,4,6.185764699696588e-06
6,88,large_class_mixed_direction,mod210_tied__any_complete_smaller,996538,local_any_control,996537,-1,87,996537,996482,5,11,55,56,-1,5.670284308055206e-06
7,201,large_class_mixed_direction,mod210_tied__any_complete_smaller,201,complete_uncertified,201,0,201,201,208,4,7,7,7,0,7.216725482979353e-07
7,201,large_class_mixed_direction,mod210_tied__any_complete_smaller,201,local_mod210_control,411,210,201,411,418,4,7,7,7,0,7.216725482979353e-07
7,201,large_class_mixed_direction,mod210_tied__any_complete_smaller,201,local_any_control,200,-1,200,200,208,4,7,8,7,1,8.247686266262118e-07
7,201,large_class_mixed_direction,mod210_tied__any_complete_smaller,3561,complete_uncertified,3561,0,201,3561,3568,4,7,7,7,0,7.216725482979353e-07
