n,k_cert,p_cert,primorial_cert,residue_cert,checked_max_k,checked_max_prime,certificate_status,mod210,trivial_c4_certificate
533402,4,7,210,2,8,19,prefix_certificate,2,True
533492,5,11,2310,2192,8,19,prefix_certificate,92,False
533530,,,,,8,19,no_prefix_certificate_within_max_k,130,False
533608,4,7,210,208,8,19,prefix_certificate,208,True
533612,4,7,210,2,8,19,prefix_certificate,2,True
533728,5,11,2310,118,8,19,prefix_certificate,118,False
533751,6,13,30030,23241,8,19,prefix_certificate,141,False
533765,,,,,8,19,no_prefix_certificate_within_max_k,155,False
533818,4,7,210,208,8,19,prefix_certificate,208,True
533822,4,7,210,2,8,19,prefix_certificate,2,True
534028,4,7,210,208,8,19,prefix_certificate,208,True
534032,4,7,210,2,8,19,prefix_certificate,2,True
534051,,,,,8,19,no_prefix_certificate_within_max_k,21,False
534058,5,11,2310,448,8,19,prefix_certificate,28,False
534112,,,,,8,19,no_prefix_certificate_within_max_k,82,False
534129,,,,,8,19,no_prefix_certificate_within_max_k,99,False
534141,6,13,30030,23631,8,19,prefix_certificate,111,False
534152,5,11,2310,542,8,19,prefix_certificate,122,False
534238,4,7,210,208,8,19,prefix_certificate,208,True
534242,4,7,210,2,8,19,prefix_certificate,2,True
534244,6,13,30030,23734,8,19,prefix_certificate,4,False
534388,5,11,2310,778,8,19,prefix_certificate,148,False
534448,4,7,210,208,8,19,prefix_certificate,208,True
534452,4,7,210,2,8,19,prefix_certificate,2,True
534459,5,11,2310,849,8,19,prefix_certificate,9,False
534482,5,11,2310,872,8,19,prefix_certificate,32,False
534561,7,17,510510,24051,8,19,prefix_certificate,111,False
534658,4,7,210,208,8,19,prefix_certificate,208,True
534662,4,7,210,2,8,19,prefix_certificate,2,True
534718,5,11,2310,1108,8,19,prefix_certificate,58,False
534722,,,,,8,19,no_prefix_certificate_within_max_k,62,False
534812,5,11,2310,1202,8,19,prefix_certificate,152,False
534868,4,7,210,208,8,19,prefix_certificate,208,True
534872,4,7,210,2,8,19,prefix_certificate,2,True
535048,5,11,2310,1438,8,19,prefix_certificate,178,False
535071,5,11,2310,1461,8,19,prefix_certificate,201,False
535078,4,7,210,208,8,19,prefix_certificate,208,True
535082,4,7,210,2,8,19,prefix_certificate,2,True
535142,5,11,2310,1532,8,19,prefix_certificate,62,False
535204,8,19,9699690,535204,8,19,prefix_certificate,124,False
535232,,,,,8,19,no_prefix_certificate_within_max_k,152,False
535262,,,,,8,19,no_prefix_certificate_within_max_k,182,False
535286,,,,,8,19,no_prefix_certificate_within_max_k,206,False
535288,4,7,210,208,8,19,prefix_certificate,208,True
535292,4,7,210,2,8,19,prefix_certificate,2,True
535329,8,19,9699690,535329,8,19,prefix_certificate,39,False
535378,5,11,2310,1768,8,19,prefix_certificate,88,False
535472,5,11,2310,1862,8,19,prefix_certificate,182,False
535498,4,7,210,208,8,19,prefix_certificate,208,True
535502,4,7,210,2,8,19,prefix_certificate,2,True
535701,7,17,510510,25191,8,19,prefix_certificate,201,False
535708,4,7,210,208,8,19,prefix_certificate,208,True
535712,4,7,210,2,8,19,prefix_certificate,2,True
535802,5,11,2310,2192,8,19,prefix_certificate,92,False
535862,8,19,9699690,535862,8,19,prefix_certificate,152,False
535918,4,7,210,208,8,19,prefix_certificate,208,True
535922,4,7,210,2,8,19,prefix_certificate,2,True
535952,,,,,8,19,no_prefix_certificate_within_max_k,32,False
536000,,,,,8,19,no_prefix_certificate_within_max_k,80,False
536019,6,13,30030,25509,8,19,prefix_certificate,99,False
536038,5,11,2310,118,8,19,prefix_certificate,118,False
536128,4,7,210,208,8,19,prefix_certificate,208,True
536132,4,7,210,2,8,19,prefix_certificate,2,True
536319,,,,,8,19,no_prefix_certificate_within_max_k,189,False
536338,4,7,210,208,8,19,prefix_certificate,208,True
536342,4,7,210,2,8,19,prefix_certificate,2,True
536368,5,11,2310,448,8,19,prefix_certificate,28,False
536439,7,17,510510,25929,8,19,prefix_certificate,99,False
536462,5,11,2310,542,8,19,prefix_certificate,122,False
536548,4,7,210,208,8,19,prefix_certificate,208,True
536552,4,7,210,2,8,19,prefix_certificate,2,True
536554,8,19,9699690,536554,8,19,prefix_certificate,4,False
536642,,,,,8,19,no_prefix_certificate_within_max_k,92,False
536674,6,13,30030,26164,8,19,prefix_certificate,124,False
536698,5,11,2310,778,8,19,prefix_certificate,148,False
536758,4,7,210,208,8,19,prefix_certificate,208,True
536762,4,7,210,2,8,19,prefix_certificate,2,True
536769,5,11,2310,849,8,19,prefix_certificate,9,False
536792,5,11,2310,872,8,19,prefix_certificate,32,False
536871,6,13,30030,26361,8,19,prefix_certificate,111,False
536968,4,7,210,208,8,19,prefix_certificate,208,True
536972,4,7,210,2,8,19,prefix_certificate,2,True
537027,,,,,8,19,no_prefix_certificate_within_max_k,57,False
537028,5,11,2310,1108,8,19,prefix_certificate,58,False
537122,5,11,2310,1202,8,19,prefix_certificate,152,False
537178,4,7,210,208,8,19,prefix_certificate,208,True
537182,4,7,210,2,8,19,prefix_certificate,2,True
537332,,,,,8,19,no_prefix_certificate_within_max_k,152,False
537358,5,11,2310,1438,8,19,prefix_certificate,178,False
537381,5,11,2310,1461,8,19,prefix_certificate,201,False
537388,4,7,210,208,8,19,prefix_certificate,208,True
537392,4,7,210,2,8,19,prefix_certificate,2,True
537452,5,11,2310,1532,8,19,prefix_certificate,62,False
537478,,,,,8,19,no_prefix_certificate_within_max_k,88,False
537501,,,,,8,19,no_prefix_certificate_within_max_k,111,False
537554,,,,,8,19,no_prefix_certificate_within_max_k,164,False
537596,7,17,510510,27086,8,19,prefix_certificate,206,False
537598,4,7,210,208,8,19,prefix_certificate,208,True
537602,4,7,210,2,8,19,prefix_certificate,2,True
537688,5,11,2310,1768,8,19,prefix_certificate,88,False
537711,,,,,8,19,no_prefix_certificate_within_max_k,111,False
537782,5,11,2310,1862,8,19,prefix_certificate,182,False
537808,4,7,210,208,8,19,prefix_certificate,208,True
537812,4,7,210,2,8,19,prefix_certificate,2,True
537969,,,,,8,19,no_prefix_certificate_within_max_k,159,False
538018,4,7,210,208,8,19,prefix_certificate,208,True
538022,4,7,210,2,8,19,prefix_certificate,2,True
538041,6,13,30030,27531,8,19,prefix_certificate,21,False
538112,5,11,2310,2192,8,19,prefix_certificate,92,False
538131,7,17,510510,27621,8,19,prefix_certificate,111,False
538228,4,7,210,208,8,19,prefix_certificate,208,True
538232,4,7,210,2,8,19,prefix_certificate,2,True
538348,5,11,2310,118,8,19,prefix_certificate,118,False
538359,7,17,510510,27849,8,19,prefix_certificate,129,False
538378,,,,,8,19,no_prefix_certificate_within_max_k,148,False
538400,6,13,30030,27890,8,19,prefix_certificate,170,False
538438,4,7,210,208,8,19,prefix_certificate,208,True
538442,4,7,210,2,8,19,prefix_certificate,2,True
538449,,,,,8,19,no_prefix_certificate_within_max_k,9,False
538539,,,,,8,19,no_prefix_certificate_within_max_k,99,False
538648,4,7,210,208,8,19,prefix_certificate,208,True
538652,4,7,210,2,8,19,prefix_certificate,2,True
538678,5,11,2310,448,8,19,prefix_certificate,28,False
538749,6,13,30030,28239,8,19,prefix_certificate,99,False
538772,5,11,2310,542,8,19,prefix_certificate,122,False
538858,4,7,210,208,8,19,prefix_certificate,208,True
538862,4,7,210,2,8,19,prefix_certificate,2,True
538959,,,,,8,19,no_prefix_certificate_within_max_k,99,False
539008,5,11,2310,778,8,19,prefix_certificate,148,False
539068,4,7,210,208,8,19,prefix_certificate,208,True
539072,4,7,210,2,8,19,prefix_certificate,2,True
539079,5,11,2310,849,8,19,prefix_certificate,9,False
539102,5,11,2310,872,8,19,prefix_certificate,32,False
539158,8,19,9699690,539158,8,19,prefix_certificate,88,False
539278,4,7,210,208,8,19,prefix_certificate,208,True
539282,4,7,210,2,8,19,prefix_certificate,2,True
539338,5,11,2310,1108,8,19,prefix_certificate,58,False
539361,,,,,8,19,no_prefix_certificate_within_max_k,81,False
539432,5,11,2310,1202,8,19,prefix_certificate,152,False
539488,4,7,210,208,8,19,prefix_certificate,208,True
539492,4,7,210,2,8,19,prefix_certificate,2,True
539529,,,,,8,19,no_prefix_certificate_within_max_k,39,False
539601,6,13,30030,29091,8,19,prefix_certificate,111,False
539668,5,11,2310,1438,8,19,prefix_certificate,178,False
539691,5,11,2310,1461,8,19,prefix_certificate,201,False
539698,4,7,210,208,8,19,prefix_certificate,208,True
539702,4,7,210,2,8,19,prefix_certificate,2,True
539728,8,19,9699690,539728,8,19,prefix_certificate,28,False
539762,5,11,2310,1532,8,19,prefix_certificate,62,False
539906,,,,,8,19,no_prefix_certificate_within_max_k,206,False
539908,4,7,210,208,8,19,prefix_certificate,208,True
539912,4,7,210,2,8,19,prefix_certificate,2,True
539998,5,11,2310,1768,8,19,prefix_certificate,88,False
540009,7,17,510510,29499,8,19,prefix_certificate,99,False
540088,,,,,8,19,no_prefix_certificate_within_max_k,178,False
540092,5,11,2310,1862,8,19,prefix_certificate,182,False
540118,4,7,210,208,8,19,prefix_certificate,208,True
540122,4,7,210,2,8,19,prefix_certificate,2,True
540219,,,,,8,19,no_prefix_certificate_within_max_k,99,False
540238,7,17,510510,29728,8,19,prefix_certificate,118,False
540298,,,,,8,19,no_prefix_certificate_within_max_k,178,False
540328,4,7,210,208,8,19,prefix_certificate,208,True
540332,4,7,210,2,8,19,prefix_certificate,2,True
540381,,,,,8,19,no_prefix_certificate_within_max_k,51,False
540422,5,11,2310,2192,8,19,prefix_certificate,92,False
540452,7,17,510510,29942,8,19,prefix_certificate,122,False
540538,4,7,210,208,8,19,prefix_certificate,208,True
540542,4,7,210,2,8,19,prefix_certificate,2,True
540658,5,11,2310,118,8,19,prefix_certificate,118,False
540681,7,17,510510,30171,8,19,prefix_certificate,141,False
540748,4,7,210,208,8,19,prefix_certificate,208,True
540752,4,7,210,2,8,19,prefix_certificate,2,True
540958,4,7,210,208,8,19,prefix_certificate,208,True
540962,4,7,210,2,8,19,prefix_certificate,2,True
540988,5,11,2310,448,8,19,prefix_certificate,28,False
541029,,,,,8,19,no_prefix_certificate_within_max_k,69,False
541082,5,11,2310,542,8,19,prefix_certificate,122,False
541168,4,7,210,208,8,19,prefix_certificate,208,True
541172,4,7,210,2,8,19,prefix_certificate,2,True
541179,,,,,8,19,no_prefix_certificate_within_max_k,9,False
541318,5,11,2310,778,8,19,prefix_certificate,148,False
541378,4,7,210,208,8,19,prefix_certificate,208,True
541382,4,7,210,2,8,19,prefix_certificate,2,True
541389,5,11,2310,849,8,19,prefix_certificate,9,False
541412,5,11,2310,872,8,19,prefix_certificate,32,False
541472,,,,,8,19,no_prefix_certificate_within_max_k,92,False
541479,6,13,30030,939,8,19,prefix_certificate,99,False
541588,4,7,210,208,8,19,prefix_certificate,208,True
541592,4,7,210,2,8,19,prefix_certificate,2,True
541648,5,11,2310,1108,8,19,prefix_certificate,58,False
541701,7,17,510510,31191,8,19,prefix_certificate,111,False
541725,,,,,8,19,no_prefix_certificate_within_max_k,135,False
541742,5,11,2310,1202,8,19,prefix_certificate,152,False
541785,,,,,8,19,no_prefix_certificate_within_max_k,195,False
541798,4,7,210,208,8,19,prefix_certificate,208,True
541802,4,7,210,2,8,19,prefix_certificate,2,True
541978,5,11,2310,1438,8,19,prefix_certificate,178,False
542001,5,11,2310,1461,8,19,prefix_certificate,201,False
542008,4,7,210,208,8,19,prefix_certificate,208,True
542012,4,7,210,2,8,19,prefix_certificate,2,True
542049,7,17,510510,31539,8,19,prefix_certificate,39,False
542072,5,11,2310,1532,8,19,prefix_certificate,62,False
542096,,,,,8,19,no_prefix_certificate_within_max_k,86,False
542121,,,,,8,19,no_prefix_certificate_within_max_k,111,False
542218,4,7,210,208,8,19,prefix_certificate,208,True
542222,4,7,210,2,8,19,prefix_certificate,2,True
542308,5,11,2310,1768,8,19,prefix_certificate,88,False
542313,,,,,8,19,no_prefix_certificate_within_max_k,93,False
542331,6,13,30030,1791,8,19,prefix_certificate,111,False
542402,5,11,2310,1862,8,19,prefix_certificate,182,False
542428,4,7,210,208,8,19,prefix_certificate,208,True
542432,4,7,210,2,8,19,prefix_certificate,2,True
542638,4,7,210,208,8,19,prefix_certificate,208,True
542642,4,7,210,2,8,19,prefix_certificate,2,True
542680,6,13,30030,2140,8,19,prefix_certificate,40,False
542702,8,19,9699690,542702,8,19,prefix_certificate,62,False
542732,5,11,2310,2192,8,19,prefix_certificate,92,False
542770,,,,,8,19,no_prefix_certificate_within_max_k,130,False
542841,,,,,8,19,no_prefix_certificate_within_max_k,201,False
542848,4,7,210,208,8,19,prefix_certificate,208,True
542852,4,7,210,2,8,19,prefix_certificate,2,True
542968,5,11,2310,118,8,19,prefix_certificate,118,False
543039,6,13,30030,2499,8,19,prefix_certificate,189,False
543058,4,7,210,208,8,19,prefix_certificate,208,True
543062,4,7,210,2,8,19,prefix_certificate,2,True
543268,4,7,210,208,8,19,prefix_certificate,208,True
543272,4,7,210,2,8,19,prefix_certificate,2,True
543298,5,11,2310,448,8,19,prefix_certificate,28,False
543392,5,11,2310,542,8,19,prefix_certificate,122,False
543478,4,7,210,208,8,19,prefix_certificate,208,True
543482,4,7,210,2,8,19,prefix_certificate,2,True
543579,7,17,510510,33069,8,19,prefix_certificate,99,False
543628,5,11,2310,778,8,19,prefix_certificate,148,False
543688,4,7,210,208,8,19,prefix_certificate,208,True
543692,4,7,210,2,8,19,prefix_certificate,2,True
543699,5,11,2310,849,8,19,prefix_certificate,9,False
543722,5,11,2310,872,8,19,prefix_certificate,32,False
543842,,,,,8,19,no_prefix_certificate_within_max_k,152,False
543872,,,,,8,19,no_prefix_certificate_within_max_k,182,False
543898,4,7,210,208,8,19,prefix_certificate,208,True
543902,4,7,210,2,8,19,prefix_certificate,2,True
543958,5,11,2310,1108,8,19,prefix_certificate,58,False
543962,,,,,8,19,no_prefix_certificate_within_max_k,62,False
544052,5,11,2310,1202,8,19,prefix_certificate,152,False
544108,4,7,210,208,8,19,prefix_certificate,208,True
544112,4,7,210,2,8,19,prefix_certificate,2,True
544209,6,13,30030,3669,8,19,prefix_certificate,99,False
544228,,,,,8,19,no_prefix_certificate_within_max_k,118,False
544288,5,11,2310,1438,8,19,prefix_certificate,178,False
544311,5,11,2310,1461,8,19,prefix_certificate,201,False
544318,4,7,210,208,8,19,prefix_certificate,208,True
544322,4,7,210,2,8,19,prefix_certificate,2,True
544382,5,11,2310,1532,8,19,prefix_certificate,62,False
544406,6,13,30030,3866,8,19,prefix_certificate,86,False
544528,4,7,210,208,8,19,prefix_certificate,208,True
544532,4,7,210,2,8,19,prefix_certificate,2,True
544618,5,11,2310,1768,8,19,prefix_certificate,88,False
544712,5,11,2310,1862,8,19,prefix_certificate,182,False
544738,4,7,210,208,8,19,prefix_certificate,208,True
544742,4,7,210,2,8,19,prefix_certificate,2,True
544948,4,7,210,208,8,19,prefix_certificate,208,True
544952,4,7,210,2,8,19,prefix_certificate,2,True
544989,7,17,510510,34479,8,19,prefix_certificate,39,False
545019,,,,,8,19,no_prefix_certificate_within_max_k,69,False
545042,5,11,2310,2192,8,19,prefix_certificate,92,False
545061,6,13,30030,4521,8,19,prefix_certificate,111,False
545158,4,7,210,208,8,19,prefix_certificate,208,True
545162,4,7,210,2,8,19,prefix_certificate,2,True
545271,7,17,510510,34761,8,19,prefix_certificate,111,False
545278,5,11,2310,118,8,19,prefix_certificate,118,False
545368,4,7,210,208,8,19,prefix_certificate,208,True
545372,4,7,210,2,8,19,prefix_certificate,2,True
545552,8,19,9699690,545552,8,19,prefix_certificate,182,False
545578,4,7,210,208,8,19,prefix_certificate,208,True
545582,4,7,210,2,8,19,prefix_certificate,2,True
545608,5,11,2310,448,8,19,prefix_certificate,28,False
545679,,,,,8,19,no_prefix_certificate_within_max_k,99,False
545702,5,11,2310,542,8,19,prefix_certificate,122,False
545788,4,7,210,208,8,19,prefix_certificate,208,True
545792,4,7,210,2,8,19,prefix_certificate,2,True
545938,5,11,2310,778,8,19,prefix_certificate,148,False
545998,4,7,210,208,8,19,prefix_certificate,208,True
546002,4,7,210,2,8,19,prefix_certificate,2,True
546009,5,11,2310,849,8,19,prefix_certificate,9,False
546032,5,11,2310,872,8,19,prefix_certificate,32,False
546111,,,,,8,19,no_prefix_certificate_within_max_k,111,False
546122,,,,,8,19,no_prefix_certificate_within_max_k,122,False
546208,4,7,210,208,8,19,prefix_certificate,208,True
546212,4,7,210,2,8,19,prefix_certificate,2,True
546268,5,11,2310,1108,8,19,prefix_certificate,58,False
546291,7,17,510510,35781,8,19,prefix_certificate,81,False
546362,5,11,2310,1202,8,19,prefix_certificate,152,False
546418,4,7,210,208,8,19,prefix_certificate,208,True
546422,4,7,210,2,8,19,prefix_certificate,2,True
546466,,,,,8,19,no_prefix_certificate_within_max_k,46,False
546506,,,,,8,19,no_prefix_certificate_within_max_k,86,False
546542,,,,,8,19,no_prefix_certificate_within_max_k,122,False
546568,8,19,9699690,546568,8,19,prefix_certificate,148,False
546598,5,11,2310,1438,8,19,prefix_certificate,178,False
546621,5,11,2310,1461,8,19,prefix_certificate,201,False
546628,4,7,210,208,8,19,prefix_certificate,208,True
546632,4,7,210,2,8,19,prefix_certificate,2,True
546669,,,,,8,19,no_prefix_certificate_within_max_k,39,False
546692,5,11,2310,1532,8,19,prefix_certificate,62,False
546741,,,,,8,19,no_prefix_certificate_within_max_k,111,False
546836,6,13,30030,6296,8,19,prefix_certificate,206,False
546838,4,7,210,208,8,19,prefix_certificate,208,True
546842,4,7,210,2,8,19,prefix_certificate,2,True
546868,7,17,510510,36358,8,19,prefix_certificate,28,False
546928,5,11,2310,1768,8,19,prefix_certificate,88,False
546939,6,13,30030,6399,8,19,prefix_certificate,99,False
546992,,,,,8,19,no_prefix_certificate_within_max_k,152,False
547022,5,11,2310,1862,8,19,prefix_certificate,182,False
547048,4,7,210,208,8,19,prefix_certificate,208,True
547052,4,7,210,2,8,19,prefix_certificate,2,True
547082,7,17,510510,36572,8,19,prefix_certificate,32,False
547149,7,17,510510,36639,8,19,prefix_certificate,99,False
547258,4,7,210,208,8,19,prefix_certificate,208,True
547262,4,7,210,2,8,19,prefix_certificate,2,True
547281,,,,,8,19,no_prefix_certificate_within_max_k,21,False
547311,,,,,8,19,no_prefix_certificate_within_max_k,51,False
547329,6,13,30030,6789,8,19,prefix_certificate,69,False
547348,,,,,8,19,no_prefix_certificate_within_max_k,88,False
547352,5,11,2310,2192,8,19,prefix_certificate,92,False
547468,4,7,210,208,8,19,prefix_certificate,208,True
547472,4,7,210,2,8,19,prefix_certificate,2,True
547588,5,11,2310,118,8,19,prefix_certificate,118,False
547592,,,,,8,19,no_prefix_certificate_within_max_k,122,False
547659,7,17,510510,37149,8,19,prefix_certificate,189,False
547671,,,,,8,19,no_prefix_certificate_within_max_k,201,False
547678,4,7,210,208,8,19,prefix_certificate,208,True
547682,4,7,210,2,8,19,prefix_certificate,2,True
547791,6,13,30030,7251,8,19,prefix_certificate,111,False
547888,4,7,210,208,8,19,prefix_certificate,208,True
547892,4,7,210,2,8,19,prefix_certificate,2,True
547918,5,11,2310,448,8,19,prefix_certificate,28,False
548012,5,11,2310,542,8,19,prefix_certificate,122,False
548049,,,,,8,19,no_prefix_certificate_within_max_k,159,False
548098,4,7,210,208,8,19,prefix_certificate,208,True
548102,4,7,210,2,8,19,prefix_certificate,2,True
548248,5,11,2310,778,8,19,prefix_certificate,148,False
548308,4,7,210,208,8,19,prefix_certificate,208,True
548312,4,7,210,2,8,19,prefix_certificate,2,True
548319,5,11,2310,849,8,19,prefix_certificate,9,False
548342,5,11,2310,872,8,19,prefix_certificate,32,False
548518,4,7,210,208,8,19,prefix_certificate,208,True
548522,4,7,210,2,8,19,prefix_certificate,2,True
548571,,,,,8,19,no_prefix_certificate_within_max_k,51,False
548578,5,11,2310,1108,8,19,prefix_certificate,58,False
548672,5,11,2310,1202,8,19,prefix_certificate,152,False
548686,6,13,30030,8146,8,19,prefix_certificate,166,False
548728,4,7,210,208,8,19,prefix_certificate,208,True
548732,4,7,210,2,8,19,prefix_certificate,2,True
548841,7,17,510510,38331,8,19,prefix_certificate,111,False
548908,5,11,2310,1438,8,19,prefix_certificate,178,False
548931,5,11,2310,1461,8,19,prefix_certificate,201,False
548938,4,7,210,208,8,19,prefix_certificate,208,True
548942,4,7,210,2,8,19,prefix_certificate,2,True
548961,7,17,510510,38451,8,19,prefix_certificate,21,False
548989,8,19,9699690,548989,8,19,prefix_certificate,49,False
549002,5,11,2310,1532,8,19,prefix_certificate,62,False
549051,,,,,8,19,no_prefix_certificate_within_max_k,111,False
549148,4,7,210,208,8,19,prefix_certificate,208,True
549152,4,7,210,2,8,19,prefix_certificate,2,True
549238,5,11,2310,1768,8,19,prefix_certificate,88,False
549332,5,11,2310,1862,8,19,prefix_certificate,182,False
549351,,,,,8,19,no_prefix_certificate_within_max_k,201,False
549358,4,7,210,208,8,19,prefix_certificate,208,True
549362,4,7,210,2,8,19,prefix_certificate,2,True
549418,8,19,9699690,549418,8,19,prefix_certificate,58,False
549568,4,7,210,208,8,19,prefix_certificate,208,True
549572,4,7,210,2,8,19,prefix_certificate,2,True
549579,8,19,9699690,549579,8,19,prefix_certificate,9,False
549662,5,11,2310,2192,8,19,prefix_certificate,92,False
549669,6,13,30030,9129,8,19,prefix_certificate,99,False
549778,4,7,210,208,8,19,prefix_certificate,208,True
549782,4,7,210,2,8,19,prefix_certificate,2,True
549898,5,11,2310,118,8,19,prefix_certificate,118,False
549988,4,7,210,208,8,19,prefix_certificate,208,True
549992,4,7,210,2,8,19,prefix_certificate,2,True
550112,8,19,9699690,550112,8,19,prefix_certificate,122,False
550198,4,7,210,208,8,19,prefix_certificate,208,True
550202,4,7,210,2,8,19,prefix_certificate,2,True
550228,5,11,2310,448,8,19,prefix_certificate,28,False
550322,5,11,2310,542,8,19,prefix_certificate,122,False
550408,4,7,210,208,8,19,prefix_certificate,208,True
550412,4,7,210,2,8,19,prefix_certificate,2,True
550521,6,13,30030,9981,8,19,prefix_certificate,111,False
550558,5,11,2310,778,8,19,prefix_certificate,148,False
550618,4,7,210,208,8,19,prefix_certificate,208,True
550622,4,7,210,2,8,19,prefix_certificate,2,True
550624,7,17,510510,40114,8,19,prefix_certificate,4,False
550629,5,11,2310,849,8,19,prefix_certificate,9,False
550652,5,11,2310,872,8,19,prefix_certificate,32,False
550682,,,,,8,19,no_prefix_certificate_within_max_k,62,False
550719,7,17,510510,40209,8,19,prefix_certificate,99,False
550828,4,7,210,208,8,19,prefix_certificate,208,True
550832,4,7,210,2,8,19,prefix_certificate,2,True
550888,5,11,2310,1108,8,19,prefix_certificate,58,False
550892,,,,,8,19,no_prefix_certificate_within_max_k,62,False
550911,6,13,30030,10371,8,19,prefix_certificate,81,False
550948,,,,,8,19,no_prefix_certificate_within_max_k,118,False
550982,5,11,2310,1202,8,19,prefix_certificate,152,False
551038,4,7,210,208,8,19,prefix_certificate,208,True
551042,4,7,210,2,8,19,prefix_certificate,2,True
551218,5,11,2310,1438,8,19,prefix_certificate,178,False
551241,5,11,2310,1461,8,19,prefix_certificate,201,False
551248,4,7,210,208,8,19,prefix_certificate,208,True
551252,4,7,210,2,8,19,prefix_certificate,2,True
551301,,,,,8,19,no_prefix_certificate_within_max_k,51,False
551312,5,11,2310,1532,8,19,prefix_certificate,62,False
551458,4,7,210,208,8,19,prefix_certificate,208,True
551462,4,7,210,2,8,19,prefix_certificate,2,True
551548,5,11,2310,1768,8,19,prefix_certificate,88,False
551619,6,13,30030,11079,8,19,prefix_certificate,159,False
551642,5,11,2310,1862,8,19,prefix_certificate,182,False
551668,4,7,210,208,8,19,prefix_certificate,208,True
551672,4,7,210,2,8,19,prefix_certificate,2,True
551698,,,,,8,19,no_prefix_certificate_within_max_k,28,False
551716,,,,,8,19,no_prefix_certificate_within_max_k,46,False
551762,,,,,8,19,no_prefix_certificate_within_max_k,92,False
551878,4,7,210,208,8,19,prefix_certificate,208,True
551882,4,7,210,2,8,19,prefix_certificate,2,True
551901,7,17,510510,41391,8,19,prefix_certificate,21,False
551972,5,11,2310,2192,8,19,prefix_certificate,92,False
552062,,,,,8,19,no_prefix_certificate_within_max_k,182,False
552088,4,7,210,208,8,19,prefix_certificate,208,True
552092,4,7,210,2,8,19,prefix_certificate,2,True
552130,,,,,8,19,no_prefix_certificate_within_max_k,40,False
552165,,,,,8,19,no_prefix_certificate_within_max_k,75,False
552208,5,11,2310,118,8,19,prefix_certificate,118,False
552298,4,7,210,208,8,19,prefix_certificate,208,True
552302,4,7,210,2,8,19,prefix_certificate,2,True
552385,,,,,8,19,no_prefix_certificate_within_max_k,85,False
552399,6,13,30030,11859,8,19,prefix_certificate,99,False
552411,7,17,510510,41901,8,19,prefix_certificate,111,False
552508,4,7,210,208,8,19,prefix_certificate,208,True
552512,4,7,210,2,8,19,prefix_certificate,2,True
552538,5,11,2310,448,8,19,prefix_certificate,28,False
552628,,,,,8,19,no_prefix_certificate_within_max_k,118,False
552632,5,11,2310,542,8,19,prefix_certificate,122,False
552718,4,7,210,208,8,19,prefix_certificate,208,True
552722,4,7,210,2,8,19,prefix_certificate,2,True
552838,,,,,8,19,no_prefix_certificate_within_max_k,118,False
552868,5,11,2310,778,8,19,prefix_certificate,148,False
552928,4,7,210,208,8,19,prefix_certificate,208,True
552932,4,7,210,2,8,19,prefix_certificate,2,True
552939,5,11,2310,849,8,19,prefix_certificate,9,False
552962,5,11,2310,872,8,19,prefix_certificate,32,False
553138,4,7,210,208,8,19,prefix_certificate,208,True
553142,4,7,210,2,8,19,prefix_certificate,2,True
553198,5,11,2310,1108,8,19,prefix_certificate,58,False
553202,,,,,8,19,no_prefix_certificate_within_max_k,62,False
553251,6,13,30030,12711,8,19,prefix_certificate,111,False
553269,7,17,510510,42759,8,19,prefix_certificate,129,False
553292,5,11,2310,1202,8,19,prefix_certificate,152,False
553304,8,19,9699690,553304,8,19,prefix_certificate,164,False
553348,4,7,210,208,8,19,prefix_certificate,208,True
553352,4,7,210,2,8,19,prefix_certificate,2,True
553388,,,,,8,19,no_prefix_certificate_within_max_k,38,False
553396,,,,,8,19,no_prefix_certificate_within_max_k,46,False
553498,7,17,510510,42988,8,19,prefix_certificate,148,False
553528,5,11,2310,1438,8,19,prefix_certificate,178,False
553532,,,,,8,19,no_prefix_certificate_within_max_k,182,False
553551,5,11,2310,1461,8,19,prefix_certificate,201,False
553558,4,7,210,208,8,19,prefix_certificate,208,True
553562,4,7,210,2,8,19,prefix_certificate,2,True
553622,5,11,2310,1532,8,19,prefix_certificate,62,False
553712,7,17,510510,43202,8,19,prefix_certificate,152,False
553768,4,7,210,208,8,19,prefix_certificate,208,True
553772,4,7,210,2,8,19,prefix_certificate,2,True
553797,,,,,8,19,no_prefix_certificate_within_max_k,27,False
553858,5,11,2310,1768,8,19,prefix_certificate,88,False
553881,,,,,8,19,no_prefix_certificate_within_max_k,111,False
553900,,,,,8,19,no_prefix_certificate_within_max_k,130,False
553941,8,19,9699690,553941,8,19,prefix_certificate,171,False
553952,5,11,2310,1862,8,19,prefix_certificate,182,False
553959,,,,,8,19,no_prefix_certificate_within_max_k,189,False
553978,4,7,210,208,8,19,prefix_certificate,208,True
553982,4,7,210,2,8,19,prefix_certificate,2,True
554110,,,,,8,19,no_prefix_certificate_within_max_k,130,False
554188,4,7,210,208,8,19,prefix_certificate,208,True
554192,4,7,210,2,8,19,prefix_certificate,2,True
554282,5,11,2310,2192,8,19,prefix_certificate,92,False
554289,7,17,510510,43779,8,19,prefix_certificate,99,False
554398,4,7,210,208,8,19,prefix_certificate,208,True
554402,4,7,210,2,8,19,prefix_certificate,2,True
554518,5,11,2310,118,8,19,prefix_certificate,118,False
554606,,,,,8,19,no_prefix_certificate_within_max_k,206,False
554608,4,7,210,208,8,19,prefix_certificate,208,True
