n,k_cert,p_cert,primorial_cert,residue_cert,checked_max_k,checked_max_prime,certificate_status,mod210,trivial_c4_certificate
20342,5,11,2310,1862,8,19,prefix_certificate,182,False
20368,4,7,210,208,8,19,prefix_certificate,208,True
20372,4,7,210,2,8,19,prefix_certificate,2,True
20458,8,19,9699690,20458,8,19,prefix_certificate,88,False
20481,7,17,510510,20481,8,19,prefix_certificate,111,False
20578,4,7,210,208,8,19,prefix_certificate,208,True
20582,4,7,210,2,8,19,prefix_certificate,2,True
20672,5,11,2310,2192,8,19,prefix_certificate,92,False
20788,4,7,210,208,8,19,prefix_certificate,208,True
20792,4,7,210,2,8,19,prefix_certificate,2,True
20901,6,13,30030,20901,8,19,prefix_certificate,111,False
20908,5,11,2310,118,8,19,prefix_certificate,118,False
20931,,,,,8,19,no_prefix_certificate_within_max_k,141,False
20991,,,,,8,19,no_prefix_certificate_within_max_k,201,False
20998,4,7,210,208,8,19,prefix_certificate,208,True
21002,4,7,210,2,8,19,prefix_certificate,2,True
21208,4,7,210,208,8,19,prefix_certificate,208,True
21212,4,7,210,2,8,19,prefix_certificate,2,True
21219,7,17,510510,21219,8,19,prefix_certificate,9,False
21238,5,11,2310,448,8,19,prefix_certificate,28,False
21332,5,11,2310,542,8,19,prefix_certificate,122,False
21418,4,7,210,208,8,19,prefix_certificate,208,True
21422,4,7,210,2,8,19,prefix_certificate,2,True
21568,5,11,2310,778,8,19,prefix_certificate,148,False
21581,8,19,9699690,21581,8,19,prefix_certificate,161,False
21584,,,,,8,19,no_prefix_certificate_within_max_k,164,False
21591,,,,,8,19,no_prefix_certificate_within_max_k,171,False
21598,,,,,8,19,no_prefix_certificate_within_max_k,178,False
21621,,,,,8,19,no_prefix_certificate_within_max_k,201,False
21628,4,7,210,208,8,19,prefix_certificate,208,True
21632,4,7,210,2,8,19,prefix_certificate,2,True
21634,,,,,8,19,no_prefix_certificate_within_max_k,4,False
21639,5,11,2310,849,8,19,prefix_certificate,9,False
21662,5,11,2310,872,8,19,prefix_certificate,32,False
21838,4,7,210,208,8,19,prefix_certificate,208,True
21842,4,7,210,2,8,19,prefix_certificate,2,True
21844,,,,,8,19,no_prefix_certificate_within_max_k,4,False
21884,6,13,30030,21884,8,19,prefix_certificate,44,False
21898,5,11,2310,1108,8,19,prefix_certificate,58,False
21992,5,11,2310,1202,8,19,prefix_certificate,152,False
22048,4,7,210,208,8,19,prefix_certificate,208,True
22052,4,7,210,2,8,19,prefix_certificate,2,True
22078,,,,,8,19,no_prefix_certificate_within_max_k,28,False
22228,5,11,2310,1438,8,19,prefix_certificate,178,False
22251,5,11,2310,1461,8,19,prefix_certificate,201,False
22258,4,7,210,208,8,19,prefix_certificate,208,True
22262,4,7,210,2,8,19,prefix_certificate,2,True
22292,8,19,9699690,22292,8,19,prefix_certificate,32,False
22322,5,11,2310,1532,8,19,prefix_certificate,62,False
22359,7,17,510510,22359,8,19,prefix_certificate,99,False
22468,4,7,210,208,8,19,prefix_certificate,208,True
22472,4,7,210,2,8,19,prefix_certificate,2,True
22558,5,11,2310,1768,8,19,prefix_certificate,88,False
22581,,,,,8,19,no_prefix_certificate_within_max_k,111,False
22652,5,11,2310,1862,8,19,prefix_certificate,182,False
22676,,,,,8,19,no_prefix_certificate_within_max_k,206,False
22678,4,7,210,208,8,19,prefix_certificate,208,True
22682,4,7,210,2,8,19,prefix_certificate,2,True
22718,,,,,8,19,no_prefix_certificate_within_max_k,38,False
22779,6,13,30030,22779,8,19,prefix_certificate,99,False
22835,8,19,9699690,22835,8,19,prefix_certificate,155,False
22888,4,7,210,208,8,19,prefix_certificate,208,True
22892,4,7,210,2,8,19,prefix_certificate,2,True
22948,,,,,8,19,no_prefix_certificate_within_max_k,58,False
22982,5,11,2310,2192,8,19,prefix_certificate,92,False
23098,4,7,210,208,8,19,prefix_certificate,208,True
23102,4,7,210,2,8,19,prefix_certificate,2,True
23218,5,11,2310,118,8,19,prefix_certificate,118,False
23241,6,13,30030,23241,8,19,prefix_certificate,141,False
23308,4,7,210,208,8,19,prefix_certificate,208,True
23312,4,7,210,2,8,19,prefix_certificate,2,True
23432,,,,,8,19,no_prefix_certificate_within_max_k,122,False
23518,4,7,210,208,8,19,prefix_certificate,208,True
23522,4,7,210,2,8,19,prefix_certificate,2,True
23548,5,11,2310,448,8,19,prefix_certificate,28,False
23631,6,13,30030,23631,8,19,prefix_certificate,111,False
23642,5,11,2310,542,8,19,prefix_certificate,122,False
23728,4,7,210,208,8,19,prefix_certificate,208,True
23732,4,7,210,2,8,19,prefix_certificate,2,True
23734,6,13,30030,23734,8,19,prefix_certificate,4,False
23878,5,11,2310,778,8,19,prefix_certificate,148,False
23938,4,7,210,208,8,19,prefix_certificate,208,True
23942,4,7,210,2,8,19,prefix_certificate,2,True
23949,5,11,2310,849,8,19,prefix_certificate,9,False
23972,5,11,2310,872,8,19,prefix_certificate,32,False
24002,8,19,9699690,24002,8,19,prefix_certificate,62,False
24051,7,17,510510,24051,8,19,prefix_certificate,111,False
24148,4,7,210,208,8,19,prefix_certificate,208,True
24152,4,7,210,2,8,19,prefix_certificate,2,True
24208,5,11,2310,1108,8,19,prefix_certificate,58,False
24249,,,,,8,19,no_prefix_certificate_within_max_k,99,False
24302,5,11,2310,1202,8,19,prefix_certificate,152,False
24358,4,7,210,208,8,19,prefix_certificate,208,True
24362,4,7,210,2,8,19,prefix_certificate,2,True
24392,,,,,8,19,no_prefix_certificate_within_max_k,32,False
24477,,,,,8,19,no_prefix_certificate_within_max_k,117,False
24538,5,11,2310,1438,8,19,prefix_certificate,178,False
24561,5,11,2310,1461,8,19,prefix_certificate,201,False
24568,4,7,210,208,8,19,prefix_certificate,208,True
24572,4,7,210,2,8,19,prefix_certificate,2,True
24628,,,,,8,19,no_prefix_certificate_within_max_k,58,False
24632,5,11,2310,1532,8,19,prefix_certificate,62,False
24729,,,,,8,19,no_prefix_certificate_within_max_k,159,False
24778,4,7,210,208,8,19,prefix_certificate,208,True
24782,4,7,210,2,8,19,prefix_certificate,2,True
24868,5,11,2310,1768,8,19,prefix_certificate,88,False
24962,5,11,2310,1862,8,19,prefix_certificate,182,False
24988,4,7,210,208,8,19,prefix_certificate,208,True
24992,4,7,210,2,8,19,prefix_certificate,2,True
25018,,,,,8,19,no_prefix_certificate_within_max_k,28,False
25191,7,17,510510,25191,8,19,prefix_certificate,201,False
25198,4,7,210,208,8,19,prefix_certificate,208,True
25202,4,7,210,2,8,19,prefix_certificate,2,True
25292,5,11,2310,2192,8,19,prefix_certificate,92,False
25352,,,,,8,19,no_prefix_certificate_within_max_k,152,False
25408,4,7,210,208,8,19,prefix_certificate,208,True
25412,4,7,210,2,8,19,prefix_certificate,2,True
25509,6,13,30030,25509,8,19,prefix_certificate,99,False
25528,5,11,2310,118,8,19,prefix_certificate,118,False
25618,4,7,210,208,8,19,prefix_certificate,208,True
25622,4,7,210,2,8,19,prefix_certificate,2,True
25828,4,7,210,208,8,19,prefix_certificate,208,True
25832,4,7,210,2,8,19,prefix_certificate,2,True
25834,8,19,9699690,25834,8,19,prefix_certificate,4,False
25858,5,11,2310,448,8,19,prefix_certificate,28,False
25862,,,,,8,19,no_prefix_certificate_within_max_k,32,False
25918,,,,,8,19,no_prefix_certificate_within_max_k,88,False
25929,7,17,510510,25929,8,19,prefix_certificate,99,False
25952,5,11,2310,542,8,19,prefix_certificate,122,False
26038,4,7,210,208,8,19,prefix_certificate,208,True
26042,4,7,210,2,8,19,prefix_certificate,2,True
26151,,,,,8,19,no_prefix_certificate_within_max_k,111,False
26158,8,19,9699690,26158,8,19,prefix_certificate,118,False
26164,6,13,30030,26164,8,19,prefix_certificate,124,False
26188,5,11,2310,778,8,19,prefix_certificate,148,False
26248,4,7,210,208,8,19,prefix_certificate,208,True
26252,4,7,210,2,8,19,prefix_certificate,2,True
26259,5,11,2310,849,8,19,prefix_certificate,9,False
26282,5,11,2310,872,8,19,prefix_certificate,32,False
26361,6,13,30030,26361,8,19,prefix_certificate,111,False
26458,4,7,210,208,8,19,prefix_certificate,208,True
26462,4,7,210,2,8,19,prefix_certificate,2,True
26518,5,11,2310,1108,8,19,prefix_certificate,58,False
26612,5,11,2310,1202,8,19,prefix_certificate,152,False
26668,4,7,210,208,8,19,prefix_certificate,208,True
26672,4,7,210,2,8,19,prefix_certificate,2,True
26679,,,,,8,19,no_prefix_certificate_within_max_k,9,False
26732,,,,,8,19,no_prefix_certificate_within_max_k,62,False
26788,,,,,8,19,no_prefix_certificate_within_max_k,118,False
26848,5,11,2310,1438,8,19,prefix_certificate,178,False
26871,5,11,2310,1461,8,19,prefix_certificate,201,False
26878,4,7,210,208,8,19,prefix_certificate,208,True
26882,4,7,210,2,8,19,prefix_certificate,2,True
26919,,,,,8,19,no_prefix_certificate_within_max_k,39,False
26942,5,11,2310,1532,8,19,prefix_certificate,62,False
27086,7,17,510510,27086,8,19,prefix_certificate,206,False
27088,4,7,210,208,8,19,prefix_certificate,208,True
27092,4,7,210,2,8,19,prefix_certificate,2,True
27152,,,,,8,19,no_prefix_certificate_within_max_k,62,False
27178,5,11,2310,1768,8,19,prefix_certificate,88,False
27272,5,11,2310,1862,8,19,prefix_certificate,182,False
27298,4,7,210,208,8,19,prefix_certificate,208,True
27302,4,7,210,2,8,19,prefix_certificate,2,True
27508,4,7,210,208,8,19,prefix_certificate,208,True
27512,4,7,210,2,8,19,prefix_certificate,2,True
27531,6,13,30030,27531,8,19,prefix_certificate,21,False
27602,5,11,2310,2192,8,19,prefix_certificate,92,False
27621,7,17,510510,27621,8,19,prefix_certificate,111,False
27718,4,7,210,208,8,19,prefix_certificate,208,True
27722,4,7,210,2,8,19,prefix_certificate,2,True
27838,5,11,2310,118,8,19,prefix_certificate,118,False
27849,7,17,510510,27849,8,19,prefix_certificate,129,False
27868,8,19,9699690,27868,8,19,prefix_certificate,148,False
27890,6,13,30030,27890,8,19,prefix_certificate,170,False
27892,,,,,8,19,no_prefix_certificate_within_max_k,172,False
27928,4,7,210,208,8,19,prefix_certificate,208,True
27932,4,7,210,2,8,19,prefix_certificate,2,True
28138,4,7,210,208,8,19,prefix_certificate,208,True
28142,4,7,210,2,8,19,prefix_certificate,2,True
28168,5,11,2310,448,8,19,prefix_certificate,28,False
28198,,,,,8,19,no_prefix_certificate_within_max_k,58,False
28239,6,13,30030,28239,8,19,prefix_certificate,99,False
28262,5,11,2310,542,8,19,prefix_certificate,122,False
28292,,,,,8,19,no_prefix_certificate_within_max_k,152,False
28348,4,7,210,208,8,19,prefix_certificate,208,True
28352,4,7,210,2,8,19,prefix_certificate,2,True
28498,5,11,2310,778,8,19,prefix_certificate,148,False
28558,4,7,210,208,8,19,prefix_certificate,208,True
28562,4,7,210,2,8,19,prefix_certificate,2,True
28569,5,11,2310,849,8,19,prefix_certificate,9,False
28592,5,11,2310,872,8,19,prefix_certificate,32,False
28682,,,,,8,19,no_prefix_certificate_within_max_k,122,False
28761,,,,,8,19,no_prefix_certificate_within_max_k,201,False
28768,4,7,210,208,8,19,prefix_certificate,208,True
28772,4,7,210,2,8,19,prefix_certificate,2,True
28828,5,11,2310,1108,8,19,prefix_certificate,58,False
28922,5,11,2310,1202,8,19,prefix_certificate,152,False
28978,4,7,210,208,8,19,prefix_certificate,208,True
28982,4,7,210,2,8,19,prefix_certificate,2,True
29008,,,,,8,19,no_prefix_certificate_within_max_k,28,False
29091,6,13,30030,29091,8,19,prefix_certificate,111,False
29158,5,11,2310,1438,8,19,prefix_certificate,178,False
29181,5,11,2310,1461,8,19,prefix_certificate,201,False
29188,4,7,210,208,8,19,prefix_certificate,208,True
29192,4,7,210,2,8,19,prefix_certificate,2,True
29239,8,19,9699690,29239,8,19,prefix_certificate,49,False
29252,5,11,2310,1532,8,19,prefix_certificate,62,False
29398,4,7,210,208,8,19,prefix_certificate,208,True
29402,4,7,210,2,8,19,prefix_certificate,2,True
29488,5,11,2310,1768,8,19,prefix_certificate,88,False
29499,7,17,510510,29499,8,19,prefix_certificate,99,False
29582,5,11,2310,1862,8,19,prefix_certificate,182,False
29608,4,7,210,208,8,19,prefix_certificate,208,True
29612,4,7,210,2,8,19,prefix_certificate,2,True
29728,7,17,510510,29728,8,19,prefix_certificate,118,False
29818,4,7,210,208,8,19,prefix_certificate,208,True
29822,4,7,210,2,8,19,prefix_certificate,2,True
29912,5,11,2310,2192,8,19,prefix_certificate,92,False
29942,7,17,510510,29942,8,19,prefix_certificate,122,False
30028,4,7,210,208,8,19,prefix_certificate,208,True
30032,4,7,210,2,8,19,prefix_certificate,2,True
30034,,,,,8,19,no_prefix_certificate_within_max_k,4,False
30148,5,11,2310,118,8,19,prefix_certificate,118,False
30171,7,17,510510,30171,8,19,prefix_certificate,141,False
30238,4,7,210,208,8,19,prefix_certificate,208,True
30242,4,7,210,2,8,19,prefix_certificate,2,True
30320,,,,,8,19,no_prefix_certificate_within_max_k,80,False
30448,4,7,210,208,8,19,prefix_certificate,208,True
30452,4,7,210,2,8,19,prefix_certificate,2,True
30478,5,11,2310,448,8,19,prefix_certificate,28,False
30501,,,,,8,19,no_prefix_certificate_within_max_k,51,False
30549,,,,,8,19,no_prefix_certificate_within_max_k,99,False
30572,5,11,2310,542,8,19,prefix_certificate,122,False
30658,4,7,210,208,8,19,prefix_certificate,208,True
30662,4,7,210,2,8,19,prefix_certificate,2,True
30759,,,,,8,19,no_prefix_certificate_within_max_k,99,False
30808,5,11,2310,778,8,19,prefix_certificate,148,False
30832,8,19,9699690,30832,8,19,prefix_certificate,172,False
30866,,,,,8,19,no_prefix_certificate_within_max_k,206,False
30868,4,7,210,208,8,19,prefix_certificate,208,True
30872,4,7,210,2,8,19,prefix_certificate,2,True
30879,5,11,2310,849,8,19,prefix_certificate,9,False
30902,5,11,2310,872,8,19,prefix_certificate,32,False
30969,6,13,30030,939,8,19,prefix_certificate,99,False
31078,4,7,210,208,8,19,prefix_certificate,208,True
31082,4,7,210,2,8,19,prefix_certificate,2,True
31138,5,11,2310,1108,8,19,prefix_certificate,58,False
31191,7,17,510510,31191,8,19,prefix_certificate,111,False
31232,5,11,2310,1202,8,19,prefix_certificate,152,False
31288,4,7,210,208,8,19,prefix_certificate,208,True
31292,4,7,210,2,8,19,prefix_certificate,2,True
31412,8,19,9699690,31412,8,19,prefix_certificate,122,False
31468,5,11,2310,1438,8,19,prefix_certificate,178,False
31491,5,11,2310,1461,8,19,prefix_certificate,201,False
31498,4,7,210,208,8,19,prefix_certificate,208,True
31502,4,7,210,2,8,19,prefix_certificate,2,True
31539,7,17,510510,31539,8,19,prefix_certificate,39,False
31562,5,11,2310,1532,8,19,prefix_certificate,62,False
31611,,,,,8,19,no_prefix_certificate_within_max_k,111,False
31706,,,,,8,19,no_prefix_certificate_within_max_k,206,False
31708,4,7,210,208,8,19,prefix_certificate,208,True
31712,4,7,210,2,8,19,prefix_certificate,2,True
31798,5,11,2310,1768,8,19,prefix_certificate,88,False
31821,6,13,30030,1791,8,19,prefix_certificate,111,False
31858,,,,,8,19,no_prefix_certificate_within_max_k,148,False
31892,5,11,2310,1862,8,19,prefix_certificate,182,False
31905,,,,,8,19,no_prefix_certificate_within_max_k,195,False
31918,4,7,210,208,8,19,prefix_certificate,208,True
31922,4,7,210,2,8,19,prefix_certificate,2,True
31929,,,,,8,19,no_prefix_certificate_within_max_k,9,False
31982,8,19,9699690,31982,8,19,prefix_certificate,62,False
32128,4,7,210,208,8,19,prefix_certificate,208,True
32132,4,7,210,2,8,19,prefix_certificate,2,True
32170,6,13,30030,2140,8,19,prefix_certificate,40,False
32222,5,11,2310,2192,8,19,prefix_certificate,92,False
32241,,,,,8,19,no_prefix_certificate_within_max_k,111,False
32260,,,,,8,19,no_prefix_certificate_within_max_k,130,False
32338,4,7,210,208,8,19,prefix_certificate,208,True
32342,4,7,210,2,8,19,prefix_certificate,2,True
32458,5,11,2310,118,8,19,prefix_certificate,118,False
32470,,,,,8,19,no_prefix_certificate_within_max_k,130,False
32481,,,,,8,19,no_prefix_certificate_within_max_k,141,False
32529,6,13,30030,2499,8,19,prefix_certificate,189,False
32548,4,7,210,208,8,19,prefix_certificate,208,True
32552,4,7,210,2,8,19,prefix_certificate,2,True
32758,4,7,210,208,8,19,prefix_certificate,208,True
32762,4,7,210,2,8,19,prefix_certificate,2,True
32788,5,11,2310,448,8,19,prefix_certificate,28,False
32882,5,11,2310,542,8,19,prefix_certificate,122,False
32968,4,7,210,208,8,19,prefix_certificate,208,True
32972,4,7,210,2,8,19,prefix_certificate,2,True
32974,,,,,8,19,no_prefix_certificate_within_max_k,4,False
32998,,,,,8,19,no_prefix_certificate_within_max_k,28,False
33069,7,17,510510,33069,8,19,prefix_certificate,99,False
33118,5,11,2310,778,8,19,prefix_certificate,148,False
33178,4,7,210,208,8,19,prefix_certificate,208,True
33182,4,7,210,2,8,19,prefix_certificate,2,True
33189,5,11,2310,849,8,19,prefix_certificate,9,False
33212,5,11,2310,872,8,19,prefix_certificate,32,False
33298,,,,,8,19,no_prefix_certificate_within_max_k,118,False
33381,,,,,8,19,no_prefix_certificate_within_max_k,201,False
33388,4,7,210,208,8,19,prefix_certificate,208,True
33392,4,7,210,2,8,19,prefix_certificate,2,True
33448,5,11,2310,1108,8,19,prefix_certificate,58,False
33542,5,11,2310,1202,8,19,prefix_certificate,152,False
33598,4,7,210,208,8,19,prefix_certificate,208,True
33602,4,7,210,2,8,19,prefix_certificate,2,True
33632,,,,,8,19,no_prefix_certificate_within_max_k,32,False
33699,6,13,30030,3669,8,19,prefix_certificate,99,False
33778,5,11,2310,1438,8,19,prefix_certificate,178,False
33801,5,11,2310,1461,8,19,prefix_certificate,201,False
33808,4,7,210,208,8,19,prefix_certificate,208,True
33812,4,7,210,2,8,19,prefix_certificate,2,True
33872,5,11,2310,1532,8,19,prefix_certificate,62,False
33896,6,13,30030,3866,8,19,prefix_certificate,86,False
33921,,,,,8,19,no_prefix_certificate_within_max_k,111,False
34016,8,19,9699690,34016,8,19,prefix_certificate,206,False
34018,4,7,210,208,8,19,prefix_certificate,208,True
34022,4,7,210,2,8,19,prefix_certificate,2,True
34089,,,,,8,19,no_prefix_certificate_within_max_k,69,False
34108,5,11,2310,1768,8,19,prefix_certificate,88,False
34202,5,11,2310,1862,8,19,prefix_certificate,182,False
34228,4,7,210,208,8,19,prefix_certificate,208,True
34232,4,7,210,2,8,19,prefix_certificate,2,True
34438,4,7,210,208,8,19,prefix_certificate,208,True
34442,4,7,210,2,8,19,prefix_certificate,2,True
34479,7,17,510510,34479,8,19,prefix_certificate,39,False
34509,,,,,8,19,no_prefix_certificate_within_max_k,69,False
34532,5,11,2310,2192,8,19,prefix_certificate,92,False
34551,6,13,30030,4521,8,19,prefix_certificate,111,False
34618,,,,,8,19,no_prefix_certificate_within_max_k,178,False
34622,,,,,8,19,no_prefix_certificate_within_max_k,182,False
34648,4,7,210,208,8,19,prefix_certificate,208,True
34652,4,7,210,2,8,19,prefix_certificate,2,True
34730,,,,,8,19,no_prefix_certificate_within_max_k,80,False
34761,7,17,510510,34761,8,19,prefix_certificate,111,False
34768,5,11,2310,118,8,19,prefix_certificate,118,False
34858,4,7,210,208,8,19,prefix_certificate,208,True
34862,4,7,210,2,8,19,prefix_certificate,2,True
35068,4,7,210,208,8,19,prefix_certificate,208,True
35072,4,7,210,2,8,19,prefix_certificate,2,True
35098,5,11,2310,448,8,19,prefix_certificate,28,False
35121,,,,,8,19,no_prefix_certificate_within_max_k,51,False
35192,5,11,2310,542,8,19,prefix_certificate,122,False
35241,8,19,9699690,35241,8,19,prefix_certificate,171,False
35278,4,7,210,208,8,19,prefix_certificate,208,True
35282,4,7,210,2,8,19,prefix_certificate,2,True
35284,,,,,8,19,no_prefix_certificate_within_max_k,4,False
35379,,,,,8,19,no_prefix_certificate_within_max_k,99,False
35402,,,,,8,19,no_prefix_certificate_within_max_k,122,False
35428,5,11,2310,778,8,19,prefix_certificate,148,False
35488,4,7,210,208,8,19,prefix_certificate,208,True
35492,4,7,210,2,8,19,prefix_certificate,2,True
35499,5,11,2310,849,8,19,prefix_certificate,9,False
35522,5,11,2310,872,8,19,prefix_certificate,32,False
35698,4,7,210,208,8,19,prefix_certificate,208,True
35702,4,7,210,2,8,19,prefix_certificate,2,True
35758,5,11,2310,1108,8,19,prefix_certificate,58,False
35781,7,17,510510,35781,8,19,prefix_certificate,81,False
35848,8,19,9699690,35848,8,19,prefix_certificate,148,False
35852,5,11,2310,1202,8,19,prefix_certificate,152,False
35908,4,7,210,208,8,19,prefix_certificate,208,True
35912,4,7,210,2,8,19,prefix_certificate,2,True
36058,,,,,8,19,no_prefix_certificate_within_max_k,148,False
