seed_n,control_role,metric,complete_n,control_n,complete_value,control_value,delta_complete_minus_control
4172,local_mod6_control,residual_gap_count,4172,4166,130.0,111.0,19.0
4172,local_mod6_control,residual_uncovered_measure,4172,4166,0.22585007429025922,0.21909649720471566,0.006753577085543555
4172,band_mod6_control,residual_top_gap_share,4172,4214,0.03876061502211847,0.05225974006238104,-0.013499125040262565
4172,band_mod6_control,residual_gap_max,4172,4214,0.008754087782281594,0.010465858328015387,-0.0017117705457337928
4172,band_mod6_control,residual_gap_p90,4172,4214,0.003947143185496826,0.004223943546728504,-0.00027680036123167717
4172,band_mod6_control,residual_gap_entropy,4172,4214,0.9124431924517524,0.9158118228148345,-0.0033686303630821035
4172,band_mod6_control,residual_gap_count,4172,4214,130.0,111.0,19.0
4172,band_mod6_control,residual_uncovered_measure,4172,4214,0.22585007429025922,0.2002661765160442,0.02558389777421502
4172,band_ordinary_control,residual_top_gap_share,4172,4216,0.03876061502211847,0.030633858876144438,0.008126756145974034
4172,band_ordinary_control,residual_gap_max,4172,4216,0.008754087782281594,0.006979204339088607,0.0017748834431929872
4172,band_ordinary_control,residual_gap_p90,4172,4216,0.003947143185496826,0.003924366749910813,2.2776435586013832e-05
4172,band_ordinary_control,residual_gap_entropy,4172,4216,0.9124431924517524,0.9309210478216802,-0.018477855369927743
4172,band_ordinary_control,residual_gap_count,4172,4216,130.0,134.0,-4.0
4172,band_ordinary_control,residual_uncovered_measure,4172,4216,0.22585007429025922,0.2278264833466193,-0.0019764090563600956
4198,local_mod6_control,residual_top_gap_share,4198,4192,0.033134173170925325,0.05104309003433931,-0.017908916863413983
4198,local_mod6_control,residual_gap_max,4198,4192,0.00736470881069573,0.007980598549588547,-0.0006158897388928164
4198,local_mod6_control,residual_gap_p90,4198,4192,0.0034483526359523897,0.003590468267795105,-0.00014211563184271525
4198,local_mod6_control,residual_gap_entropy,4198,4192,0.9157336061281227,0.9276587355977592,-0.01192512946963653
4198,local_mod6_control,residual_gap_count,4198,4192,149.0,84.0,65.0
4198,local_mod6_control,residual_uncovered_measure,4198,4192,0.22226927989735193,0.1563502237858168,0.06591905611153512
4198,band_mod6_control,residual_top_gap_share,4198,4216,0.033134173170925325,0.030633858876144438,0.002500314294780887
4198,band_mod6_control,residual_gap_max,4198,4216,0.00736470881069573,0.006979204339088607,0.0003855044716071232
4198,band_mod6_control,residual_gap_p90,4198,4216,0.0034483526359523897,0.003924366749910813,-0.00047601411395842286
4198,band_mod6_control,residual_gap_entropy,4198,4216,0.9157336061281227,0.9309210478216802,-0.015187441693557457
4198,band_mod6_control,residual_gap_count,4198,4216,149.0,134.0,15.0
4198,band_mod6_control,residual_uncovered_measure,4198,4216,0.22226927989735193,0.2278264833466193,-0.005557203449267384
4198,band_ordinary_control,residual_top_gap_share,4198,4217,0.033134173170925325,0.03092361941616624,0.0022105537547590856
4198,band_ordinary_control,residual_gap_max,4198,4217,0.00736470881069573,0.009600248895341723,-0.0022355400846459927
4198,band_ordinary_control,residual_gap_p90,4198,4217,0.0034483526359523897,0.0035365207977606783,-8.816816180828857e-05
4198,band_ordinary_control,residual_gap_entropy,4198,4217,0.9157336061281227,0.926413234326215,-0.010679628198092317
4198,band_ordinary_control,residual_gap_count,4198,4217,149.0,190.0,-41.0
4198,band_ordinary_control,residual_uncovered_measure,4198,4217,0.22226927989735193,0.31045036372174817,-0.08818108382439624
4202,local_mod6_control,residual_top_gap_share,4202,4196,0.0479208844505384,0.0336210348121752,0.014299849638363199
