n,checked_max_k,checked_max_prime,residue_modulus,residue,mod210,mod2310,nearest_covered_residue,nearest_covered_source_k,nearest_covered_source_prime,circular_residue_distance,normalized_residue_distance
574948,8,19,9699690,574948,178,2068,574978,4,7,30,3.092882349848294e-06
575012,8,19,9699690,575012,32,2132,574982,4,7,30,3.092882349848294e-06
575181,8,19,9699690,575181,201,2301,575188,4,7,7,7.216725482979353e-07
575194,8,19,9699690,575194,4,4,575192,4,7,2,2.0619215665655295e-07
575614,8,19,9699690,575614,4,424,575612,4,7,2,2.0619215665655295e-07
575661,8,19,9699690,575661,51,471,575638,5,11,23,2.371209801550359e-06
575991,8,19,9699690,575991,171,801,575968,5,11,23,2.371209801550359e-06
576261,8,19,9699690,576261,21,1071,576242,4,7,19,1.958825488237253e-06
576729,8,19,9699690,576729,69,1539,576722,5,11,7,7.216725482979353e-07
576771,8,19,9699690,576771,111,1581,576722,5,11,49,5.051707838085547e-06
577172,8,19,9699690,577172,92,1982,577208,8,19,36,3.711458819817953e-06
577311,8,19,9699690,577311,21,2121,577292,4,7,19,1.958825488237253e-06
577431,8,19,9699690,577431,141,2241,577401,7,17,30,3.092882349848294e-06
577672,8,19,9699690,577672,172,172,577708,4,7,36,3.711458819817953e-06
577802,8,19,9699690,577802,92,302,577821,6,13,19,1.958825488237253e-06
578504,8,19,9699690,578504,164,1004,578488,8,19,16,1.6495372532524236e-06
578631,8,19,9699690,578631,81,1131,578608,5,11,23,2.371209801550359e-06
578966,8,19,9699690,578966,206,1466,578968,4,7,2,2.0619215665655295e-07
579212,8,19,9699690,579212,32,1712,579182,4,7,30,3.092882349848294e-06
579238,8,19,9699690,579238,58,1738,579268,5,11,30,3.092882349848294e-06
579730,8,19,9699690,579730,130,2230,579752,8,19,22,2.2681137232220826e-06
579814,8,19,9699690,579814,4,4,579812,4,7,2,2.0619215665655295e-07
580112,8,19,9699690,580112,92,302,580022,4,7,90,9.278647049544883e-06
580142,8,19,9699690,580142,122,332,580228,4,7,86,8.866262736231776e-06
580498,8,19,9699690,580498,58,688,580551,6,13,53,5.464092151398653e-06
580869,8,19,9699690,580869,9,1059,580862,4,7,7,7.216725482979353e-07
581181,8,19,9699690,581181,111,1371,581248,5,11,67,6.907437247994524e-06
581709,8,19,9699690,581709,9,1899,581702,4,7,7,7.216725482979353e-07
581979,8,19,9699690,581979,69,2169,582002,5,11,23,2.371209801550359e-06
582602,8,19,9699690,582602,62,482,582568,5,11,34,3.5052666631614e-06
582872,8,19,9699690,582872,122,752,582849,7,17,23,2.371209801550359e-06
583011,8,19,9699690,583011,51,891,583004,8,19,7,7.216725482979353e-07
583437,8,19,9699690,583437,57,1317,583382,4,7,55,5.670284308055206e-06
584061,8,19,9699690,584061,51,1941,584012,4,7,49,5.051707838085547e-06
584361,8,19,9699690,584361,141,2241,584312,5,11,49,5.051707838085547e-06
584608,8,19,9699690,584608,178,178,584636,8,19,28,2.8866901931917413e-06
584822,8,19,9699690,584822,182,392,584848,4,7,26,2.680498036535188e-06
584882,8,19,9699690,584882,32,452,584878,5,11,4,4.123843133131059e-07
585022,8,19,9699690,585022,172,592,585058,4,7,36,3.711458819817953e-06
585056,8,19,9699690,585056,206,626,585058,4,7,2,2.0619215665655295e-07
585212,8,19,9699690,585212,152,782,585208,5,11,4,4.123843133131059e-07
585434,8,19,9699690,585434,164,1004,585478,4,7,44,4.536227446444165e-06
585856,8,19,9699690,585856,166,1426,585868,5,11,12,1.2371529399393177e-06
585986,8,19,9699690,585986,86,1556,585962,5,11,24,2.4743058798786353e-06
586324,8,19,9699690,586324,4,1894,586322,4,7,2,2.0619215665655295e-07
586431,8,19,9699690,586431,111,2001,586419,7,17,12,1.2371529399393177e-06
586660,8,19,9699690,586660,130,2230,586648,7,17,12,1.2371529399393177e-06
587038,8,19,9699690,587038,88,298,586952,4,7,86,8.866262736231776e-06
587068,8,19,9699690,587068,118,328,587158,4,7,90,9.278647049544883e-06
587199,8,19,9699690,587199,39,459,587188,5,11,11,1.1340568616110413e-06
587752,8,19,9699690,587752,172,1012,587788,4,7,36,3.711458819817953e-06
588166,8,19,9699690,588166,166,1426,588178,5,11,12,1.2371529399393177e-06
588298,8,19,9699690,588298,88,1558,588272,5,11,26,2.680498036535188e-06
588302,8,19,9699690,588302,92,1562,588272,5,11,30,3.092882349848294e-06
588309,8,19,9699690,588309,99,1569,588272,5,11,37,3.8145548981462296e-06
588392,8,19,9699690,588392,182,1652,588418,4,7,26,2.680498036535188e-06
588416,8,19,9699690,588416,206,1676,588418,4,7,2,2.0619215665655295e-07
588424,8,19,9699690,588424,4,1684,588422,4,7,2,2.0619215665655295e-07
588748,8,19,9699690,588748,118,2008,588741,6,13,7,7.216725482979353e-07
589251,8,19,9699690,589251,201,201,589258,4,7,7,7.216725482979353e-07
589412,8,19,9699690,589412,152,362,589468,4,7,56,5.773380386383483e-06
589442,8,19,9699690,589442,182,392,589468,4,7,26,2.680498036535188e-06
589648,8,19,9699690,589648,178,598,589678,4,7,30,3.092882349848294e-06
589839,8,19,9699690,589839,159,789,589828,5,11,11,1.1340568616110413e-06
589851,8,19,9699690,589851,171,801,589828,5,11,23,2.371209801550359e-06
590255,8,19,9699690,590255,155,1205,590252,5,11,3,3.092882349848294e-07
590548,8,19,9699690,590548,28,1498,590522,4,7,26,2.680498036535188e-06
590829,8,19,9699690,590829,99,1779,590818,5,11,11,1.1340568616110413e-06
591272,8,19,9699690,591272,122,2222,591242,5,11,30,3.092882349848294e-06
591549,8,19,9699690,591549,189,189,591568,4,7,19,1.958825488237253e-06
591842,8,19,9699690,591842,62,482,591808,5,11,34,3.5052666631614e-06
592521,8,19,9699690,592521,111,1161,592539,7,17,18,1.8557294099089764e-06
592588,8,19,9699690,592588,178,1228,592562,5,11,26,2.680498036535188e-06
592862,8,19,9699690,592862,32,1502,592832,4,7,30,3.092882349848294e-06
592869,8,19,9699690,592869,39,1509,592892,5,11,23,2.371209801550359e-06
592916,8,19,9699690,592916,86,1556,592892,5,11,24,2.4743058798786353e-06
593246,8,19,9699690,593246,206,1886,593248,4,7,2,2.0619215665655295e-07
593405,8,19,9699690,593405,155,2045,593458,4,7,53,5.464092151398653e-06
593841,8,19,9699690,593841,171,171,593811,6,13,30,3.092882349848294e-06
594808,8,19,9699690,594808,88,1138,594778,5,11,30,3.092882349848294e-06
594969,8,19,9699690,594969,39,1299,594932,4,7,37,3.8145548981462296e-06
595022,8,19,9699690,595022,92,1352,595108,5,11,86,8.866262736231776e-06
595922,8,19,9699690,595922,152,2252,595978,4,7,56,5.773380386383483e-06
595989,8,19,9699690,595989,9,9,595982,4,7,7,7.216725482979353e-07
596235,8,19,9699690,596235,45,255,596192,4,7,43,4.433131368115888e-06
596282,8,19,9699690,596282,92,302,596192,4,7,90,9.278647049544883e-06
596338,8,19,9699690,596338,148,358,596398,4,7,60,6.185764699696588e-06
596404,8,19,9699690,596404,4,424,596402,4,7,2,2.0619215665655295e-07
596606,8,19,9699690,596606,206,626,596608,4,7,2,2.0619215665655295e-07
596614,8,19,9699690,596614,4,634,596612,4,7,2,2.0619215665655295e-07
596728,8,19,9699690,596728,118,748,596734,6,13,6,6.185764699696588e-07
597358,8,19,9699690,597358,118,1378,597418,5,11,60,6.185764699696588e-06
597782,8,19,9699690,597782,122,1802,597748,5,11,34,3.5052666631614e-06
598761,8,19,9699690,598761,51,471,598738,5,11,23,2.371209801550359e-06
599019,8,19,9699690,599019,99,729,599068,5,11,49,5.051707838085547e-06
599432,8,19,9699690,599432,92,1142,599398,5,11,34,3.5052666631614e-06
599541,8,19,9699690,599541,201,1251,599548,4,7,7,7.216725482979353e-07
599799,8,19,9699690,599799,39,1509,599822,5,11,23,2.371209801550359e-06
599966,8,19,9699690,599966,206,1676,599968,4,7,2,2.0619215665655295e-07
600394,8,19,9699690,600394,4,2104,600392,4,7,2,2.0619215665655295e-07
600596,8,19,9699690,600596,206,2306,600598,4,7,2,2.0619215665655295e-07
601119,8,19,9699690,601119,99,519,601142,5,11,23,2.371209801550359e-06
601168,8,19,9699690,601168,148,568,601142,5,11,26,2.680498036535188e-06
601258,8,19,9699690,601258,28,658,601234,7,17,24,2.4743058798786353e-06
601502,8,19,9699690,601502,62,902,601472,5,11,30,3.092882349848294e-06
601929,8,19,9699690,601929,69,1329,601982,8,19,53,5.464092151398653e-06
602181,8,19,9699690,602181,111,1581,602132,5,11,49,5.051707838085547e-06
602494,8,19,9699690,602494,4,1894,602492,4,7,2,2.0619215665655295e-07
602721,8,19,9699690,602721,21,2121,602702,4,7,19,1.958825488237253e-06
603171,8,19,9699690,603171,51,261,603122,4,7,49,5.051707838085547e-06
603596,8,19,9699690,603596,56,686,603542,4,7,54,5.56718822972693e-06
603639,8,19,9699690,603639,99,729,603688,5,11,49,5.051707838085547e-06
603832,8,19,9699690,603832,82,922,603782,5,11,50,5.1548039164138234e-06
604322,8,19,9699690,604322,152,1412,604348,5,11,26,2.680498036535188e-06
604701,8,19,9699690,604701,111,1791,604678,5,11,23,2.371209801550359e-06
604708,8,19,9699690,604708,118,1798,604678,5,11,30,3.092882349848294e-06
604745,8,19,9699690,604745,155,1835,604772,5,11,27,2.783594114863465e-06
605019,8,19,9699690,605019,9,2109,605012,4,7,7,7.216725482979353e-07
605079,8,19,9699690,605079,69,2169,605102,5,11,23,2.371209801550359e-06
605145,8,19,9699690,605145,135,2235,605121,6,13,24,2.4743058798786353e-06
605512,8,19,9699690,605512,82,292,605432,4,7,80,8.247686266262118e-06
605571,8,19,9699690,605571,141,351,605638,4,7,67,6.907437247994524e-06
605673,8,19,9699690,605673,33,453,605668,5,11,5,5.154803916413823e-07
606309,8,19,9699690,606309,39,1089,606328,5,11,19,1.958825488237253e-06
606399,8,19,9699690,606399,129,1179,606422,5,11,23,2.371209801550359e-06
606568,8,19,9699690,606568,88,1348,606538,7,17,30,3.092882349848294e-06
606699,8,19,9699690,606699,9,1479,606692,4,7,7,7.216725482979353e-07
606770,8,19,9699690,606770,80,1550,606752,5,11,18,1.8557294099089764e-06
607605,8,19,9699690,607605,75,75,607648,5,11,43,4.433131368115888e-06
607744,8,19,9699690,607744,4,214,607742,4,7,2,2.0619215665655295e-07
607779,8,19,9699690,607779,39,249,607742,4,7,37,3.8145548981462296e-06
607988,8,19,9699690,607988,38,458,607978,5,11,10,1.0309607832827647e-06
608068,8,19,9699690,608068,118,538,608072,5,11,4,4.123843133131059e-07
608079,8,19,9699690,608079,129,549,608072,5,11,7,7.216725482979353e-07
608252,8,19,9699690,608252,92,722,608308,5,11,56,5.773380386383483e-06
608553,8,19,9699690,608553,183,1023,608578,4,7,25,2.5774019582069117e-06
608702,8,19,9699690,608702,122,1172,608732,5,11,30,3.092882349848294e-06
609172,8,19,9699690,609172,172,1642,609208,4,7,36,3.711458819817953e-06
609268,8,19,9699690,609268,58,1738,609298,5,11,30,3.092882349848294e-06
609573,8,19,9699690,609573,153,2043,609531,7,17,42,4.3300352897876115e-06
609621,8,19,9699690,609621,201,2091,609626,7,17,5,5.154803916413823e-07
609782,8,19,9699690,609782,152,2252,609729,6,13,53,5.464092151398653e-06
609872,8,19,9699690,609872,32,32,609842,4,7,30,3.092882349848294e-06
610006,8,19,9699690,610006,166,166,610048,4,7,42,4.3300352897876115e-06
610138,8,19,9699690,610138,88,298,610052,4,7,86,8.866262736231776e-06
610149,8,19,9699690,610149,99,309,610052,4,7,97,1.0000319597842817e-05
610832,8,19,9699690,610832,152,992,610888,4,7,56,5.773380386383483e-06
611314,8,19,9699690,611314,4,1474,611312,4,7,2,2.0619215665655295e-07
611342,8,19,9699690,611342,32,1502,611367,7,17,25,2.5774019582069117e-06
611516,8,19,9699690,611516,206,1676,611518,4,7,2,2.0619215665655295e-07
611672,8,19,9699690,611672,152,1832,611679,6,13,7,7.216725482979353e-07
611852,8,19,9699690,611852,122,2012,611768,8,19,84,8.660070579575223e-06
612118,8,19,9699690,612118,178,2278,612148,4,7,30,3.092882349848294e-06
612141,8,19,9699690,612141,201,2301,612148,4,7,7,7.216725482979353e-07
612868,8,19,9699690,612868,88,718,612928,5,11,60,6.185764699696588e-06
613731,8,19,9699690,613731,111,1581,613682,5,11,49,5.051707838085547e-06
613952,8,19,9699690,613952,122,1802,613918,5,11,34,3.5052666631614e-06
614072,8,19,9699690,614072,32,1922,614042,4,7,30,3.092882349848294e-06
614271,8,19,9699690,614271,21,2121,614252,4,7,19,1.958825488237253e-06
614522,8,19,9699690,614522,62,62,614578,5,11,56,5.773380386383483e-06
614559,8,19,9699690,614559,99,99,614578,5,11,19,1.958825488237253e-06
614931,8,19,9699690,614931,51,471,614908,5,11,23,2.371209801550359e-06
615506,8,19,9699690,615506,206,1046,615508,4,7,2,2.0619215665655295e-07
615591,8,19,9699690,615591,81,1131,615568,5,11,23,2.371209801550359e-06
616412,8,19,9699690,616412,62,1952,616352,4,7,60,6.185764699696588e-06
616659,8,19,9699690,616659,99,2199,616652,5,11,7,7.216725482979353e-07
616738,8,19,9699690,616738,178,2278,616768,4,7,30,3.092882349848294e-06
616749,8,19,9699690,616749,189,2289,616768,4,7,19,1.958825488237253e-06
617038,8,19,9699690,617038,58,268,616982,4,7,56,5.773380386383483e-06
617373,8,19,9699690,617373,183,603,617398,4,7,25,2.5774019582069117e-06
617571,8,19,9699690,617571,171,801,617548,5,11,23,2.371209801550359e-06
617728,8,19,9699690,617728,118,958,617642,5,11,86,8.866262736231776e-06
617906,8,19,9699690,617906,86,1136,617919,6,13,13,1.340249018267594e-06
618184,8,19,9699690,618184,154,1414,618208,5,11,24,2.4743058798786353e-06
618388,8,19,9699690,618388,148,1618,618351,8,19,37,3.8145548981462296e-06
618752,8,19,9699690,618752,92,1982,618771,6,13,19,1.958825488237253e-06
619108,8,19,9699690,619108,28,28,619082,4,7,26,2.680498036535188e-06
619479,8,19,9699690,619479,189,399,619498,4,7,19,1.958825488237253e-06
619532,8,19,9699690,619532,32,452,619528,5,11,4,4.123843133131059e-07
619809,8,19,9699690,619809,99,729,619798,7,17,11,1.1340568616110413e-06
620098,8,19,9699690,620098,178,1018,620128,4,7,30,3.092882349848294e-06
620979,8,19,9699690,620979,9,1899,620972,4,7,7,7.216725482979353e-07
621008,8,19,9699690,621008,38,1928,620972,4,7,36,3.711458819817953e-06
621111,8,19,9699690,621111,141,2031,621178,4,7,67,6.907437247994524e-06
621310,8,19,9699690,621310,130,2230,621272,5,11,38,3.917650976474506e-06
621328,8,19,9699690,621328,148,2248,621272,5,11,56,5.773380386383483e-06
621868,8,19,9699690,621868,58,478,621891,7,17,23,2.371209801550359e-06
622052,8,19,9699690,622052,32,662,622022,4,7,30,3.092882349848294e-06
622348,8,19,9699690,622348,118,958,622262,5,11,86,8.866262736231776e-06
622378,8,19,9699690,622378,148,988,622438,4,7,60,6.185764699696588e-06
622502,8,19,9699690,622502,62,1112,622498,5,11,4,4.123843133131059e-07
622738,8,19,9699690,622738,88,1348,622652,4,7,86,8.866262736231776e-06
622892,8,19,9699690,622892,32,1502,622862,4,7,30,3.092882349848294e-06
622948,8,19,9699690,622948,88,1558,622922,5,11,26,2.680498036535188e-06
623109,8,19,9699690,623109,39,1719,623072,4,7,37,3.8145548981462296e-06
623169,8,19,9699690,623169,99,1779,623158,5,11,11,1.1340568616110413e-06
623481,8,19,9699690,623481,201,2091,623488,4,7,7,7.216725482979353e-07
623889,8,19,9699690,623889,189,189,623908,4,7,19,1.958825488237253e-06
624249,8,19,9699690,624249,129,549,624242,5,11,7,7.216725482979353e-07
624536,8,19,9699690,624536,206,836,624538,4,7,2,2.0619215665655295e-07
624951,8,19,9699690,624951,201,1251,624958,4,7,7,7.216725482979353e-07
625112,8,19,9699690,625112,152,1412,625138,5,11,26,2.680498036535188e-06
625719,8,19,9699690,625719,129,2019,625689,7,17,30,3.092882349848294e-06
626079,8,19,9699690,626079,69,69,626109,6,13,30,3.092882349848294e-06
626331,8,19,9699690,626331,111,321,626428,4,7,97,1.0000319597842817e-05
626368,8,19,9699690,626368,148,358,626428,4,7,60,6.185764699696588e-06
626492,8,19,9699690,626492,62,482,626458,5,11,34,3.5052666631614e-06
626631,8,19,9699690,626631,201,621,626638,4,7,7,7.216725482979353e-07
626667,8,19,9699690,626667,27,657,626642,4,7,25,2.5774019582069117e-06
626930,8,19,9699690,626930,80,920,626938,8,19,8,8.247686266262118e-07
627064,8,19,9699690,627064,4,1054,627062,4,7,2,2.0619215665655295e-07
627159,8,19,9699690,627159,99,1149,627118,5,11,41,4.226939211459335e-06
627722,8,19,9699690,627722,32,1712,627692,4,7,30,3.092882349848294e-06
627818,8,19,9699690,627818,128,1808,627778,5,11,40,4.123843133131059e-06
628041,8,19,9699690,628041,141,2031,628078,8,19,37,3.8145548981462296e-06
628324,8,19,9699690,628324,4,4,628322,4,7,2,2.0619215665655295e-07
628412,8,19,9699690,628412,92,92,628438,5,11,26,2.680498036535188e-06
628502,8,19,9699690,628502,182,182,628490,6,13,12,1.2371529399393177e-06
628539,8,19,9699690,628539,9,219,628532,4,7,7,7.216725482979353e-07
628648,8,19,9699690,628648,118,328,628736,8,19,88,9.07245489288833e-06
628682,8,19,9699690,628682,152,362,628736,8,19,54,5.56718822972693e-06
628822,8,19,9699690,628822,82,502,628839,6,13,17,1.7526333315807e-06
628858,8,19,9699690,628858,118,538,628862,5,11,4,4.123843133131059e-07
629402,8,19,9699690,629402,32,1082,629428,5,11,26,2.680498036535188e-06
629829,8,19,9699690,629829,39,1509,629852,5,11,23,2.371209801550359e-06
630081,8,19,9699690,630081,81,1761,630088,5,11,7,7.216725482979353e-07
630159,8,19,9699690,630159,159,1839,630182,5,11,23,2.371209801550359e-06
630358,8,19,9699690,630358,148,2038,630418,4,7,60,6.185764699696588e-06
630519,8,19,9699690,630519,99,2199,630512,5,11,7,7.216725482979353e-07
630920,8,19,9699690,630920,80,290,630951,7,17,31,3.1959784281765704e-06
631046,8,19,9699690,631046,206,416,631048,4,7,2,2.0619215665655295e-07
631421,8,19,9699690,631421,161,791,631408,5,11,13,1.340249018267594e-06
631461,8,19,9699690,631461,201,831,631468,4,7,7,7.216725482979353e-07
631528,8,19,9699690,631528,58,898,631502,5,11,26,2.680498036535188e-06
632192,8,19,9699690,632192,92,1562,632162,5,11,30,3.092882349848294e-06
632211,8,19,9699690,632211,111,1581,632162,5,11,49,5.051707838085547e-06
632306,8,19,9699690,632306,206,1676,632308,4,7,2,2.0619215665655295e-07
632558,8,19,9699690,632558,38,1928,632522,4,7,36,3.711458819817953e-06
632672,8,19,9699690,632672,152,2042,632728,4,7,56,5.773380386383483e-06
632860,8,19,9699690,632860,130,2230,632829,7,17,31,3.1959784281765704e-06
633104,8,19,9699690,633104,164,164,633129,6,13,25,2.5774019582069117e-06
633231,8,19,9699690,633231,81,291,633272,7,17,41,4.226939211459335e-06
633411,8,19,9699690,633411,51,471,633388,5,11,23,2.371209801550359e-06
633574,8,19,9699690,633574,4,634,633572,4,7,2,2.0619215665655295e-07
633626,8,19,9699690,633626,56,686,633572,4,7,54,5.56718822972693e-06
634078,8,19,9699690,634078,88,1138,634048,5,11,30,3.092882349848294e-06
634196,8,19,9699690,634196,206,1256,634198,4,7,2,2.0619215665655295e-07
634348,8,19,9699690,634348,148,1408,634378,5,11,30,3.092882349848294e-06
634359,8,19,9699690,634359,159,1419,634378,5,11,19,1.958825488237253e-06
634616,8,19,9699690,634616,206,1676,634618,4,7,2,2.0619215665655295e-07
634689,8,19,9699690,634689,69,1749,634708,5,11,19,1.958825488237253e-06
634719,8,19,9699690,634719,99,1779,634708,5,11,11,1.1340568616110413e-06
634989,8,19,9699690,634989,159,2049,635038,4,7,49,5.051707838085547e-06
635259,8,19,9699690,635259,9,9,635252,4,7,7,7.216725482979353e-07
635312,8,19,9699690,635312,62,62,635368,5,11,56,5.773380386383483e-06
635612,8,19,9699690,635612,152,362,635668,4,7,56,5.773380386383483e-06
635979,8,19,9699690,635979,99,729,636028,5,11,49,5.051707838085547e-06
636058,8,19,9699690,636058,178,808,636051,7,17,7,7.216725482979353e-07
636676,8,19,9699690,636676,166,1426,636688,5,11,12,1.2371529399393177e-06
636692,8,19,9699690,636692,182,1442,636688,5,11,4,4.123843133131059e-07
636789,8,19,9699690,636789,69,1539,636782,5,11,7,7.216725482979353e-07
637048,8,19,9699690,637048,118,1798,637029,6,13,19,1.958825488237253e-06
637149,8,19,9699690,637149,9,1899,637142,4,7,7,7.216725482979353e-07
637204,8,19,9699690,637204,64,1954,637142,4,7,62,6.391956856353141e-06
638128,8,19,9699690,638128,148,568,638102,5,11,26,2.680498036535188e-06
638158,8,19,9699690,638158,178,598,638188,4,7,30,3.092882349848294e-06
638194,8,19,9699690,638194,4,634,638192,4,7,2,2.0619215665655295e-07
638462,8,19,9699690,638462,62,902,638432,5,11,30,3.092882349848294e-06
638908,8,19,9699690,638908,88,1348,638822,4,7,86,8.866262736231776e-06
639051,8,19,9699690,639051,21,1491,639032,4,7,19,1.958825488237253e-06
639110,8,19,9699690,639110,80,1550,639092,5,11,18,1.8557294099089764e-06
639118,8,19,9699690,639118,88,1558,639092,5,11,26,2.680498036535188e-06
639213,8,19,9699690,639213,183,1653,639238,4,7,25,2.5774019582069117e-06
639399,8,19,9699690,639399,159,1839,639422,5,11,23,2.371209801550359e-06
639602,8,19,9699690,639602,152,2042,639658,4,7,56,5.773380386383483e-06
639646,8,19,9699690,639646,196,2086,639658,4,7,12,1.2371529399393177e-06
640048,8,19,9699690,640048,178,178,640078,4,7,30,3.092882349848294e-06
640131,8,19,9699690,640131,51,261,640082,4,7,49,5.051707838085547e-06
640165,8,19,9699690,640165,85,295,640082,4,7,83,8.556974501246948e-06
640294,8,19,9699690,640294,4,424,640292,4,7,2,2.0619215665655295e-07
640592,8,19,9699690,640592,92,722,640611,6,13,19,1.958825488237253e-06
640948,8,19,9699690,640948,28,1078,640922,4,7,26,2.680498036535188e-06
641302,8,19,9699690,641302,172,1432,641308,5,11,6,6.185764699696588e-07
641546,8,19,9699690,641546,206,1676,641548,4,7,2,2.0619215665655295e-07
641919,8,19,9699690,641919,159,2049,641968,4,7,49,5.051707838085547e-06
642291,8,19,9699690,642291,111,111,642298,5,11,7,7.216725482979353e-07
642699,8,19,9699690,642699,99,519,642722,5,11,23,2.371209801550359e-06
642934,8,19,9699690,642934,124,754,642958,5,11,24,2.4743058798786353e-06
642981,8,19,9699690,642981,171,801,642958,5,11,23,2.371209801550359e-06
643258,8,19,9699690,643258,28,1078,643232,4,7,26,2.680498036535188e-06
643352,8,19,9699690,643352,122,1172,643341,6,13,11,1.1340568616110413e-06
643478,8,19,9699690,643478,38,1298,643444,7,17,34,3.5052666631614e-06
643486,8,19,9699690,643486,46,1306,643444,7,17,42,4.3300352897876115e-06
643659,8,19,9699690,643659,9,1479,643652,4,7,7,7.216725482979353e-07
643775,8,19,9699690,643775,125,1595,643712,5,11,63,6.495052934681417e-06
643982,8,19,9699690,643982,122,1802,643948,5,11,34,3.5052666631614e-06
644021,8,19,9699690,644021,161,1841,644042,5,11,21,2.1650176448938058e-06
644235,8,19,9699690,644235,165,2055,644278,4,7,43,4.433131368115888e-06
644582,8,19,9699690,644582,92,92,644608,5,11,26,2.680498036535188e-06
644872,8,19,9699690,644872,172,382,644908,4,7,36,3.711458819817953e-06
644882,8,19,9699690,644882,182,392,644908,4,7,26,2.680498036535188e-06
644961,8,19,9699690,644961,51,471,644938,5,11,23,2.371209801550359e-06
645298,8,19,9699690,645298,178,808,645291,6,13,7,7.216725482979353e-07
645512,8,19,9699690,645512,182,1022,645538,4,7,26,2.680498036535188e-06
645662,8,19,9699690,645662,122,1172,645692,5,11,30,3.092882349848294e-06
646018,8,19,9699690,646018,58,1528,646022,5,11,4,4.123843133131059e-07
646124,8,19,9699690,646124,164,1634,646168,4,7,44,4.536227446444165e-06
646541,8,19,9699690,646541,161,2051,646532,7,17,9,9.278647049544882e-07
647042,8,19,9699690,647042,32,242,647012,4,7,30,3.092882349848294e-06
647098,8,19,9699690,647098,88,298,647109,7,17,11,1.1340568616110413e-06
647169,8,19,9699690,647169,159,369,647218,4,7,49,5.051707838085547e-06
647302,8,19,9699690,647302,82,502,647271,7,17,31,3.1959784281765704e-06
647458,8,19,9699690,647458,28,658,647432,4,7,26,2.680498036535188e-06
647529,8,19,9699690,647529,99,729,647578,5,11,49,5.051707838085547e-06
647846,8,19,9699690,647846,206,1046,647848,4,7,2,2.0619215665655295e-07
647968,8,19,9699690,647968,118,1168,647949,6,13,19,1.958825488237253e-06
648021,8,19,9699690,648021,171,1221,648002,5,11,19,1.958825488237253e-06
648064,8,19,9699690,648064,4,1264,648062,4,7,2,2.0619215665655295e-07
648152,8,19,9699690,648152,92,1352,648238,5,11,86,8.866262736231776e-06
648722,8,19,9699690,648722,32,1922,648692,4,7,30,3.092882349848294e-06
648778,8,19,9699690,648778,88,1978,648801,6,13,23,2.371209801550359e-06
648969,8,19,9699690,648969,69,2169,648992,5,11,23,2.371209801550359e-06
649082,8,19,9699690,649082,182,2282,649108,4,7,26,2.680498036535188e-06
649101,8,19,9699690,649101,201,2301,649108,4,7,7,7.216725482979353e-07
649131,8,19,9699690,649131,21,21,649112,4,7,19,1.958825488237253e-06
649168,8,19,9699690,649168,58,58,649112,4,7,56,5.773380386383483e-06
649571,8,19,9699690,649571,41,461,649581,6,13,10,1.0309607832827647e-06
649839,8,19,9699690,649839,99,729,649888,5,11,49,5.051707838085547e-06
649862,8,19,9699690,649862,122,752,649888,5,11,26,2.680498036535188e-06
650469,8,19,9699690,650469,99,1359,650548,5,11,79,8.144590187933842e-06
650608,8,19,9699690,650608,28,1498,650582,4,7,26,2.680498036535188e-06
650841,8,19,9699690,650841,51,1731,650878,5,11,37,3.8145548981462296e-06
650945,8,19,9699690,650945,155,1835,650972,5,11,27,2.783594114863465e-06
651214,8,19,9699690,651214,4,2104,651212,4,7,2,2.0619215665655295e-07
651448,8,19,9699690,651448,28,28,651422,4,7,26,2.680498036535188e-06
651831,8,19,9699690,651831,201,411,651838,4,7,7,7.216725482979353e-07
652228,8,19,9699690,652228,178,808,652198,5,11,30,3.092882349848294e-06
652551,8,19,9699690,652551,81,1131,652528,5,11,23,2.371209801550359e-06
652562,8,19,9699690,652562,92,1142,652528,5,11,34,3.5052666631614e-06
652629,8,19,9699690,652629,159,1209,652622,5,11,7,7.216725482979353e-07
652886,8,19,9699690,652886,206,1466,652888,4,7,2,2.0619215665655295e-07
652976,8,19,9699690,652976,86,1556,652952,5,11,24,2.4743058798786353e-06
653038,8,19,9699690,653038,148,1618,653098,4,7,60,6.185764699696588e-06
653319,8,19,9699690,653319,9,1899,653312,4,7,7,7.216725482979353e-07
653481,8,19,9699690,653481,171,2061,653518,4,7,37,3.8145548981462296e-06
653552,8,19,9699690,653552,32,2132,653522,4,7,30,3.092882349848294e-06
653650,8,19,9699690,653650,130,2230,653612,5,11,38,3.917650976474506e-06
653901,8,19,9699690,653901,171,171,653871,6,13,30,3.092882349848294e-06
653968,8,19,9699690,653968,28,238,653942,4,7,26,2.680498036535188e-06
654632,8,19,9699690,654632,62,902,654602,5,11,30,3.092882349848294e-06
654909,8,19,9699690,654909,129,1179,654932,5,11,23,2.371209801550359e-06
654928,8,19,9699690,654928,148,1198,654932,5,11,4,4.123843133131059e-07
654944,8,19,9699690,654944,164,1214,654932,5,11,12,1.2371529399393177e-06
654969,8,19,9699690,654969,189,1239,654988,4,7,19,1.958825488237253e-06
655034,8,19,9699690,655034,44,1304,655041,7,17,7,7.216725482979353e-07
655311,8,19,9699690,655311,111,1581,655262,5,11,49,5.051707838085547e-06
655705,8,19,9699690,655705,85,1975,655622,4,7,83,8.556974501246948e-06
655971,8,19,9699690,655971,141,2241,655941,7,17,30,3.092882349848294e-06
