n,checked_max_k,checked_max_prime,residue_modulus,residue,mod210,mod2310,nearest_covered_residue,nearest_covered_source_k,nearest_covered_source_prime,circular_residue_distance,normalized_residue_distance
926785,8,19,9699690,926785,55,475,926758,5,11,27,2.783594114863465e-06
926848,8,19,9699690,926848,118,538,926852,5,11,4,4.123843133131059e-07
927032,8,19,9699690,927032,92,722,927064,6,13,32,3.2990745065048473e-06
927314,8,19,9699690,927314,164,1004,927328,8,19,14,1.4433450965958706e-06
927471,8,19,9699690,927471,111,1161,927512,5,11,41,4.226939211459335e-06
928228,8,19,9699690,928228,28,1918,928202,4,7,26,2.680498036535188e-06
928551,8,19,9699690,928551,141,2241,928502,5,11,49,5.051707838085547e-06
928562,8,19,9699690,928562,152,2252,928618,4,7,56,5.773380386383483e-06
928629,8,19,9699690,928629,9,9,928622,4,7,7,7.216725482979353e-07
929091,8,19,9699690,929091,51,471,929068,5,11,23,2.371209801550359e-06
929211,8,19,9699690,929211,171,591,929248,4,7,37,3.8145548981462296e-06
929636,8,19,9699690,929636,176,1016,929668,4,7,32,3.2990745065048473e-06
929769,8,19,9699690,929769,99,1149,929728,5,11,41,4.226939211459335e-06
929931,8,19,9699690,929931,51,1311,929882,4,7,49,5.051707838085547e-06
930638,8,19,9699690,930638,128,2018,930718,4,7,80,8.247686266262118e-06
930699,8,19,9699690,930699,189,2079,930718,4,7,19,1.958825488237253e-06
930752,8,19,9699690,930752,32,2132,930722,4,7,30,3.092882349848294e-06
931082,8,19,9699690,931082,152,152,931048,5,11,34,3.5052666631614e-06
931108,8,19,9699690,931108,178,178,931138,4,7,30,3.092882349848294e-06
931112,8,19,9699690,931112,182,182,931138,4,7,26,2.680498036535188e-06
931678,8,19,9699690,931678,118,748,931708,5,11,30,3.092882349848294e-06
931689,8,19,9699690,931689,129,759,931708,5,11,19,1.958825488237253e-06
931895,8,19,9699690,931895,125,965,931888,8,19,7,7.216725482979353e-07
931995,8,19,9699690,931995,15,1065,931982,4,7,13,1.340249018267594e-06
932582,8,19,9699690,932582,182,1652,932608,4,7,26,2.680498036535188e-06
932614,8,19,9699690,932614,4,1684,932612,4,7,2,2.0619215665655295e-07
932702,8,19,9699690,932702,92,1772,932698,5,11,4,4.123843133131059e-07
932938,8,19,9699690,932938,118,2008,933028,4,7,90,9.278647049544883e-06
933026,8,19,9699690,933026,206,2096,933028,4,7,2,2.0619215665655295e-07
933058,8,19,9699690,933058,28,2128,933070,6,13,12,1.2371529399393177e-06
933561,8,19,9699690,933561,111,321,933501,7,17,60,6.185764699696588e-06
933891,8,19,9699690,933891,21,651,933872,4,7,19,1.958825488237253e-06
933969,8,19,9699690,933969,99,729,934018,5,11,49,5.051707838085547e-06
934299,8,19,9699690,934299,9,1059,934292,4,7,7,7.216725482979353e-07
934562,8,19,9699690,934562,62,1322,934599,6,13,37,3.8145548981462296e-06
934706,8,19,9699690,934706,206,1466,934708,4,7,2,2.0619215665655295e-07
934833,8,19,9699690,934833,123,1593,934796,6,13,37,3.8145548981462296e-06
935061,8,19,9699690,935061,141,1821,935102,5,11,41,4.226939211459335e-06
935139,8,19,9699690,935139,9,1899,935132,4,7,7,7.216725482979353e-07
935222,8,19,9699690,935222,92,1982,935132,4,7,90,9.278647049544883e-06
935259,8,19,9699690,935259,129,2019,935338,4,7,79,8.144590187933842e-06
935462,8,19,9699690,935462,122,2222,935451,6,13,11,1.1340568616110413e-06
935739,8,19,9699690,935739,189,189,935758,4,7,19,1.958825488237253e-06
936002,8,19,9699690,936002,32,452,935998,5,11,4,4.123843133131059e-07
936069,8,19,9699690,936069,99,519,936092,5,11,23,2.371209801550359e-06
936141,8,19,9699690,936141,171,591,936159,7,17,18,1.8557294099089764e-06
936231,8,19,9699690,936231,51,681,936279,7,17,48,4.948611759757271e-06
936302,8,19,9699690,936302,122,752,936279,7,17,23,2.371209801550359e-06
936508,8,19,9699690,936508,118,958,936422,5,11,86,8.866262736231776e-06
936514,8,19,9699690,936514,124,964,936598,4,7,84,8.660070579575223e-06
936646,8,19,9699690,936646,46,1096,936658,5,11,12,1.2371529399393177e-06
936722,8,19,9699690,936722,122,1172,936752,5,11,30,3.092882349848294e-06
937142,8,19,9699690,937142,122,1592,937082,5,11,60,6.185764699696588e-06
937358,8,19,9699690,937358,128,1808,937329,6,13,29,2.9897862715200177e-06
937588,8,19,9699690,937588,148,2038,937648,4,7,60,6.185764699696588e-06
937749,8,19,9699690,937749,99,2199,937742,5,11,7,7.216725482979353e-07
937904,8,19,9699690,937904,44,44,937862,4,7,42,4.3300352897876115e-06
938548,8,19,9699690,938548,58,688,938492,4,7,56,5.773380386383483e-06
938578,8,19,9699690,938578,88,718,938638,5,11,60,6.185764699696588e-06
938589,8,19,9699690,938589,99,729,938638,5,11,49,5.051707838085547e-06
939111,8,19,9699690,939111,201,1251,939118,4,7,7,7.216725482979353e-07
939422,8,19,9699690,939422,92,1562,939392,5,11,30,3.092882349848294e-06
939651,8,19,9699690,939651,111,1791,939628,5,11,23,2.371209801550359e-06
939669,8,19,9699690,939669,129,1809,939628,5,11,41,4.226939211459335e-06
939729,8,19,9699690,939729,189,1869,939722,5,11,7,7.216725482979353e-07
940022,8,19,9699690,940022,62,2162,940052,5,11,30,3.092882349848294e-06
940292,8,19,9699690,940292,122,122,940288,5,11,4,4.123843133131059e-07
940389,8,19,9699690,940389,9,219,940382,4,7,7,7.216725482979353e-07
940438,8,19,9699690,940438,58,268,940382,4,7,56,5.773380386383483e-06
940755,8,19,9699690,940755,165,585,940712,5,11,43,4.433131368115888e-06
940971,8,19,9699690,940971,171,801,940948,5,11,23,2.371209801550359e-06
941014,8,19,9699690,941014,4,844,941012,4,7,2,2.0619215665655295e-07
941158,8,19,9699690,941158,148,988,941218,4,7,60,6.185764699696588e-06
941229,8,19,9699690,941229,9,1059,941222,4,7,7,7.216725482979353e-07
941565,8,19,9699690,941565,135,1395,941541,7,17,24,2.4743058798786353e-06
941578,8,19,9699690,941578,148,1408,941608,5,11,30,3.092882349848294e-06
941672,8,19,9699690,941672,32,1502,941642,4,7,30,3.092882349848294e-06
941739,8,19,9699690,941739,99,1569,941702,5,11,37,3.8145548981462296e-06
941822,8,19,9699690,941822,182,1652,941848,4,7,26,2.680498036535188e-06
942028,8,19,9699690,942028,178,1858,942032,5,11,4,4.123843133131059e-07
942148,8,19,9699690,942148,88,1978,942062,4,7,86,8.866262736231776e-06
942159,8,19,9699690,942159,99,1989,942062,4,7,97,1.0000319597842817e-05
942621,8,19,9699690,942621,141,141,942598,5,11,23,2.371209801550359e-06
942686,8,19,9699690,942686,206,206,942688,4,7,2,2.0619215665655295e-07
942808,8,19,9699690,942808,118,328,942789,6,13,19,1.958825488237253e-06
943119,8,19,9699690,943119,9,639,943112,4,7,7,7.216725482979353e-07
943198,8,19,9699690,943198,88,718,943258,5,11,60,6.185764699696588e-06
943281,8,19,9699690,943281,171,801,943258,5,11,23,2.371209801550359e-06
943408,8,19,9699690,943408,88,928,943419,7,17,11,1.1340568616110413e-06
943534,8,19,9699690,943534,4,1054,943532,4,7,2,2.0619215665655295e-07
943736,8,19,9699690,943736,206,1256,943738,4,7,2,2.0619215665655295e-07
943989,8,19,9699690,943989,39,1509,944012,5,11,23,2.371209801550359e-06
944031,8,19,9699690,944031,81,1551,944012,5,11,19,1.958825488237253e-06
944649,8,19,9699690,944649,69,2169,944668,7,17,19,1.958825488237253e-06
945182,8,19,9699690,945182,182,392,945208,4,7,26,2.680498036535188e-06
945206,8,19,9699690,945206,206,416,945208,4,7,2,2.0619215665655295e-07
945688,8,19,9699690,945688,58,898,945662,5,11,26,2.680498036535188e-06
945729,8,19,9699690,945729,99,939,945662,5,11,67,6.907437247994524e-06
945741,8,19,9699690,945741,111,951,945662,5,11,79,8.144590187933842e-06
945849,8,19,9699690,945849,9,1059,945842,4,7,7,7.216725482979353e-07
945884,8,19,9699690,945884,44,1094,945898,5,11,14,1.4433450965958706e-06
946004,8,19,9699690,946004,164,1214,945992,5,11,12,1.2371529399393177e-06
946442,8,19,9699690,946442,182,1652,946468,4,7,26,2.680498036535188e-06
946742,8,19,9699690,946742,62,1952,946761,7,17,19,1.958825488237253e-06
946845,8,19,9699690,946845,165,2055,946808,6,13,37,3.8145548981462296e-06
947612,8,19,9699690,947612,92,512,947642,5,11,30,3.092882349848294e-06
947829,8,19,9699690,947829,99,729,947878,5,11,49,5.051707838085547e-06
947912,8,19,9699690,947912,182,812,947938,4,7,26,2.680498036535188e-06
948146,8,19,9699690,948146,206,1046,948148,4,7,2,2.0619215665655295e-07
948238,8,19,9699690,948238,88,1138,948249,6,13,11,1.1340568616110413e-06
948406,8,19,9699690,948406,46,1306,948362,4,7,44,4.536227446444165e-06
948639,8,19,9699690,948639,69,1539,948632,5,11,7,7.216725482979353e-07
949221,8,19,9699690,949221,21,2121,949202,4,7,19,1.958825488237253e-06
949352,8,19,9699690,949352,152,2252,949408,4,7,56,5.773380386383483e-06
949682,8,19,9699690,949682,62,272,949622,4,7,60,6.185764699696588e-06
950414,8,19,9699690,950414,164,1004,950458,4,7,44,4.536227446444165e-06
950509,8,19,9699690,950509,49,1099,950518,5,11,9,9.278647049544882e-07
950642,8,19,9699690,950642,182,1232,950668,4,7,26,2.680498036535188e-06
950698,8,19,9699690,950698,28,1288,950672,4,7,26,2.680498036535188e-06
950876,8,19,9699690,950876,206,1466,950878,4,7,2,2.0619215665655295e-07
950918,8,19,9699690,950918,38,1508,950942,5,11,24,2.4743058798786353e-06
950998,8,19,9699690,950998,118,1588,950979,6,13,19,1.958825488237253e-06
951152,8,19,9699690,951152,62,1742,951178,5,11,26,2.680498036535188e-06
951392,8,19,9699690,951392,92,1982,951302,4,7,90,9.278647049544883e-06
952022,8,19,9699690,952022,92,302,951932,4,7,90,9.278647049544883e-06
952354,8,19,9699690,952354,4,634,952352,4,7,2,2.0619215665655295e-07
952371,8,19,9699690,952371,21,651,952352,4,7,19,1.958825488237253e-06
952948,8,19,9699690,952948,178,1228,952922,5,11,26,2.680498036535188e-06
953001,8,19,9699690,953001,21,1281,952982,4,7,19,1.958825488237253e-06
953079,8,19,9699690,953079,99,1359,953158,5,11,79,8.144590187933842e-06
953301,8,19,9699690,953301,111,1581,953252,5,11,49,5.051707838085547e-06
953320,8,19,9699690,953320,130,1600,953252,5,11,68,7.0105333263228e-06
953396,8,19,9699690,953396,206,1676,953398,4,7,2,2.0619215665655295e-07
953672,8,19,9699690,953672,62,1952,953709,6,13,37,3.8145548981462296e-06
953762,8,19,9699690,953762,152,2042,953709,6,13,53,5.464092151398653e-06
954110,8,19,9699690,954110,80,80,954118,8,19,8,8.247686266262118e-07
954358,8,19,9699690,954358,118,328,954448,4,7,90,9.278647049544883e-06
954932,8,19,9699690,954932,62,902,954902,5,11,30,3.092882349848294e-06
954963,8,19,9699690,954963,93,933,954902,5,11,61,6.2888607780248645e-06
955179,8,19,9699690,955179,99,1149,955138,5,11,41,4.226939211459335e-06
955209,8,19,9699690,955209,129,1179,955232,5,11,23,2.371209801550359e-06
955504,8,19,9699690,955504,4,1474,955502,4,7,2,2.0619215665655295e-07
956068,8,19,9699690,956068,148,2038,956049,7,17,19,1.958825488237253e-06
956151,8,19,9699690,956151,21,2121,956132,4,7,19,1.958825488237253e-06
956169,8,19,9699690,956169,39,2139,956132,4,7,37,3.8145548981462296e-06
956218,8,19,9699690,956218,88,2188,956222,5,11,4,4.123843133131059e-07
956510,8,19,9699690,956510,170,170,956548,4,7,38,3.917650976474506e-06
956518,8,19,9699690,956518,178,178,956548,4,7,30,3.092882349848294e-06
956848,8,19,9699690,956848,88,508,956882,5,11,34,3.5052666631614e-06
956908,8,19,9699690,956908,148,568,956882,5,11,26,2.680498036535188e-06
956915,8,19,9699690,956915,155,575,956882,5,11,33,3.4021705848331236e-06
957609,8,19,9699690,957609,9,1269,957602,4,7,7,7.216725482979353e-07
957909,8,19,9699690,957909,99,1569,957928,7,17,19,1.958825488237253e-06
958779,8,19,9699690,958779,129,129,958768,5,11,11,1.1340568616110413e-06
958791,8,19,9699690,958791,141,141,958768,5,11,23,2.371209801550359e-06
959211,8,19,9699690,959211,141,561,959192,5,11,19,1.958825488237253e-06
959578,8,19,9699690,959578,88,928,959522,5,11,56,5.773380386383483e-06
959612,8,19,9699690,959612,122,962,959698,4,7,86,8.866262736231776e-06
959792,8,19,9699690,959792,92,1142,959758,5,11,34,3.5052666631614e-06
959942,8,19,9699690,959942,32,1292,959912,4,7,30,3.092882349848294e-06
959968,8,19,9699690,959968,58,1318,960021,6,13,53,5.464092151398653e-06
960326,8,19,9699690,960326,206,1676,960328,4,7,2,2.0619215665655295e-07
960339,8,19,9699690,960339,9,1689,960332,4,7,7,7.216725482979353e-07
960692,8,19,9699690,960692,152,2042,960748,4,7,56,5.773380386383483e-06
961040,8,19,9699690,961040,80,80,961078,5,11,38,3.917650976474506e-06
961101,8,19,9699690,961101,141,141,961078,5,11,23,2.371209801550359e-06
961551,8,19,9699690,961551,171,591,961528,8,19,23,2.371209801550359e-06
961796,8,19,9699690,961796,206,836,961798,4,7,2,2.0619215665655295e-07
961828,8,19,9699690,961828,28,868,961832,5,11,4,4.123843133131059e-07
961971,8,19,9699690,961971,171,1011,962008,4,7,37,3.8145548981462296e-06
962485,8,19,9699690,962485,55,1525,962492,5,11,7,7.216725482979353e-07
962668,8,19,9699690,962668,28,1708,962679,7,17,11,1.1340568616110413e-06
962695,8,19,9699690,962695,55,1735,962679,7,17,16,1.6495372532524236e-06
963201,8,19,9699690,963201,141,2241,963152,5,11,49,5.051707838085547e-06
963242,8,19,9699690,963242,182,2282,963268,4,7,26,2.680498036535188e-06
963310,8,19,9699690,963310,40,40,963272,4,7,38,3.917650976474506e-06
963362,8,19,9699690,963362,92,92,963388,5,11,26,2.680498036535188e-06
963752,8,19,9699690,963752,62,482,963718,5,11,34,3.5052666631614e-06
963808,8,19,9699690,963808,118,538,963812,5,11,4,4.123843133131059e-07
963868,8,19,9699690,963868,178,598,963898,4,7,30,3.092882349848294e-06
964101,8,19,9699690,964101,201,831,964108,4,7,7,7.216725482979353e-07
964492,8,19,9699690,964492,172,1222,964472,5,11,20,2.0619215665655294e-06
964779,8,19,9699690,964779,39,1509,964772,7,17,7,7.216725482979353e-07
965109,8,19,9699690,965109,159,1839,965132,5,11,23,2.371209801550359e-06
965271,8,19,9699690,965271,111,2001,965368,4,7,97,1.0000319597842817e-05
965781,8,19,9699690,965781,201,201,965788,4,7,7,7.216725482979353e-07
966579,8,19,9699690,966579,159,999,966531,7,17,48,4.948611759757271e-06
967022,8,19,9699690,967022,182,1442,967018,5,11,4,4.123843133131059e-07
967136,8,19,9699690,967136,86,1556,967112,5,11,24,2.4743058798786353e-06
967202,8,19,9699690,967202,152,1622,967256,6,13,54,5.56718822972693e-06
967353,8,19,9699690,967353,93,1773,967348,5,11,5,5.154803916413823e-07
967378,8,19,9699690,967378,118,1798,967359,6,13,19,1.958825488237253e-06
967388,8,19,9699690,967388,128,1808,967359,6,13,29,2.9897862715200177e-06
967551,8,19,9699690,967551,81,1971,967472,4,7,79,8.144590187933842e-06
967569,8,19,9699690,967569,99,1989,967472,4,7,97,1.0000319597842817e-05
967618,8,19,9699690,967618,148,2038,967678,4,7,60,6.185764699696588e-06
967676,8,19,9699690,967676,206,2096,967678,4,7,2,2.0619215665655295e-07
967720,8,19,9699690,967720,40,2140,967749,6,13,29,2.9897862715200177e-06
967798,8,19,9699690,967798,118,2218,967772,5,11,26,2.680498036535188e-06
967922,8,19,9699690,967922,32,32,967892,4,7,30,3.092882349848294e-06
967959,8,19,9699690,967959,69,69,968008,5,11,49,5.051707838085547e-06
968361,8,19,9699690,968361,51,471,968338,5,11,23,2.371209801550359e-06
968511,8,19,9699690,968511,201,621,968518,4,7,7,7.216725482979353e-07
968582,8,19,9699690,968582,62,692,968522,4,7,60,6.185764699696588e-06
968799,8,19,9699690,968799,69,909,968762,5,11,37,3.8145548981462296e-06
968860,8,19,9699690,968860,130,970,968938,4,7,78,8.041494109605565e-06
968882,8,19,9699690,968882,152,992,968938,4,7,56,5.773380386383483e-06
968972,8,19,9699690,968972,32,1082,968998,5,11,26,2.680498036535188e-06
969261,8,19,9699690,969261,111,1371,969309,7,17,48,4.948611759757271e-06
970161,8,19,9699690,970161,171,2271,970198,4,7,37,3.8145548981462296e-06
970168,8,19,9699690,970168,178,2278,970198,4,7,30,3.092882349848294e-06
970772,8,19,9699690,970772,152,572,970742,5,11,30,3.092882349848294e-06
970839,8,19,9699690,970839,9,639,970832,4,7,7,7.216725482979353e-07
971379,8,19,9699690,971379,129,1179,971402,5,11,23,2.371209801550359e-06
971666,8,19,9699690,971666,206,1466,971668,4,7,2,2.0619215665655295e-07
971698,8,19,9699690,971698,28,1498,971672,4,7,26,2.680498036535188e-06
971781,8,19,9699690,971781,111,1581,971732,5,11,49,5.051707838085547e-06
972369,8,19,9699690,972369,69,2169,972392,5,11,23,2.371209801550359e-06
972550,8,19,9699690,972550,40,40,972519,8,19,31,3.1959784281765704e-06
972572,8,19,9699690,972572,62,62,972519,8,19,53,5.464092151398653e-06
973144,8,19,9699690,973144,4,634,973142,4,7,2,2.0619215665655295e-07
973461,8,19,9699690,973461,111,951,973382,5,11,79,8.144590187933842e-06
973609,8,19,9699690,973609,49,1099,973618,5,11,9,9.278647049544882e-07
974091,8,19,9699690,974091,111,1581,974042,5,11,49,5.051707838085547e-06
974349,8,19,9699690,974349,159,1839,974372,5,11,23,2.371209801550359e-06
974458,8,19,9699690,974458,58,1948,974402,4,7,56,5.773380386383483e-06
974462,8,19,9699690,974462,62,1952,974402,4,7,60,6.185764699696588e-06
975446,8,19,9699690,975446,206,626,975448,4,7,2,2.0619215665655295e-07
975482,8,19,9699690,975482,32,662,975454,8,19,28,2.8866901931917413e-06
975711,8,19,9699690,975711,51,891,975692,5,11,19,1.958825488237253e-06
975855,8,19,9699690,975855,195,1035,975868,4,7,13,1.340249018267594e-06
975933,8,19,9699690,975933,63,1113,975928,5,11,5,5.154803916413823e-07
976382,8,19,9699690,976382,92,1562,976401,6,13,19,1.958825488237253e-06
976472,8,19,9699690,976472,182,1652,976498,4,7,26,2.680498036535188e-06
976862,8,19,9699690,976862,152,2042,976838,6,13,24,2.4743058798786353e-06
976929,8,19,9699690,976929,9,2109,976922,4,7,7,7.216725482979353e-07
976935,8,19,9699690,976935,15,2115,976922,4,7,13,1.340249018267594e-06
976975,8,19,9699690,976975,55,2155,977012,5,11,37,3.8145548981462296e-06
977042,8,19,9699690,977042,122,2222,977012,5,11,30,3.092882349848294e-06
977859,8,19,9699690,977859,99,729,977818,7,17,41,4.226939211459335e-06
977931,8,19,9699690,977931,171,801,977908,5,11,23,2.371209801550359e-06
978142,8,19,9699690,978142,172,1012,978178,4,7,36,3.711458819817953e-06
978291,8,19,9699690,978291,111,1161,978279,6,13,12,1.2371529399393177e-06
978806,8,19,9699690,978806,206,1676,978808,4,7,2,2.0619215665655295e-07
979112,8,19,9699690,979112,92,1982,979119,7,17,7,7.216725482979353e-07
979400,8,19,9699690,979400,170,2270,979438,4,7,38,3.917650976474506e-06
979468,8,19,9699690,979468,28,28,979442,4,7,26,2.680498036535188e-06
979509,8,19,9699690,979509,69,69,979558,5,11,49,5.051707838085547e-06
979654,8,19,9699690,979654,4,214,979652,4,7,2,2.0619215665655295e-07
979768,8,19,9699690,979768,118,328,979858,4,7,90,9.278647049544883e-06
980360,8,19,9699690,980360,80,920,980312,5,11,48,4.948611759757271e-06
980452,8,19,9699690,980452,172,1012,980488,4,7,36,3.711458819817953e-06
980996,8,19,9699690,980996,86,1556,981009,6,13,13,1.340249018267594e-06
981081,8,19,9699690,981081,171,1641,981118,4,7,37,3.8145548981462296e-06
981326,8,19,9699690,981326,206,1886,981328,4,7,2,2.0619215665655295e-07
981358,8,19,9699690,981358,28,1918,981332,4,7,26,2.680498036535188e-06
981441,8,19,9699690,981441,111,2001,981538,4,7,97,1.0000319597842817e-05
981471,8,19,9699690,981471,141,2031,981538,4,7,67,6.907437247994524e-06
981549,8,19,9699690,981549,9,2109,981542,4,7,7,7.216725482979353e-07
981808,8,19,9699690,981808,58,58,981861,6,13,53,5.464092151398653e-06
981842,8,19,9699690,981842,92,92,981861,6,13,19,1.958825488237253e-06
982209,8,19,9699690,982209,39,459,982198,5,11,11,1.1340568616110413e-06
983224,8,19,9699690,983224,4,1474,983222,4,7,2,2.0619215665655295e-07
983439,8,19,9699690,983439,9,1689,983432,4,7,7,7.216725482979353e-07
983919,8,19,9699690,983919,69,2169,983942,5,11,23,2.371209801550359e-06
984051,8,19,9699690,984051,201,2301,984058,4,7,7,7.216725482979353e-07
984152,8,19,9699690,984152,92,92,984178,5,11,26,2.680498036535188e-06
984476,8,19,9699690,984476,206,416,984478,4,7,2,2.0619215665655295e-07
984519,8,19,9699690,984519,39,459,984508,5,11,11,1.1340568616110413e-06
984808,8,19,9699690,984808,118,748,984838,5,11,30,3.092882349848294e-06
985078,8,19,9699690,985078,178,1018,985108,4,7,30,3.092882349848294e-06
985324,8,19,9699690,985324,4,1264,985322,4,7,2,2.0619215665655295e-07
985406,8,19,9699690,985406,86,1346,985468,8,19,62,6.391956856353141e-06
