seed_n,control_role,complete_n,control_n,metric,complete_value,control_value,delta_complete_minus_control
967378,local_mod210_control,967378,967168,normalized_residue_distance,1.958825488237253e-06,5.773380386383483e-06,-3.8145548981462296e-06
967388,local_any_control,967388,967387,circular_residue_distance,29.0,28.0,1.0
967388,local_any_control,967388,967387,normalized_residue_distance,2.9897862715200177e-06,2.8866901931917413e-06,1.0309607832827638e-07
967388,local_mod210_control,967388,967178,circular_residue_distance,29.0,66.0,-37.0
967388,local_mod210_control,967388,967178,normalized_residue_distance,2.9897862715200177e-06,6.804341169666247e-06,-3.8145548981462296e-06
967551,local_any_control,967551,967550,circular_residue_distance,79.0,78.0,1.0
967551,local_any_control,967551,967550,normalized_residue_distance,8.144590187933842e-06,8.041494109605565e-06,1.0309607832827723e-07
967551,local_mod210_control,967551,967341,circular_residue_distance,79.0,7.0,72.0
967551,local_mod210_control,967551,967341,normalized_residue_distance,8.144590187933842e-06,7.216725482979353e-07,7.4229176396359064e-06
967569,local_any_control,967569,967568,circular_residue_distance,97.0,96.0,1.0
967569,local_any_control,967569,967568,normalized_residue_distance,1.0000319597842817e-05,9.897223519514541e-06,1.0309607832827554e-07
967569,local_mod210_control,967569,967779,circular_residue_distance,97.0,7.0,90.0
967569,local_mod210_control,967569,967779,normalized_residue_distance,1.0000319597842817e-05,7.216725482979353e-07,9.278647049544881e-06
967618,local_any_control,967618,967617,circular_residue_distance,60.0,61.0,-1.0
967618,local_any_control,967618,967617,normalized_residue_distance,6.185764699696588e-06,6.2888607780248645e-06,-1.0309607832827638e-07
967618,local_mod210_control,967618,967408,circular_residue_distance,60.0,34.0,26.0
967618,local_mod210_control,967618,967408,normalized_residue_distance,6.185764699696588e-06,3.5052666631614e-06,2.680498036535188e-06
967676,local_any_control,967676,967675,circular_residue_distance,2.0,3.0,-1.0
967676,local_any_control,967676,967675,normalized_residue_distance,2.0619215665655295e-07,3.092882349848294e-07,-1.0309607832827646e-07
967676,local_mod210_control,967676,967466,circular_residue_distance,2.0,2.0,0.0
967676,local_mod210_control,967676,967466,normalized_residue_distance,2.0619215665655295e-07,2.0619215665655295e-07,0.0
967720,local_any_control,967720,967719,circular_residue_distance,29.0,30.0,-1.0
967720,local_any_control,967720,967719,normalized_residue_distance,2.9897862715200177e-06,3.092882349848294e-06,-1.0309607832827638e-07
967720,local_mod210_control,967720,967510,circular_residue_distance,29.0,38.0,-9.0
967720,local_mod210_control,967720,967510,normalized_residue_distance,2.9897862715200177e-06,3.917650976474506e-06,-9.278647049544883e-07
967798,local_any_control,967798,967797,circular_residue_distance,26.0,25.0,1.0
967798,local_any_control,967798,967797,normalized_residue_distance,2.680498036535188e-06,2.5774019582069117e-06,1.0309607832827638e-07
967798,local_mod210_control,967798,967588,circular_residue_distance,26.0,90.0,-64.0
967798,local_mod210_control,967798,967588,normalized_residue_distance,2.680498036535188e-06,9.278647049544883e-06,-6.598149013009695e-06
967922,local_any_control,967922,967921,circular_residue_distance,30.0,29.0,1.0
967922,local_any_control,967922,967921,normalized_residue_distance,3.092882349848294e-06,2.9897862715200177e-06,1.0309607832827638e-07
967922,local_mod210_control,967922,967712,circular_residue_distance,30.0,30.0,0.0
967922,local_mod210_control,967922,967712,normalized_residue_distance,3.092882349848294e-06,3.092882349848294e-06,0.0
967959,local_any_control,967959,967958,circular_residue_distance,49.0,50.0,-1.0
967959,local_any_control,967959,967958,normalized_residue_distance,5.051707838085547e-06,5.1548039164138234e-06,-1.0309607832827638e-07
967959,local_mod210_control,967959,968169,circular_residue_distance,49.0,42.0,7.0
967959,local_mod210_control,967959,968169,normalized_residue_distance,5.051707838085547e-06,4.3300352897876115e-06,7.216725482979355e-07
968361,local_any_control,968361,968360,circular_residue_distance,23.0,22.0,1.0
968361,local_any_control,968361,968360,normalized_residue_distance,2.371209801550359e-06,2.2681137232220826e-06,1.0309607832827638e-07
968361,local_mod210_control,968361,968151,circular_residue_distance,23.0,49.0,-26.0
968361,local_mod210_control,968361,968151,normalized_residue_distance,2.371209801550359e-06,5.051707838085547e-06,-2.680498036535188e-06
968511,local_any_control,968511,968510,circular_residue_distance,7.0,8.0,-1.0
968511,local_any_control,968511,968510,normalized_residue_distance,7.216725482979353e-07,8.247686266262118e-07,-1.0309607832827649e-07
968511,local_mod210_control,968511,968301,circular_residue_distance,7.0,7.0,0.0
968511,local_mod210_control,968511,968301,normalized_residue_distance,7.216725482979353e-07,7.216725482979353e-07,0.0
968582,local_any_control,968582,968581,circular_residue_distance,60.0,59.0,1.0
968582,local_any_control,968582,968581,normalized_residue_distance,6.185764699696588e-06,6.082668621368312e-06,1.0309607832827638e-07
968582,local_mod210_control,968582,968372,circular_residue_distance,60.0,34.0,26.0
968582,local_mod210_control,968582,968372,normalized_residue_distance,6.185764699696588e-06,3.5052666631614e-06,2.680498036535188e-06
968799,local_any_control,968799,968798,circular_residue_distance,37.0,36.0,1.0
968799,local_any_control,968799,968798,normalized_residue_distance,3.8145548981462296e-06,3.711458819817953e-06,1.0309607832827681e-07
968799,local_mod210_control,968799,968589,circular_residue_distance,37.0,67.0,-30.0
968799,local_mod210_control,968799,968589,normalized_residue_distance,3.8145548981462296e-06,6.907437247994524e-06,-3.092882349848294e-06
968860,local_any_control,968860,968859,circular_residue_distance,78.0,79.0,-1.0
968860,local_any_control,968860,968859,normalized_residue_distance,8.041494109605565e-06,8.144590187933842e-06,-1.0309607832827723e-07
968860,local_mod210_control,968860,968650,circular_residue_distance,78.0,18.0,60.0
968860,local_mod210_control,968860,968650,normalized_residue_distance,8.041494109605565e-06,1.8557294099089764e-06,6.185764699696588e-06
968882,local_any_control,968882,968881,circular_residue_distance,56.0,57.0,-1.0
968882,local_any_control,968882,968881,normalized_residue_distance,5.773380386383483e-06,5.876476464711759e-06,-1.0309607832827638e-07
968882,local_mod210_control,968882,968672,circular_residue_distance,56.0,4.0,52.0
968882,local_mod210_control,968882,968672,normalized_residue_distance,5.773380386383483e-06,4.123843133131059e-07,5.360996073070377e-06
968972,local_any_control,968972,968971,circular_residue_distance,26.0,27.0,-1.0
968972,local_any_control,968972,968971,normalized_residue_distance,2.680498036535188e-06,2.783594114863465e-06,-1.0309607832827681e-07
968972,local_mod210_control,968972,969182,circular_residue_distance,26.0,30.0,-4.0
968972,local_mod210_control,968972,969182,normalized_residue_distance,2.680498036535188e-06,3.092882349848294e-06,-4.1238431331310596e-07
969261,local_any_control,969261,969260,circular_residue_distance,48.0,49.0,-1.0
969261,local_any_control,969261,969260,normalized_residue_distance,4.948611759757271e-06,5.051707838085547e-06,-1.0309607832827638e-07
969261,local_mod210_control,969261,969051,circular_residue_distance,48.0,41.0,7.0
969261,local_mod210_control,969261,969051,normalized_residue_distance,4.948611759757271e-06,4.226939211459335e-06,7.216725482979355e-07
970161,local_any_control,970161,970160,circular_residue_distance,37.0,38.0,-1.0
970161,local_any_control,970161,970160,normalized_residue_distance,3.8145548981462296e-06,3.917650976474506e-06,-1.0309607832827638e-07
970161,local_mod210_control,970161,969951,circular_residue_distance,37.0,37.0,0.0
970161,local_mod210_control,970161,969951,normalized_residue_distance,3.8145548981462296e-06,3.8145548981462296e-06,0.0
970168,local_any_control,970168,970167,circular_residue_distance,30.0,31.0,-1.0
970168,local_any_control,970168,970167,normalized_residue_distance,3.092882349848294e-06,3.1959784281765704e-06,-1.0309607832827638e-07
970168,local_mod210_control,970168,969958,circular_residue_distance,30.0,30.0,0.0
970168,local_mod210_control,970168,969958,normalized_residue_distance,3.092882349848294e-06,3.092882349848294e-06,0.0
970772,local_any_control,970772,970771,circular_residue_distance,30.0,29.0,1.0
970772,local_any_control,970772,970771,normalized_residue_distance,3.092882349848294e-06,2.9897862715200177e-06,1.0309607832827638e-07
970772,local_mod210_control,970772,970562,circular_residue_distance,30.0,56.0,-26.0
970772,local_mod210_control,970772,970562,normalized_residue_distance,3.092882349848294e-06,5.773380386383483e-06,-2.6804980365351885e-06
970839,local_any_control,970839,970838,circular_residue_distance,7.0,6.0,1.0
970839,local_any_control,970839,970838,normalized_residue_distance,7.216725482979353e-07,6.185764699696588e-07,1.0309607832827649e-07
970839,local_mod210_control,970839,970629,circular_residue_distance,7.0,7.0,0.0
970839,local_mod210_control,970839,970629,normalized_residue_distance,7.216725482979353e-07,7.216725482979353e-07,0.0
971379,local_any_control,971379,971378,circular_residue_distance,23.0,24.0,-1.0
971379,local_any_control,971379,971378,normalized_residue_distance,2.371209801550359e-06,2.4743058798786353e-06,-1.0309607832827638e-07
971379,local_mod210_control,971379,971169,circular_residue_distance,23.0,19.0,4.0
971379,local_mod210_control,971379,971169,normalized_residue_distance,2.371209801550359e-06,1.958825488237253e-06,4.1238431331310596e-07
971666,local_any_control,971666,971665,circular_residue_distance,2.0,3.0,-1.0
971666,local_any_control,971666,971665,normalized_residue_distance,2.0619215665655295e-07,3.092882349848294e-07,-1.0309607832827646e-07
971666,local_mod210_control,971666,971456,circular_residue_distance,2.0,2.0,0.0
971666,local_mod210_control,971666,971456,normalized_residue_distance,2.0619215665655295e-07,2.0619215665655295e-07,0.0
971698,local_any_control,971698,971697,circular_residue_distance,26.0,25.0,1.0
971698,local_any_control,971698,971697,normalized_residue_distance,2.680498036535188e-06,2.5774019582069117e-06,1.0309607832827638e-07
971698,local_mod210_control,971698,971488,circular_residue_distance,26.0,26.0,0.0
971698,local_mod210_control,971698,971488,normalized_residue_distance,2.680498036535188e-06,2.680498036535188e-06,0.0
971781,local_any_control,971781,971780,circular_residue_distance,49.0,48.0,1.0
971781,local_any_control,971781,971780,normalized_residue_distance,5.051707838085547e-06,4.948611759757271e-06,1.0309607832827638e-07
971781,local_mod210_control,971781,971571,circular_residue_distance,49.0,67.0,-18.0
971781,local_mod210_control,971781,971571,normalized_residue_distance,5.051707838085547e-06,6.907437247994524e-06,-1.8557294099089766e-06
972369,local_any_control,972369,972368,circular_residue_distance,23.0,24.0,-1.0
972369,local_any_control,972369,972368,normalized_residue_distance,2.371209801550359e-06,2.4743058798786353e-06,-1.0309607832827638e-07
972369,local_mod210_control,972369,972159,circular_residue_distance,23.0,67.0,-44.0
972369,local_mod210_control,972369,972159,normalized_residue_distance,2.371209801550359e-06,6.907437247994524e-06,-4.536227446444164e-06
972550,local_any_control,972550,972549,circular_residue_distance,31.0,30.0,1.0
972550,local_any_control,972550,972549,normalized_residue_distance,3.1959784281765704e-06,3.092882349848294e-06,1.0309607832827638e-07
972550,local_mod210_control,972550,972340,circular_residue_distance,31.0,38.0,-7.0
972550,local_mod210_control,972550,972340,normalized_residue_distance,3.1959784281765704e-06,3.917650976474506e-06,-7.216725482979355e-07
972572,local_any_control,972572,972571,circular_residue_distance,53.0,52.0,1.0
972572,local_any_control,972572,972571,normalized_residue_distance,5.464092151398653e-06,5.360996073070376e-06,1.0309607832827638e-07
972572,local_mod210_control,972572,972362,circular_residue_distance,53.0,30.0,23.0
972572,local_mod210_control,972572,972362,normalized_residue_distance,5.464092151398653e-06,3.092882349848294e-06,2.3712098015503585e-06
973144,local_any_control,973144,973143,circular_residue_distance,2.0,1.0,1.0
973144,local_any_control,973144,973143,normalized_residue_distance,2.0619215665655295e-07,1.0309607832827648e-07,1.0309607832827648e-07
973144,local_mod210_control,973144,972934,circular_residue_distance,2.0,2.0,0.0
973144,local_mod210_control,973144,972934,normalized_residue_distance,2.0619215665655295e-07,2.0619215665655295e-07,0.0
973461,local_any_control,973461,973460,circular_residue_distance,79.0,78.0,1.0
973461,local_any_control,973461,973460,normalized_residue_distance,8.144590187933842e-06,8.041494109605565e-06,1.0309607832827723e-07
973461,local_mod210_control,973461,973251,circular_residue_distance,79.0,30.0,49.0
973461,local_mod210_control,973461,973251,normalized_residue_distance,8.144590187933842e-06,3.092882349848294e-06,5.051707838085548e-06
973609,local_any_control,973609,973608,circular_residue_distance,9.0,10.0,-1.0
973609,local_any_control,973609,973608,normalized_residue_distance,9.278647049544882e-07,1.0309607832827647e-06,-1.0309607832827649e-07
973609,local_mod210_control,973609,973399,circular_residue_distance,9.0,17.0,-8.0
973609,local_mod210_control,973609,973399,normalized_residue_distance,9.278647049544882e-07,1.7526333315807e-06,-8.247686266262118e-07
974091,local_any_control,974091,974090,circular_residue_distance,49.0,48.0,1.0
974091,local_any_control,974091,974090,normalized_residue_distance,5.051707838085547e-06,4.948611759757271e-06,1.0309607832827638e-07
974091,local_mod210_control,974091,973881,circular_residue_distance,49.0,67.0,-18.0
974091,local_mod210_control,974091,973881,normalized_residue_distance,5.051707838085547e-06,6.907437247994524e-06,-1.8557294099089766e-06
974349,local_any_control,974349,974348,circular_residue_distance,23.0,24.0,-1.0
974349,local_any_control,974349,974348,normalized_residue_distance,2.371209801550359e-06,2.4743058798786353e-06,-1.0309607832827638e-07
974349,local_mod210_control,974349,974139,circular_residue_distance,23.0,49.0,-26.0
974349,local_mod210_control,974349,974139,normalized_residue_distance,2.371209801550359e-06,5.051707838085547e-06,-2.680498036535188e-06
974458,local_any_control,974458,974457,circular_residue_distance,56.0,55.0,1.0
974458,local_any_control,974458,974457,normalized_residue_distance,5.773380386383483e-06,5.670284308055206e-06,1.0309607832827638e-07
974458,local_mod210_control,974458,974248,circular_residue_distance,56.0,30.0,26.0
974458,local_mod210_control,974458,974248,normalized_residue_distance,5.773380386383483e-06,3.092882349848294e-06,2.6804980365351885e-06
974462,local_any_control,974462,974461,circular_residue_distance,60.0,59.0,1.0
974462,local_any_control,974462,974461,normalized_residue_distance,6.185764699696588e-06,6.082668621368312e-06,1.0309607832827638e-07
974462,local_mod210_control,974462,974252,circular_residue_distance,60.0,26.0,34.0
974462,local_mod210_control,974462,974252,normalized_residue_distance,6.185764699696588e-06,2.680498036535188e-06,3.5052666631614e-06
975446,local_any_control,975446,975445,circular_residue_distance,2.0,3.0,-1.0
975446,local_any_control,975446,975445,normalized_residue_distance,2.0619215665655295e-07,3.092882349848294e-07,-1.0309607832827646e-07
975446,local_mod210_control,975446,975236,circular_residue_distance,2.0,2.0,0.0
975446,local_mod210_control,975446,975236,normalized_residue_distance,2.0619215665655295e-07,2.0619215665655295e-07,0.0
975482,local_any_control,975482,975481,circular_residue_distance,28.0,27.0,1.0
975482,local_any_control,975482,975481,normalized_residue_distance,2.8866901931917413e-06,2.783594114863465e-06,1.0309607832827638e-07
975482,local_mod210_control,975482,975272,circular_residue_distance,28.0,4.0,24.0
975482,local_mod210_control,975482,975272,normalized_residue_distance,2.8866901931917413e-06,4.123843133131059e-07,2.4743058798786353e-06
975711,local_any_control,975711,975710,circular_residue_distance,19.0,18.0,1.0
975711,local_any_control,975711,975710,normalized_residue_distance,1.958825488237253e-06,1.8557294099089764e-06,1.030960783282766e-07
975711,local_mod210_control,975711,975501,circular_residue_distance,19.0,47.0,-28.0
975711,local_mod210_control,975711,975501,normalized_residue_distance,1.958825488237253e-06,4.845515681428994e-06,-2.8866901931917413e-06
975855,local_any_control,975855,975854,circular_residue_distance,13.0,14.0,-1.0
975855,local_any_control,975855,975854,normalized_residue_distance,1.340249018267594e-06,1.4433450965958706e-06,-1.030960783282766e-07
975855,local_mod210_control,975855,975645,circular_residue_distance,13.0,13.0,0.0
975855,local_mod210_control,975855,975645,normalized_residue_distance,1.340249018267594e-06,1.340249018267594e-06,0.0
975933,local_any_control,975933,975932,circular_residue_distance,5.0,4.0,1.0
975933,local_any_control,975933,975932,normalized_residue_distance,5.154803916413823e-07,4.123843133131059e-07,1.0309607832827644e-07
975933,local_mod210_control,975933,975723,circular_residue_distance,5.0,31.0,-26.0
975933,local_mod210_control,975933,975723,normalized_residue_distance,5.154803916413823e-07,3.1959784281765704e-06,-2.680498036535188e-06
976382,local_any_control,976382,976381,circular_residue_distance,19.0,20.0,-1.0
976382,local_any_control,976382,976381,normalized_residue_distance,1.958825488237253e-06,2.0619215665655294e-06,-1.0309607832827638e-07
976382,local_mod210_control,976382,976172,circular_residue_distance,19.0,86.0,-67.0
976382,local_mod210_control,976382,976172,normalized_residue_distance,1.958825488237253e-06,8.866262736231776e-06,-6.907437247994523e-06
976472,local_any_control,976472,976471,circular_residue_distance,26.0,27.0,-1.0
976472,local_any_control,976472,976471,normalized_residue_distance,2.680498036535188e-06,2.783594114863465e-06,-1.0309607832827681e-07
976472,local_mod210_control,976472,976262,circular_residue_distance,26.0,4.0,22.0
976472,local_mod210_control,976472,976262,normalized_residue_distance,2.680498036535188e-06,4.123843133131059e-07,2.268113723222082e-06
976862,local_any_control,976862,976861,circular_residue_distance,24.0,23.0,1.0
976862,local_any_control,976862,976861,normalized_residue_distance,2.4743058798786353e-06,2.371209801550359e-06,1.0309607832827638e-07
976862,local_mod210_control,976862,976652,circular_residue_distance,24.0,30.0,-6.0
976862,local_mod210_control,976862,976652,normalized_residue_distance,2.4743058798786353e-06,3.092882349848294e-06,-6.185764699696587e-07
976929,local_any_control,976929,976928,circular_residue_distance,7.0,6.0,1.0
976929,local_any_control,976929,976928,normalized_residue_distance,7.216725482979353e-07,6.185764699696588e-07,1.0309607832827649e-07
976929,local_mod210_control,976929,976719,circular_residue_distance,7.0,7.0,0.0
976929,local_mod210_control,976929,976719,normalized_residue_distance,7.216725482979353e-07,7.216725482979353e-07,0.0
976935,local_any_control,976935,976934,circular_residue_distance,13.0,12.0,1.0
976935,local_any_control,976935,976934,normalized_residue_distance,1.340249018267594e-06,1.2371529399393177e-06,1.0309607832827638e-07
976935,local_mod210_control,976935,976725,circular_residue_distance,13.0,13.0,0.0
976935,local_mod210_control,976935,976725,normalized_residue_distance,1.340249018267594e-06,1.340249018267594e-06,0.0
976975,local_any_control,976975,976974,circular_residue_distance,37.0,38.0,-1.0
976975,local_any_control,976975,976974,normalized_residue_distance,3.8145548981462296e-06,3.917650976474506e-06,-1.0309607832827638e-07
976975,local_mod210_control,976975,976765,circular_residue_distance,37.0,53.0,-16.0
976975,local_mod210_control,976975,976765,normalized_residue_distance,3.8145548981462296e-06,5.464092151398653e-06,-1.649537253252423e-06
977042,local_any_control,977042,977041,circular_residue_distance,30.0,29.0,1.0
977042,local_any_control,977042,977041,normalized_residue_distance,3.092882349848294e-06,2.9897862715200177e-06,1.0309607832827638e-07
977042,local_mod210_control,977042,976832,circular_residue_distance,30.0,6.0,24.0
977042,local_mod210_control,977042,976832,normalized_residue_distance,3.092882349848294e-06,6.185764699696588e-07,2.4743058798786353e-06
977859,local_any_control,977859,977858,circular_residue_distance,41.0,40.0,1.0
977859,local_any_control,977859,977858,normalized_residue_distance,4.226939211459335e-06,4.123843133131059e-06,1.0309607832827638e-07
977859,local_mod210_control,977859,977649,circular_residue_distance,41.0,23.0,18.0
977859,local_mod210_control,977859,977649,normalized_residue_distance,4.226939211459335e-06,2.371209801550359e-06,1.8557294099089762e-06
977931,local_any_control,977931,977930,circular_residue_distance,23.0,22.0,1.0
977931,local_any_control,977931,977930,normalized_residue_distance,2.371209801550359e-06,2.2681137232220826e-06,1.0309607832827638e-07
977931,local_mod210_control,977931,977721,circular_residue_distance,23.0,37.0,-14.0
977931,local_mod210_control,977931,977721,normalized_residue_distance,2.371209801550359e-06,3.8145548981462296e-06,-1.4433450965958706e-06
978142,local_any_control,978142,978141,circular_residue_distance,36.0,37.0,-1.0
978142,local_any_control,978142,978141,normalized_residue_distance,3.711458819817953e-06,3.8145548981462296e-06,-1.0309607832827681e-07
978142,local_mod210_control,978142,977932,circular_residue_distance,36.0,24.0,12.0
978142,local_mod210_control,978142,977932,normalized_residue_distance,3.711458819817953e-06,2.4743058798786353e-06,1.2371529399393175e-06
978291,local_any_control,978291,978290,circular_residue_distance,12.0,11.0,1.0
978291,local_any_control,978291,978290,normalized_residue_distance,1.2371529399393177e-06,1.1340568616110413e-06,1.0309607832827638e-07
978291,local_mod210_control,978291,978081,circular_residue_distance,12.0,49.0,-37.0
978291,local_mod210_control,978291,978081,normalized_residue_distance,1.2371529399393177e-06,5.051707838085547e-06,-3.8145548981462296e-06
978806,local_any_control,978806,978805,circular_residue_distance,2.0,3.0,-1.0
978806,local_any_control,978806,978805,normalized_residue_distance,2.0619215665655295e-07,3.092882349848294e-07,-1.0309607832827646e-07
978806,local_mod210_control,978806,978596,circular_residue_distance,2.0,2.0,0.0
978806,local_mod210_control,978806,978596,normalized_residue_distance,2.0619215665655295e-07,2.0619215665655295e-07,0.0
979112,local_any_control,979112,979111,circular_residue_distance,7.0,8.0,-1.0
979112,local_any_control,979112,979111,normalized_residue_distance,7.216725482979353e-07,8.247686266262118e-07,-1.0309607832827649e-07
979112,local_mod210_control,979112,978902,circular_residue_distance,7.0,4.0,3.0
979112,local_mod210_control,979112,978902,normalized_residue_distance,7.216725482979353e-07,4.123843133131059e-07,3.092882349848294e-07
979400,local_any_control,979400,979399,circular_residue_distance,38.0,39.0,-1.0
979400,local_any_control,979400,979399,normalized_residue_distance,3.917650976474506e-06,4.020747054802782e-06,-1.0309607832827638e-07
979400,local_mod210_control,979400,979190,circular_residue_distance,38.0,38.0,0.0
979400,local_mod210_control,979400,979190,normalized_residue_distance,3.917650976474506e-06,3.917650976474506e-06,0.0
979468,local_any_control,979468,979467,circular_residue_distance,26.0,25.0,1.0
979468,local_any_control,979468,979467,normalized_residue_distance,2.680498036535188e-06,2.5774019582069117e-06,1.0309607832827638e-07
979468,local_mod210_control,979468,979258,circular_residue_distance,26.0,24.0,2.0
979468,local_mod210_control,979468,979258,normalized_residue_distance,2.680498036535188e-06,2.4743058798786353e-06,2.0619215665655277e-07
979509,local_any_control,979509,979508,circular_residue_distance,49.0,50.0,-1.0
979509,local_any_control,979509,979508,normalized_residue_distance,5.051707838085547e-06,5.1548039164138234e-06,-1.0309607832827638e-07
979509,local_mod210_control,979509,979299,circular_residue_distance,49.0,23.0,26.0
979509,local_mod210_control,979509,979299,normalized_residue_distance,5.051707838085547e-06,2.371209801550359e-06,2.680498036535188e-06
979654,local_any_control,979654,979653,circular_residue_distance,2.0,1.0,1.0
979654,local_any_control,979654,979653,normalized_residue_distance,2.0619215665655295e-07,1.0309607832827648e-07,1.0309607832827648e-07
979654,local_mod210_control,979654,979444,circular_residue_distance,2.0,2.0,0.0
979654,local_mod210_control,979654,979444,normalized_residue_distance,2.0619215665655295e-07,2.0619215665655295e-07,0.0
979768,local_any_control,979768,979767,circular_residue_distance,90.0,91.0,-1.0
979768,local_any_control,979768,979767,normalized_residue_distance,9.278647049544883e-06,9.381743127873159e-06,-1.0309607832827554e-07
979768,local_mod210_control,979768,979978,circular_residue_distance,90.0,4.0,86.0
979768,local_mod210_control,979768,979978,normalized_residue_distance,9.278647049544883e-06,4.123843133131059e-07,8.866262736231777e-06
980360,local_any_control,980360,980359,circular_residue_distance,48.0,47.0,1.0
980360,local_any_control,980360,980359,normalized_residue_distance,4.948611759757271e-06,4.845515681428994e-06,1.0309607832827638e-07
980360,local_mod210_control,980360,980150,circular_residue_distance,48.0,68.0,-20.0
980360,local_mod210_control,980360,980150,normalized_residue_distance,4.948611759757271e-06,7.0105333263228e-06,-2.0619215665655294e-06
980452,local_any_control,980452,980451,circular_residue_distance,36.0,37.0,-1.0
980452,local_any_control,980452,980451,normalized_residue_distance,3.711458819817953e-06,3.8145548981462296e-06,-1.0309607832827681e-07
980452,local_mod210_control,980452,980242,circular_residue_distance,36.0,24.0,12.0
980452,local_mod210_control,980452,980242,normalized_residue_distance,3.711458819817953e-06,2.4743058798786353e-06,1.2371529399393175e-06
980996,local_any_control,980996,980995,circular_residue_distance,13.0,14.0,-1.0
980996,local_any_control,980996,980995,normalized_residue_distance,1.340249018267594e-06,1.4433450965958706e-06,-1.030960783282766e-07
980996,local_mod210_control,980996,980786,circular_residue_distance,13.0,25.0,-12.0
980996,local_mod210_control,980996,980786,normalized_residue_distance,1.340249018267594e-06,2.5774019582069117e-06,-1.2371529399393177e-06
981081,local_any_control,981081,981080,circular_residue_distance,37.0,38.0,-1.0
981081,local_any_control,981081,981080,normalized_residue_distance,3.8145548981462296e-06,3.917650976474506e-06,-1.0309607832827638e-07
981081,local_mod210_control,981081,980871,circular_residue_distance,37.0,7.0,30.0
981081,local_mod210_control,981081,980871,normalized_residue_distance,3.8145548981462296e-06,7.216725482979353e-07,3.092882349848294e-06
981326,local_any_control,981326,981325,circular_residue_distance,2.0,3.0,-1.0
981326,local_any_control,981326,981325,normalized_residue_distance,2.0619215665655295e-07,3.092882349848294e-07,-1.0309607832827646e-07
981326,local_mod210_control,981326,981116,circular_residue_distance,2.0,2.0,0.0
981326,local_mod210_control,981326,981116,normalized_residue_distance,2.0619215665655295e-07,2.0619215665655295e-07,0.0
981358,local_any_control,981358,981357,circular_residue_distance,26.0,25.0,1.0
981358,local_any_control,981358,981357,normalized_residue_distance,2.680498036535188e-06,2.5774019582069117e-06,1.0309607832827638e-07
981358,local_mod210_control,981358,981148,circular_residue_distance,26.0,26.0,0.0
981358,local_mod210_control,981358,981148,normalized_residue_distance,2.680498036535188e-06,2.680498036535188e-06,0.0
981441,local_any_control,981441,981440,circular_residue_distance,97.0,98.0,-1.0
981441,local_any_control,981441,981440,normalized_residue_distance,1.0000319597842817e-05,1.0103415676171094e-05,-1.0309607832827723e-07
981441,local_mod210_control,981441,981231,circular_residue_distance,97.0,23.0,74.0
981441,local_mod210_control,981441,981231,normalized_residue_distance,1.0000319597842817e-05,2.371209801550359e-06,7.6291097962924575e-06
981471,local_any_control,981471,981470,circular_residue_distance,67.0,68.0,-1.0
981471,local_any_control,981471,981470,normalized_residue_distance,6.907437247994524e-06,7.0105333263228e-06,-1.0309607832827638e-07
981471,local_mod210_control,981471,981261,circular_residue_distance,67.0,41.0,26.0
981471,local_mod210_control,981471,981261,normalized_residue_distance,6.907437247994524e-06,4.226939211459335e-06,2.6804980365351885e-06
981549,local_any_control,981549,981548,circular_residue_distance,7.0,6.0,1.0
981549,local_any_control,981549,981548,normalized_residue_distance,7.216725482979353e-07,6.185764699696588e-07,1.0309607832827649e-07
981549,local_mod210_control,981549,981339,circular_residue_distance,7.0,7.0,0.0
981549,local_mod210_control,981549,981339,normalized_residue_distance,7.216725482979353e-07,7.216725482979353e-07,0.0
981808,local_any_control,981808,981807,circular_residue_distance,53.0,54.0,-1.0
981808,local_any_control,981808,981807,normalized_residue_distance,5.464092151398653e-06,5.56718822972693e-06,-1.0309607832827723e-07
981808,local_mod210_control,981808,981598,circular_residue_distance,53.0,4.0,49.0
981808,local_mod210_control,981808,981598,normalized_residue_distance,5.464092151398653e-06,4.123843133131059e-07,5.051707838085547e-06
981842,local_any_control,981842,981841,circular_residue_distance,19.0,20.0,-1.0
981842,local_any_control,981842,981841,normalized_residue_distance,1.958825488237253e-06,2.0619215665655294e-06,-1.0309607832827638e-07
981842,local_mod210_control,981842,982052,circular_residue_distance,19.0,90.0,-71.0
981842,local_mod210_control,981842,982052,normalized_residue_distance,1.958825488237253e-06,9.278647049544883e-06,-7.31982156130763e-06
982209,local_any_control,982209,982208,circular_residue_distance,11.0,10.0,1.0
982209,local_any_control,982209,982208,normalized_residue_distance,1.1340568616110413e-06,1.0309607832827647e-06,1.030960783282766e-07
982209,local_mod210_control,982209,981999,circular_residue_distance,11.0,37.0,-26.0
982209,local_mod210_control,982209,981999,normalized_residue_distance,1.1340568616110413e-06,3.8145548981462296e-06,-2.6804980365351885e-06
983224,local_any_control,983224,983223,circular_residue_distance,2.0,1.0,1.0
983224,local_any_control,983224,983223,normalized_residue_distance,2.0619215665655295e-07,1.0309607832827648e-07,1.0309607832827648e-07
983224,local_mod210_control,983224,983014,circular_residue_distance,2.0,2.0,0.0
983224,local_mod210_control,983224,983014,normalized_residue_distance,2.0619215665655295e-07,2.0619215665655295e-07,0.0
983439,local_any_control,983439,983438,circular_residue_distance,7.0,6.0,1.0
983439,local_any_control,983439,983438,normalized_residue_distance,7.216725482979353e-07,6.185764699696588e-07,1.0309607832827649e-07
