seed_n,control_role,complete_n,control_n,metric,complete_value,control_value,delta_complete_minus_control
491169,local_mod210_control,491169,490959,normalized_residue_distance,1.1340568616110413e-06,1.958825488237253e-06,-8.247686266262117e-07
491816,local_any_control,491816,491815,circular_residue_distance,2.0,3.0,-1.0
491816,local_any_control,491816,491815,normalized_residue_distance,2.0619215665655295e-07,3.092882349848294e-07,-1.0309607832827646e-07
491816,local_mod210_control,491816,491606,circular_residue_distance,2.0,2.0,0.0
491816,local_mod210_control,491816,491606,normalized_residue_distance,2.0619215665655295e-07,2.0619215665655295e-07,0.0
491848,local_any_control,491848,491847,circular_residue_distance,26.0,25.0,1.0
491848,local_any_control,491848,491847,normalized_residue_distance,2.680498036535188e-06,2.5774019582069117e-06,1.0309607832827638e-07
491848,local_mod210_control,491848,491638,circular_residue_distance,26.0,26.0,0.0
491848,local_mod210_control,491848,491638,normalized_residue_distance,2.680498036535188e-06,2.680498036535188e-06,0.0
491866,local_any_control,491866,491865,circular_residue_distance,44.0,43.0,1.0
491866,local_any_control,491866,491865,normalized_residue_distance,4.536227446444165e-06,4.433131368115888e-06,1.0309607832827723e-07
491866,local_mod210_control,491866,491656,circular_residue_distance,44.0,44.0,0.0
491866,local_mod210_control,491866,491656,normalized_residue_distance,4.536227446444165e-06,4.536227446444165e-06,0.0
492069,local_any_control,492069,492068,circular_residue_distance,37.0,36.0,1.0
492069,local_any_control,492069,492068,normalized_residue_distance,3.8145548981462296e-06,3.711458819817953e-06,1.0309607832827681e-07
492069,local_mod210_control,492069,491859,circular_residue_distance,37.0,37.0,0.0
492069,local_mod210_control,492069,491859,normalized_residue_distance,3.8145548981462296e-06,3.8145548981462296e-06,0.0
492171,local_any_control,492171,492170,circular_residue_distance,23.0,22.0,1.0
492171,local_any_control,492171,492170,normalized_residue_distance,2.371209801550359e-06,2.2681137232220826e-06,1.0309607832827638e-07
492171,local_mod210_control,492171,491961,circular_residue_distance,23.0,12.0,11.0
492171,local_mod210_control,492171,491961,normalized_residue_distance,2.371209801550359e-06,1.2371529399393177e-06,1.1340568616110413e-06
492236,local_any_control,492236,492235,circular_residue_distance,2.0,3.0,-1.0
492236,local_any_control,492236,492235,normalized_residue_distance,2.0619215665655295e-07,3.092882349848294e-07,-1.0309607832827646e-07
492236,local_mod210_control,492236,492026,circular_residue_distance,2.0,2.0,0.0
492236,local_mod210_control,492236,492026,normalized_residue_distance,2.0619215665655295e-07,2.0619215665655295e-07,0.0
492831,local_any_control,492831,492830,circular_residue_distance,23.0,22.0,1.0
492831,local_any_control,492831,492830,normalized_residue_distance,2.371209801550359e-06,2.2681137232220826e-06,1.0309607832827638e-07
492831,local_mod210_control,492831,492621,circular_residue_distance,23.0,37.0,-14.0
492831,local_mod210_control,492831,492621,normalized_residue_distance,2.371209801550359e-06,3.8145548981462296e-06,-1.4433450965958706e-06
492874,local_any_control,492874,492873,circular_residue_distance,2.0,1.0,1.0
492874,local_any_control,492874,492873,normalized_residue_distance,2.0619215665655295e-07,1.0309607832827648e-07,1.0309607832827648e-07
492874,local_mod210_control,492874,493084,circular_residue_distance,2.0,2.0,0.0
492874,local_mod210_control,492874,493084,normalized_residue_distance,2.0619215665655295e-07,2.0619215665655295e-07,0.0
493172,local_any_control,493172,493171,circular_residue_distance,19.0,20.0,-1.0
493172,local_any_control,493172,493171,normalized_residue_distance,1.958825488237253e-06,2.0619215665655294e-06,-1.0309607832827638e-07
493172,local_mod210_control,493172,492962,circular_residue_distance,19.0,60.0,-41.0
493172,local_mod210_control,493172,492962,normalized_residue_distance,1.958825488237253e-06,6.185764699696588e-06,-4.226939211459335e-06
493472,local_any_control,493472,493471,circular_residue_distance,4.0,3.0,1.0
493472,local_any_control,493472,493471,normalized_residue_distance,4.123843133131059e-07,3.092882349848294e-07,1.0309607832827649e-07
493472,local_mod210_control,493472,493262,circular_residue_distance,4.0,26.0,-22.0
493472,local_mod210_control,493472,493262,normalized_residue_distance,4.123843133131059e-07,2.680498036535188e-06,-2.268113723222082e-06
493504,local_any_control,493504,493503,circular_residue_distance,2.0,1.0,1.0
493504,local_any_control,493504,493503,normalized_residue_distance,2.0619215665655295e-07,1.0309607832827648e-07,1.0309607832827648e-07
493504,local_mod210_control,493504,493294,circular_residue_distance,2.0,2.0,0.0
493504,local_mod210_control,493504,493294,normalized_residue_distance,2.0619215665655295e-07,2.0619215665655295e-07,0.0
493509,local_any_control,493509,493508,circular_residue_distance,7.0,6.0,1.0
493509,local_any_control,493509,493508,normalized_residue_distance,7.216725482979353e-07,6.185764699696588e-07,1.0309607832827649e-07
493509,local_mod210_control,493509,493299,circular_residue_distance,7.0,7.0,0.0
493509,local_mod210_control,493509,493299,normalized_residue_distance,7.216725482979353e-07,7.216725482979353e-07,0.0
493528,local_any_control,493528,493527,circular_residue_distance,26.0,25.0,1.0
493528,local_any_control,493528,493527,normalized_residue_distance,2.680498036535188e-06,2.5774019582069117e-06,1.0309607832827638e-07
493528,local_mod210_control,493528,493318,circular_residue_distance,26.0,26.0,0.0
493528,local_mod210_control,493528,493318,normalized_residue_distance,2.680498036535188e-06,2.680498036535188e-06,0.0
493652,local_any_control,493652,493651,circular_residue_distance,53.0,52.0,1.0
493652,local_any_control,493652,493651,normalized_residue_distance,5.464092151398653e-06,5.360996073070376e-06,1.0309607832827638e-07
493652,local_mod210_control,493652,493442,circular_residue_distance,53.0,26.0,27.0
493652,local_mod210_control,493652,493442,normalized_residue_distance,5.464092151398653e-06,2.680498036535188e-06,2.7835941148634645e-06
493761,local_any_control,493761,493760,circular_residue_distance,37.0,38.0,-1.0
493761,local_any_control,493761,493760,normalized_residue_distance,3.8145548981462296e-06,3.917650976474506e-06,-1.0309607832827638e-07
493761,local_mod210_control,493761,493551,circular_residue_distance,37.0,11.0,26.0
493761,local_mod210_control,493761,493551,normalized_residue_distance,3.8145548981462296e-06,1.1340568616110413e-06,2.6804980365351885e-06
493840,local_any_control,493840,493839,circular_residue_distance,12.0,11.0,1.0
493840,local_any_control,493840,493839,normalized_residue_distance,1.2371529399393177e-06,1.1340568616110413e-06,1.0309607832827638e-07
493840,local_mod210_control,493840,493630,circular_residue_distance,12.0,31.0,-19.0
493840,local_mod210_control,493840,493630,normalized_residue_distance,1.2371529399393177e-06,3.1959784281765704e-06,-1.958825488237253e-06
493952,local_any_control,493952,493951,circular_residue_distance,30.0,29.0,1.0
493952,local_any_control,493952,493951,normalized_residue_distance,3.092882349848294e-06,2.9897862715200177e-06,1.0309607832827638e-07
493952,local_mod210_control,493952,493742,circular_residue_distance,30.0,30.0,0.0
493952,local_mod210_control,493952,493742,normalized_residue_distance,3.092882349848294e-06,3.092882349848294e-06,0.0
494241,local_any_control,494241,494240,circular_residue_distance,19.0,18.0,1.0
494241,local_any_control,494241,494240,normalized_residue_distance,1.958825488237253e-06,1.8557294099089764e-06,1.030960783282766e-07
494241,local_mod210_control,494241,494031,circular_residue_distance,19.0,11.0,8.0
494241,local_mod210_control,494241,494031,normalized_residue_distance,1.958825488237253e-06,1.1340568616110413e-06,8.247686266262117e-07
494252,local_any_control,494252,494251,circular_residue_distance,30.0,29.0,1.0
494252,local_any_control,494252,494251,normalized_residue_distance,3.092882349848294e-06,2.9897862715200177e-06,1.0309607832827638e-07
494252,local_mod210_control,494252,494462,circular_residue_distance,30.0,4.0,26.0
494252,local_mod210_control,494252,494462,normalized_residue_distance,3.092882349848294e-06,4.123843133131059e-07,2.680498036535188e-06
494848,local_any_control,494848,494847,circular_residue_distance,34.0,35.0,-1.0
494848,local_any_control,494848,494847,normalized_residue_distance,3.5052666631614e-06,3.6083627414896764e-06,-1.0309607832827638e-07
494848,local_mod210_control,494848,494638,circular_residue_distance,34.0,6.0,28.0
494848,local_mod210_control,494848,494638,normalized_residue_distance,3.5052666631614e-06,6.185764699696588e-07,2.8866901931917413e-06
494966,local_any_control,494966,494965,circular_residue_distance,2.0,3.0,-1.0
494966,local_any_control,494966,494965,normalized_residue_distance,2.0619215665655295e-07,3.092882349848294e-07,-1.0309607832827646e-07
494966,local_mod210_control,494966,494756,circular_residue_distance,2.0,2.0,0.0
494966,local_mod210_control,494966,494756,normalized_residue_distance,2.0619215665655295e-07,2.0619215665655295e-07,0.0
495268,local_any_control,495268,495267,circular_residue_distance,23.0,24.0,-1.0
495268,local_any_control,495268,495267,normalized_residue_distance,2.371209801550359e-06,2.4743058798786353e-06,-1.0309607832827638e-07
495268,local_mod210_control,495268,495058,circular_residue_distance,23.0,11.0,12.0
495268,local_mod210_control,495268,495058,normalized_residue_distance,2.371209801550359e-06,1.1340568616110413e-06,1.2371529399393177e-06
495512,local_any_control,495512,495511,circular_residue_distance,30.0,31.0,-1.0
495512,local_any_control,495512,495511,normalized_residue_distance,3.092882349848294e-06,3.1959784281765704e-06,-1.0309607832827638e-07
495512,local_mod210_control,495512,495302,circular_residue_distance,30.0,11.0,19.0
495512,local_mod210_control,495512,495302,normalized_residue_distance,3.092882349848294e-06,1.1340568616110413e-06,1.958825488237253e-06
495531,local_any_control,495531,495530,circular_residue_distance,11.0,12.0,-1.0
495531,local_any_control,495531,495530,normalized_residue_distance,1.1340568616110413e-06,1.2371529399393177e-06,-1.0309607832827638e-07
495531,local_mod210_control,495531,495321,circular_residue_distance,11.0,30.0,-19.0
495531,local_mod210_control,495531,495321,normalized_residue_distance,1.1340568616110413e-06,3.092882349848294e-06,-1.958825488237253e-06
495819,local_any_control,495819,495818,circular_residue_distance,7.0,6.0,1.0
495819,local_any_control,495819,495818,normalized_residue_distance,7.216725482979353e-07,6.185764699696588e-07,1.0309607832827649e-07
495819,local_mod210_control,495819,495609,circular_residue_distance,7.0,7.0,0.0
495819,local_mod210_control,495819,495609,normalized_residue_distance,7.216725482979353e-07,7.216725482979353e-07,0.0
495868,local_any_control,495868,495867,circular_residue_distance,4.0,5.0,-1.0
495868,local_any_control,495868,495867,normalized_residue_distance,4.123843133131059e-07,5.154803916413823e-07,-1.0309607832827644e-07
495868,local_mod210_control,495868,495658,circular_residue_distance,4.0,56.0,-52.0
495868,local_mod210_control,495868,495658,normalized_residue_distance,4.123843133131059e-07,5.773380386383483e-06,-5.360996073070377e-06
496588,local_any_control,496588,496587,circular_residue_distance,56.0,55.0,1.0
496588,local_any_control,496588,496587,normalized_residue_distance,5.773380386383483e-06,5.670284308055206e-06,1.0309607832827638e-07
496588,local_mod210_control,496588,496378,circular_residue_distance,56.0,20.0,36.0
496588,local_mod210_control,496588,496378,normalized_residue_distance,5.773380386383483e-06,2.0619215665655294e-06,3.7114588198179532e-06
496654,local_any_control,496654,496653,circular_residue_distance,2.0,1.0,1.0
496654,local_any_control,496654,496653,normalized_residue_distance,2.0619215665655295e-07,1.0309607832827648e-07,1.0309607832827648e-07
496654,local_mod210_control,496654,496444,circular_residue_distance,2.0,2.0,0.0
496654,local_mod210_control,496654,496444,normalized_residue_distance,2.0619215665655295e-07,2.0619215665655295e-07,0.0
496911,local_any_control,496911,496910,circular_residue_distance,49.0,48.0,1.0
496911,local_any_control,496911,496910,normalized_residue_distance,5.051707838085547e-06,4.948611759757271e-06,1.0309607832827638e-07
496911,local_mod210_control,496911,496701,circular_residue_distance,49.0,49.0,0.0
496911,local_mod210_control,496911,496701,normalized_residue_distance,5.051707838085547e-06,5.051707838085547e-06,0.0
497398,local_any_control,497398,497397,circular_residue_distance,30.0,31.0,-1.0
497398,local_any_control,497398,497397,normalized_residue_distance,3.092882349848294e-06,3.1959784281765704e-06,-1.0309607832827638e-07
497398,local_mod210_control,497398,497188,circular_residue_distance,30.0,4.0,26.0
497398,local_mod210_control,497398,497188,normalized_residue_distance,3.092882349848294e-06,4.123843133131059e-07,2.680498036535188e-06
497654,local_any_control,497654,497653,circular_residue_distance,44.0,45.0,-1.0
497654,local_any_control,497654,497653,normalized_residue_distance,4.536227446444165e-06,4.6393235247724415e-06,-1.0309607832827638e-07
497654,local_mod210_control,497654,497444,circular_residue_distance,44.0,16.0,28.0
497654,local_mod210_control,497654,497444,normalized_residue_distance,4.536227446444165e-06,1.6495372532524236e-06,2.8866901931917413e-06
497728,local_any_control,497728,497727,circular_residue_distance,26.0,25.0,1.0
497728,local_any_control,497728,497727,normalized_residue_distance,2.680498036535188e-06,2.5774019582069117e-06,1.0309607832827638e-07
497728,local_mod210_control,497728,497518,circular_residue_distance,26.0,4.0,22.0
497728,local_mod210_control,497728,497518,normalized_residue_distance,2.680498036535188e-06,4.123843133131059e-07,2.268113723222082e-06
498175,local_any_control,498175,498174,circular_residue_distance,7.0,8.0,-1.0
498175,local_any_control,498175,498174,normalized_residue_distance,7.216725482979353e-07,8.247686266262118e-07,-1.0309607832827649e-07
498175,local_mod210_control,498175,497965,circular_residue_distance,7.0,53.0,-46.0
498175,local_mod210_control,498175,497965,normalized_residue_distance,7.216725482979353e-07,5.464092151398653e-06,-4.742419603100717e-06
498231,local_any_control,498231,498230,circular_residue_distance,11.0,12.0,-1.0
498231,local_any_control,498231,498230,normalized_residue_distance,1.1340568616110413e-06,1.2371529399393177e-06,-1.0309607832827638e-07
498231,local_mod210_control,498231,498021,circular_residue_distance,11.0,55.0,-44.0
498231,local_mod210_control,498231,498021,normalized_residue_distance,1.1340568616110413e-06,5.670284308055206e-06,-4.536227446444165e-06
498688,local_any_control,498688,498687,circular_residue_distance,37.0,36.0,1.0
498688,local_any_control,498688,498687,normalized_residue_distance,3.8145548981462296e-06,3.711458819817953e-06,1.0309607832827681e-07
498688,local_mod210_control,498688,498478,circular_residue_distance,37.0,34.0,3.0
498688,local_mod210_control,498688,498478,normalized_residue_distance,3.8145548981462296e-06,3.5052666631614e-06,3.092882349848296e-07
498849,local_any_control,498849,498848,circular_residue_distance,7.0,6.0,1.0
498849,local_any_control,498849,498848,normalized_residue_distance,7.216725482979353e-07,6.185764699696588e-07,1.0309607832827649e-07
498849,local_mod210_control,498849,498639,circular_residue_distance,7.0,12.0,-5.0
498849,local_mod210_control,498849,498639,normalized_residue_distance,7.216725482979353e-07,1.2371529399393177e-06,-5.154803916413823e-07
499022,local_any_control,499022,499021,circular_residue_distance,56.0,57.0,-1.0
499022,local_any_control,499022,499021,normalized_residue_distance,5.773380386383483e-06,5.876476464711759e-06,-1.0309607832827638e-07
499022,local_mod210_control,499022,498812,circular_residue_distance,56.0,30.0,26.0
499022,local_mod210_control,499022,498812,normalized_residue_distance,5.773380386383483e-06,3.092882349848294e-06,2.6804980365351885e-06
499059,local_any_control,499059,499058,circular_residue_distance,19.0,20.0,-1.0
499059,local_any_control,499059,499058,normalized_residue_distance,1.958825488237253e-06,2.0619215665655294e-06,-1.0309607832827638e-07
499059,local_mod210_control,499059,499269,circular_residue_distance,19.0,97.0,-78.0
499059,local_mod210_control,499059,499269,normalized_residue_distance,1.958825488237253e-06,1.0000319597842817e-05,-8.041494109605563e-06
500211,local_any_control,500211,500210,circular_residue_distance,7.0,8.0,-1.0
500211,local_any_control,500211,500210,normalized_residue_distance,7.216725482979353e-07,8.247686266262118e-07,-1.0309607832827649e-07
500211,local_mod210_control,500211,500001,circular_residue_distance,7.0,7.0,0.0
500211,local_mod210_control,500211,500001,normalized_residue_distance,7.216725482979353e-07,7.216725482979353e-07,0.0
500282,local_any_control,500282,500281,circular_residue_distance,60.0,59.0,1.0
500282,local_any_control,500282,500281,normalized_residue_distance,6.185764699696588e-06,6.082668621368312e-06,1.0309607832827638e-07
500282,local_mod210_control,500282,500072,circular_residue_distance,60.0,4.0,56.0
500282,local_mod210_control,500282,500072,normalized_residue_distance,6.185764699696588e-06,4.123843133131059e-07,5.773380386383483e-06
500582,local_any_control,500582,500581,circular_residue_distance,53.0,52.0,1.0
500582,local_any_control,500582,500581,normalized_residue_distance,5.464092151398653e-06,5.360996073070376e-06,1.0309607832827638e-07
500582,local_mod210_control,500582,500372,circular_residue_distance,53.0,26.0,27.0
500582,local_mod210_control,500582,500372,normalized_residue_distance,5.464092151398653e-06,2.680498036535188e-06,2.7835941148634645e-06
500619,local_any_control,500619,500618,circular_residue_distance,19.0,20.0,-1.0
500619,local_any_control,500619,500618,normalized_residue_distance,1.958825488237253e-06,2.0619215665655294e-06,-1.0309607832827638e-07
500619,local_mod210_control,500619,500409,circular_residue_distance,19.0,11.0,8.0
500619,local_mod210_control,500619,500409,normalized_residue_distance,1.958825488237253e-06,1.1340568616110413e-06,8.247686266262117e-07
500636,local_any_control,500636,500635,circular_residue_distance,2.0,3.0,-1.0
500636,local_any_control,500636,500635,normalized_residue_distance,2.0619215665655295e-07,3.092882349848294e-07,-1.0309607832827646e-07
500636,local_mod210_control,500636,500426,circular_residue_distance,2.0,2.0,0.0
500636,local_mod210_control,500636,500426,normalized_residue_distance,2.0619215665655295e-07,2.0619215665655295e-07,0.0
501129,local_any_control,501129,501128,circular_residue_distance,23.0,24.0,-1.0
501129,local_any_control,501129,501128,normalized_residue_distance,2.371209801550359e-06,2.4743058798786353e-06,-1.0309607832827638e-07
501129,local_mod210_control,501129,500919,circular_residue_distance,23.0,49.0,-26.0
501129,local_mod210_control,501129,500919,normalized_residue_distance,2.371209801550359e-06,5.051707838085547e-06,-2.680498036535188e-06
501484,local_any_control,501484,501483,circular_residue_distance,2.0,1.0,1.0
501484,local_any_control,501484,501483,normalized_residue_distance,2.0619215665655295e-07,1.0309607832827648e-07,1.0309607832827648e-07
501484,local_mod210_control,501484,501274,circular_residue_distance,2.0,2.0,0.0
501484,local_mod210_control,501484,501274,normalized_residue_distance,2.0619215665655295e-07,2.0619215665655295e-07,0.0
501506,local_any_control,501506,501505,circular_residue_distance,24.0,23.0,1.0
501506,local_any_control,501506,501505,normalized_residue_distance,2.4743058798786353e-06,2.371209801550359e-06,1.0309607832827638e-07
501506,local_mod210_control,501506,501296,circular_residue_distance,24.0,24.0,0.0
501506,local_mod210_control,501506,501296,normalized_residue_distance,2.4743058798786353e-06,2.4743058798786353e-06,0.0
502354,local_any_control,502354,502353,circular_residue_distance,10.0,11.0,-1.0
502354,local_any_control,502354,502353,normalized_residue_distance,1.0309607832827647e-06,1.1340568616110413e-06,-1.030960783282766e-07
502354,local_mod210_control,502354,502144,circular_residue_distance,10.0,2.0,8.0
502354,local_mod210_control,502354,502144,normalized_residue_distance,1.0309607832827647e-06,2.0619215665655295e-07,8.247686266262117e-07
502498,local_any_control,502498,502497,circular_residue_distance,26.0,25.0,1.0
502498,local_any_control,502498,502497,normalized_residue_distance,2.680498036535188e-06,2.5774019582069117e-06,1.0309607832827638e-07
502498,local_mod210_control,502498,502288,circular_residue_distance,26.0,30.0,-4.0
502498,local_mod210_control,502498,502288,normalized_residue_distance,2.680498036535188e-06,3.092882349848294e-06,-4.1238431331310596e-07
502839,local_any_control,502839,502838,circular_residue_distance,37.0,36.0,1.0
502839,local_any_control,502839,502838,normalized_residue_distance,3.8145548981462296e-06,3.711458819817953e-06,1.0309607832827681e-07
502839,local_mod210_control,502839,502629,circular_residue_distance,37.0,78.0,-41.0
502839,local_mod210_control,502839,502629,normalized_residue_distance,3.8145548981462296e-06,8.041494109605565e-06,-4.226939211459335e-06
503156,local_any_control,503156,503155,circular_residue_distance,2.0,3.0,-1.0
503156,local_any_control,503156,503155,normalized_residue_distance,2.0619215665655295e-07,3.092882349848294e-07,-1.0309607832827646e-07
503156,local_mod210_control,503156,502946,circular_residue_distance,2.0,2.0,0.0
503156,local_mod210_control,503156,502946,normalized_residue_distance,2.0619215665655295e-07,2.0619215665655295e-07,0.0
503635,local_any_control,503635,503634,circular_residue_distance,53.0,52.0,1.0
503635,local_any_control,503635,503634,normalized_residue_distance,5.464092151398653e-06,5.360996073070376e-06,1.0309607832827638e-07
503635,local_mod210_control,503635,503425,circular_residue_distance,53.0,37.0,16.0
503635,local_mod210_control,503635,503425,normalized_residue_distance,5.464092151398653e-06,3.8145548981462296e-06,1.649537253252423e-06
503818,local_any_control,503818,503817,circular_residue_distance,26.0,25.0,1.0
503818,local_any_control,503818,503817,normalized_residue_distance,2.680498036535188e-06,2.5774019582069117e-06,1.0309607832827638e-07
503818,local_mod210_control,503818,503608,circular_residue_distance,26.0,26.0,0.0
503818,local_mod210_control,503818,503608,normalized_residue_distance,2.680498036535188e-06,2.680498036535188e-06,0.0
503878,local_any_control,503878,503877,circular_residue_distance,86.0,85.0,1.0
503878,local_any_control,503878,503877,normalized_residue_distance,8.866262736231776e-06,8.7631666579035e-06,1.0309607832827554e-07
503878,local_mod210_control,503878,503668,circular_residue_distance,86.0,30.0,56.0
503878,local_mod210_control,503878,503668,normalized_residue_distance,8.866262736231776e-06,3.092882349848294e-06,5.773380386383482e-06
503961,local_any_control,503961,503960,circular_residue_distance,37.0,38.0,-1.0
503961,local_any_control,503961,503960,normalized_residue_distance,3.8145548981462296e-06,3.917650976474506e-06,-1.0309607832827638e-07
503961,local_mod210_control,503961,503751,circular_residue_distance,37.0,30.0,7.0
503961,local_mod210_control,503961,503751,normalized_residue_distance,3.8145548981462296e-06,3.092882349848294e-06,7.216725482979355e-07
503979,local_any_control,503979,503978,circular_residue_distance,19.0,20.0,-1.0
503979,local_any_control,503979,503978,normalized_residue_distance,1.958825488237253e-06,2.0619215665655294e-06,-1.0309607832827638e-07
503979,local_mod210_control,503979,503769,circular_residue_distance,19.0,19.0,0.0
503979,local_mod210_control,503979,503769,normalized_residue_distance,1.958825488237253e-06,1.958825488237253e-06,0.0
504099,local_any_control,504099,504098,circular_residue_distance,12.0,13.0,-1.0
504099,local_any_control,504099,504098,normalized_residue_distance,1.2371529399393177e-06,1.340249018267594e-06,-1.0309607832827638e-07
504099,local_mod210_control,504099,503889,circular_residue_distance,12.0,97.0,-85.0
504099,local_mod210_control,504099,503889,normalized_residue_distance,1.2371529399393177e-06,1.0000319597842817e-05,-8.763166657903499e-06
504448,local_any_control,504448,504447,circular_residue_distance,4.0,5.0,-1.0
504448,local_any_control,504448,504447,normalized_residue_distance,4.123843133131059e-07,5.154803916413823e-07,-1.0309607832827644e-07
504448,local_mod210_control,504448,504238,circular_residue_distance,4.0,24.0,-20.0
504448,local_mod210_control,504448,504238,normalized_residue_distance,4.123843133131059e-07,2.4743058798786353e-06,-2.0619215665655294e-06
504501,local_any_control,504501,504500,circular_residue_distance,49.0,48.0,1.0
504501,local_any_control,504501,504500,normalized_residue_distance,5.051707838085547e-06,4.948611759757271e-06,1.0309607832827638e-07
504501,local_mod210_control,504501,504291,circular_residue_distance,49.0,18.0,31.0
504501,local_mod210_control,504501,504291,normalized_residue_distance,5.051707838085547e-06,1.8557294099089764e-06,3.1959784281765704e-06
504512,local_any_control,504512,504511,circular_residue_distance,60.0,59.0,1.0
504512,local_any_control,504512,504511,normalized_residue_distance,6.185764699696588e-06,6.082668621368312e-06,1.0309607832827638e-07
504512,local_mod210_control,504512,504302,circular_residue_distance,60.0,7.0,53.0
504512,local_mod210_control,504512,504302,normalized_residue_distance,6.185764699696588e-06,7.216725482979353e-07,5.464092151398653e-06
504759,local_any_control,504759,504758,circular_residue_distance,23.0,24.0,-1.0
504759,local_any_control,504759,504758,normalized_residue_distance,2.371209801550359e-06,2.4743058798786353e-06,-1.0309607832827638e-07
504759,local_mod210_control,504759,504549,circular_residue_distance,23.0,79.0,-56.0
504759,local_mod210_control,504759,504549,normalized_residue_distance,2.371209801550359e-06,8.144590187933842e-06,-5.773380386383483e-06
504897,local_any_control,504897,504896,circular_residue_distance,55.0,54.0,1.0
504897,local_any_control,504897,504896,normalized_residue_distance,5.670284308055206e-06,5.56718822972693e-06,1.0309607832827638e-07
504897,local_mod210_control,504897,504687,circular_residue_distance,55.0,1.0,54.0
504897,local_mod210_control,504897,504687,normalized_residue_distance,5.670284308055206e-06,1.0309607832827648e-07,5.56718822972693e-06
504958,local_any_control,504958,504957,circular_residue_distance,60.0,61.0,-1.0
504958,local_any_control,504958,504957,normalized_residue_distance,6.185764699696588e-06,6.2888607780248645e-06,-1.0309607832827638e-07
504958,local_mod210_control,504958,504748,circular_residue_distance,60.0,34.0,26.0
504958,local_mod210_control,504958,504748,normalized_residue_distance,6.185764699696588e-06,3.5052666631614e-06,2.680498036535188e-06
505419,local_any_control,505419,505418,circular_residue_distance,23.0,24.0,-1.0
505419,local_any_control,505419,505418,normalized_residue_distance,2.371209801550359e-06,2.4743058798786353e-06,-1.0309607832827638e-07
505419,local_mod210_control,505419,505629,circular_residue_distance,23.0,4.0,19.0
505419,local_mod210_control,505419,505629,normalized_residue_distance,2.371209801550359e-06,4.123843133131059e-07,1.958825488237253e-06
505552,local_any_control,505552,505551,circular_residue_distance,73.0,74.0,-1.0
505552,local_any_control,505552,505551,normalized_residue_distance,7.526013717964182e-06,7.629109796292459e-06,-1.0309607832827723e-07
505552,local_mod210_control,505552,505342,circular_residue_distance,73.0,6.0,67.0
505552,local_mod210_control,505552,505342,normalized_residue_distance,7.526013717964182e-06,6.185764699696588e-07,6.907437247994523e-06
505581,local_any_control,505581,505580,circular_residue_distance,44.0,45.0,-1.0
505581,local_any_control,505581,505580,normalized_residue_distance,4.536227446444165e-06,4.6393235247724415e-06,-1.0309607832827638e-07
505581,local_mod210_control,505581,505371,circular_residue_distance,44.0,23.0,21.0
505581,local_mod210_control,505581,505371,normalized_residue_distance,4.536227446444165e-06,2.371209801550359e-06,2.165017644893806e-06
505886,local_any_control,505886,505885,circular_residue_distance,2.0,3.0,-1.0
505886,local_any_control,505886,505885,normalized_residue_distance,2.0619215665655295e-07,3.092882349848294e-07,-1.0309607832827646e-07
505886,local_mod210_control,505886,505676,circular_residue_distance,2.0,2.0,0.0
505886,local_mod210_control,505886,505676,normalized_residue_distance,2.0619215665655295e-07,2.0619215665655295e-07,0.0
506266,local_any_control,506266,506265,circular_residue_distance,42.0,43.0,-1.0
506266,local_any_control,506266,506265,normalized_residue_distance,4.3300352897876115e-06,4.433131368115888e-06,-1.0309607832827638e-07
506266,local_mod210_control,506266,506056,circular_residue_distance,42.0,42.0,0.0
506266,local_mod210_control,506266,506056,normalized_residue_distance,4.3300352897876115e-06,4.3300352897876115e-06,0.0
506282,local_any_control,506282,506281,circular_residue_distance,26.0,27.0,-1.0
506282,local_any_control,506282,506281,normalized_residue_distance,2.680498036535188e-06,2.783594114863465e-06,-1.0309607832827681e-07
506282,local_mod210_control,506282,506072,circular_residue_distance,26.0,26.0,0.0
506282,local_mod210_control,506282,506072,normalized_residue_distance,2.680498036535188e-06,2.680498036535188e-06,0.0
506524,local_any_control,506524,506523,circular_residue_distance,2.0,1.0,1.0
506524,local_any_control,506524,506523,normalized_residue_distance,2.0619215665655295e-07,1.0309607832827648e-07,1.0309607832827648e-07
506524,local_mod210_control,506524,506314,circular_residue_distance,2.0,2.0,0.0
506524,local_mod210_control,506524,506314,normalized_residue_distance,2.0619215665655295e-07,2.0619215665655295e-07,0.0
507028,local_any_control,507028,507027,circular_residue_distance,7.0,6.0,1.0
507028,local_any_control,507028,507027,normalized_residue_distance,7.216725482979353e-07,6.185764699696588e-07,1.0309607832827649e-07
507028,local_mod210_control,507028,506818,circular_residue_distance,7.0,23.0,-16.0
507028,local_mod210_control,507028,506818,normalized_residue_distance,7.216725482979353e-07,2.371209801550359e-06,-1.6495372532524236e-06
507141,local_any_control,507141,507140,circular_residue_distance,7.0,8.0,-1.0
507141,local_any_control,507141,507140,normalized_residue_distance,7.216725482979353e-07,8.247686266262118e-07,-1.0309607832827649e-07
507141,local_mod210_control,507141,506931,circular_residue_distance,7.0,7.0,0.0
507141,local_mod210_control,507141,506931,normalized_residue_distance,7.216725482979353e-07,7.216725482979353e-07,0.0
507261,local_any_control,507261,507260,circular_residue_distance,41.0,42.0,-1.0
507261,local_any_control,507261,507260,normalized_residue_distance,4.226939211459335e-06,4.3300352897876115e-06,-1.0309607832827638e-07
507261,local_mod210_control,507261,507051,circular_residue_distance,41.0,30.0,11.0
